time/fps,time/time_elapsed,time/iterations,train/reward,time/total_timesteps,train/entropy_loss,train/value_loss,train/explained_variance,train/std,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
114,18,42,,2100,-7.089589357376099,1.2633305800591189e-06,0.10173463821411133,0.9994190335273743,-0.011101321672555065,0.2,0.0800000000745058,-0.01910153031349182,0.014372599,410,0.00025,,
113,18,43,,2150,-7.0934998989105225,5.655016957462067e-06,-3.2791996002197266,1.000268578529358,-0.014368696011602821,0.2,0.059999999776482585,-0.029002483934164047,0.013235992,420,0.00025,,
113,19,44,,2200,-7.097488117218018,2.766004058685212e-06,-9.649887084960938,1.00088632106781,-0.009732311888132238,0.2,0.05199999921023846,-0.02307511493563652,0.010761622,430,0.00025,,
112,19,45,,2250,-7.098855304718017,4.695286952483002e-06,-19.114030838012695,1.0007766485214233,-0.015688800547271953,0.2,0.0779999990016222,-0.03097919374704361,0.014961017,440,0.00025,,
112,20,46,,2300,-7.097568416595459,1.2251084444869776e-05,-17.114315032958984,1.0004132986068726,-0.009591437526978552,0.2,0.04200000055134297,-0.019493628293275833,0.010256317,450,0.00025,,
112,20,47,,2350,-7.0958497524261475,5.100034377392148e-06,-0.7781325578689575,1.0001943111419678,-0.015447307819500721,0.2,0.10000000223517418,-0.03323197364807129,0.020313235,460,0.00025,,
112,21,48,,2400,-7.093740653991699,2.969243814732181e-06,-30.14261245727539,0.9991823434829712,-0.0065445777135899165,0.2,0.03599999956786633,-0.010295665822923183,0.010151999,470,0.00025,,
112,21,49,,2450,-7.087642431259155,8.159792196238414e-06,-4.255329608917236,0.9980961084365845,-0.0214329015007241,0.2,0.06400000043213368,-0.037982627749443054,0.013576603,480,0.00025,,
111,22,50,,2500,-7.083891105651856,2.3799490554665682e-05,-0.8625425100326538,0.9978602528572083,-0.006307603635708858,0.2,0.05999999865889549,-0.009736545383930206,0.009344488,490,0.00025,,
111,22,51,,2550,-7.083905410766602,1.0254488461214351e-05,-0.8593906164169312,0.9979917407035828,-0.007009920309879902,0.2,0.009999999776482582,-0.01764587312936783,0.00661463,500,0.00025,,
110,23,52,,2600,-7.083486461639405,7.603150197610375e-06,0.07104915380477905,0.9974762797355652,-0.013212418343871768,0.2,0.09999999850988388,-0.01753934845328331,0.019519903,510,0.00025,,
110,24,53,,2650,-7.080484390258789,3.966912890973617e-06,0.21264797449111938,0.997031033039093,-0.003161015357589392,0.2,0.0,-0.015296341851353645,0.0018273008,520,0.00025,,
109,24,54,,2700,-7.079470443725586,9.352941560791805e-06,-17.56845474243164,0.9971162676811218,-0.0074240764125718785,0.2,0.011999999731779098,-0.021431270986795425,0.005516026,530,0.00025,,
109,25,55,,2750,-7.079899787902832,6.703814733555191e-06,-0.22673630714416504,0.9970650672912598,-0.010484924586489797,0.2,0.04999999850988388,-0.020435087382793427,0.013197823,540,0.00025,,
109,25,56,,2800,-7.0792053699493405,2.1244465096970087e-05,-3.1870803833007812,0.9969539642333984,-0.020403686608187855,0.2,0.09199999868869782,-0.03740978240966797,0.016148824,550,0.00025,,
108,26,57,,2850,-7.078672981262207,3.986121846537572e-05,-1.4067249298095703,0.9967870712280273,-0.013189874283503733,0.2,0.031999999284744264,-0.028631241992115974,0.009843271,560,0.00025,,
108,26,58,,2900,-7.077669763565064,2.4868186483217868e-05,-1.5802850723266602,0.9965810775756836,-0.009026525986613621,0.2,0.053999999538064,-0.024307018145918846,0.013862188,570,0.00025,,
107,27,59,,2950,-7.0762097358703615,5.452891637105495e-05,-4.990488052368164,0.9961215853691101,-0.016335346717387723,0.2,0.17199999764561652,-0.019975362345576286,0.02492714,580,0.00025,,
96,31,60,,3000,-7.074403619766235,5.673249797837343e-05,-2.352050542831421,0.996109664440155,-0.020846242872998123,0.2,0.03199999965727329,-0.044845350086688995,0.010328498,590,0.00025,2960.0,0.000105
96,31,61,,3050,-7.0755321979522705,0.00021175488873268478,-0.5217366218566895,0.9964641332626343,-0.0023055831022794847,0.2,0.0,-0.01616416685283184,0.0012328875,600,0.00025,2960.0,0.000105
96,32,62,,3100,-7.076164436340332,2.7704980357157184e-05,-5.496975421905518,0.9961147308349609,-0.004552950646262622,0.2,0.0,-0.012264987453818321,0.0013365424,610,0.00025,2960.0,0.000105
96,32,63,,3150,-7.073112630844117,6.137085290447431e-06,-0.19806861877441406,0.995405375957489,-0.0014330846269003494,0.2,0.0,-0.004236850421875715,0.001482873,620,0.00025,2960.0,0.000105
96,33,64,,3200,-7.070368432998658,6.704726729367394e-06,-0.029503703117370605,0.9951690435409546,-0.007039963013259864,0.2,0.0,-0.016414562240242958,0.0006680548,630,0.00025,2960.0,0.000105
95,33,65,,3250,-7.069589853286743,2.882472568899175e-06,0.6179347336292267,0.9950095415115356,-0.012506872658151735,0.2,0.005999999865889549,-0.027572765946388245,0.0036453044,640,0.00025,2960.0,0.000105
95,34,66,,3300,-7.069809341430664,7.052749060676433e-06,-3.4309401512145996,0.9954128265380859,0.0028486239761114974,0.2,0.0,0.0014045501593500376,0.0011841989,650,0.00025,2960.0,0.000105
95,34,67,,3350,-7.071732425689698,3.5119625522384013e-06,-2.0844979286193848,0.9954740405082703,-0.012912514588330736,0.2,0.009999999776482582,-0.029510965570807457,0.005614853,660,0.00025,2960.0,0.000105
95,35,68,,3400,-7.07229962348938,2.8365279831632506e-06,0.07535803318023682,0.9960299730300903,-0.0031283713166487814,0.2,0.0,-0.01031492743641138,0.0016723692,670,0.00025,2960.0,0.000105
95,35,69,,3450,-7.0787656784057615,4.024707936878258e-06,-3.505636215209961,0.9983402490615845,-0.0026843312869317517,0.2,0.0,-0.0066782161593437195,0.0020412756,680,0.00025,2960.0,0.000105
95,36,70,,3500,-7.089849233627319,1.930928738147486e-06,-1.52689528465271,0.9996535181999207,-0.003940622897236778,0.2,0.0,-0.00964281428605318,0.0016523183,690,0.00025,2960.0,0.000105
