time/fps,time/time_elapsed,time/iterations,train/reward,time/total_timesteps,train/entropy_loss,train/value_loss,train/explained_variance,train/std,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
112,11,27,,1350,-7.084510803222656,1.9362937746336683e-05,-0.24602580070495605,0.9976428151130676,-0.018341224385425292,0.2,0.1340000007301569,-0.026224641129374504,0.02002658,260,0.00025,,
112,12,28,,1400,-7.0811628818511965,2.7937845243286574e-05,-16.427099227905273,0.9968603849411011,-0.0007687994721351288,0.2,0.0,-0.011003264226019382,0.001246748,270,0.00025,,
112,12,29,,1450,-7.078114223480225,1.7626779754209566e-05,-5.368437767028809,0.9966763257980347,-0.0225844976333903,0.2,0.015999999642372132,-0.05021490529179573,0.006823461,280,0.00025,,
113,13,30,,1500,-7.0786638259887695,9.016040075948695e-06,0.26749706268310547,0.9970352053642273,-0.0030134981845037602,0.2,0.0019999999552965165,-0.011675066314637661,0.0024233914,290,0.00025,,
112,13,31,,1550,-7.081331205368042,2.869824438676005e-05,-11.162432670593262,0.997799277305603,6.729447562250356e-05,0.2,0.0,-0.004264240153133869,0.00092333317,300,0.00025,,
113,14,32,,1600,-7.085227632522583,4.154494399699616e-06,0.34975993633270264,0.998436450958252,-0.011056845832615991,0.2,0.003999999910593033,-0.025244642049074173,0.006031643,310,0.00025,,
113,14,33,,1650,-7.08831934928894,1.056135351973353e-05,-13.529051780700684,0.9991617202758789,-0.02117195547372095,0.2,0.01799999997019768,-0.04644206166267395,0.0065603172,320,0.00025,,
114,14,34,,1700,-7.091306257247925,5.8351080951979386e-06,-88.98124694824219,0.9994112849235535,-0.00801427176501619,0.2,0.056000000610947606,-0.01598551496863365,0.013129966,330,0.00025,,
114,15,35,,1750,-7.091612958908081,3.4884091860476473e-06,-0.1303931474685669,0.9994327425956726,-0.0030142343943008855,0.2,0.0,-0.023922208696603775,0.0029862,340,0.00025,,
115,15,36,,1800,-7.092158079147339,6.645159874096862e-06,-6.347927570343018,0.9996044039726257,-0.003257783407112669,0.2,0.04000000022351742,-0.007200354244560003,0.0055918945,350,0.00025,,
115,16,37,,1850,-7.092862272262574,3.1037261578603648e-06,-2.0391836166381836,0.9996927380561829,-0.007961578789865609,0.2,0.007999999821186066,-0.019696785137057304,0.005153749,360,0.00025,,
115,16,38,,1900,-7.093183517456055,3.674850086099468e-06,-3.7912025451660156,0.9997904896736145,-0.020680467426776872,0.2,0.10600000247359276,-0.03656282275915146,0.018941708,370,0.00025,,
115,16,39,,1950,-7.093495607376099,2.0154574485786724e-06,-3.510559558868408,0.9997444152832031,-0.004330863771494542,0.2,0.03199999965727329,-0.009930336847901344,0.0076680277,380,0.00025,,
115,17,40,,2000,-7.092094564437867,3.143821300000127e-06,-0.8675204515457153,0.9991402626037598,-0.010542326794471623,0.2,0.029999999701976775,-0.022211940959095955,0.009922525,390,0.00025,,
114,17,41,,2050,-7.089212369918823,2.3639158939658957e-06,-4.379574298858643,0.9988347887992859,-0.009136925276019526,0.2,0.03399999961256981,-0.021813904866576195,0.009356601,400,0.00025,,
