time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/std,train/clip_fraction,rollout/ep_len_mean,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/explained_variance,train/approx_kl,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/loss,train/value_loss
30720,413,74,15,0.956266462802887,0.973388671875,3262.0,0.6642425448051654,140,-9.645640769600869,0.9093820750713348,15.060208,-4.244444444444445e-05,0.2,0.00025,0.21748794615268707,1.5131809703916588e-05
32768,441,74,16,0.9869391322135925,0.963525390625,3262.0,1.1687964055192424,150,-9.737863931059838,0.8833228424191475,107.569824,-4.160000000000001e-05,0.2,0.00025,0.037755176424980164,3.847798788427781e-05
34816,468,74,17,0.9919621348381042,0.985986328125,3262.0,0.5829507168848067,160,-9.862826347351074,0.84707872569561,14.419154,-4.160000000000001e-05,0.2,0.00025,1.3163167238235474,9.686356881388747e-06
36864,500,73,18,0.9778261780738831,0.968212890625,3262.0,1.6864969165413641,170,-9.828151446580886,0.8698064088821411,17.999023,-3.990909090909092e-05,0.2,0.00025,0.13371075689792633,2.189148884035319e-06
38912,543,71,19,0.9850155711174011,0.965185546875,3262.0,0.42749108700372745,180,-9.797834205627442,0.8635515719652176,132.3721,-3.990909090909092e-05,0.2,0.00025,0.13741110265254974,2.197190377657421e-05
40960,574,71,20,0.9841304421424866,0.9783203125,3262.0,0.2713800077559426,190,-9.82863696217537,0.7321806848049164,9.770309,-3.9000000000000006e-05,0.2,0.00025,0.16576366126537323,1.30932095956382e-05
43008,605,71,21,0.9932302832603455,0.97763671875,3262.0,15.082762933941558,200,-9.867647770047189,0.772316962480545,22.835852,-4.1923076923076936e-05,0.2,0.00025,0.18465076386928558,2.9924004223857993e-06
45056,631,71,22,0.9986039400100708,0.980615234375,3262.0,0.34829100291244686,210,-9.903186285495758,0.728950172662735,20.099487,-4.1923076923076936e-05,0.2,0.00025,0.16989019513130188,5.931768218658817e-05
47104,660,71,23,0.9939450025558472,0.999609375,3262.0,0.30376009391620756,220,-9.900813102722168,0.11263871192932129,20.099556,-4.592857142857144e-05,0.2,0.00025,0.3041210174560547,2.8574739072695365e-06
49152,690,71,24,0.9920470118522644,0.998828125,3262.0,0.25932021453045306,230,-9.874542531371116,0.6708433032035828,25.547867,-4.633333333333334e-05,0.2,0.00025,0.26064667105674744,5.2171373429388265e-06
51200,716,71,25,0.9922280311584473,0.999609375,3262.0,0.27974533443339167,240,-9.87731711268425,0.5778200626373291,34.920715,-4.633333333333334e-05,0.2,0.00025,0.30267012119293213,6.2080376515893935e-06
53248,746,71,26,0.9982357025146484,0.9994140625,3262.0,0.30694510219618676,250,-9.888549739122391,0.46044600009918213,12.233485,-4.48125e-05,0.2,0.00025,0.29448071122169495,1.4533166821095733e-06
55296,772,71,27,0.9930920004844666,0.99873046875,3262.0,0.2802697188686579,260,-9.887058028578759,0.673681229352951,30.66174,-4.48125e-05,0.2,0.00025,0.31022319197654724,5.318511692564698e-06
57344,802,71,28,0.9929779767990112,1.0,3262.0,0.29104569028131666,270,-9.88152951002121,0.6239007115364075,36.997833,-4.576470588235294e-05,0.2,0.00025,0.30803433060646057,3.991061969799148e-06
59392,831,71,29,0.9934045076370239,0.99912109375,3262.0,0.2782952009234577,280,-9.892757043242455,0.6324023604393005,18.273767,-4.4166666666666665e-05,0.2,0.00025,0.3111986815929413,1.9057166879221655e-06
61440,858,71,30,0.992925763130188,0.999658203125,3262.0,0.2862655421718955,290,-9.872618895769119,0.3933945298194885,34.54754,-4.4166666666666665e-05,0.2,0.00025,0.2778308689594269,3.979349408567145e-06
63488,887,71,31,0.9929129481315613,1.0,3262.0,0.3020568762905896,300,-9.881099909543991,0.4305431842803955,30.407757,-4.53157894736842e-05,0.2,0.00025,0.27940669655799866,2.0717624151345147e-06
65536,917,71,32,0.9956256747245789,0.9998046875,3262.0,0.2711424536537379,310,-9.8888073772192,0.46435344219207764,22.676765,-4.259999999999999e-05,0.2,0.00025,0.29463326930999756,3.555929214726916e-06
67584,943,71,33,0.9947305917739868,0.999365234375,3262.0,0.29034908493049444,320,-9.89454382956028,0.4984787702560425,35.89321,-4.259999999999999e-05,0.2,0.00025,0.2933173179626465,4.674934893245109e-06
69632,973,71,34,1.0077465772628784,0.995703125,3262.0,0.3281720702536404,330,-9.955435386300087,0.4293783903121948,10.132861,-4.285714285714285e-05,0.2,0.00025,0.2752947509288788,2.070741757442818e-06
71680,1000,71,35,1.004136085510254,0.998779296875,3262.0,0.2736558749806136,340,-9.959786173701286,0.7293055951595306,24.9049,-4.285714285714285e-05,0.2,0.00025,0.24229960143566132,5.194118432783057e-06
73728,1029,71,36,1.003661036491394,1.0,3262.0,0.29205980864353476,350,-9.95308168232441,0.7914611995220184,33.39996,-4.113636363636363e-05,0.2,0.00025,0.30363982915878296,4.615099111049403e-06
75776,1059,71,37,1.0015285015106201,0.9998046875,3262.0,0.2681218965910375,360,-9.936456274986266,0.4730704426765442,21.472713,-4.021739130434782e-05,0.2,0.00025,0.20806929469108582,1.6871401744111836e-06
77824,1085,71,38,1.0018236637115479,0.99990234375,3262.0,0.28227333426475526,370,-9.939978635311126,0.4817544221878052,32.755585,-4.021739130434782e-05,0.2,0.00025,0.2634088695049286,3.873400066467525e-06
79872,1114,71,39,1.0012013912200928,1.0,3262.0,0.28606336140073835,380,-9.935698717832565,0.3272116780281067,33.297077,-3.929166666666667e-05,0.2,0.00025,0.2885432541370392,2.262572918354522e-06
81920,1144,71,40,1.0032843351364136,0.999951171875,3262.0,0.27965490450151265,390,-9.941491696238518,0.5226004421710968,23.486475,-3.9280000000000003e-05,0.2,0.00025,0.28636065125465393,2.0608179102765687e-06
83968,1170,71,41,1.006432056427002,0.99951171875,3262.0,0.2891194785013795,400,-9.966498485207557,0.14932507276535034,31.55027,-3.9280000000000003e-05,0.2,0.00025,0.2928873300552368,3.8742630444232875e-06
86016,1202,71,42,1.021117091178894,0.991259765625,3262.0,0.40369948581792414,410,-10.028476756811141,0.15048319101333618,4.986968,-3.807692307692308e-05,0.2,0.00025,0.2662303149700165,1.6879632130084587e-05
88064,1236,71,43,1.0204417705535889,0.99677734375,3262.0,0.2798899711575359,420,-10.064809128642082,0.40659064054489136,18.735895,-3.807692307692308e-05,0.2,0.00025,0.2502220571041107,2.317442240418188e-06
90112,1270,70,44,1.0209877490997314,1.0,3262.0,0.29050083914771674,430,-10.068512797355652,0.4440869092941284,21.13643,-3.807407407407408e-05,0.2,0.00025,0.2977621853351593,2.6487299388477937e-06
92160,1301,70,45,1.0227116346359253,0.98642578125,3262.0,4.543771829735488,440,-10.086341413855553,0.3211238980293274,9.483041,-3.7500000000000003e-05,0.2,0.00025,0.27155551314353943,2.863130414798576e-06
94208,1329,70,46,1.0182806253433228,0.999609375,3262.0,0.2859192228410393,450,-10.052679064869881,0.665700227022171,24.623257,-3.7500000000000003e-05,0.2,0.00025,0.3041139543056488,5.945468609525051e-06
96256,1359,70,47,1.018288254737854,1.0,3262.0,0.2868994012940675,460,-10.05056334733963,0.5102732479572296,22.071842,-3.920689655172415e-05,0.2,0.00025,0.2950630187988281,1.9677641505566614e-06
98304,1390,70,48,1.0185210704803467,0.99990234375,3262.0,0.27546238293871284,470,-10.053264999389649,0.574415534734726,20.587765,-3.803333333333334e-05,0.2,0.00025,0.3101957440376282,1.5711630356740613e-06
100352,1417,70,49,1.019201636314392,1.0,3262.0,0.285362490080297,480,-10.054388511180878,0.1968262791633606,24.690804,-3.803333333333334e-05,0.2,0.00025,0.302392840385437,2.5646074185203815e-06
102400,1447,70,50,1.0191112756729126,0.999951171875,3262.0,0.3018023789860308,490,-10.055190414190292,-0.16504919528961182,16.386797,-3.838709677419356e-05,0.2,0.00025,0.31842225790023804,1.0350767947642225e-06
104448,1477,70,51,1.0175477266311646,1.0,3262.0,0.2776246983092278,500,-10.044265261292457,0.5387876033782959,25.146877,-3.828125e-05,0.2,0.00025,0.2681274712085724,2.3446297600315803e-06
106496,1505,70,52,1.0178136825561523,1.0,3262.0,0.2897467782255262,510,-10.046353822946548,0.46865421533584595,29.66632,-3.828125e-05,0.2,0.00025,0.28433758020401,3.4409582633898593e-06
108544,1535,70,53,1.0271528959274292,0.993408203125,3262.0,0.42818303653039036,520,-10.082875636219978,0.06263285875320435,4.2526264,-3.603030303030303e-05,0.2,0.00025,0.23843888938426971,6.785079657234405e-07
110592,1562,70,54,1.0305830240249634,0.99921875,3262.0,0.42644736492075025,530,-10.130768132209777,0.5761963129043579,26.338158,-3.603030303030303e-05,0.2,0.00025,0.27760422229766846,2.6497920273982347e-06
112640,1593,70,55,1.0305922031402588,1.0,3262.0,0.2854833742137998,540,-10.132289138436317,0.5213742256164551,25.175583,-3.5911764705882346e-05,0.2,0.00025,0.2786996364593506,2.3695279406155122e-06
114688,1624,70,56,1.0313314199447632,1.0,3262.0,0.28102658172138034,550,-10.134450671076774,0.5517309010028839,20.751991,-3.508571428571428e-05,0.2,0.00025,0.29893654584884644,1.0170814274346186e-06
116736,1651,70,57,1.0322129726409912,1.0,3262.0,0.2850045459344983,560,-10.140317898988723,0.23180270195007324,25.08991,-3.508571428571428e-05,0.2,0.00025,0.28456053137779236,3.058064541860972e-06
118784,1680,70,58,1.0379456281661987,0.999951171875,3262.0,0.2989150699228048,570,-10.152545112371445,-0.27751851081848145,12.063585,-3.508333333333334e-05,0.2,0.00025,0.32049843668937683,8.323878293303721e-07
120832,1710,70,59,1.0330036878585815,0.999853515625,3262.0,0.3435013481881469,580,-10.160457444190978,-0.6198234558105469,27.319298,-3.5243243243243244e-05,0.2,0.00025,0.21575550734996796,2.3770174474080362e-06
122880,1736,70,60,1.0332120656967163,1.0,3262.0,0.2922653024084866,590,-10.148113796114922,-0.011985540390014648,32.21752,-3.5243243243243244e-05,0.2,0.00025,0.28548258543014526,3.2237511538468768e-06
124928,1765,70,61,1.0476280450820923,0.99814453125,3262.0,0.3134904244914651,600,-10.189031609892846,0.4298263192176819,12.247479,-3.476315789473685e-05,0.2,0.00025,0.42050012946128845,5.206137491775565e-07
126976,1792,70,62,1.0543235540390015,0.9916015625,3262.0,0.28256757678464056,610,-10.269943714141846,-0.09034740924835205,11.446466,-3.476315789473685e-05,0.2,0.00025,0.33201706409454346,1.0175256224265183e-05
129024,1820,70,63,1.062379240989685,0.989013671875,3262.0,0.2861252540256828,620,-10.335296797752381,-0.627515435218811,6.2109623,-3.4692307692307694e-05,0.2,0.00025,0.1952986717224121,2.024160837352795e-05
131072,1850,70,64,1.063090443611145,0.995458984375,3262.0,0.41952370493672786,630,-10.346894985437393,-0.9084925651550293,9.0229435,-3.515e-05,0.2,0.00025,0.2621639668941498,5.038754482100672e-07
133120,1877,70,65,1.0683003664016724,0.993310546875,3262.0,0.29716263618320227,640,-10.37251069843769,-0.5838984251022339,9.625565,-3.515e-05,0.2,0.00025,0.2865966856479645,1.2400426075309667e-06
135168,1906,70,66,1.0652399063110352,0.999267578125,3262.0,0.29777274751104416,650,-10.367560678720475,-0.034485459327697754,9.975862,-3.460975609756097e-05,0.2,0.00025,0.28896573185920715,7.946392499569299e-07
137216,1935,70,67,1.0647016763687134,0.989404296875,3262.0,0.31572528425604107,660,-10.36768836081028,-3.2279086112976074,8.511179,-3.438095238095238e-05,0.2,0.00025,0.3213912546634674,1.4855753221354461e-06
139264,1962,70,68,1.0649735927581787,0.996044921875,3262.0,0.28824577257037165,670,-10.359695529937744,-1.0716240406036377,11.461895,-3.438095238095238e-05,0.2,0.00025,0.24259501695632935,1.837487390332626e-06
141312,1991,70,69,1.0732336044311523,0.982177734375,3262.0,0.6075545181054622,680,-10.39542056620121,-0.2536250352859497,5.747775,-3.406976744186046e-05,0.2,0.00025,0.21643178164958954,1.4193872390766415e-06
143360,2020,70,70,1.0720510482788086,0.994970703125,3262.0,0.5987296747043729,690,-10.409427759051322,-0.21775877475738525,9.596276,-3.406976744186046e-05,0.2,0.00025,0.1858142763376236,9.512154266388961e-06
145408,2051,70,71,1.0772207975387573,0.99482421875,3262.0,0.710984337888658,700,-10.431703957915307,-0.9154621362686157,7.85715,-3.409090909090909e-05,0.2,0.00025,6.508720397949219,2.1642209972583258e-06
147456,2083,70,72,1.0774568319320679,0.99169921875,3262.0,0.34851621510460973,710,-10.43736444413662,-0.5821235179901123,5.100097,-3.277777777777778e-05,0.2,0.00025,0.3860134780406952,6.869032999734515e-07
149504,2114,70,73,1.0817506313323975,0.986083984375,3262.0,0.3509437474887818,720,-10.45910778939724,0.05300825834274292,5.9791183,-3.277777777777778e-05,0.2,0.00025,0.2605620324611664,4.574771566616676e-05
151552,2147,70,74,1.080185055732727,0.99140625,3262.0,0.44848642447032033,730,-10.46494368314743,0.3954389691352844,8.284372,-3.3304347826086955e-05,0.2,0.00025,0.26430758833885193,6.785972646916605e-07
153600,2178,70,75,1.0835169553756714,0.989111328125,3262.0,0.2941547649446875,740,-10.470189365744591,-1.999633550643921,6.378016,-3.348936170212766e-05,0.2,0.00025,0.24072131514549255,7.674870807772294e-07
155648,2209,70,76,1.0791758298873901,0.992919921875,3262.0,0.32098829564638437,750,-10.470421308279038,-0.016919612884521484,8.476786,-3.348936170212766e-05,0.2,0.00025,0.2794821262359619,1.1110823542104241e-06
157696,2240,70,77,1.0781443119049072,0.995849609375,3262.0,0.346095484867692,760,-10.449457338452339,0.15926361083984375,6.94909,-3.3604166666666666e-05,0.2,0.00025,0.34998270869255066,5.889997904517941e-07
159744,2269,70,78,1.076128363609314,0.9970703125,3262.0,0.29776197974570096,770,-10.437908011674882,0.11916106939315796,9.95628,-3.3604166666666666e-05,0.2,0.00025,0.2507568895816803,1.4556356286554717e-06
161792,2299,70,79,1.0754354000091553,0.996142578125,3262.0,0.2903980541974306,780,-10.439053291082383,-0.29632866382598877,8.115803,-3.3857142857142854e-05,0.2,0.00025,0.3193744122982025,1.2261042957817382e-06
163840,2331,70,80,1.0760433673858643,0.99423828125,3262.0,0.3317469800822437,790,-10.427955129742623,-0.6132853031158447,6.1749816,-3.4359999999999996e-05,0.2,0.00025,0.6245170831680298,6.849141389153602e-07
165888,2358,70,81,1.0781073570251465,0.993701171875,3262.0,0.2969060217496008,800,-10.438027223944664,-0.15399038791656494,9.495304,-3.4359999999999996e-05,0.2,0.00025,0.40895262360572815,2.3727818038388194e-06
167936,2388,70,82,1.0779086351394653,0.998388671875,3262.0,0.33565318323671817,810,-10.44793155491352,-0.13501250743865967,8.94103,-3.507843137254902e-05,0.2,0.00025,0.39190998673439026,1.1987183649253553e-06
169984,2418,70,83,1.0798970460891724,0.9962890625,3262.0,0.3017447545658797,820,-10.452955669164657,0.0700385570526123,9.02325,-3.467307692307692e-05,0.2,0.00025,0.2915639579296112,1.7774527569791587e-06
172032,2445,70,84,1.080560564994812,0.99619140625,3262.0,0.2912076613865793,830,-10.463887813687325,0.24130648374557495,8.928244,-3.467307692307692e-05,0.2,0.00025,0.2852398753166199,2.113243114427732e-05
174080,2475,70,85,1.0842574834823608,0.987451171875,3262.0,0.31123629165813327,840,-10.480301636457444,-0.03952133655548096,5.227331,-3.483018867924528e-05,0.2,0.00025,0.3609555959701538,4.508345984088891e-07
176128,2502,70,86,1.0794607400894165,0.9990234375,3262.0,0.2842791120987386,850,-10.460787159204482,0.36385297775268555,13.594312,-3.483018867924528e-05,0.2,0.00025,0.29541903734207153,8.044585531941095e-07
178176,2532,70,87,1.0808570384979248,1.0,3262.0,0.2925689452793449,860,-10.46059718132019,0.28499525785446167,14.542482,-3.548148148148148e-05,0.2,0.00025,0.2315795123577118,8.718804613394582e-07
180224,2561,70,88,1.0929580926895142,0.990185546875,3262.0,0.3182506094686687,870,-10.509903216362,-0.7057574987411499,4.5198364,-3.5799999999999996e-05,0.2,0.00025,0.31003817915916443,3.705748700788547e-07
182272,2587,70,89,1.103499412536621,0.993115234375,3262.0,0.7455213113687933,880,-10.576329466700553,-0.5940724611282349,6.2333593,-3.5799999999999996e-05,0.2,0.00025,0.304416298866272,2.6869628681769343e-05
184320,2617,70,90,1.1051503419876099,0.994384765625,3262.0,0.3010261555667967,890,-10.611301276087762,-2.542356252670288,4.800484,-3.582142857142857e-05,0.2,0.00025,0.2797538638114929,7.065316421694945e-07
186368,2646,70,91,1.1016780138015747,0.996240234375,3262.0,0.35255098072811963,900,-10.600044983625413,-0.3077274560928345,6.6014805,-3.628070175438596e-05,0.2,0.00025,0.30221089720726013,4.921465746487996e-07
188416,2672,70,92,1.1013648509979248,0.995556640625,3262.0,0.2987478505820036,910,-10.599710720777512,-1.6202054023742676,5.9543557,-3.628070175438596e-05,0.2,0.00025,1.6297557353973389,1.168908333060159e-06
190464,2702,70,93,1.1050556898117065,0.993408203125,3262.0,0.33100918037816884,920,-10.610950896143914,-0.15205848217010498,4.3226385,-3.701724137931035e-05,0.2,0.00025,0.2839381992816925,1.7458286782456867e-06
192512,2732,70,94,1.1004713773727417,0.99658203125,3262.0,0.34576334366574885,930,-10.602246630191804,0.19032108783721924,7.7883472,-3.671186440677966e-05,0.2,0.00025,0.2979433238506317,3.6332200973099304e-06
194560,2759,70,95,1.1045507192611694,0.99921875,3262.0,0.2945055500138551,940,-10.59968322813511,0.19956308603286743,6.778619,-3.671186440677966e-05,0.2,0.00025,0.29164594411849976,1.0768622986212506e-06
196608,2790,70,96,1.1038826704025269,0.992822265625,3262.0,0.306270301528275,950,-10.610056912899017,-0.4051055908203125,5.1275167,-3.616666666666667e-05,0.2,0.00025,0.6158867478370667,3.5106507194626603e-07
198656,2816,70,97,1.105145812034607,0.99541015625,3262.0,0.2872940502129495,960,-10.614833328127862,0.4512230157852173,6.1726394,-3.616666666666667e-05,0.2,0.00025,0.28259313106536865,2.0667273666674645e-06
200704,2846,70,98,1.1107242107391357,0.9892578125,3262.0,0.3356225666590035,970,-10.63681278526783,-0.35980236530303955,3.336951,-3.649180327868853e-05,0.2,0.00025,0.26901084184646606,7.600401521976608e-05
202752,2876,70,99,1.0968990325927734,0.984375,3262.0,0.2894059258498601,980,-10.581820467114449,0.7059947848320007,15.920626,-3.680645161290323e-05,0.2,0.00025,0.11012084782123566,9.992737767916538e-07
204800,2902,70,100,1.100509524345398,0.979296875,3262.0,1.5292792774853297,990,-10.583786922693253,0.5073077976703644,14.832295,-3.680645161290323e-05,0.2,0.00025,1.1039472818374634,1.4482780911428962e-06
206848,2933,70,101,1.1005737781524658,0.99208984375,3262.0,1.1242117145797237,1000,-10.58825880587101,0.3813517093658447,6.3978767,-3.685714285714286e-05,0.2,0.00025,0.17844732105731964,4.658441511207201e-07
208896,2961,70,102,1.1032674312591553,0.982568359375,3262.0,2.0962899540900253,1010,-10.601384580135345,0.5338964760303497,20.504496,-3.7031249999999995e-05,0.2,0.00025,0.25100472569465637,2.390225223791731e-06
210944,2988,70,103,1.100585699081421,0.98671875,3262.0,0.4130274700699374,1020,-10.600179341435432,0.17511332035064697,6.182217,-3.7031249999999995e-05,0.2,0.00025,0.2007930725812912,1.6971866576032114e-05
212992,3017,70,104,1.1045421361923218,0.987109375,3262.0,0.30686332155019047,1030,-10.619784650206565,0.9168564006686211,3.5793777,-3.7492307692307695e-05,0.2,0.00025,0.21036499738693237,5.696086096129704e-07
215040,3043,70,105,1.0915247201919556,0.9583984375,3262.0,2.0268584919540444,1040,-10.57175753712654,0.8707354515790939,109.84195,-3.7492307692307695e-05,0.2,0.00025,0.14518913626670837,0.00011051385203550979
217088,3072,70,106,1.0881465673446655,0.976220703125,3262.0,0.41414079666137693,1050,-10.5324901252985,0.860631138086319,197.86864,-3.789393939393939e-05,0.2,0.00025,0.11480241268873215,5.6833712983817005e-06
219136,3101,70,107,1.0934137105941772,0.9884765625,3262.0,0.730403942411067,1060,-10.52717292010784,0.7429730296134949,58.556396,-3.834328358208955e-05,0.2,0.00025,0.09742969274520874,1.3245366449865515e-06
221184,3129,70,108,1.0899361371994019,0.97060546875,3262.0,0.6771212991385255,1070,-10.543663266301156,0.8478265851736069,9.576549,-3.834328358208955e-05,0.2,0.00025,0.15637396275997162,2.616887034356807e-06
223232,3161,70,109,1.0923629999160767,0.986083984375,3262.0,0.3068355290219188,1080,-10.532733103632927,0.8469553291797638,7.5213447,-3.842647058823529e-05,0.2,0.00025,0.16335684061050415,6.479592939534485e-07
225280,3196,70,110,1.0909520387649536,0.9708984375,3262.0,1.5128300614363979,1090,-10.536733719706536,0.8189758211374283,16.391525,-3.9086956521739126e-05,0.2,0.00025,-0.010246758349239826,6.159724673810984e-05
227328,3226,70,111,1.0890796184539795,0.978515625,3262.0,2.675352549389936,1100,-10.529889979958535,0.7160448729991913,16.501793,-3.9086956521739126e-05,0.2,0.00025,27.6226806640625,1.2462399922519295e-05
229376,3257,70,112,1.1024632453918457,0.995068359375,3262.0,0.326213744841516,1110,-10.560617133975029,0.7234282791614532,4.9073014,-3.974285714285714e-05,0.2,0.00025,0.21387611329555511,3.3530653773539145e-07
231424,3286,70,113,1.095679521560669,0.96943359375,3262.0,0.34404891571903135,1120,-10.580376872420311,0.8165369927883148,11.133635,-3.974285714285714e-05,0.2,0.00025,0.44403785467147827,1.2492102935102167e-05
233472,3318,70,114,1.096886157989502,0.982763671875,3262.0,0.34108721155207605,1130,-10.567510214447974,0.571840226650238,5.732643,-3.995774647887323e-05,0.2,0.00025,0.2427229881286621,2.3999158251797326e-06
235520,3348,70,115,1.0967907905578613,0.983837890625,3262.0,1.0671767035208177,1140,-10.588073807954789,0.6170669198036194,11.52398,-4.0875000000000004e-05,0.2,0.00025,0.04705667495727539,6.122042479894674e-06
237568,3375,70,116,1.092958688735962,0.978857421875,3262.0,0.6707498074276372,1150,-10.556272387504578,0.7365056276321411,22.792631,-4.0875000000000004e-05,0.2,0.00025,4.244733810424805,2.055661775912654e-06
239616,3405,70,117,1.098096489906311,0.996875,3262.0,1.0073216469492763,1160,-10.562561765313148,0.2855343818664551,15.140134,-4.153424657534247e-05,0.2,0.00025,0.2968124747276306,1.737962373526969e-06
241664,3435,70,118,1.098349690437317,0.991259765625,3262.0,0.5663460212759673,1170,-10.579891034960747,0.3833763599395752,8.716415,-4.23918918918919e-05,0.2,0.00025,0.1983155906200409,1.2985898597772661e-06
243712,3463,70,119,1.098399043083191,0.99013671875,3262.0,1.7076978996861727,1180,-10.576864406466484,-0.32589662075042725,9.311007,-4.23918918918919e-05,0.2,0.00025,0.2767253816127777,5.621323918525434e-05
245760,3492,70,120,1.107129454612732,0.99677734375,3262.0,0.3201386350672692,1190,-10.601751911640168,0.26428914070129395,4.1374187,-4.2746666666666675e-05,0.2,0.00025,0.28316426277160645,2.784486532458885e-07
247808,3520,70,121,1.1053345203399658,0.98974609375,3262.0,0.32447981224395334,1200,-10.628084477782249,0.01807117462158203,4.9069705,-4.2746666666666675e-05,0.2,0.00025,0.27562054991722107,8.414301723824736e-07
249856,3549,70,122,1.1039981842041016,0.989697265625,3262.0,0.4551870207302272,1210,-10.624193632602692,0.15472567081451416,6.887954,-4.3671052631578955e-05,0.2,0.00025,0.21744990348815918,1.5545402332506341e-06
251904,3579,70,123,1.1056727170944214,0.99013671875,3262.0,0.2971949453931302,1220,-10.629493319988251,-0.7354716062545776,4.980377,-4.464935064935065e-05,0.2,0.00025,0.22330191731452942,3.266074330543489e-07
253952,3606,70,124,1.1065433025360107,0.990869140625,3262.0,0.6482439490500838,1230,-10.630885019898415,0.12334764003753662,6.0038705,-4.464935064935065e-05,0.2,0.00025,0.22038593888282776,2.4506598932205747e-05
256000,3636,70,125,1.1117289066314697,0.99287109375,3262.0,0.3406185885425657,1240,-10.656534332036973,-0.011301159858703613,3.8434553,-4.5474358974358985e-05,0.2,0.00025,2.5466737747192383,5.853615556272729e-07
258048,3665,70,126,1.1052011251449585,0.988037109375,3262.0,0.6240924187470227,1250,-10.643014553189278,-1.212104320526123,5.511492,-4.5886075949367097e-05,0.2,0.00025,0.28950539231300354,5.192472127379944e-07
260096,3692,70,127,1.1027956008911133,0.986767578125,3262.0,0.3957134946715087,1260,-10.612160760164262,-0.37110185623168945,6.203823,-4.5886075949367097e-05,0.2,0.00025,0.2494312822818756,3.591650998227003e-05
262144,3722,70,128,1.100732684135437,0.999462890625,3262.0,0.30567387486808,1270,-10.600206196308136,0.5319755375385284,9.660915,-4.59625e-05,0.2,0.00025,0.28605255484580994,8.612397777163494e-07
264192,3749,70,129,1.0828949213027954,0.97734375,3262.0,5.19122245561739,1280,-10.540767326951027,0.7912582606077194,29.320625,-4.59625e-05,0.2,0.00025,0.13246716558933258,3.515252314212347e-06
266240,3778,70,130,1.0752551555633545,0.979833984375,3262.0,0.42456960321287623,1290,-10.458436158299445,0.8658617585897446,119.019714,-4.571604938271604e-05,0.2,0.00025,0.14589698612689972,7.757822967136008e-06
