train/reward,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/n_updates,train/std,train/clip_fraction,train/clip_range,train/learning_rate,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
,30,29,50,1500,-42.52701530456543,290,0.9989070296287537,0.10200000144541263,0.2,0.00025,0.8247700333595276,0.02050262,-0.0373214418608697,0.00015115471614990383,-0.07289798557758331,,
,31,29,52,1550,-42.53751335144043,300,0.9991689920425415,0.15999999903142453,0.2,0.00025,0.4223160743713379,0.026385909,-0.03719928625598499,0.00017148154947790317,-0.0699886679649353,,
,32,29,53,1600,-42.54243812561035,310,0.9992298483848572,0.1639999993145466,0.2,0.00025,0.7429838478565216,0.031755492,-0.051603345267474766,0.0001221130514750257,-0.10253321379423141,,
,33,29,55,1650,-42.54385185241699,320,0.9993482232093811,0.19799999855458736,0.2,0.00025,-0.6121714115142822,0.034895744,-0.04993596877157671,0.00034405440965201706,-0.09703971445560455,,
,34,29,57,1700,-42.54782676696777,330,0.9993990659713745,0.18600000143051149,0.2,0.00025,0.4546172022819519,0.02760929,-0.03364127073809513,0.0005137418396770954,-0.06998396664857864,,
,35,29,59,1750,-42.545165634155275,340,0.9991179704666138,0.17800000086426734,0.2,0.00025,0.45781034231185913,0.035459366,-0.056559911279006767,7.663195283384994e-05,-0.11155015230178833,,
,36,29,60,1800,-42.5330810546875,350,0.9986625909805298,0.33400000222027304,0.2,0.00025,0.7569304257631302,0.060545348,-0.05462039119005198,0.0002904359105741605,-0.0827835276722908,,
,37,29,62,1850,-42.52190628051758,360,0.9984162449836731,0.1519999999552965,0.2,0.00025,0.300578236579895,0.035009816,-0.04524883796740333,0.00016383888505515641,-0.08763033896684647,,
,38,29,64,1900,-42.51642036437988,370,0.9983130097389221,0.1880000002682209,0.2,0.00025,0.6635995507240295,0.03633035,-0.04603293722681769,0.0001862936966062989,-0.08382375538349152,,
,39,29,66,1950,-42.517835998535155,380,0.9986076951026917,0.20199999660253526,0.2,0.00025,-1.4271259307861328,0.031056475,-0.042353702124208324,0.00030483988812193277,-0.08517266064882278,,
,40,29,67,2000,-42.52625350952148,390,0.9987188577651978,0.17800000160932541,0.2,0.00025,0.6015421450138092,0.026784854,-0.0521391435954726,0.00028118831833126026,-0.1077541634440422,,
,41,29,69,2050,-42.52600364685058,400,0.9986683130264282,0.23400000259280204,0.2,0.00025,0.8676231503486633,0.053733587,-0.05185808404535095,0.00026476235361769793,-0.09491526335477829,,
,42,29,71,2100,-42.52601165771485,410,0.99873286485672,0.2519999995827675,0.2,0.00025,0.025292813777923584,0.0512163,-0.05516508910060054,0.00018737416830845178,-0.09026392549276352,,
,43,29,73,2150,-42.529110717773435,420,0.9989364147186279,0.14399999901652336,0.2,0.00025,0.7212896347045898,0.027418679,-0.01968354958016434,5.6801811660989186e-05,-0.04958826303482056,,
,44,29,74,2200,-42.53293037414551,430,0.9988560080528259,0.19799999929964543,0.2,0.00025,0.646212100982666,0.030716574,-0.0410236070137471,0.00021094453404657543,-0.08178262412548065,,
,45,29,76,2250,-42.5273681640625,440,0.9986478090286255,0.2840000007301569,0.2,0.00025,0.6611350774765015,0.05676186,-0.052543096706271795,0.0003629287515650503,-0.09140056371688843,,
,46,29,77,2300,-42.52268829345703,450,0.9986092448234558,0.18399999998509883,0.2,0.00025,0.666458010673523,0.040675953,-0.05040650519728658,0.0005505962239112705,-0.09348320960998535,,
,47,29,79,2350,-42.52084045410156,460,0.9984028339385986,0.17399999760091306,0.2,0.00025,0.7416079044342041,0.03761181,-0.03583728317217947,0.0002886120026232675,-0.07431190460920334,,
,48,29,81,2400,-42.51448097229004,470,0.9983206987380981,0.11999999992549419,0.2,0.00025,-0.46498751640319824,0.022743858,-0.04369946878776006,0.001264204501057975,-0.08327897638082504,,
,49,29,82,2450,-42.5131332397461,480,0.9982632994651794,0.24000000022351742,0.2,0.00025,0.38785624504089355,0.0631005,-0.045142586977220844,0.0006790992280002684,-0.08726884424686432,,
,50,29,84,2500,-42.508740997314455,490,0.9979929327964783,0.18799999877810478,0.2,0.00025,-0.8310941457748413,0.037785266,-0.04123215731699013,0.0010697039659135043,-0.08241856098175049,,
,51,29,86,2550,-42.498837280273435,500,0.9976743459701538,0.25200000293552877,0.2,0.00025,0.7993554323911667,0.052762233,-0.05712887174263557,0.000569184505729936,-0.09948139637708664,,
,52,29,88,2600,-42.4896427154541,510,0.9973812699317932,0.24399999529123306,0.2,0.00025,0.018541276454925537,0.040296897,-0.04604766603372923,0.0019212230923585593,-0.08208480477333069,,
,53,29,89,2650,-42.48273468017578,520,0.9973158240318298,0.2040000006556511,0.2,0.00025,0.6430816650390625,0.04087964,-0.04558881740644551,0.00029147116001695397,-0.09382396191358566,,
,54,29,91,2700,-42.48361091613769,530,0.9974018335342407,0.14199999794363977,0.2,0.00025,0.7770000398159027,0.029661968,-0.032902499596588086,0.00010350036536692642,-0.0711413249373436,,
,55,29,92,2750,-42.485147857666014,540,0.9973974823951721,0.08800000064074993,0.2,0.00025,-4.492882251739502,0.024193535,-0.031588394686812474,0.000559544435236603,-0.07257179915904999,,
,56,29,94,2800,-42.48399200439453,550,0.9973369240760803,0.20000000186264516,0.2,0.00025,0.6497143805027008,0.028848914,-0.044475812250747995,0.0003930199600290507,-0.09241537749767303,,
,57,29,96,2850,-42.48486213684082,560,0.9975531101226807,0.16399999745190144,0.2,0.00025,0.3497985601425171,0.023358412,-0.03648281628731524,0.0023729221196845175,-0.07833434641361237,,
,58,29,97,2900,-42.495854187011716,570,0.9980950951576233,0.16399999968707563,0.2,0.00025,-0.11850440502166748,0.030603297,-0.04665233726520057,0.0010088255512528121,-0.09210939705371857,,
,59,29,99,2950,-42.51469039916992,580,0.9987221956253052,0.13200000077486038,0.2,0.00025,-0.2814147472381592,0.02165887,-0.030576841953210733,0.000923890492413193,-0.07754191011190414,,
,60,29,103,3000,-42.52853698730469,590,0.9989783763885498,0.18200000151991844,0.2,0.00025,0.40853267908096313,0.041952208,-0.0390392984943464,0.00099399343598634,-0.08907896280288696,2960.0,0.758564
,61,29,104,3050,-42.533089828491214,600,0.9990306496620178,0.09200000017881393,0.2,0.00025,0.7271988391876221,0.025520569,-0.04658968245983104,0.0009776071790838614,-0.08118389546871185,2960.0,0.758564
,62,29,106,3100,-42.531250381469725,610,0.9989011883735657,0.15200000181794165,0.2,0.00025,-0.2878437042236328,0.026699163,-0.02545055713504496,0.0010981427272781729,-0.0482146255671978,2960.0,0.758564
,63,29,107,3150,-42.52489166259765,620,0.998478353023529,0.11800000071525574,0.2,0.00025,0.333696186542511,0.020061774,-0.03489219721779193,0.00020561565470416098,-0.0683899074792862,2960.0,0.758564
,64,29,109,3200,-42.5109920501709,630,0.9981337189674377,0.10600000247359276,0.2,0.00025,-0.6748321056365967,0.018585816,-0.03061222067195919,0.0003166724287439138,-0.06560683250427246,2960.0,0.758564
,65,29,111,3250,-42.50527229309082,640,0.998224139213562,0.0919999998062849,0.2,0.00025,0.4423063397407532,0.018286724,-0.041322205083444884,0.0004881982604274526,-0.07992826402187347,2960.0,0.758564
,66,29,112,3300,-42.514888000488284,650,0.9987411499023438,0.03999999947845936,0.2,0.00025,0.41261017322540283,0.012415852,-0.028814890842187423,0.0009005466476082802,-0.07182928174734116,2960.0,0.758564
,67,29,114,3350,-42.5303092956543,660,0.9991553425788879,0.09600000083446503,0.2,0.00025,0.1536760926246643,0.022662187,-0.03297662170813424,0.0006662363448413089,-0.07820720970630646,2960.0,0.758564
,68,29,115,3400,-42.54268684387207,670,0.99961918592453,0.10600000061094761,0.2,0.00025,0.6538401544094086,0.021294245,-0.02482279891450858,0.00020991212804801762,-0.060828644782304764,2960.0,0.758564
,69,29,117,3450,-42.55765838623047,680,1.0001500844955444,0.07799999937415122,0.2,0.00025,0.7714399695396423,0.014007565,-0.017154347727540653,0.00022640005736320745,-0.03908492624759674,2960.0,0.758564
,70,29,118,3500,-42.57182502746582,690,1.0005265474319458,0.06000000052154064,0.2,0.00025,0.4018735885620117,0.016505387,-0.034843824502080165,0.0003593508023186587,-0.06804979592561722,2960.0,0.758564
,71,29,120,3550,-42.58321342468262,700,1.0009392499923706,0.08200000040233135,0.2,0.00025,-0.15315759181976318,0.017466785,-0.022782973687164088,0.00027625103975879026,-0.04773138090968132,2960.0,0.758564
,72,29,121,3600,-42.59249420166016,710,1.0010403394699097,0.14400000236928462,0.2,0.00025,-0.24374651908874512,0.03232779,-0.038896111764015015,0.0010296436899807303,-0.07444532960653305,2960.0,0.758564
,73,29,123,3650,-42.593030548095705,720,1.0010489225387573,0.07399999871850013,0.2,0.00025,0.205044686794281,0.018042391,-0.03792815218213974,0.0011060311109758914,-0.08455067127943039,2960.0,0.758564
,74,29,125,3700,-42.59039497375488,730,1.0008217096328735,0.11799999959766864,0.2,0.00025,0.23270338773727417,0.023196364,-0.0354223844772207,0.0006113883573561907,-0.06887434422969818,2960.0,0.758564
,75,29,126,3750,-42.57942886352539,740,1.0002849102020264,0.06999999992549419,0.2,0.00025,0.700971782207489,0.014153722,-0.02140084885340059,0.00015655847528250888,-0.04922904819250107,2960.0,0.758564
,76,29,128,3800,-42.56490211486816,750,1.0000112056732178,0.05799999982118607,0.2,0.00025,0.854683130979538,0.0133612845,-0.024456615029833983,0.0001770545419276459,-0.054402291774749756,2960.0,0.758564
,77,29,129,3850,-42.562430953979494,760,1.0000485181808472,0.11399999782443046,0.2,0.00025,0.01194143295288086,0.026897393,-0.040435052536427915,0.00024085558688966558,-0.07686342298984528,2960.0,0.758564
,78,29,131,3900,-42.56156768798828,770,0.9999114871025085,0.16400000266730785,0.2,0.00025,-0.24372553825378418,0.028934669,-0.026926074019633005,0.00014327478565974162,-0.0546482689678669,2960.0,0.758564
,79,29,133,3950,-42.55311126708985,780,0.9994099736213684,0.21399999931454658,0.2,0.00025,0.28863781690597534,0.04293907,-0.045845883086323626,0.00037331802013795823,-0.07863672822713852,2960.0,0.758564
,80,29,135,4000,-42.537902450561525,790,0.9990482330322266,0.12199999913573265,0.2,0.00025,-0.4425727128982544,0.025730135,-0.04120412346534437,0.000152222176984651,-0.08160605281591415,2960.0,0.758564
,81,29,136,4050,-42.53349609375,800,0.9992008209228516,0.24000000022351742,0.2,0.00025,0.7430490255355835,0.05939637,-0.053221128042787315,8.683542546350509e-05,-0.0987590104341507,2960.0,0.758564
,82,29,138,4100,-42.54015121459961,810,0.9994089007377625,0.22199999615550042,0.2,0.00025,-0.3543652296066284,0.035407837,-0.041511188659816865,0.0003240829304559156,-0.07221881300210953,2960.0,0.758564
,83,29,140,4150,-42.544351196289064,820,0.9994876980781555,0.15799999982118607,0.2,0.00025,0.34773993492126465,0.031650648,-0.044866578153335016,0.00016537802293896674,-0.09453142434358597,2960.0,0.758564
,84,29,141,4200,-42.54803352355957,830,0.9997450113296509,0.2320000033825636,0.2,0.00025,0.1264393925666809,0.04243708,-0.042873939216136844,0.0001291164524445776,-0.07559632509946823,2960.0,0.758564
,85,29,143,4250,-42.55935783386231,840,1.0002477169036865,0.14799999967217445,0.2,0.00025,0.2725412845611572,0.02427711,-0.03661962237209053,0.0002837082953192294,-0.0747520700097084,2960.0,0.758564
,86,29,144,4300,-42.5731559753418,850,1.0005290508270264,0.23600000254809855,0.2,0.00025,0.27412843704223633,0.04350874,-0.039212416039779784,0.00011639301956165582,-0.07381743937730789,2960.0,0.758564
,87,29,146,4350,-42.578330993652344,860,1.000678300857544,0.24600000120699406,0.2,0.00025,0.813274621963501,0.054938592,-0.04331137203052719,0.00014307213641586713,-0.07336036115884781,2960.0,0.758564
,88,29,147,4400,-42.580925369262694,870,1.0005916357040405,0.23600000254809855,0.2,0.00025,0.1274086833000183,0.0417012,-0.053067762568593226,0.0002618687634821981,-0.09657421708106995,2960.0,0.758564
,89,29,149,4450,-42.574835205078124,880,1.000290870666504,0.25199999623000624,0.2,0.00025,0.8478938639163971,0.04810367,-0.061185272734612536,0.00024104483891278504,-0.10226769000291824,2960.0,0.758564
,90,29,150,4500,-42.56791038513184,890,1.0002410411834717,0.18599999956786634,0.2,0.00025,0.6340083181858063,0.036539335,-0.04825016968697184,0.00014761817219550722,-0.08465252071619034,2960.0,0.758564
,91,29,152,4550,-42.56760597229004,900,1.00020170211792,0.19199999868869783,0.2,0.00025,0.15760457515716553,0.033401962,-0.03902278630714875,0.00016584797485847959,-0.08337783813476562,2960.0,0.758564
,92,29,154,4600,-42.56826286315918,910,1.0003424882888794,0.17599999941885472,0.2,0.00025,0.4669615626335144,0.032580588,-0.0398060408383607,0.0002979746393975802,-0.08230775594711304,2960.0,0.758564
,93,29,155,4650,-42.57149810791016,920,1.000331163406372,0.21199999935925007,0.2,0.00025,0.5076679587364197,0.041960035,-0.04615481802076147,0.0005043116660090163,-0.08345971256494522,2960.0,0.758564
,94,29,157,4700,-42.5684455871582,930,1.0001678466796875,0.23999999947845935,0.2,0.00025,0.4830285310745239,0.043962307,-0.05158456751331712,0.00011494190184748731,-0.08678370714187622,2960.0,0.758564
,95,29,158,4750,-42.56578025817871,940,1.0002738237380981,0.22599999867379666,0.2,0.00025,0.8313159197568893,0.037335586,-0.05456878525018709,0.0003101173409959301,-0.09644176810979843,2960.0,0.758564
