account_rewards,date
-12248.188727348344,2023-01-04
20522.24225823977,2023-01-05
-1367.7412801589817,2023-01-06
7191.982464088476,2023-01-09
10358.699997566175,2023-01-10
5410.060374046327,2023-01-11
5572.562282417435,2023-01-12
-6244.300479419762,2023-01-13
-19403.11208891298,2023-01-17
-12121.734477813705,2023-01-18
15292.324221294373,2023-01-19
10617.131007194519,2023-01-20
1504.1832521401811,2023-01-23
709.9246669006534,2023-01-24
13060.208601127611,2023-01-25
5438.868578542722,2023-01-26
-9656.330737684388,2023-01-27
13300.422246665927,2023-01-30
7301.731030025519,2023-01-31
15482.82230042643,2023-02-01
-9638.878427162068,2023-02-02
-5743.260974186007,2023-02-03
17348.762560596457,2023-02-06
-5361.675402561203,2023-02-07
-8814.41019663238,2023-02-08
1951.840398719767,2023-02-09
19055.67944081896,2023-02-10
40.07261283858679,2023-02-13
938.0304945602547,2023-02-14
-18474.6417946585,2023-02-15
-4429.9722223454155,2023-02-16
-20539.337579700397,2023-02-17
-4982.543232029071,2023-02-21
5257.17394978716,2023-02-22
-12469.334504804574,2023-02-23
2433.561946043046,2023-02-24
-5237.537509281188,2023-02-27
-4146.8108283042675,2023-02-28
9975.56175530993,2023-03-01
17194.494266266003,2023-03-02
2480.8788063507527,2023-03-03
-16093.254395156866,2023-03-06
-297.7778720550705,2023-03-07
-12591.53795623791,2023-03-08
-19182.74675519939,2023-03-09
-3521.7626103210496,2023-03-10
21165.988674150547,2023-03-13
-2797.6025194225367,2023-03-14
19865.175612464896,2023-03-15
-1873.7810979003552,2023-03-16
-681.8198065187316,2023-03-17
15642.00464175432,2023-03-20
-16584.31888108072,2023-03-21
11942.855448593153,2023-03-22
2287.35166388331,2023-03-23
-4381.2728106728755,2023-03-24
-3919.2111489486415,2023-03-27
17158.859946945217,2023-03-28
4852.448203136446,2023-03-29
16692.949152381858,2023-03-30
2324.6645708084106,2023-03-31
-5099.142410862027,2023-04-03
