account_rewards,date
-201.86496599577367,2022-10-04
-11898.110266452772,2022-10-05
-20932.745594078093,2022-10-06
-3137.3638496398926,2022-10-07
3551.655960083008,2022-10-10
153.46899795532227,2022-10-11
25664.580989837646,2022-10-12
-12153.172454833984,2022-10-13
17767.23044204712,2022-10-14
6928.045860290527,2022-10-17
-1857.2892799377441,2022-10-18
-3820.792022705078,2022-10-19
24495.343948364258,2022-10-20
14640.082134246826,2022-10-21
6508.888439178467,2022-10-24
-3655.152519226074,2022-10-25
3663.522678375244,2022-10-26
27897.165733337402,2022-10-27
-5069.398040771484,2022-10-28
-3756.0104904174805,2022-10-31
-15465.686557769775,2022-11-01
-6803.992897033691,2022-11-02
13422.262680053711,2022-11-03
13531.484344482422,2022-11-04
11897.765239715576,2022-11-07
-16141.184875488281,2022-11-08
32206.969219207764,2022-11-09
-3944.282932281494,2022-11-10
-7146.127182006836,2022-11-11
-1596.0818977355957,2022-11-14
5290.626735687256,2022-11-15
2923.273494720459,2022-11-16
6540.474052429199,2022-11-17
-3055.3399925231934,2022-11-18
9692.729892730713,2022-11-21
3823.841899871826,2022-11-22
3611.1447563171387,2022-11-23
-12228.61782836914,2022-11-25
-3552.469581604004,2022-11-28
27794.021068572998,2022-11-29
-3524.059066772461,2022-11-30
593.4453544616699,2022-12-01
-12372.803852081299,2022-12-02
-10125.797428131104,2022-12-05
-240.6295928955078,2022-12-06
6906.851219177246,2022-12-07
-10904.090393066406,2022-12-08
16235.965393066406,2022-12-09
379.7240905761719,2022-12-12
-3937.0143814086914,2022-12-13
-22444.078231811523,2022-12-14
-9662.699527740479,2022-12-15
-6010.264083862305,2022-12-16
2143.736671447754,2022-12-19
16179.47407913208,2022-12-20
-10355.674861907959,2022-12-21
3567.166316986084,2022-12-22
-475.8980255126953,2022-12-23
-10305.739234924316,2022-12-27
10420.94400024414,2022-12-28
-3368.6335105895996,2022-12-29
-3083.5721130371094,2022-12-30
