account_rewards,date
1632.3240307082888,2022-01-03
-9016.194561256329,2022-01-04
-10232.52487387089,2022-01-05
-11067.663556793239,2022-01-06
-5924.286035392666,2022-01-07
1779.749275436392,2022-01-10
3471.995214149356,2022-01-11
-5627.581804687623,2022-01-12
-4763.959622535622,2022-01-13
-11853.541920841206,2022-01-14
-6543.936232391279,2022-01-18
-6368.725816135528,2022-01-19
-5542.125656333985,2022-01-20
1616.3301910667215,2022-01-21
-6258.155661834637,2022-01-24
-2809.741514190566,2022-01-25
569.7365557097364,2022-01-26
14623.736781234853,2022-01-27
-1083.6922526895069,2022-01-28
931.0714902684558,2022-01-31
-369.9273352052551,2022-02-01
-7300.365394626511,2022-02-02
608.9630833966658,2022-02-03
-1460.569797137985,2022-02-04
3571.9599305649754,2022-02-07
5464.760144180153,2022-02-08
-12291.346842906903,2022-02-09
-11283.658459514612,2022-02-10
-3291.943021243904,2022-02-11
8943.316327137174,2022-02-14
445.7446291577071,2022-02-15
-13913.659130298533,2022-02-16
-5345.647506080568,2022-02-17
-16389.90180539328,2022-02-18
-13894.801109306398,2022-02-22
939.5147858200362,2022-02-23
26998.446433662553,2022-02-24
-3988.045714805601,2022-02-25
-17038.039766239235,2022-02-28
15835.591548904427,2022-03-01
-3250.2303687362,2022-03-02
-747.3686192550231,2022-03-03
-26573.67367836763,2022-03-04
-17522.437678993214,2022-03-07
20555.34502115636,2022-03-08
-3499.3813226700295,2022-03-09
-10386.235106716049,2022-03-10
2956.3532867354807,2022-03-11
23339.830620670342,2022-03-14
10409.389627796249,2022-03-15
13809.942524074577,2022-03-16
5779.825170227094,2022-03-17
-4208.380010898691,2022-03-18
4830.32136581419,2022-03-21
-11754.928155979025,2022-03-22
12496.68427116389,2022-03-23
436.4270497588441,2022-03-24
3498.7564603425562,2022-03-25
8885.84165353002,2022-03-28
-654.0919205588289,2022-03-29
-18172.7989555893,2022-03-30
7057.91723593534,2022-03-31
