date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-07-07,-73,100,1,-15,-3,0,100,0,-14,95,0,-51,-81,-70,0,-100,-81,0,0,0,0,0,0,100,0,-32,1,0,0
2023-07-10,100,52,0,0,-62,0,0,-34,0,-10,0,0,0,-12,0,0,0,0,1,0,0,-17,0,-28,0,-15,100,0,0
2023-07-11,-55,-17,100,0,59,60,-44,-11,76,19,-69,-19,0,100,0,100,-100,0,-49,74,0,-3,-100,-35,0,-77,87,0,100
2023-07-12,-62,-100,-100,100,59,-60,22,0,82,-11,100,-2,0,-100,57,-100,100,-27,-65,44,0,100,-100,75,-88,65,-100,0,100
2023-07-13,76,-100,100,-100,11,0,-56,100,-25,-67,-100,71,24,50,-38,100,100,-100,-16,7,100,100,-28,-80,-52,-97,21,0,100
2023-07-14,67,100,-18,0,6,0,72,-81,-10,-100,-100,-71,-24,-50,100,-54,100,19,0,-19,-100,100,78,3,-42,62,10,0,34
2023-07-17,-100,-100,-57,45,100,0,-2,100,-100,-41,50,0,0,0,-100,-89,100,58,0,9,12,100,-16,-100,-42,100,4,100,100
2023-07-18,1,100,-22,-45,100,0,49,-100,-46,-2,16,0,100,0,-19,36,43,100,0,-21,64,100,100,0,94,-100,1,-65,1
2023-07-19,-54,-60,90,0,-100,0,100,-19,0,48,-56,0,0,3,0,-34,0,100,0,-16,-2,0,-100,-28,100,-90,97,0,-1
2023-07-20,0,-35,-15,0,100,100,-100,0,0,0,0,0,100,-3,1,0,-12,23,0,-47,100,-44,-44,0,-100,-100,-81,2,100
2023-07-21,0,0,73,0,-100,-100,-100,50,0,-60,-19,100,-100,100,-1,0,-64,0,0,-31,-4,100,-100,100,98,-40,88,100,1
2023-07-24,0,0,-100,0,-100,0,-41,-50,0,100,-71,-15,0,0,0,70,0,-92,0,0,-10,0,-100,0,100,100,0,-100,100
2023-07-25,0,0,0,14,100,0,0,0,0,-42,0,-85,-31,2,100,0,100,0,0,0,0,-45,0,0,0,-44,0,0,-7
2023-07-26,0,0,0,0,22,0,0,0,0,100,-72,0,0,-39,0,-9,2,0,0,100,-6,0,0,0,0,-89,0,-37,-20
2023-07-27,0,0,0,100,-24,0,0,0,0,-3,0,79,-62,-63,-12,-71,1,0,0,0,-61,-100,0,100,0,0,0,1,100
2023-07-28,0,-15,-70,0,0,0,0,0,0,100,0,-79,16,0,100,-67,-53,100,100,-84,0,0,-30,0,-65,0,100,-1,-100
2023-07-31,0,-100,-48,-100,-29,84,42,0,100,-68,-9,0,84,2,100,0,100,-62,-78,83,-32,-100,100,72,-10,-89,-100,0,-51
2023-08-01,0,0,0,91,100,-79,-42,0,-25,-29,100,100,-79,-1,-6,0,0,-2,56,100,0,0,0,-11,0,0,1,0,-69
2023-08-02,100,25,-100,-50,0,100,0,100,-20,-68,95,-100,0,-1,1,100,-100,0,100,-55,-53,0,-40,0,-61,100,-100,0,0
2023-08-03,100,-100,-12,-7,-100,100,0,0,100,0,-38,0,0,0,-39,-49,88,73,90,-13,-8,0,-60,-36,0,100,-100,0,-93
2023-08-04,54,38,38,100,0,100,0,-27,99,-21,0,23,70,100,-50,-51,-59,-100,-100,-100,41,100,63,-100,-100,66,-29,0,-19
2023-08-07,-10,-100,61,-100,74,6,0,-20,-100,83,-6,-23,19,-41,4,0,-44,100,-73,-12,56,32,-23,-100,-100,-52,0,85,-100
2023-08-08,30,-50,-92,-48,-57,100,15,-24,75,-100,100,0,-93,46,96,7,-98,74,74,22,-38,-37,-33,-25,-93,42,28,100,1
2023-08-09,54,0,-7,0,-31,-56,65,-7,-1,69,100,100,-24,-61,-100,-3,100,-3,20,-41,-40,100,-7,37,93,10,100,0,-100
2023-08-10,-19,5,0,0,100,-66,96,-22,-5,0,-25,-2,0,1,100,-4,0,76,-100,0,-19,0,100,-37,-20,-26,-18,-100,-86
2023-08-11,0,0,0,0,-47,2,0,0,-44,-91,0,-40,0,-24,100,0,0,0,0,0,0,-100,0,0,58,100,0,1,-79
2023-08-14,100,-5,0,0,-11,-52,-9,72,-38,0,-100,-29,0,-21,-43,0,61,0,92,68,0,0,94,100,-41,6,-47,65,100
2023-08-15,-100,100,0,100,-67,-28,-9,0,-66,89,-46,-29,0,0,100,0,0,0,0,100,0,0,100,0,-48,-100,-14,-14,-64
2023-08-16,0,-100,0,96,0,-59,-67,-72,0,64,0,0,0,1,0,75,-100,-30,-85,-96,0,0,1,-100,100,0,-49,-100,0
2023-08-17,14,23,100,-100,-97,-100,18,0,85,-100,-100,0,100,-1,34,-66,6,13,-77,41,46,41,-83,0,47,-100,0,-37,-48
2023-08-18,-3,36,-54,16,-10,-15,-100,0,100,-60,-50,0,46,13,-100,-9,-25,24,-19,-46,-36,-9,-7,0,75,-83,100,0,9
