account_value,date,daily_return
1000000.0,2021-04-06,
999925.6250117684,2021-04-07,-7.437498823159583e-05
1000077.0414144135,2021-04-08,0.00015142766507580951
1003740.5963613815,2021-04-09,0.0036632727232559503
1003100.6488625715,2021-04-12,-0.0006375626343398944
1001681.3615335461,2021-04-13,-0.0014149002202666905
1001346.4346795729,2021-04-14,-0.000334364666085496
1003280.4868787728,2021-04-15,0.0019314516257491476
1005826.0979854774,2021-04-16,0.0025372875681295426
1003282.960743042,2021-04-19,-0.0025284064984285592
998810.9650577239,2021-04-20,-0.004457362339739146
1004589.2804267119,2021-04-21,0.005785194167000407
998406.7518490371,2021-04-22,-0.0061542848387240445
1003975.8534934882,2021-04-23,0.0055779887647364745
1001192.0256054305,2021-04-26,-0.0027728036270702194
1001419.3397624587,2021-04-27,0.00022704351534441614
992069.5793469924,2021-04-28,-0.009336508737372795
999937.3200880736,2021-04-29,0.00793063400478422
996456.4464370307,2021-04-30,-0.0034810918455732143
1004244.047903881,2021-05-03,0.007815295384656196
1004671.8791675757,2021-05-04,0.00042602320082241185
1004171.1034003982,2021-05-05,-0.0004984470826360221
1011958.4291221848,2021-05-06,0.007754978902914544
1017366.2663692321,2021-05-07,0.005343932212450886
1016413.9787290877,2021-05-10,-0.0009360322546794198
1003569.0056601447,2021-05-11,-0.012637540743983267
982415.1805910758,2021-05-12,-0.021078595442626247
994357.4433964118,2021-05-13,0.012156024297335088
1004660.2512110595,2021-05-14,0.01036127187770286
1003175.8133686943,2021-05-17,-0.0014775520785019758
999130.554264019,2021-05-18,-0.0040324527872049876
994405.1167375564,2021-05-19,-0.004729549613206929
1000105.0135661736,2021-05-20,0.005731966512116715
1001923.5342557641,2021-05-21,0.001818329740300051
1006530.5037547798,2021-05-24,0.004598124848357532
1008083.9070933152,2021-05-25,0.0015433246511065146
1009943.6152302971,2021-05-26,0.0018447949857112178
1013479.2340131684,2021-05-27,0.003500808094187624
1012788.3146527634,2021-05-28,-0.0006817301600439141
1009780.575181305,2021-06-01,-0.0029697612304004917
1010125.0799650918,2021-06-02,0.0003411679648570587
1008940.3972957116,2021-06-03,-0.0011728078956529941
1012496.203146431,2021-06-04,0.0035242972332658606
1008453.3317410202,2021-06-07,-0.003992974386320847
1008884.4080726319,2021-06-08,0.0004274628463645236
1004059.0438423691,2021-06-09,-0.0047828712503161785
1006138.0384221078,2021-06-10,0.0020705899642941006
1007418.3294293175,2021-06-11,0.0012724804731738537
1008324.366813385,2021-06-14,0.0008993655938152045
1004148.4097452852,2021-06-15,-0.0041414818539962095
996602.0722105295,2021-06-16,-0.00751516156528087
994192.527305031,2021-06-17,-0.0024177602803433507
979210.5193236772,2021-06-18,-0.01506952382951987
994499.3201732065,2021-06-21,0.01561339522791183
997635.0221157038,2021-06-22,0.0031530458381321402
993577.2955319559,2021-06-23,-0.004067345766533559
1001259.0297226298,2021-06-24,0.0077313906278033695
1015927.9119967959,2021-06-25,0.0146504369386109
1009933.105109814,2021-06-28,-0.005900819158712989
1009845.4810878527,2021-06-29,-8.676220387060507e-05
1012894.7527047999,2021-06-30,0.0030195427657528917
1019674.3104862864,2021-07-01,0.006693249978225957
1026563.8670363887,2021-07-02,0.0067566246194989965
