date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-07-06,-68,100,64,-2,-2,0,100,55,-20,100,62,-35,-100,-62,0,-100,-74,55,0,0,52,0,-6,100,7,-47,2,0,0
2022-07-07,100,56,0,0,-66,0,0,-28,0,-13,0,0,0,-18,0,0,0,0,0,0,0,-24,0,-41,0,-17,100,0,1
2022-07-08,-58,-15,100,-68,57,63,-42,-27,70,24,-69,0,-100,100,0,100,-100,23,-47,69,-52,-14,-100,-42,-3,-79,88,0,100
2022-07-11,-60,-100,-100,100,70,-63,38,-24,84,-5,100,0,0,-100,60,-100,100,-21,-66,38,0,98,-100,71,-84,51,-100,0,100
2022-07-12,80,-100,100,-100,10,0,-40,100,-27,-55,-100,82,21,60,-38,100,100,-100,-92,1,100,100,-27,-86,-51,-100,14,0,100
2022-07-13,71,100,-19,0,6,0,89,-80,-12,-100,-100,-82,-21,-48,100,-67,100,29,-42,-25,-100,100,80,-3,-41,48,4,0,42
2022-07-14,-100,-100,-58,51,100,0,14,100,-100,-29,46,0,0,-4,-100,-100,100,69,0,2,1,100,-15,-100,-41,91,-1,100,100
2022-07-15,23,100,-24,-51,100,0,66,-100,-34,8,29,0,100,-8,-22,22,49,100,0,-28,53,100,100,-3,94,-100,-1,-52,13
2022-07-18,-86,-57,89,0,-100,8,100,-35,0,95,-69,0,85,100,78,-53,41,100,0,-19,-11,14,-100,-17,100,-98,91,28,3
2022-07-19,0,-31,-16,0,100,100,-90,0,0,0,-7,10,100,-13,100,0,-7,100,0,-39,100,-50,-36,100,-100,-100,-88,100,100
2022-07-20,0,0,23,0,-100,-100,-100,71,0,-62,-18,100,-100,100,-32,0,-61,0,0,0,0,100,-100,97,80,-46,88,100,0
2022-07-21,0,0,-100,0,-100,-8,-72,-71,0,100,-69,-8,0,0,0,2,0,-91,0,0,-6,0,-100,0,100,100,0,-100,100
2022-07-22,0,0,0,0,100,0,-57,100,0,-43,0,-100,-31,100,100,0,2,0,0,0,0,-42,0,38,-10,-47,0,0,-8
2022-07-25,0,0,0,0,95,0,-6,-71,0,100,-68,0,0,-48,0,-5,0,0,0,100,-3,0,0,0,0,-93,0,-69,-25
2022-07-26,100,0,0,100,-25,0,0,-28,0,-3,0,100,-69,-98,-12,-67,0,0,0,0,-59,-100,6,100,-19,0,0,0,3
2022-07-27,-100,-16,-73,0,0,0,0,0,87,100,0,-78,91,-12,100,-27,-50,100,100,-90,0,0,-47,0,-80,35,100,-86,-100
2022-07-28,0,-100,-48,-100,-30,83,42,-1,100,-67,-49,-24,81,0,100,0,100,-51,-75,80,-29,-100,100,64,-25,-97,-100,-21,-52
2022-07-29,0,-309,-209,0,-341,-83,-42,0,-187,-343,-131,0,-257,-129,-434,0,-547,-565,-25,-90,-46,-513,-124,-399,-242,-24,-497,0,-477
2022-08-01,100,87,0,0,22,100,21,100,0,0,88,0,35,0,44,100,0,56,100,0,0,30,0,1,0,100,0,0,13
2022-08-02,100,-87,0,2,-22,100,3,5,100,39,-46,75,48,0,-32,-64,93,87,86,0,0,59,0,-1,26,100,0,0,-13
2022-08-03,61,40,39,100,22,100,-5,-24,98,-16,24,38,75,100,-12,-36,-55,-100,-100,0,34,100,64,0,-26,53,0,0,0
2022-08-04,-5,-40,60,-95,83,9,-19,-20,-100,88,-15,-100,24,-23,7,0,-38,100,-74,0,50,32,-20,0,0,-63,0,98,0
2022-08-05,34,0,-93,-7,-58,98,32,-24,74,-100,100,-13,-97,56,99,0,0,85,61,15,-50,-42,-32,0,0,28,22,100,9
2022-08-08,57,0,-6,2,-32,-60,82,-8,-3,79,100,100,-51,-52,-100,0,100,6,8,-15,-34,100,-12,30,93,-2,100,13,-9
2022-08-09,-12,54,0,-2,100,-73,100,-29,-12,51,-27,11,-34,24,100,0,56,87,-81,0,0,45,100,-30,-25,-41,-26,-89,0
2022-08-10,65,5,0,0,-42,100,87,100,-48,-85,77,-31,100,-5,100,0,82,100,52,0,0,-100,100,0,100,100,62,53,0
2022-08-11,100,-7,19,0,-3,-49,6,70,-40,9,-100,-21,1,-10,-36,0,67,22,89,62,0,8,97,100,-41,32,-54,76,100
2022-08-12,-100,100,64,100,-60,-26,6,33,-69,95,-55,-56,-100,-30,100,0,56,87,16,100,67,36,100,-8,-50,-100,-22,0,-56
2022-08-15,36,-100,9,100,22,-53,-51,-100,23,77,-7,16,-1,77,71,57,-100,-27,-86,-99,-67,28,68,-92,100,29,-82,-100,71
2022-08-16,20,26,100,-100,-32,-100,33,-100,84,-100,-100,-8,100,-11,43,-57,14,16,-71,36,40,44,-80,0,45,-100,0,-38,-100
2022-08-17,0,35,-55,21,0,-19,-100,-3,100,-48,-39,-11,42,23,-100,0,-18,35,0,-52,-40,-13,-6,0,75,-97,100,-15,17
2022-08-18,14,-9,100,-19,0,100,53,0,32,100,55,31,-34,1,-100,3,100,-51,0,100,0,-18,-49,0,100,-39,88,33,5
2022-08-19,49,-52,-30,0,0,100,66,0,-55,-12,-25,100,31,-23,79,69,-8,-49,58,33,100,-9,30,56,100,0,-100,-44,-37
2022-08-22,100,-52,-57,56,0,-97,-45,100,100,-100,22,-100,65,-27,0,-72,-18,-79,100,0,-94,100,86,23,-100,0,-88,-40,0
2022-08-23,-5,0,100,70,50,27,78,-11,-54,-72,100,28,60,31,-93,100,98,-64,60,0,-6,18,100,-77,94,72,82,-47,34
2022-08-24,22,0,72,-72,37,-100,-100,100,88,27,9,14,-100,-74,-2,-76,-57,100,-44,1,100,-79,-32,-2,-28,-26,-46,0,-34
2022-08-25,-75,0,95,-54,100,-75,100,-34,-77,92,100,100,0,0,-100,0,1,62,72,59,0,-73,-57,0,13,-46,-36,0,100
2022-08-26,0,0,-100,-21,-29,-82,100,0,0,0,-20,-100,100,-57,-68,-24,100,100,-100,-8,0,54,-100,0,100,0,0,0,-75
2022-08-29,-61,15,97,100,-48,0,-43,-62,-9,0,0,0,-71,0,0,0,-38,0,-13,-28,-13,-48,1,0,0,100,0,0,-25
2022-08-30,100,100,-92,-100,-80,0,12,-29,-49,-80,-13,-73,24,100,0,64,100,-64,100,-18,92,-100,-29,93,-100,5,100,0,82
2022-08-31,-37,-100,100,-81,100,0,85,-34,-100,-44,56,0,100,49,0,8,-18,-100,-100,1,14,24,27,-26,-62,-20,-53,27,8
2022-09-01,-100,-15,-22,0,-100,0,62,100,-83,0,24,100,-35,61,0,-41,95,-79,100,-26,53,-75,23,67,22,-10,100,-27,53
2022-09-02,100,56,-87,78,6,0,100,87,100,0,2,26,-1,-21,0,-28,75,43,-100,82,-47,8,100,-53,100,-1,100,0,85
2022-09-06,76,0,31,-78,-16,0,76,-100,11,0,100,-38,-55,53,25,73,-55,-14,-4,100,0,-4,100,100,-100,-3,55,0,25
2022-09-07,-51,-56,23,100,-20,100,-76,-50,-100,94,100,23,-59,-100,44,-76,-17,-19,100,-52,-100,-100,44,-100,-53,-71,-49,0,37
2022-09-08,1,0,100,-100,0,92,100,-67,80,100,-100,100,-90,-40,0,0,-14,0,-80,-69,18,-25,-65,-9,100,0,-100,0,-100
2022-09-09,68,0,-100,0,0,-51,20,100,43,-100,-44,-100,-53,-100,49,17,24,-82,100,-100,-100,0,-100,-68,53,100,51,43,-23
2022-09-12,22,0,-84,100,0,53,-8,-100,65,-17,100,10,-24,36,45,-17,-47,20,-11,-11,-17,0,-49,-4,9,-79,100,-43,100
2022-09-13,-100,100,-100,-100,0,53,-100,0,15,-77,-100,100,60,100,34,98,-84,100,-86,100,0,77,98,38,-31,26,-100,78,72
2022-09-14,-100,0,-88,100,0,0,-100,100,-58,0,-62,-64,100,95,0,-19,-90,100,0,-46,0,-8,0,43,100,-47,100,4,-15
2022-09-15,-34,0,0,0,0,-100,0,-14,0,0,-74,100,0,-100,100,0,0,-100,0,-100,0,100,100,1,48,0,2,-42,-55
2022-09-16,-100,-13,37,21,0,58,-52,67,-100,0,-41,100,8,100,11,16,-29,11,-63,-27,2,100,-32,53,-100,100,77,-40,-100
2022-09-19,92,-35,-100,0,0,-20,-100,-91,-56,0,-100,72,-100,88,-100,-7,-15,-16,-89,-4,3,100,100,-75,25,52,-84,0,-11
2022-09-20,-100,-51,0,100,47,-63,-98,0,98,0,-24,-100,-5,-53,-86,0,-14,100,0,0,89,0,0,0,100,100,0,100,1
2022-09-21,-95,-1,73,-63,-20,0,22,-17,-20,0,100,-76,59,66,-100,-10,-100,-93,0,-34,-94,60,32,-60,-35,53,-100,-62,-29
2022-09-22,-100,100,-7,100,100,0,0,-45,0,100,1,0,-52,-8,-3,100,-14,0,100,100,0,-100,-64,56,22,-22,61,100,-24
2022-09-23,-35,85,-30,-29,27,-64,-64,0,100,-56,98,-100,18,98,-19,-100,69,100,65,51,68,52,-66,-56,-89,86,49,-53,-100
2022-09-26,1,0,100,-100,0,-46,-52,0,100,68,0,-39,0,100,0,-52,0,0,0,-67,-22,-41,0,0,0,0,-49,1,100
2022-09-27,100,80,-13,-78,-16,-10,-100,0,-100,-3,0,0,100,-100,90,100,2,-20,0,-4,26,-23,-32,0,-48,-4,-21,-26,-100
2022-09-28,-100,-4,100,-51,-23,-2,-100,0,-71,100,-10,-20,-43,-42,-76,100,23,-100,-10,-58,-64,8,-28,0,-24,27,-30,-60,12
2022-09-29,-100,10,25,100,100,0,-31,15,-74,-31,31,28,-63,40,-14,-44,-57,20,-79,41,-8,-54,100,52,-100,100,-32,0,38
2022-09-30,100,100,-71,-81,-100,0,0,23,29,-6,-77,51,37,-100,0,30,19,67,12,-63,0,-75,51,45,-12,21,-76,0,-56
