date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-10-04,-80,57,0,-3,-13,0,100,0,-16,100,0,-43,-64,-76,0,-97,-72,0,0,0,0,0,-10,100,0,-33,2,0,0
2021-10-05,100,45,0,0,-41,0,0,-29,0,-8,0,0,0,-74,0,0,0,0,0,0,0,-17,0,-30,0,-17,100,0,2
2021-10-06,-66,-15,100,-3,18,68,-44,-28,80,0,-77,-4,0,100,0,100,-100,0,-22,62,0,-7,-100,-31,0,-82,94,0,100
2021-10-07,-45,-100,-100,100,56,-68,24,-21,88,-7,100,0,0,-100,54,-99,100,-23,0,35,0,98,-100,76,-94,61,-97,0,100
2021-10-08,66,-100,100,-100,9,0,-50,100,-26,-62,-100,75,21,45,-42,100,100,-100,0,8,100,100,-29,-69,-49,-100,25,0,100
2021-10-11,56,100,-18,0,7,0,77,-78,-19,-100,-100,-75,-21,-45,100,-51,100,31,0,-19,-100,100,80,11,-34,58,13,0,39
2021-10-12,-100,-100,-57,48,100,0,2,100,-100,-32,61,0,0,0,-100,-86,100,71,0,9,16,100,-16,-95,-34,100,7,100,100
2021-10-13,0,100,-22,-48,100,0,54,-100,-32,0,18,0,100,0,-12,0,62,100,0,-21,68,100,100,0,100,-100,0,-50,2
2021-10-14,-22,-63,0,0,-100,0,100,-54,0,89,-64,0,0,0,0,-33,0,100,0,-21,-1,0,-100,-28,97,-90,100,1,-19
2021-10-15,0,-39,-20,0,100,100,-100,0,0,0,-1,0,100,0,0,0,-15,32,0,-53,100,-48,-48,0,-100,-100,-78,0,100
2021-10-18,0,0,45,0,-100,-100,-100,69,0,-60,-23,100,-100,100,0,0,-68,0,1,0,0,100,-57,100,94,-48,96,100,0
2021-10-19,0,0,-100,0,-100,0,-63,-69,0,100,-71,-9,0,0,0,1,0,-92,0,1,-3,0,0,0,77,100,0,-100,100
2021-10-20,0,0,0,100,100,0,0,0,0,-38,0,-91,-37,0,100,0,0,0,0,0,0,-45,0,0,0,-46,0,0,-18
2021-10-21,0,0,0,0,1,0,0,0,0,0,-73,0,100,-45,0,-8,3,0,-1,100,-1,0,0,0,82,-93,0,-51,-34
2021-10-22,100,0,0,100,-30,0,0,0,0,0,0,33,-71,-55,-8,-38,0,0,0,0,-56,-100,1,100,-6,0,0,0,0
2021-10-25,-100,-19,-69,0,0,0,1,0,100,100,0,-33,0,0,100,0,-53,0,51,-93,0,0,-1,0,-70,0,100,0,-100
2021-10-26,0,-100,-15,-100,-36,88,45,0,100,-61,-41,0,79,0,100,0,100,-56,-51,75,-24,-100,100,69,-16,-97,-100,0,-62
2021-10-27,0,28,0,94,100,-85,-46,0,-34,-23,100,100,-81,0,-11,0,1,0,90,100,0,0,0,-3,0,0,0,0,-65
2021-10-28,100,0,0,-44,0,100,0,100,-16,-62,44,-100,0,0,0,100,-100,0,100,-65,-49,0,-44,0,-62,100,-100,0,-8
2021-10-29,100,-100,0,-1,-100,83,0,0,100,0,-38,0,0,0,-33,-45,0,0,100,-24,-9,0,-56,-36,0,100,-100,0,-100
2021-11-01,52,0,1,100,0,100,0,-24,100,-14,0,0,69,100,-46,-55,-63,-100,-100,-94,25,100,59,-100,-100,63,-62,0,-32
2021-11-02,-7,-47,65,-98,68,5,0,-20,-100,88,-11,0,17,-41,5,0,-47,100,-71,0,62,33,-27,-100,-100,-55,0,87,-100
2021-11-03,19,0,-66,-100,-56,97,20,-20,66,-100,100,0,-95,49,92,10,-79,87,72,22,-35,-38,-32,-90,-89,38,32,100,5
2021-11-04,0,0,0,0,-31,-61,3,-3,-10,9,100,100,-49,-58,-100,-1,100,0,0,-22,-37,100,0,0,100,0,100,0,-100
2021-11-05,-16,48,0,-39,100,-77,98,-33,-8,47,-21,0,-32,2,100,-9,50,84,-100,0,-43,14,100,0,-31,-36,-16,-99,-10
2021-11-08,0,-3,0,-12,-54,0,0,0,-46,-75,0,-37,100,-25,100,0,0,0,0,0,-13,-100,0,0,74,100,0,0,0
2021-11-09,100,-15,18,0,-14,-50,-8,76,-37,5,-100,-27,-5,-27,-42,0,59,21,100,61,0,11,89,100,-51,40,-46,67,100
2021-11-10,-100,100,0,100,-64,-24,-3,0,-66,88,-41,-36,-95,0,100,0,2,70,0,100,0,0,100,0,-49,-100,-14,-5,-69
2021-11-11,0,-100,0,100,0,-57,-67,-76,0,57,-2,0,0,1,0,81,-100,-28,-80,-100,0,0,0,-100,100,0,-56,-100,0
2021-11-12,13,20,100,-100,-74,-100,19,0,85,-100,-100,0,100,-1,34,-61,7,17,-71,33,53,45,-91,0,37,-100,0,-46,-31
2021-11-15,-14,45,-54,19,0,-19,-62,0,96,-50,-31,0,46,16,-100,-20,-6,36,-40,-45,-33,-10,-7,0,83,-86,100,-4,13
2021-11-16,0,0,100,-20,0,100,41,0,0,100,70,0,-32,-5,-100,0,100,-49,0,100,0,-14,-50,0,100,-57,99,25,0
2021-11-17,0,-58,-35,0,0,100,1,0,-54,-14,-19,1,0,-11,0,0,-16,-49,0,0,0,-7,0,0,71,-21,-100,-25,-13
2021-11-18,100,-37,-60,53,0,-100,-42,100,100,-86,29,-1,61,0,-6,0,-27,-79,100,-1,-20,100,78,30,-100,-9,-94,0,0
2021-11-19,-19,0,100,0,0,0,0,-7,-61,0,27,0,0,0,-97,1,100,-62,0,0,0,0,100,-30,100,0,0,0,0
2021-11-22,0,0,75,-76,1,-100,0,100,87,22,0,0,-100,0,-6,-1,-63,100,-37,-1,100,-73,-46,0,-33,-19,-5,0,0
