account_rewards,date
6154.116153938463,2023-04-05
428.26515269465744,2023-04-06
-6830.412926780758,2023-04-10
-850.3680204313714,2023-04-11
19440.74218104547,2023-04-12
-6011.575061073294,2023-04-13
5362.899222095497,2023-04-14
-363.8602237168234,2023-04-17
-2370.2114990081172,2023-04-18
-3038.510236873757,2023-04-19
467.85006744391285,2023-04-20
-4761.597231899155,2023-04-21
-18980.079667705577,2023-04-24
29945.80937568657,2023-04-25
18738.78903579712,2023-04-26
9675.97268295288,2023-04-27
-1882.7317199707031,2023-04-28
-8021.730628967285,2023-05-01
-4182.839519500732,2023-05-02
-1953.6498260498047,2023-05-03
21153.020851135254,2023-05-04
-1715.1632385253906,2023-05-05
-3196.444309234619,2023-05-08
4990.58141708374,2023-05-09
-4893.8068923950195,2023-05-10
-3325.3189277648926,2023-05-11
1122.924518585205,2023-05-12
-5419.76118850708,2023-05-15
8788.16093826294,2023-05-16
13349.066791534424,2023-05-17
-5904.114852905273,2023-05-18
-2766.7733421325684,2023-05-19
-19227.225673675537,2023-05-22
-7189.574520111084,2023-05-23
19214.3564453125,2023-05-24
14489.860702514648,2023-05-25
-8177.033557891846,2023-05-26
-6508.793216705322,2023-05-30
12934.187175750732,2023-05-31
17765.51942062378,2023-06-01
-3047.72029876709,2023-06-02
-394.79321670532227,2023-06-05
-17329.959358215332,2023-06-06
2442.2408294677734,2023-06-07
4059.093173980713,2023-06-08
14207.308235168457,2023-06-09
5001.96760559082,2023-06-12
11546.119445800781,2023-06-13
23628.744647979736,2023-06-14
-9260.637550354004,2023-06-15
-16132.263313293457,2023-06-16
-6117.00500869751,2023-06-20
12741.525974273682,2023-06-21
-8850.126514434814,2023-06-22
-12638.817665100098,2023-06-23
13055.594860076904,2023-06-26
3669.129306793213,2023-06-27
5118.529346466064,2023-06-28
14498.613277435303,2023-06-29
-3047.337303161621,2023-06-30
-507.74758529663086,2023-07-03
503.58813095092773,2023-07-05
