account_rewards,date
4036.1184578208486,2021-07-06
-8412.806278087548,2021-07-07
11533.14156032179,2021-07-08
4367.6018450888805,2021-07-09
179.1833562431857,2021-07-12
2509.002927429159,2021-07-13
4220.220578285167,2021-07-14
-5094.584222499747,2021-07-15
-19866.355519359582,2021-07-16
13591.860471889493,2021-07-19
6297.733356269891,2021-07-20
4246.9311377715785,2021-07-21
11080.111740199965,2021-07-22
-2401.4526473846054,2021-07-23
1148.436283828807,2021-07-26
-7003.2926997795,2021-07-27
5245.3425076294225,2021-07-28
-3778.2830427475274,2021-07-29
-2408.7824646453373,2021-07-30
6052.477324241656,2021-08-02
-7313.075798072852,2021-08-03
7724.909320274368,2021-08-04
790.7317641447298,2021-08-05
-4404.9339666822925,2021-08-06
1711.145823543542,2021-08-09
2851.638015159522,2021-08-10
958.5563575364649,2021-08-11
3305.769303329522,2021-08-12
5964.024152099621,2021-08-13
-3749.2227528840303,2021-08-16
-11205.98823665618,2021-08-17
884.3838002014672,2021-08-18
6608.204068038962,2021-08-19
2734.7036692085676,2021-08-20
-3079.83877176675,2021-08-23
-1804.0545008811168,2021-08-24
-8528.83313149272,2021-08-25
5679.079935325659,2021-08-26
4.577908897423185,2021-08-27
-1947.443023303873,2021-08-30
273.80688816448674,2021-08-31
5656.1328362007625,2021-09-01
-1429.4385476266034,2021-09-02
-5457.058633220615,2021-09-03
-936.4568312796764,2021-09-07
-1880.3069475631928,2021-09-08
-9206.614694549586,2021-09-09
10683.217778423335,2021-09-10
-5355.020580970682,2021-09-13
5369.1931815719,2021-09-14
231.20410243235528,2021-09-15
-1081.7603401794331,2021-09-16
-15257.321333622094,2021-09-17
1353.66894283297,2021-09-20
4082.9313721428625,2021-09-21
7402.686689559952,2021-09-22
-4114.450975074782,2021-09-23
856.4983197326073,2021-09-24
-17067.564786449424,2021-09-27
3328.3631394004915,2021-09-28
-18891.428745479556,2021-09-29
11278.38876868831,2021-09-30
