date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-01-03,-74,78,0,-2,-17,0,100,1,-17,100,0,-46,-100,-66,0,-100,-73,0,0,0,0,0,-14,100,0,-38,0,0,0
2022-01-04,100,55,0,0,-47,0,0,-35,0,-12,0,0,0,-88,0,0,0,0,0,0,0,-24,0,-31,0,-13,100,0,0
2022-01-05,-59,-17,100,-17,51,60,-43,-14,79,25,-71,-14,-14,100,0,100,-100,30,-47,59,0,-15,-100,-33,2,-80,93,0,100
2022-01-06,-58,-100,-100,100,55,-60,22,0,86,-13,100,-36,0,-100,57,-100,100,-15,-17,30,0,94,-100,74,-79,61,-99,0,100
2022-01-07,74,-100,100,-100,11,0,-51,100,-23,-62,-100,68,0,52,-46,100,100,-100,0,-5,100,100,-30,-78,-35,-100,20,0,100
2022-01-10,69,100,-17,0,2,0,76,-76,-13,-100,-100,-68,0,-56,100,-57,100,26,0,-30,-100,100,82,1,-32,59,6,0,26
2022-01-11,-100,-100,-56,57,100,0,2,100,-100,-20,64,0,0,-12,-100,-91,100,65,0,-1,9,100,-14,-100,-32,100,0,100,100
2022-01-12,0,100,-21,-46,100,0,53,-100,-36,0,7,0,100,-4,-11,0,2,100,0,-32,63,100,100,0,100,-100,0,-46,-3
2022-01-13,-43,-64,94,-11,-100,0,100,-24,0,48,-59,0,2,92,0,-39,0,100,0,-21,-8,0,-100,-33,100,-90,100,0,-9
2022-01-14,0,-38,-13,0,100,100,-100,0,0,0,0,0,100,-21,1,0,-3,19,0,0,100,-52,-45,0,-100,-100,-80,100,100
2022-01-18,0,0,0,0,-100,-100,-100,0,0,-48,-21,100,-100,100,-1,0,-58,0,0,0,-2,100,-48,100,100,-48,34,100,0
2022-01-19,0,0,-100,0,-100,0,-59,0,0,100,-7,-10,0,0,0,2,0,-84,0,0,-8,0,0,0,29,100,0,-100,100
2022-01-20,0,0,0,56,100,0,0,0,0,-42,0,-90,-39,0,100,0,100,0,0,0,0,-46,0,0,0,-52,0,0,-10
2022-01-21,0,0,0,0,0,0,0,0,0,84,0,0,0,-36,0,-4,0,0,0,0,-5,0,0,0,0,-94,0,-70,-23
2022-01-24,100,0,0,100,-27,0,0,0,0,-7,0,32,-63,-86,-13,-30,0,0,0,0,-63,-100,0,100,-3,0,0,0,2
2022-01-25,-100,-19,-69,0,0,0,2,0,0,100,0,-32,0,-1,100,0,-49,51,100,0,0,0,0,0,-65,0,100,-84,-100
2022-01-26,0,-100,-48,-100,-37,79,41,0,100,-70,0,0,76,9,100,0,100,-46,-77,61,-28,-100,100,69,-6,-98,-100,0,-53
2022-01-27,0,0,0,100,100,-76,-43,0,-28,-22,100,100,-76,0,-12,0,2,0,20,100,0,0,0,-13,0,0,0,0,-78
2022-01-28,0,-106,-61,-156,-255,-3,0,0,-72,-143,-100,-100,0,-57,-275,0,-1240,-1008,-43,-161,-58,-786,-100,-278,-594,-51,-174,0,-352
2022-01-31,100,0,0,9,0,100,0,10,100,36,0,65,26,0,0,0,85,83,99,0,0,74,0,0,36,100,0,0,0
2022-02-01,59,42,42,100,18,100,0,-10,95,-20,43,27,53,100,0,0,-64,-83,-99,0,43,100,66,0,-36,63,0,0,0
2022-02-02,-5,-42,63,-88,79,16,0,0,-100,85,3,-92,2,-31,1,0,-21,100,0,0,60,48,-20,0,0,-54,0,100,0
2022-02-03,32,0,-91,-21,-62,100,20,0,71,-100,100,0,-81,47,90,4,0,81,74,11,-42,-25,-31,0,0,38,24,100,0
2022-02-04,56,0,-14,8,-35,-52,70,0,-5,77,100,100,0,-59,-91,-4,100,4,19,-11,-44,100,-15,34,100,7,100,17,0
2022-02-07,-12,55,0,-8,100,-66,98,0,-13,48,-9,0,0,15,100,0,48,83,-93,0,-17,61,100,-34,-16,-32,-24,-83,0
2022-02-08,63,7,0,0,-46,100,75,100,-49,-91,95,-44,100,-13,100,0,74,100,64,0,0,-99,100,0,100,100,64,56,0
2022-02-09,100,-5,21,0,-7,-41,-5,75,-41,5,-100,-33,-20,-18,-42,0,59,19,100,56,0,25,99,100,-32,42,-52,80,100
2022-02-10,-99,100,66,100,-47,-19,-5,38,-58,93,-37,-23,-80,-38,100,0,48,83,27,100,77,52,100,-3,-41,-100,-20,4,-73
2022-02-11,35,-100,11,100,18,-46,-63,-100,21,75,10,4,0,68,62,67,-100,-29,-77,-100,-77,44,69,-97,100,39,-92,-95,55
2022-02-14,19,27,100,-100,-18,-100,21,-100,81,-100,-100,-4,100,-19,36,-67,5,13,-70,31,49,59,-80,0,55,-100,0,-32,-82
2022-02-15,-1,36,-53,27,0,-12,-100,-13,100,-53,-36,0,20,14,-100,0,-26,31,-44,-56,-41,2,-5,0,85,-87,100,-10,0
2022-02-16,13,-8,100,-12,0,100,41,0,30,100,73,19,-56,-6,-100,13,100,-53,0,100,-2,-1,-48,0,100,-16,90,37,0
2022-02-17,47,-51,-28,6,0,100,54,0,-56,-16,-7,100,9,-31,70,79,-17,-50,70,28,100,7,31,60,100,0,-100,-38,0
2022-02-18,100,-61,-55,62,0,-90,-57,100,100,-100,40,-100,42,-29,-6,-81,-27,-80,100,-4,-87,100,88,27,-100,0,-90,-35,0
2022-02-22,-5,0,100,76,46,33,66,-6,-55,-39,100,16,37,22,-96,100,90,-65,72,-4,-19,34,100,-71,100,83,84,-91,17
2022-02-23,20,0,75,-65,32,-100,-100,100,85,23,27,3,-100,-22,-8,-66,-66,100,-34,-2,100,-61,-32,-16,-19,-17,-44,2,-17
2022-02-24,-74,0,98,-47,100,-67,100,-29,-77,89,100,100,0,0,-100,0,0,0,85,1,0,-55,-57,0,25,-66,-40,-12,100
2022-02-25,0,0,-100,-23,-29,-56,100,0,74,0,-25,-100,100,0,-16,-34,100,100,-100,-14,0,0,-100,0,100,0,0,0,-71
2022-02-28,-59,0,100,85,-49,0,-39,-69,-3,0,0,0,-68,0,0,-11,-42,0,-11,-36,-12,-60,0,0,0,100,0,0,-29
2022-03-01,100,100,-80,-100,-78,0,15,-37,-41,-86,-14,-38,29,100,0,51,100,-56,100,-24,93,-100,-24,84,-100,6,100,0,84
2022-03-02,-37,-100,100,-100,100,0,73,-30,-100,-26,74,0,100,40,0,18,-27,-100,-100,-2,23,40,29,-21,-53,-10,-51,31,-7
2022-03-03,-100,0,-20,-9,-100,0,50,100,-100,0,43,100,-56,52,0,-31,87,-80,100,-31,63,-57,24,70,32,0,100,-26,36
2022-03-04,100,0,-86,44,0,0,100,92,100,0,0,0,-22,-30,0,-18,0,0,-100,1,-39,0,100,-47,100,0,100,-5,1
2022-03-07,67,0,0,-44,-12,0,77,-100,0,0,100,-41,-54,0,0,69,-54,-9,-9,100,0,-14,100,100,-100,0,34,0,0
2022-03-08,-60,0,34,100,-10,100,-72,-55,-100,95,100,24,-57,-100,34,-89,-17,-15,100,-57,-100,-100,43,-100,-47,-82,-53,0,38
2022-03-09,0,0,100,-95,0,98,100,-66,11,100,-100,100,-24,-48,0,0,-22,0,-71,-73,0,-100,-64,-4,100,0,-100,0,-100
2022-03-10,64,0,-100,-5,0,-51,19,100,45,-100,-46,-100,0,-14,45,12,24,-78,100,-14,-100,-10,-100,-65,59,100,47,47,-24
2022-03-11,21,0,-82,100,0,59,-20,-100,63,-22,100,-1,0,28,38,-12,-56,17,0,0,-28,10,-48,-17,18,-70,100,-41,94
2022-03-14,-100,100,-100,-100,0,60,-100,0,13,-73,-100,98,41,100,26,100,-94,100,-78,100,0,90,100,42,-18,35,-100,83,55
2022-03-15,-100,0,-91,100,0,0,-100,100,-54,0,-47,-80,100,0,0,-11,-98,100,0,-54,0,0,0,0,100,-79,3,0,-29
2022-03-16,-37,0,0,0,0,-100,0,-20,0,0,-83,0,0,-100,100,0,0,-100,0,-46,0,0,100,100,87,0,1,-40,-54
2022-03-17,-100,-12,43,14,0,60,-51,58,-100,0,-55,100,8,100,7,7,-31,18,-68,0,0,100,-41,45,-100,100,79,-44,-94
2022-03-18,90,-35,-100,1,0,-16,-100,-86,-37,0,-100,59,-100,81,-100,2,-24,-16,-100,0,11,100,100,-70,38,61,-80,-5,0
2022-03-21,-100,-50,0,100,0,-56,-100,0,75,0,-6,-100,-27,-61,-90,0,-23,100,1,0,100,0,0,0,100,100,0,100,0
2022-03-22,-99,-3,84,-66,0,0,24,-20,-15,0,100,-88,60,75,-60,-19,-100,-86,-57,0,-100,55,28,-100,-26,60,-100,-59,0
2022-03-23,-98,100,-5,100,100,0,-10,-32,0,100,26,0,-73,-17,0,100,-11,0,100,100,0,-100,-64,0,0,-12,1,100,0
2022-03-24,0,88,-24,-31,0,-57,-63,0,100,-54,92,-71,0,100,0,-100,70,100,69,0,10,0,-71,-17,-77,89,3,-50,0
2022-03-25,0,0,100,-100,0,-40,-51,0,100,49,0,0,0,100,0,-61,0,0,0,-68,-21,-45,0,0,0,0,-47,0,100
2022-03-28,100,76,0,-82,-17,-3,-67,0,-96,0,0,0,100,-100,93,100,5,-19,0,-8,18,-27,-28,0,-41,0,-19,-23,-100
2022-03-29,-100,-10,100,-36,-23,-50,0,0,-65,100,-13,0,-46,-38,-70,100,26,-100,-14,-24,-18,0,-24,0,-17,34,-18,-66,11
2022-03-30,0,11,27,100,100,-4,0,20,-75,-35,50,17,-63,31,-23,-34,-66,17,-70,36,0,-36,100,56,-100,100,0,-2,21
2022-03-31,100,100,-69,-74,-100,0,0,27,28,-10,-59,41,14,-100,0,40,11,62,23,-36,0,-57,52,49,-3,31,0,0,-32
