account_rewards,date
8858.129156326293,2022-07-06
796.390184745891,2022-07-07
-3539.982150840806,2022-07-08
-3669.214738624636,2022-07-11
-2871.345005096402,2022-07-12
-4800.126989475219,2022-07-13
14438.040512382519,2022-07-14
-8258.619867107365,2022-07-15
23032.16927977756,2022-07-18
-1630.5872496451484,2022-07-19
2404.5528400039766,2022-07-20
-4181.9408416290535,2022-07-21
4965.601703605731,2022-07-22
-4678.050841964781,2022-07-25
9801.292726516724,2022-07-26
10954.76631947339,2022-07-27
7368.018806919106,2022-07-28
-956.979974823189,2022-07-29
-2253.2655574836535,2022-08-01
4139.262213615468,2022-08-02
1256.183610892971,2022-08-03
219.86446732352488,2022-08-04
-825.2554255486466,2022-08-05
-5368.274336993927,2022-08-08
9888.411221610964,2022-08-09
-2670.4739176558796,2022-08-10
8809.158793163253,2022-08-11
4695.019605468493,2022-08-12
4172.501400585286,2022-08-15
-2109.469523353502,2022-08-16
-7.660745666362345,2022-08-17
-4734.819320911309,2022-08-18
-15760.061024787836,2022-08-19
-6960.663315464277,2022-08-22
2405.3642941666767,2022-08-23
8663.594580398523,2022-08-24
-31284.6334566765,2022-08-25
-4874.880885467399,2022-08-26
-10544.326291034697,2022-08-29
-7274.698479576153,2022-08-30
6317.337370529189,2022-08-31
-10783.853540197248,2022-09-01
-4071.6812682381133,2022-09-02
13841.904126190231,2022-09-06
4686.242767147138,2022-09-07
8587.649129447993,2022-09-08
10966.48772535706,2022-09-09
-39487.649693809566,2022-09-12
-899.1042614020407,2022-09-13
-347.3350965366699,2022-09-14
-1011.8765348205343,2022-09-15
6094.185486072558,2022-09-16
-5648.09330210113,2022-09-19
-18378.251835887902,2022-09-20
-877.1100339926779,2022-09-21
-11431.37582328415,2022-09-22
-9904.654394941288,2022-09-23
-7437.659312118543,2022-09-26
13481.140288124094,2022-09-27
-12021.241747364053,2022-09-28
-14129.04965652083,2022-09-29
19983.849448444438,2022-09-30
