date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-04-06,0,100,67,1,0,0,100,54,0,100,74,0,0,0,0,0,0,58,28,12,56,35,0,100,59,0,43,19,0
2021-04-07,100,100,100,45,0,0,37,-34,5,-21,12,100,100,0,0,100,46,100,93,10,-2,-20,84,-30,36,0,100,-19,66
2021-04-08,-58,8,100,-46,54,73,-23,-20,69,16,-71,-32,-100,100,0,99,-46,29,-33,75,-54,-10,-84,-31,29,0,90,0,100
2021-04-09,-42,-95,-100,100,55,-73,44,0,74,-21,100,-68,0,-100,49,-100,100,-19,-50,44,0,98,0,77,-74,64,-100,0,100
2021-04-12,77,-95,100,-100,-3,0,-34,100,-35,-71,-100,62,10,54,-48,100,100,-100,-38,7,100,100,0,-77,-40,-64,20,0,100
2021-04-13,68,100,-16,0,-7,0,95,-81,-19,-3,-15,-62,-10,-53,100,-55,100,32,0,-19,-100,100,77,4,-10,62,9,0,37
2021-04-14,-100,-100,-55,56,100,0,20,100,-94,0,57,0,0,-1,-100,-90,100,72,0,9,5,100,-19,-43,0,100,3,100,100
2021-04-15,20,100,-20,-49,100,0,72,-100,0,0,41,0,100,0,-1,34,51,100,0,-22,57,100,100,3,100,-100,3,-69,7
2021-04-16,-65,-38,92,-1,-100,10,100,-19,0,79,-58,0,74,94,67,-41,43,100,0,-13,-7,15,-100,-3,100,-62,97,11,-2
2021-04-19,0,-11,-13,32,100,100,-84,0,44,44,4,43,100,-18,100,33,-5,100,0,-45,100,-49,-41,100,-100,0,-84,91,100
2021-04-20,0,77,74,-38,-100,-100,-100,68,-8,-73,-17,94,-100,100,-36,56,-58,60,68,-58,-1,100,-17,100,100,0,89,100,36
2021-04-21,59,38,-100,0,-100,-10,-51,-68,-36,100,-27,-25,43,34,47,100,53,-90,84,64,-9,90,0,77,100,100,25,-100,100
2021-04-22,-59,51,33,100,100,0,-35,100,0,-53,9,-100,-37,100,100,38,100,23,90,52,74,-46,40,100,19,-41,21,24,-3
2021-04-23,0,71,0,71,94,0,-100,-75,0,100,-9,0,100,-33,7,-14,99,0,0,100,-6,0,0,87,100,-59,64,-76,-18
2021-04-26,100,0,0,100,-26,0,-6,-25,0,-1,0,79,-68,-87,-9,-69,0,0,-57,0,-54,-100,1,100,-6,0,0,0,1
2021-04-27,-100,-23,-69,0,0,0,3,0,43,100,0,-81,95,-6,100,-100,-45,100,100,-93,0,0,-41,0,-68,0,100,-81,-100
2021-04-28,0,-100,-50,-100,-33,86,46,0,100,-63,0,-10,79,10,100,-49,100,-60,-77,74,-18,-100,100,66,-7,0,-100,0,-51
2021-04-29,0,0,0,100,100,-81,-66,0,-32,-29,100,100,-91,-1,-17,-42,0,0,1,100,0,0,0,-7,0,0,0,0,-67
2021-04-30,100,0,-100,-52,0,100,0,100,-20,-62,95,-100,0,-28,0,100,-93,0,100,-64,-45,0,-49,0,-56,100,-100,0,0
2021-05-03,100,-100,-43,-13,-100,100,-8,1,100,0,-39,0,0,-50,-38,-47,95,46,93,-20,-11,0,-51,-39,0,100,-100,0,-94
2021-05-04,59,0,0,100,0,100,-10,-20,97,-13,0,0,71,100,-51,-53,-49,-100,-100,-100,35,100,53,-100,-100,64,-100,0,-20
2021-05-05,-9,-83,55,-100,69,8,0,-16,-100,93,-8,0,18,-34,5,0,-34,100,-68,-21,64,33,-33,-100,-100,-52,-60,88,-100
2021-05-06,31,0,-55,-100,-71,100,38,-25,64,-100,100,0,-100,50,88,6,-89,88,80,22,-46,-41,-20,-100,-82,41,27,100,3
2021-05-07,55,1,0,0,-45,-58,88,-8,-11,64,100,100,-62,-57,-100,-5,100,0,26,-100,-48,100,0,37,100,0,100,-3,-100
2021-05-10,-21,46,0,-49,100,-77,100,-32,-9,54,-19,0,-100,10,100,-1,56,86,-100,-14,-39,47,100,-100,-28,-36,-26,-99,-92
2021-05-11,0,0,0,-57,-53,100,0,48,-51,-98,0,-53,100,-11,100,0,0,0,0,0,-51,-100,100,-70,100,100,0,0,-77
2021-05-12,100,-18,15,0,-17,-55,-6,71,-37,10,-100,-29,-1,-20,-46,0,66,18,100,56,0,15,86,97,-49,34,-49,69,100
2021-05-13,-100,100,1,100,-74,-30,-2,0,-72,94,-49,-18,-100,-45,100,0,0,84,0,100,0,0,100,-13,-51,-100,-20,-12,-70
2021-05-14,0,-100,0,100,0,-58,-57,-100,0,75,-1,0,-47,66,22,75,-100,-32,-79,-100,0,0,0,-100,100,0,-52,-100,2
2021-05-17,13,22,100,-100,-100,-100,25,-19,76,-100,-100,0,100,-22,32,-65,15,13,-72,33,59,47,-96,-100,44,-100,0,-43,-58
2021-05-18,-3,55,-52,26,-24,-17,-100,0,93,-64,-43,0,32,17,-100,-10,-16,37,-100,-46,-44,-13,-10,-26,88,-83,100,0,11
2021-05-19,11,10,100,-15,-19,100,59,0,23,100,67,10,-45,-3,-100,15,100,-49,-89,100,-7,-17,-54,-9,100,-54,94,16,0
2021-05-20,0,-33,-27,0,0,100,2,0,-62,-27,-14,92,0,-28,0,82,-6,-47,53,0,100,-8,0,0,100,-14,-100,-16,-11
2021-05-21,100,-83,-62,46,0,-100,-55,100,100,-100,35,-100,55,-31,-6,-71,-16,-80,100,-6,-77,100,77,18,-100,0,-94,0,0
2021-05-24,-7,0,100,75,0,0,84,-12,-61,-87,100,0,25,0,-100,100,99,-62,78,0,-31,0,100,-18,100,85,88,0,0
2021-05-25,12,0,64,-84,24,-100,-100,100,86,33,21,9,-100,-80,-6,-58,-57,100,-41,-3,100,-74,-43,0,-34,-22,-48,0,0
2021-05-26,-81,0,97,-55,100,-67,100,-37,-73,16,100,100,0,-4,-100,0,1,0,88,3,0,-69,-61,0,0,-63,-40,0,100
2021-05-27,6,0,-100,-24,-31,-51,100,0,78,0,-22,-100,100,-23,-100,-28,100,100,-100,-9,53,71,-100,0,100,0,0,0,-74
2021-05-28,-56,0,74,100,-50,0,-42,-65,-7,0,0,0,-65,0,-8,-40,-38,0,-16,-32,-7,-54,1,0,0,100,0,0,-26
2021-06-01,100,100,-84,-100,-43,0,12,-33,-43,-74,-13,-11,33,100,-51,56,100,-64,100,-19,97,-100,-26,90,-100,3,100,0,85
2021-06-02,-40,-100,100,-69,100,0,86,-35,-100,-18,68,0,100,38,-21,19,-21,-100,-100,7,16,25,24,-13,-51,-6,-46,13,3
2021-06-03,-100,0,-19,0,-100,0,68,100,-100,0,36,100,-44,54,-79,-29,94,-77,100,-20,57,-72,19,74,33,3,100,-13,47
2021-06-04,100,28,-83,83,0,0,100,87,100,0,0,0,-12,-27,0,-16,77,0,-100,89,-44,0,100,-44,100,0,100,0,79
2021-06-07,75,0,0,-83,0,0,75,-100,0,0,100,-44,-52,58,0,73,-51,-16,-2,100,0,-4,100,100,-100,0,36,0,0
2021-06-08,-52,-28,25,100,0,100,-80,-49,-100,100,100,18,-53,-100,45,-100,-14,-18,100,-56,-100,-100,39,-100,-41,-92,-52,0,38
2021-06-09,0,0,100,-98,0,98,100,-56,0,100,-100,77,-98,-49,0,-3,-15,0,-66,-65,0,-100,-68,0,100,0,-100,0,-100
2021-06-10,64,0,-100,-2,0,-55,11,100,45,-100,-44,-100,-48,-74,51,18,28,-79,100,-100,-100,-5,-100,-66,65,100,54,47,-25
2021-06-11,20,0,-80,100,0,55,-2,-100,56,-33,100,-10,-2,31,35,-18,-45,22,5,-5,-72,-5,-54,-41,21,-66,100,-47,100
2021-06-14,-100,100,-100,-100,0,57,-100,0,9,-67,-100,88,55,100,22,100,-84,100,-72,100,0,73,96,48,-14,38,-100,66,66
2021-06-15,-100,18,-69,100,0,0,-100,100,-62,0,-53,-86,100,86,0,-9,-90,100,0,-42,0,-11,0,97,100,-80,100,2,-21
