1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081801,0.000000,0.000000,0.000000,0.107488,0.050654,0.000000,0.107488,0.016646,0.000000,0.040770,0.000000,0.000000,0.107488,0.107488,0.030768,0.000000,0.107488,0.000000,0.000000,0.107488,0.105608,0.028825,0.000000
0.000000,0.057320,0.043503,0.000000,0.054642,0.084730,0.064971,0.084730,0.000000,0.000000,0.070044,0.000000,0.000000,0.000000,0.084730,0.000000,0.000000,0.000000,0.000000,0.036194,0.084730,0.000000,0.084730,0.013840,0.000000,0.000000,0.063025,0.084730,0.084730,0.003350
0.000000,0.090384,0.048958,0.052315,0.081059,0.012318,0.000000,0.000000,0.090384,0.000000,0.044859,0.000000,0.000000,0.090384,0.090384,0.005689,0.000000,0.000000,0.000000,0.090384,0.090384,0.000000,0.046956,0.061020,0.000000,0.000000,0.000000,0.090384,0.000000,0.014138
0.086179,0.000000,0.000000,0.000000,0.000000,0.000000,0.086179,0.086179,0.086179,0.086179,0.000000,0.000000,0.062453,0.006310,0.086179,0.000000,0.000000,0.086179,0.000000,0.026167,0.047294,0.042090,0.039897,0.000000,0.018238,0.031318,0.036804,0.086179,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.062449,0.002643,0.000000,0.064128,0.087878,0.040265,0.034763,0.021502,0.000000,0.079595,0.087878,0.000000,0.000000,0.000000,0.000000,0.059636,0.060036,0.058183,0.063089,0.038950,0.051358,0.084772,0.000000,0.014997,0.000000,0.087878
0.000000,0.000000,0.099454,0.000000,0.000000,0.000000,0.061335,0.099454,0.000000,0.000000,0.036431,0.000000,0.099454,0.099454,0.000000,0.000000,0.000000,0.034600,0.000000,0.045647,0.004618,0.099454,0.099454,0.000000,0.021739,0.099454,0.099454,0.000000,0.000000,0.000000
0.000000,0.122045,0.122045,0.000000,0.000000,0.103418,0.006007,0.000000,0.000000,0.000000,0.014909,0.083595,0.000000,0.000000,0.013219,0.000000,0.000000,0.122045,0.000000,0.000000,0.000000,0.046093,0.000000,0.115906,0.000000,0.000000,0.000000,0.033617,0.122045,0.095055
0.000000,0.128349,0.066752,0.000000,0.000000,0.134040,0.000000,0.000000,0.103066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.134040,0.000000,0.000000,0.000000,0.134040,0.000000,0.134040,0.017394,0.047241,0.101037
0.000000,0.000000,0.000000,0.053873,0.000000,0.000000,0.097350,0.025650,0.000000,0.000000,0.029250,0.097350,0.080989,0.097350,0.097350,0.054770,0.000000,0.000000,0.000000,0.000000,0.097350,0.018935,0.097350,0.000000,0.009967,0.000000,0.000000,0.045115,0.097350,0.000000
0.000000,0.022207,0.036547,0.000000,0.000000,0.052379,0.088730,0.000000,0.000000,0.000000,0.000000,0.082030,0.000000,0.000000,0.000000,0.111323,0.142773,0.096681,0.000000,0.142773,0.076440,0.000000,0.000000,0.000000,0.036049,0.011923,0.045431,0.050312,0.004402,0.000000
0.068463,0.061786,0.033955,0.032071,0.037006,0.000000,0.075234,0.000000,0.000000,0.000000,0.000000,0.075234,0.075234,0.046482,0.000000,0.028276,0.007847,0.032643,0.075234,0.075234,0.000000,0.075234,0.000000,0.075234,0.000000,0.040137,0.072352,0.000000,0.012344,0.000000
0.096438,0.000000,0.000000,0.000000,0.008505,0.096438,0.093313,0.030094,0.064088,0.000000,0.072174,0.096438,0.000000,0.096438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.096438,0.000000,0.000000,0.000000,0.000000,0.057700,0.096438,0.000000,0.013104,0.082395
0.000000,0.000000,0.106644,0.113489,0.113489,0.012157,0.000000,0.000000,0.000000,0.000000,0.039033,0.000000,0.000000,0.000000,0.000000,0.050231,0.000000,0.113489,0.027109,0.060060,0.065221,0.000000,0.000000,0.000000,0.113489,0.045534,0.000000,0.026566,0.000000,0.113489
0.000000,0.000000,0.093438,0.038374,0.041414,0.000000,0.038044,0.057779,0.094932,0.011554,0.000000,0.094932,0.056087,0.000000,0.000000,0.094932,0.000513,0.019251,0.000000,0.012388,0.000000,0.000000,0.000000,0.000000,0.002570,0.078425,0.000000,0.075499,0.094932,0.094932
0.000000,0.007268,0.006224,0.000000,0.000000,0.095744,0.085550,0.002833,0.000000,0.079336,0.053537,0.000000,0.068063,0.000000,0.000000,0.000000,0.000000,0.077127,0.091638,0.041307,0.000000,0.077574,0.095744,0.007581,0.092751,0.000000,0.000000,0.000000,0.021982,0.095744
0.032136,0.020398,0.000000,0.000000,0.060496,0.079674,0.000000,0.079674,0.000000,0.000000,0.067315,0.079674,0.000000,0.025478,0.000000,0.079674,0.000000,0.061364,0.000000,0.079674,0.000000,0.079674,0.018235,0.079674,0.000000,0.006299,0.030531,0.079674,0.000000,0.040358
0.165960,0.000000,0.000000,0.000000,0.047984,0.000000,0.165960,0.037272,0.043017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.165960,0.000000,0.000000,0.000000,0.095218,0.033443,0.003346,0.112798,0.000000,0.000000,0.000000,0.000000,0.000000,0.002578,0.126463
0.000000,0.000000,0.000000,0.000000,0.082109,0.000000,0.026151,0.000000,0.000000,0.058652,0.000000,0.074796,0.018916,0.027695,0.055282,0.082109,0.016474,0.015353,0.082109,0.071378,0.000000,0.030339,0.082109,0.082109,0.000000,0.000000,0.038100,0.082109,0.047742,0.026467
0.000000,0.000000,0.077673,0.012191,0.000000,0.000000,0.160976,0.000000,0.000000,0.000000,0.131478,0.027379,0.017513,0.000000,0.000000,0.036070,0.089430,0.035841,0.000000,0.000000,0.000000,0.160976,0.036505,0.000000,0.000000,0.000000,0.140333,0.000000,0.034385,0.039251
0.000000,0.000000,0.000000,0.000000,0.000000,0.121879,0.026527,0.047038,0.086569,0.000000,0.071323,0.000000,0.013513,0.000000,0.111242,0.000000,0.121879,0.000000,0.000000,0.000000,0.000000,0.050722,0.064011,0.016835,0.003893,0.073337,0.058015,0.121879,0.011340,0.000000
0.000000,0.000000,0.050191,0.000000,0.000000,0.000000,0.140589,0.000000,0.000000,0.114152,0.054759,0.000000,0.000000,0.084299,0.000000,0.077649,0.012653,0.000000,0.000000,0.086270,0.021731,0.002613,0.000000,0.000000,0.018238,0.055678,0.000000,0.000000,0.140589,0.140589
0.000000,0.000000,0.000000,0.074196,0.028659,0.000000,0.000000,0.119826,0.000000,0.000000,0.000000,0.000000,0.040561,0.119826,0.119826,0.000000,0.000000,0.000000,0.000000,0.119826,0.000000,0.000000,0.000000,0.119826,0.112963,0.000000,0.088562,0.000000,0.055927,0.000000
0.000000,0.000000,0.000000,0.000000,0.100757,0.000000,0.077299,0.000000,0.031882,0.000000,0.000000,0.011598,0.115893,0.066598,0.005608,0.000000,0.115893,0.046268,0.000000,0.061745,0.047103,0.000000,0.000000,0.000000,0.000000,0.000000,0.114845,0.115893,0.088618,0.000000
0.045394,0.101758,0.000000,0.099071,0.013269,0.073161,0.012636,0.000000,0.013322,0.101758,0.028956,0.000000,0.000000,0.037585,0.000000,0.101758,0.024529,0.000000,0.034725,0.101758,0.000000,0.000000,0.000000,0.014650,0.043988,0.062877,0.083054,0.000000,0.005752,0.000000
0.048918,0.003125,0.000000,0.000000,0.000000,0.147689,0.147689,0.000000,0.000000,0.000000,0.147689,0.000000,0.000000,0.147689,0.000000,0.000000,0.145583,0.000918,0.000000,0.000000,0.044068,0.059714,0.000000,0.035490,0.000000,0.000000,0.071427,0.000000,0.000000,0.000000
0.000000,0.136158,0.013586,0.008517,0.106594,0.000000,0.000000,0.001889,0.000000,0.000000,0.099332,0.085511,0.000000,0.000000,0.033243,0.000000,0.000000,0.035468,0.136158,0.000000,0.000000,0.136158,0.000000,0.000000,0.000000,0.000000,0.078288,0.129099,0.000000,0.000000
0.097122,0.000000,0.000000,0.000000,0.054366,0.097122,0.000000,0.000000,0.000000,0.044063,0.097122,0.000000,0.000000,0.077610,0.000000,0.045842,0.097122,0.000000,0.005021,0.000000,0.000000,0.097122,0.000000,0.037110,0.097122,0.000000,0.054958,0.061047,0.000000,0.037250
