1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.013631,0.000133,0.000001,0.000029,0.000004,0.327967,0.000000,0.000000,0.329117,0.000001,0.329117
0.010809,0.000108,0.000000,0.000023,0.000003,0.329294,0.000000,0.000000,0.329880,0.000001,0.329880
0.010799,0.000110,0.000000,0.000023,0.000003,0.329596,0.000000,0.000000,0.329733,0.000001,0.329733
0.010798,0.000112,0.000000,0.000023,0.000003,0.329665,0.000000,0.000000,0.329698,0.000001,0.329698
0.010798,0.000113,0.000000,0.000023,0.000003,0.329682,0.000000,0.000000,0.329689,0.000001,0.329689
0.010798,0.000114,0.000000,0.000023,0.000003,0.329685,0.000000,0.000000,0.329687,0.000001,0.329687
0.010798,0.000115,0.000001,0.000023,0.000003,0.329686,0.000000,0.000000,0.329686,0.000001,0.329686
0.010798,0.000115,0.000001,0.000023,0.000004,0.329686,0.000000,0.000000,0.329686,0.000002,0.329686
0.010798,0.000116,0.000001,0.000023,0.000004,0.329686,0.000000,0.000000,0.329686,0.000002,0.329686
0.010798,0.000117,0.000001,0.000023,0.000004,0.329685,0.000000,0.000000,0.329685,0.000002,0.329685
0.010798,0.000119,0.000001,0.000022,0.000004,0.329685,0.000000,0.000000,0.329685,0.000002,0.329685
0.010798,0.000119,0.000001,0.000022,0.000004,0.329685,0.000000,0.000000,0.329685,0.000002,0.329685
0.010798,0.000118,0.000001,0.000022,0.000004,0.329685,0.000000,0.000000,0.329685,0.000002,0.329685
0.010798,0.000116,0.000001,0.000021,0.000003,0.329686,0.000000,0.000000,0.329686,0.000002,0.329686
0.010806,0.000114,0.000001,0.000020,0.000003,0.329211,0.000000,0.000000,0.329921,0.000002,0.329921
0.010834,0.000112,0.000001,0.000020,0.000003,0.327348,0.000000,0.000000,0.330840,0.000002,0.330840
0.010842,0.000110,0.000001,0.000019,0.000003,0.326480,0.000000,0.000000,0.331272,0.000002,0.331272
0.010834,0.000109,0.000001,0.000019,0.000003,0.326730,0.000000,0.000000,0.331152,0.000002,0.331152
0.010829,0.000107,0.000001,0.000018,0.000003,0.327129,0.000000,0.000000,0.330956,0.000002,0.330956
0.010823,0.000106,0.000001,0.000018,0.000003,0.327605,0.000000,0.000000,0.330721,0.000002,0.330721
0.010825,0.000105,0.000001,0.000018,0.000003,0.327539,0.000000,0.000000,0.330754,0.000002,0.330754
0.010830,0.000105,0.000001,0.000017,0.000003,0.327224,0.000000,0.000000,0.330909,0.000002,0.330909
0.010866,0.000104,0.000001,0.000017,0.000003,0.324956,0.000000,0.000000,0.332026,0.000002,0.332026
0.010931,0.000103,0.000001,0.000017,0.000003,0.320362,0.000000,0.000000,0.334290,0.000002,0.334290
0.011021,0.000102,0.000001,0.000017,0.000003,0.313692,0.000000,0.000000,0.337581,0.000003,0.337581
