account_rewards,date
5715.614291137783,2021-10-04
10123.669575694948,2021-10-05
3393.675547237508,2021-10-06
-5013.654972309247,2021-10-07
-1887.1759237516671,2021-10-08
6177.904264110606,2021-10-11
9089.052354987944,2021-10-12
16845.38735598768,2021-10-13
4591.078074737452,2021-10-14
-500.05904869083315,2021-10-15
4513.743426948553,2021-10-18
-4040.271479156334,2021-10-19
1635.125037967693,2021-10-20
-2952.1517849694937,2021-10-21
2027.4241450196132,2021-10-22
2306.1439137153793,2021-10-25
2660.3292901839595,2021-10-26
12579.196616332978,2021-10-27
2255.6383005676325,2021-10-28
12717.417193313595,2021-10-29
1176.5159137193114,2021-11-01
3511.2235393447336,2021-11-02
11737.09582482907,2021-11-03
3093.5457763671875,2021-11-04
2709.495542831486,2021-11-05
216.97850054176524,2021-11-08
-19509.77451033797,2021-11-09
-2967.8811492004897,2021-11-10
8233.659349365393,2021-11-11
-678.1118770600297,2021-11-12
1592.6851323966403,2021-11-15
1299.2986965333112,2021-11-16
-10021.075482929125,2021-11-17
-7189.363099384354,2021-11-18
-7340.534106708597,2021-11-19
-8135.254311622586,2021-11-22
-4908.75309036253,2021-11-23
-23214.84046844486,2021-11-24
24414.641795219388,2021-11-26
-33231.91028583143,2021-11-29
-67160.34955331415,2021-11-30
28261.38928482053,2021-12-01
-5361.046565944678,2021-12-02
14193.689626392443,2021-12-03
23121.184291049838,2021-12-06
-1644.0513199500274,2021-12-07
406.59387490851805,2021-12-08
6984.485599593958,2021-12-09
-4680.956116424408,2021-12-10
-19169.628203502623,2021-12-13
13412.433436996303,2021-12-14
-9631.919693832286,2021-12-15
-8198.045687644975,2021-12-16
-12532.372021164047,2021-12-17
15761.567359909182,2021-12-20
2031.9910045051947,2021-12-21
3473.5601223907433,2021-12-22
14156.852414264577,2021-12-23
-5349.436783889774,2021-12-27
-46.77917643729597,2021-12-28
-1171.1394508820958,2021-12-29
-1088.399634815054,2021-12-30
