date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-07-06,-100,-7,-100,-66,0,0,100,0,-5,0,72,100,100,-29,0,-88,0,-100,100,-34,-75,84,-100,0,37,100,-98,2,0
2021-07-07,100,-66,100,0,91,0,-84,-97,0,0,-100,-32,-100,0,0,-33,0,0,0,100,0,-64,0,100,100,-97,100,-100,47
2021-07-08,85,-6,-90,35,14,100,27,-59,100,-100,17,100,-71,53,0,62,39,72,-100,-100,0,-100,-63,100,-100,-3,-99,100,-47
2021-07-09,0,-51,100,0,-68,42,-45,0,0,0,-30,0,0,-53,0,-62,-18,100,-5,1,0,-20,0,100,0,0,100,0,0
2021-07-12,0,0,0,-35,-37,-41,-100,0,0,100,-92,0,0,0,0,0,85,100,0,-31,0,0,100,100,-82,0,100,0,0
2021-07-13,-100,0,-26,0,0,0,-19,0,0,48,0,0,0,0,0,0,0,100,-2,-14,0,0,0,2,-93,100,-100,0,0
2021-07-14,74,0,-37,10,31,100,100,0,12,-62,-49,-39,100,0,0,0,-29,33,-37,41,36,100,-75,-99,-70,41,-100,24,100
2021-07-15,-100,0,86,0,-13,100,-22,100,-24,0,-16,-80,0,0,100,0,100,100,-38,-75,-36,-70,100,-100,0,-63,64,28,0
2021-07-16,0,0,-44,100,-18,0,0,0,100,0,100,-100,1,0,-100,0,0,-56,54,-39,0,-30,100,-100,0,-40,-71,0,100
2021-07-19,-31,100,100,0,0,0,-60,-81,-100,-16,-16,16,0,0,0,0,0,100,-80,-16,0,0,0,0,0,-38,0,0,0
2021-07-20,100,-72,-100,-100,0,100,-18,-19,0,0,-96,100,100,0,0,1,100,0,-100,1,0,0,-54,0,0,72,100,100,100
2021-07-21,-90,39,-100,0,0,100,0,0,52,-40,-68,-35,-100,0,0,-1,83,100,-100,11,0,12,100,-67,0,-72,-100,-100,100
2021-07-22,-54,-67,0,0,0,-100,0,0,0,100,100,100,-41,0,0,0,0,0,0,100,0,0,0,0,0,0,-66,46,100
2021-07-23,0,0,0,0,0,0,0,0,-16,-39,-47,82,0,0,0,0,3,0,-62,-7,0,0,0,0,0,100,-44,0,0
