date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-10-04,0,0,0,0,0,0,100,100,0,0,0,0,0,0,-4,0,0,-43,0,0,0,0,-100,0,0,60,0,0,-100
2021-10-05,100,0,0,0,0,76,-90,-42,0,0,-36,-7,0,0,0,0,0,1,0,0,0,0,-54,100,0,-84,0,0,-69
2021-10-06,100,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,38,0,0,0,0,-100,0,0,0,0,1,-100
2021-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,-19,0,0,0,5,0,-100
2021-10-08,0,0,0,0,0,-15,-16,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,-100
2021-10-11,-52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-14,94,0,0,-6,0,-100
2021-10-12,100,0,0,0,0,43,5,0,0,0,0,-50,100,-1,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0
2021-10-13,-100,100,25,0,0,100,0,100,0,0,0,-100,-64,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,-100
2021-10-14,100,0,-2,75,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,-75
2021-10-15,0,0,0,0,0,0,-5,-47,-59,0,0,0,-36,0,0,0,0,100,0,0,0,0,0,0,0,0,0,32,-100
2021-10-18,100,0,-23,-60,0,78,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,5,-47
2021-10-19,-49,100,0,0,0,18,0,0,0,0,0,-63,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-38,-52
2021-10-20,-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,-27
2021-10-21,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,1,-100
2021-10-22,0,0,0,2,0,0,0,0,0,0,0,-53,0,0,0,0,0,100,0,0,0,0,-55,0,0,0,0,0,-100
2021-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,1,0,0,-10,0,0,0,0,-1,-100
2021-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,21,0,0,0,0,1,0,0,0,0,0,-100
2021-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,-100
