account_value,date,daily_return
1063132.928886617,2021-10-04,
1068848.5431777549,2021-10-05,0.005376199095933787
1078972.2127534498,2021-10-06,0.009471566051441282
1082365.8883006873,2021-10-07,0.003145285399497988
1077352.233328378,2021-10-08,-0.004632125814848731
1075465.0574046264,2021-10-11,-0.0017516795950024422
1081642.961668737,2021-10-12,0.005744402592697373
1090732.014023725,2021-10-13,0.008403006053832707
1107577.4013797126,2021-10-14,0.015444111971963492
1112168.47945445,2021-10-15,0.004145153258831691
1111668.4204057592,2021-10-18,-0.0004496252662511413
1116182.1638327078,2021-10-19,0.004060332509311593
1112141.8923535515,2021-10-20,-0.0036197241006638015
1113777.0173915192,2021-10-21,0.0014702485799786835
1110824.8656065497,2021-10-22,-0.002650577035503421
1112852.2897515693,2021-10-25,0.0018251519278986716
1115158.4336652847,2021-10-26,0.002072282130299863
1117818.7629554686,2021-10-27,0.0023856065738032672
1130397.9595718016,2021-10-28,0.0112533418056735
1132653.5978723692,2021-10-29,0.0019954373426347427
1145371.0150656828,2021-11-01,0.011227984634669008
1146547.5309794021,2021-11-02,0.0010271919738180646
1150058.7545187469,2021-11-03,0.0030624317304537296
1161795.850343576,2021-11-04,0.010205648866818517
1164889.3961199431,2021-11-05,0.002662727514005425
1167598.8916627746,2021-11-08,0.0023259680720386644
1167815.8701633164,2021-11-09,0.00018583308196951087
1148306.0956529784,2021-11-10,-0.016706207724004996
1145338.214503778,2021-11-11,-0.002584573190402506
1153571.8738531433,2021-11-12,0.007188845395272647
1152893.7619760833,2021-11-15,-0.000587836694383892
1154486.44710848,2021-11-16,0.001381467386610602
1155785.7458050132,2021-11-17,0.0011254343433719782
1145764.670322084,2021-11-18,-0.008670357390460293
1138575.3072226997,2021-11-19,-0.006274729257765843
1131234.7731159911,2021-11-22,-0.006447122171140518
1123099.5188043686,2021-11-23,-0.007191481825840618
1118190.765714006,2021-11-24,-0.004370719609592788
1094975.9252455612,2021-11-26,-0.020761073316162948
1119390.5670407806,2021-11-29,0.022296966748144742
1086158.6567549491,2021-11-30,-0.02968750252531005
1018998.307201635,2021-12-01,-0.06183290915708861
1047259.6964864555,2021-12-02,0.027734481092938967
1041898.6499205108,2021-12-03,-0.005119118575775405
1056092.3395469033,2021-12-06,0.013622908166236014
1079213.523837953,2021-12-07,0.021893146484680992
1077569.472518003,2021-12-08,-0.0015233790937898561
1077976.0663929116,2021-12-09,0.0003773249755845143
1084960.5519925056,2021-12-10,0.006479258507997576
1080279.5958760811,2021-12-13,-0.004314402129946493
1061109.9676725785,2021-12-14,-0.017745061812406537
1074522.4011095748,2021-12-15,0.012640003247179843
1064890.4814157425,2021-12-16,-0.00896390776393885
1056692.4357280976,2021-12-17,-0.007698487150289757
1044160.0637069335,2021-12-20,-0.011859999747730554
1059921.6310668427,2021-12-21,0.015094972416348718
1061953.622071348,2021-12-22,0.0019171143836926863
1065427.1821937386,2021-12-23,0.0032709150853647007
1079584.0346080032,2021-12-27,0.013287489422895371
1074234.5978241134,2021-12-28,-0.004955090676041829
1074187.8186476761,2021-12-29,-4.354651817395361e-05
1073016.679196794,2021-12-30,-0.001090255754674696
1071928.279561979,2021-12-31,-0.0010143361756779212
