account_rewards,date
6475.638011543313,2021-07-06
-9568.55284065241,2021-07-07
14040.852262561792,2021-07-08
3722.377639709506,2021-07-09
-4105.571359035559,2021-07-12
6901.86359251407,2021-07-13
4060.714274410275,2021-07-14
-8632.736751144403,2021-07-15
-20349.123402366647,2021-07-16
20090.797381256125,2021-07-19
6327.779577598558,2021-07-20
4678.080784862512,2021-07-21
6600.037937843474,2021-07-22
2104.0578928489704,2021-07-23
-1161.8172412072308,2021-07-26
-6891.681783927837,2021-07-27
5170.396425262326,2021-07-28
-1521.4578087003902,2021-07-29
-5819.35781069193,2021-07-30
196.4230696564773,2021-08-02
-4000.2259800720494,2021-08-03
12165.12459263613,2021-08-04
-961.2216518020723,2021-08-05
-4160.832869583159,2021-08-06
-1976.1842065925011,2021-08-09
4714.586166828172,2021-08-10
7045.989117813064,2021-08-11
6688.045207069488,2021-08-12
2184.4938957632985,2021-08-13
-6901.064859729726,2021-08-16
-3441.6977126121055,2021-08-17
2102.3967548599467,2021-08-18
6438.9917516363785,2021-08-19
8552.553660041885,2021-08-20
-2232.921298217727,2021-08-23
1966.5184267119039,2021-08-24
7500.047415878391,2021-08-25
-590.6991585120559,2021-08-26
-1891.2124639931135,2021-08-27
1980.7504440764897,2021-08-30
4275.8117748335935,2021-08-31
-3352.0073853568174,2021-09-01
1721.82910549175,2021-09-02
-12253.4996437761,2021-09-03
-326.4099295157939,2021-09-07
-6292.576547878329,2021-09-08
-6601.552685890114,2021-09-09
-1196.9746394690592,2021-09-10
-4593.064602459082,2021-09-13
4953.444633846404,2021-09-14
5640.696072711842,2021-09-15
-1968.2193788986187,2021-09-16
-12067.81993285357,2021-09-17
-992.2052182083717,2021-09-20
6757.30048420711,2021-09-21
37141.46625497821,2021-09-22
13750.887770393398,2021-09-23
-12408.039459396387,2021-09-24
-21095.3314828719,2021-09-27
-1764.248433719622,2021-09-28
-6651.470141258324,2021-09-29
11318.701713813702,2021-09-30
