date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-06-02,83,100,-77,81,0,0,0,-50,0,-17,100,-75,100,0,0,-100,-11,0,31,0,-50,1,100,100,-100,-77,-46,74,-83
2021-06-03,0,0,98,0,100,8,0,0,-33,-6,0,-43,-61,0,-36,-65,0,100,0,100,0,-1,0,100,-100,0,-7,-100,2
2021-06-04,-41,100,100,-100,0,0,0,0,0,0,-98,100,0,0,0,100,0,43,-97,-100,0,0,0,-49,0,0,-25,100,-2
2021-06-07,-42,-12,-86,-42,-99,24,0,-9,0,-100,-20,100,-39,68,30,4,0,-100,49,100,100,100,-71,100,-49,100,64,-27,75
2021-06-08,0,46,-85,-100,81,100,100,0,0,-100,-8,72,25,-32,-30,100,1,-43,-21,100,0,100,100,-37,74,-100,-100,-100,53
2021-06-09,0,-15,-6,0,-48,-95,1,100,0,-2,0,0,20,0,100,100,-1,0,75,-100,-21,95,-9,-100,-30,0,67,91,100
2021-06-10,0,0,-80,0,-34,-100,96,100,100,100,100,0,0,6,0,-97,0,0,0,0,-79,-100,-25,-21,12,0,1,-25,-53
2021-06-11,0,0,-24,-18,0,100,100,100,1,-100,97,-100,100,-42,0,0,0,100,0,0,0,-43,-19,0,-47,0,-100,-100,1
2021-06-14,0,-65,-100,100,0,-80,-100,-1,0,69,-20,0,0,0,-46,0,0,0,1,-38,0,-53,-20,-4,100,0,-54,-100,0
2021-06-15,0,-100,-22,-59,0,0,0,0,100,0,100,100,-100,0,-54,0,0,0,0,10,0,100,-100,100,-46,0,0,0,-100
2021-06-16,0,35,0,-13,0,57,56,-100,-100,-53,-100,78,60,0,100,-95,0,-65,47,100,0,-80,-100,-100,-49,100,70,100,100
2021-06-17,100,35,0,-42,0,-100,100,-2,22,-40,-27,100,-100,0,19,-100,32,79,100,25,6,-58,65,20,-14,-47,85,-3,-10
2021-06-18,100,57,7,55,0,-100,16,71,13,-11,5,-25,100,0,-34,63,-32,-91,-100,-42,-6,49,-14,-51,100,-53,57,37,100
2021-06-21,0,-22,0,100,0,100,17,-100,0,0,0,0,100,0,0,-64,0,0,0,-64,0,-100,0,-100,0,100,-36,-100,0
2021-06-22,0,0,0,100,0,0,0,-44,-54,0,95,-41,0,0,0,100,0,0,-100,0,0,-10,-53,-100,0,-36,0,2,0
2021-06-23,-68,-26,-7,-100,0,100,-18,-17,21,-48,50,-95,-100,0,-85,-68,0,-23,20,-100,0,0,93,47,67,-11,-88,-50,-36
2021-06-24,0,100,0,-86,0,0,-17,-100,0,100,42,100,-100,0,0,-15,0,100,-100,100,100,0,88,-100,-59,-41,0,-45,-18
2021-06-25,-19,-95,0,75,100,0,-100,0,-14,0,-30,0,100,100,0,-15,0,100,-100,-52,-33,0,0,-48,-9,0,0,0,0
2021-06-28,0,-100,0,-13,-69,100,-91,100,100,78,-87,0,82,0,57,-100,100,0,-75,-100,100,100,-56,-15,-72,0,-100,93,-100
2021-06-29,88,31,19,28,-31,-100,59,97,-100,-100,-100,51,-16,-17,30,-69,-100,38,41,55,8,100,43,0,33,76,100,60,-77
2021-06-30,-70,0,100,-100,0,-84,-100,-48,100,81,0,100,-100,1,-72,0,0,70,0,68,-100,-100,0,100,48,-24,0,-7,-35
2021-07-01,-15,0,0,0,0,-76,2,0,59,0,100,-59,0,-55,-15,-100,0,0,0,-100,0,0,0,-68,100,-64,100,0,0
