account_rewards,date
-104.48995189671405,2022-04-04
5731.96693101502,2022-04-05
5468.894896431011,2022-04-06
9123.254865139024,2022-04-07
-13084.80460129166,2022-04-08
-2127.5816060485085,2022-04-11
9078.282572498312,2022-04-12
-5026.467508560163,2022-04-13
-2694.186356506427,2022-04-14
5092.825165298535,2022-04-18
9189.467413455946,2022-04-19
-10148.90598702617,2022-04-20
-25393.095196167007,2022-04-21
6860.168967544567,2022-04-22
-18952.28753960796,2022-04-25
-994.9782080308069,2022-04-26
7174.62966297532,2022-04-27
-25520.951991222333,2022-04-28
-7507.7822808800265,2022-04-29
1204.224858528236,2022-05-02
20693.169680004125,2022-05-03
-25278.751233963063,2022-05-04
3317.3334248238243,2022-05-05
-20413.34367410664,2022-05-06
2499.6531053772196,2022-05-09
-9011.272568290704,2022-05-10
-8773.08339277259,2022-05-11
11607.549715309055,2022-05-12
3608.3430056457873,2022-05-13
11522.359310947475,2022-05-16
-927.5739720688434,2022-05-17
-182.79778359585907,2022-05-18
-149.09240473550744,2022-05-19
3052.2533297882183,2022-05-20
265.6570631712675,2022-05-23
1893.3542399482103,2022-05-24
8425.057707046391,2022-05-25
14296.632442813949,2022-05-26
-6515.866639266955,2022-05-27
-6872.688127983012,2022-05-31
4544.210138206487,2022-06-01
-11244.577422149712,2022-06-02
1292.348857574514,2022-06-03
9780.19102366257,2022-06-06
-6643.932284118608,2022-06-07
-15732.407272361801,2022-06-08
-17354.24429215619,2022-06-09
-25564.78687773517,2022-06-10
-6587.817837127601,2022-06-13
7957.920183952316,2022-06-14
-19494.613985374453,2022-06-15
2669.211210380541,2022-06-16
31650.082419937127,2022-06-17
8693.270394882187,2022-06-21
10291.582257652306,2022-06-22
8069.312127861078,2022-06-23
7486.235679496778,2022-06-24
-3583.9467345580924,2022-06-27
7591.925319377799,2022-06-28
-4191.931024909951,2022-06-29
8660.877877723775,2022-06-30
-14740.940167358494,2022-07-01
