account_rewards,date
-267.14336738572456,2022-01-03
-2402.127693557879,2022-01-04
-7745.843071746873,2022-01-05
-6580.664315795992,2022-01-06
-2219.9801210174337,2022-01-07
3125.0118408203125,2022-01-10
2863.0643615722656,2022-01-11
-5774.436431884766,2022-01-12
-2714.0625,2022-01-13
-9566.45947265625,2022-01-14
-6079.1319580078125,2022-01-18
-6298.526657104492,2022-01-19
-8027.065643310547,2022-01-20
5420.163818359375,2022-01-21
-197.07752990722656,2022-01-24
-1096.3775787353516,2022-01-25
999.9454040527344,2022-01-26
22421.078155517578,2022-01-27
-975.8481959686615,2022-01-28
730.0240127563011,2022-01-31
6193.505261612125,2022-02-01
-3630.344493865967,2022-02-02
-7848.2151027680375,2022-02-03
-510.48230307002086,2022-02-04
14969.956741333008,2022-02-07
3805.9671020507812,2022-02-08
-19873.275512695312,2022-02-09
-8772.602935791016,2022-02-10
-4365.973815917969,2022-02-11
5527.469329833984,2022-02-14
-797.0377044677734,2022-02-15
-9217.422882080078,2022-02-16
-5057.559219360352,2022-02-17
-19460.072692871094,2022-02-18
-9331.972671508789,2022-02-22
-2804.021774291992,2022-02-23
27356.795700073242,2022-02-24
-3154.62158203125,2022-02-25
-2893.0291290283203,2022-02-28
16403.545684814453,2022-03-01
3342.432098388672,2022-03-02
3394.1908416748047,2022-03-03
-10687.267303466797,2022-03-04
-11660.43130493164,2022-03-07
12182.345001220703,2022-03-08
-2035.9335174560547,2022-03-09
-4913.831527709961,2022-03-10
3841.534423828125,2022-03-11
15947.957397460938,2022-03-14
4902.076522827148,2022-03-15
12526.113403320312,2022-03-16
5346.468780517578,2022-03-17
-2141.144485473633,2022-03-18
1933.2544403076172,2022-03-21
-9459.962646484375,2022-03-22
10805.15902709961,2022-03-23
4339.771545410156,2022-03-24
3225.2506103515625,2022-03-25
4539.431930541992,2022-03-28
-144.67201232910156,2022-03-29
-16127.227523803711,2022-03-30
7475.040603637695,2022-03-31
