account_value,date,daily_return
1000000.0,2022-01-03,
999732.8566326143,2022-01-04,-0.00026714336738575817
997330.7289390564,2022-01-05,-0.0024027695775138413
989584.8858673095,2022-01-06,-0.007766574163403872
983004.2215515135,2022-01-07,-0.006649924033579446
980784.2414304961,2022-01-10,-0.002258362754041454
983909.2532713164,2022-01-11,0.0031862378174658534
986772.3176328887,2022-01-12,0.002909886610023449
980997.8812010039,2022-01-13,-0.0058518427490312774
978283.8187010039,2022-01-14,-0.0027666344158432388
968717.3592283477,2022-01-18,-0.009778818058504668
962638.2272703398,2022-01-19,-0.0062754444318519065
956339.7006132354,2022-01-20,-0.006542984143653396
948312.6349699248,2022-01-21,-0.008393529661231636
953732.7987882842,2022-01-24,0.0057155874745160595
953535.721258377,2022-01-25,-0.00020663809628607144
952439.3436796416,2022-01-26,-0.0011498023139484559
953439.2890836943,2022-01-27,0.0010498783053096705
975860.3672392119,2022-01-28,0.023515999825290734
974884.5190432433,2022-01-31,-0.0009999875276515136
975614.5430559996,2022-02-01,0.0007488312702643718
981808.0483176117,2022-02-02,0.0063483117443203785
978177.7038237457,2022-02-03,-0.003697611259234179
970329.4887209777,2022-02-04,-0.008023301974773078
969819.0064179077,2022-02-07,-0.0005260917131797438
984788.9631592407,2022-02-08,0.015435825285199822
988594.9302612914,2022-02-09,0.003864754017795846
968721.6547485961,2022-02-10,-0.020102546456962633
959949.0518128051,2022-02-11,-0.009055855098095922
955583.0779968872,2022-02-14,-0.004548130765557934
961110.5473267211,2022-02-15,0.005784394321235453
960313.5096222534,2022-02-16,-0.0008292882714528993
951096.0867401733,2022-02-17,-0.009598347612235325
946038.5275208129,2022-02-18,-0.005317611217069418
926578.4548279418,2022-02-22,-0.02057006361450009
917246.482156433,2022-02-23,-0.01007143283214118
914442.460382141,2022-02-24,-0.0030569992132319923
941799.2560822143,2022-02-25,0.029916366403897054
938644.634500183,2022-02-28,-0.0033495689889946334
935751.6053711547,2022-03-01,-0.0030821346254952253
952155.1510559692,2022-03-02,0.017529807686846643
955497.5831543579,2022-03-03,0.003510385985605158
958891.7739960327,2022-03-04,0.003552275695423157
948204.5066925659,2022-03-07,-0.011145436422850152
936544.0753876342,2022-03-08,-0.01229738017762061
948726.4203888549,2022-03-09,0.01300776473993337
946690.4868713989,2022-03-10,-0.0021459648152536426
941776.6553436889,2022-03-11,-0.0051905365014800475
945618.189767517,2022-03-14,0.00407902914351399
961566.147164978,2022-03-15,0.01686511275907443
966468.2236878051,2022-03-16,0.00509801279639488
978994.3370911254,2022-03-17,0.01296070899829882
984340.805871643,2022-03-18,0.005461184582950196
982199.6613861694,2022-03-21,-0.0021752064657907244
984132.915826477,2022-03-22,0.0019682906809184164
974672.9531799926,2022-03-23,-0.00961248475114751
985478.1122070922,2022-03-24,0.011085932970486656
989817.8837525024,2022-03-25,0.004403721900723578
993043.134362854,2022-03-28,0.003258428306148975
997582.5662933959,2022-03-29,0.004571233387011375
997437.8942810668,2022-03-30,-0.00014502259483806235
981310.6667572631,2022-03-31,-0.016168653322949922
988785.7073609008,2022-04-01,0.007617404820777995
