account_rewards,date
2088.1551119575743,2022-07-06
4128.743986450252,2022-07-07
-4085.4650649337564,2022-07-08
-6719.500740264892,2022-07-11
-17165.377384689404,2022-07-12
-5873.076996746007,2022-07-13
37852.57534319116,2022-07-14
-9944.191413879395,2022-07-15
26528.90402984619,2022-07-18
-12538.471084594727,2022-07-19
3631.291435241699,2022-07-20
-2057.2563095092773,2022-07-21
13749.937232971191,2022-07-22
-3249.830390930176,2022-07-25
8359.618309020996,2022-07-26
9451.740829467773,2022-07-27
13360.365501403809,2022-07-28
-992.879641517764,2022-07-29
-3622.64676856983,2022-08-01
7504.43876457226,2022-08-02
-4499.276213073637,2022-08-03
3258.6210337982047,2022-08-04
1384.4488830566406,2022-08-05
178.58251953125,2022-08-08
17249.687377929688,2022-08-09
4218.589309692383,2022-08-10
14206.899291992188,2022-08-11
3475.8888549804688,2022-08-12
8897.022567749023,2022-08-15
-4281.804153442383,2022-08-16
994.9436492919922,2022-08-17
-10719.036529541016,2022-08-18
-19879.59799194336,2022-08-19
-5490.730712890625,2022-08-22
3685.186721801758,2022-08-23
11439.46630859375,2022-08-24
-28714.78825378418,2022-08-25
-3716.585777282715,2022-08-26
-9106.123970031738,2022-08-29
-6335.912506103516,2022-08-30
3290.1592559814453,2022-08-31
-8631.8271484375,2022-09-01
-5228.106407165527,2022-09-02
15058.267959594727,2022-09-06
7189.784576416016,2022-09-07
8973.094398498535,2022-09-08
7795.900802612305,2022-09-09
-40689.506256103516,2022-09-12
-203.66266632080078,2022-09-13
-2298.299591064453,2022-09-14
-6036.553932189941,2022-09-15
7743.274795532227,2022-09-16
-10764.90032196045,2022-09-19
-15166.939826965332,2022-09-20
-7604.651596069336,2022-09-21
-17188.181365966797,2022-09-22
-13606.420280456543,2022-09-23
-3964.89200592041,2022-09-26
21233.12808227539,2022-09-27
-13936.014663696289,2022-09-28
-15829.126365661621,2022-09-29
25028.922065734863,2022-09-30
