time/fps,time/time_elapsed,time/iterations,train/reward,time/total_timesteps,train/entropy_loss,train/value_loss,train/explained_variance,train/std,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
105,8,17,,850,-7.071494388580322,1.4663345859844413e-05,0.1543116569519043,0.9945963621139526,-0.008399366927332608,0.2,0.0,-0.019823262467980385,0.00094323873,160,0.00025,,
105,8,18,,900,-7.065371751785278,6.7910751226918364e-06,0.9044067338109016,0.9939910769462585,-0.000313867482589103,0.2,0.0,-0.003894145367667079,0.0003482485,170,0.00025,,
105,8,19,,950,-7.062937450408936,1.5338021739808028e-05,0.4823349714279175,0.9933308362960815,-0.007964141299016703,0.2,0.0019999999552965165,-0.016617733985185623,0.0020968663,180,0.00025,,
106,9,20,,1000,-7.057854747772216,1.9489887654344785e-05,0.05715757608413696,0.9918920397758484,-0.006952154511120056,0.2,0.0,-0.01442416850477457,0.0011776924,190,0.00025,,
107,9,21,,1050,-7.050374698638916,1.4586970792151988e-05,0.5315283834934235,0.9906362295150757,-0.001003266537591152,0.2,0.0,-0.003987251315265894,0.0003967154,200,0.00025,,
106,10,22,,1100,-7.046366262435913,3.63501066203753e-05,-5.2314453125,0.9905169606208801,-0.0023050598677215816,0.2,0.0,-0.0063623180612921715,0.00031546236,210,0.00025,,
106,10,23,,1150,-7.048382663726807,2.1724629823438592e-05,0.6822183430194855,0.9915292859077454,-0.0016296134358416482,0.2,0.0,-0.004966496955603361,0.0003500521,220,0.00025,,
107,11,24,,1200,-7.054602098464966,1.799585647859203e-05,-1.4238982200622559,0.9928709268569946,-0.003627761099379967,0.2,0.0,-0.010290538892149925,0.00096468686,230,0.00025,,
107,11,25,,1250,-7.061076354980469,1.2990600407647434e-05,-1.7122998237609863,0.9940560460090637,0.0005824154681757677,0.2,0.0,-0.003620788687840104,0.00024142623,240,0.00025,,
107,12,26,,1300,-7.066809940338135,5.3350279813457744e-06,0.7784155905246735,0.9952028393745422,-0.0009305521716596599,0.2,0.0,-0.0022116214968264103,0.00039351583,250,0.00025,,
107,12,27,,1350,-7.0717995166778564,1.4448678030021256e-05,-7.15825080871582,0.9958776235580444,-0.0085259063937702,0.2,0.0,-0.022358153015375137,0.00090079784,260,0.00025,,
107,13,28,,1400,-7.073682165145874,2.0795021157482552e-06,0.8067275285720825,0.9959236979484558,-0.012762808885425336,0.2,0.0019999999552965165,-0.028559554368257523,0.0037200248,270,0.00025,,
107,13,29,,1450,-7.074573755264282,6.263786985982733e-06,-0.1448606252670288,0.996570885181427,-0.0064968760078773615,0.2,0.013999999687075614,-0.013162816874682903,0.0041379095,280,0.00025,,
107,13,30,,1500,-7.078703832626343,8.040001057452173e-06,-4.427978038787842,0.9973999261856079,-0.011591209156438964,0.2,0.0,-0.0261861402541399,0.0045471014,290,0.00025,,
107,14,31,,1550,-7.081208324432373,1.38760812660621e-05,-5.710638523101807,0.9974290728569031,0.003045718705048728,0.2,0.0,0.00012665432586800307,0.0005378735,300,0.00025,,
107,14,32,,1600,-7.08007321357727,2.0794833403670053e-06,-0.3200477361679077,0.9971315264701843,-0.005110722405719592,0.2,0.0,-0.013590716756880283,0.0015441799,310,0.00025,,
107,15,33,,1650,-7.078708839416504,2.1161469703656623e-06,-0.08958745002746582,0.9969049692153931,-0.010718826489523048,0.2,0.007999999821186066,-0.026384955272078514,0.004802325,320,0.00025,,
107,15,34,,1700,-7.079043912887573,4.054455598634377e-06,-11.121663093566895,0.9975817799568176,-0.0011949204833072713,0.2,0.0,-0.0037384871393442154,0.0022371614,330,0.00025,,
107,16,35,,1750,-7.083732843399048,1.366377205158642e-06,-0.5198071002960205,0.9985790252685547,-0.013076731219887705,0.2,0.003999999910593033,-0.032976116985082626,0.004623523,340,0.00025,,
107,16,36,,1800,-7.087472534179687,4.995598737878027e-06,-20.67704963684082,0.9989166259765625,0.0012996515348206116,0.2,0.0,-8.957963291322812e-05,0.0016492569,350,0.00025,,
107,17,37,,1850,-7.089453029632568,9.79860749339423e-07,-2.996670722961426,0.999773383140564,-0.0038595449292733617,0.2,0.0,-0.011032318696379662,0.00064323423,360,0.00025,,
107,17,38,,1900,-7.094561672210693,1.2936973348587344e-06,-5.806807041168213,1.0006853342056274,-0.004651968573161724,0.2,0.0019999999552965165,-0.012080123648047447,0.0017687476,370,0.00025,,
107,18,39,,1950,-7.097729063034057,9.76045248535229e-07,-2.42421817779541,1.0009796619415283,-0.004655777189298505,0.2,0.0,-0.014786374755203724,0.0020513118,380,0.00025,,
107,18,40,,2000,-7.099306297302246,1.981497973702062e-06,-0.06638407707214355,1.0014920234680176,-0.0065142688227354025,0.2,0.0,-0.015488811768591404,0.0019778884,390,0.00025,,
108,18,41,,2050,-7.102656984329224,1.9492189267111826e-06,0.5178039371967316,1.002216100692749,-0.011948333964683044,0.2,0.0019999999552965165,-0.027346530929207802,0.0028587843,400,0.00025,,
108,19,42,,2100,-7.105416584014892,1.486512212522939e-06,0.1827971339225769,1.0023832321166992,-0.004087118316558147,0.2,0.0,-0.010761166922748089,0.0027783012,410,0.00025,,
108,19,43,,2150,-7.105672979354859,2.5615363256292768e-06,0.8461119681596756,1.0025402307510376,-0.0008128059010488187,0.2,0.0,-0.006857357453554869,0.0013552463,420,0.00025,,
108,20,44,,2200,-7.106453847885132,3.723444933712017e-06,0.8089028298854828,1.0024980306625366,-0.007033314633648757,0.2,0.0,-0.016949471086263657,0.003091103,430,0.00025,,
108,20,45,,2250,-7.105869770050049,6.668181208624447e-06,0.7562891989946365,1.0023868083953857,-0.009666845921426947,0.2,0.01799999997019768,-0.02026868239045143,0.0065511395,440,0.00025,,
108,21,46,,2300,-7.106108617782593,2.1669532725354656e-05,-0.024028897285461426,1.0026435852050781,-0.006955943064473047,0.2,0.009999999776482582,-0.01717066392302513,0.0056990613,450,0.00025,,
108,21,47,,2350,-7.107285261154175,2.761932792054722e-05,-0.2726844549179077,1.0027323961257935,-0.006411276642160324,0.2,0.0019999999552965165,-0.022204769775271416,0.0034248126,460,0.00025,,
108,22,48,,2400,-7.106362056732178,2.5093207295867614e-05,0.021787703037261963,1.0021471977233887,0.0007672565311658275,0.2,0.0,-0.004158394876867533,0.0013924086,470,0.00025,,
107,22,49,,2450,-7.102382802963257,3.6460887440625814e-05,-0.34721875190734863,1.0012229681015015,-0.0053116931922268405,0.2,0.019999999552965164,-0.01087829377502203,0.0058050943,480,0.00025,,
107,23,50,,2500,-7.09851222038269,7.698987028561532e-05,-1.3015143871307373,1.0006591081619263,-0.026107209885492467,0.2,0.05400000028312206,-0.048782963305711746,0.013328369,490,0.00025,,
108,23,51,,2550,-7.0963249683380125,9.609589596948354e-06,-1.2575595378875732,1.0002893209457397,-0.020151586752384886,0.2,0.10400000102818012,-0.0355217382311821,0.019422494,500,0.00025,,
108,24,52,,2600,-7.095146131515503,2.9336465559026692e-05,-9.319218635559082,1.0003081560134888,-0.01168566346121951,0.2,0.009999999776482582,-0.028095921501517296,0.006591569,510,0.00025,,
108,24,53,,2650,-7.095520925521851,1.3162379309505922e-05,-0.8605669736862183,1.000312089920044,-0.02115956390183422,0.2,0.003999999910593033,-0.04523769021034241,0.0050038327,520,0.00025,,
108,24,54,,2700,-7.095947790145874,1.0097268932440783e-05,0.01044076681137085,1.0007216930389404,-0.007781272652093385,0.2,0.0019999999552965165,-0.0163253303617239,0.0049711443,530,0.00025,,
108,25,55,,2750,-7.099254465103149,1.0146434942726045e-05,0.6108780801296234,1.0015745162963867,-0.0033341863125096794,0.2,0.0,-0.016049537807703018,0.0022517228,540,0.00025,,
108,25,56,,2800,-7.10199007987976,7.27934841052047e-05,-1.1821064949035645,1.0013824701309204,0.00075441229878912,0.2,0.0,-0.005886412225663662,0.0008537662,550,0.00025,,
108,26,57,,2850,-7.099601936340332,4.288428608560935e-05,-3.1389145851135254,1.000909447669983,-0.011241200504824533,0.2,0.0019999999552965165,-0.024976534768939018,0.003828683,560,0.00025,,
108,26,58,,2900,-7.096996593475342,1.8523587823437992e-05,0.23273277282714844,0.9999626874923706,-0.014343495048582521,0.2,0.04999999962747097,-0.02204524725675583,0.011220916,570,0.00025,,
108,27,59,,2950,-7.091804075241089,3.73336788470624e-05,-3.1179184913635254,0.9992910623550415,-0.010437576845055441,0.2,0.019999999925494193,-0.025090403854846954,0.008293228,580,0.00025,,
99,30,60,,3000,-7.090415334701538,3.766986883420031e-05,-0.17783093452453613,0.9992941617965698,-0.005413345800305081,0.2,0.030000000819563867,-0.01276966743171215,0.008646159,590,0.00025,2960.0,9.4e-05
