account_rewards,date
7545.916189464624,2022-07-06
1266.851128391223,2022-07-07
-1996.950127017917,2022-07-08
-3040.47553835297,2022-07-11
-5782.155798030901,2022-07-12
510.71630925755017,2022-07-13
17821.705432891846,2022-07-14
-11643.859423797578,2022-07-15
15214.467945098877,2022-07-18
-6039.400615692139,2022-07-19
631.2185554504395,2022-07-20
-356.18148040771484,2022-07-21
2121.77254486084,2022-07-22
7871.027393341064,2022-07-25
3377.447238922119,2022-07-26
8068.141269683838,2022-07-27
605.638542175293,2022-07-28
-925.1113320847508,2022-07-29
-2661.3765537261497,2022-08-01
4134.800770187285,2022-08-02
-3115.5906867980957,2022-08-03
2964.9567898598034,2022-08-04
-409.5747893715743,2022-08-05
-1583.9425449218834,2022-08-08
9236.82740785228,2022-08-09
-5626.099065330578,2022-08-10
10151.656768798828,2022-08-11
7330.691722869873,2022-08-12
8901.923133850098,2022-08-15
-3292.6929931640625,2022-08-16
-1117.7788543701172,2022-08-17
-1593.036361694336,2022-08-18
-14967.62281027215,2022-08-19
-10245.295977447531,2022-08-22
-339.94322835537605,2022-08-23
6644.026817130973,2022-08-24
-26421.579704284668,2022-08-25
-3892.5854530334473,2022-08-26
-7935.830646514893,2022-08-29
-4030.5023193359375,2022-08-30
12066.081649780273,2022-08-31
-10713.115840911865,2022-09-01
-3277.03360748291,2022-09-02
12879.12364578247,2022-09-06
4603.6900634765625,2022-09-07
4600.069557189941,2022-09-08
-1957.995262145996,2022-09-09
-32672.50099182129,2022-09-12
-710.1062965393066,2022-09-13
-3271.294178009033,2022-09-14
5074.866729736328,2022-09-15
4241.669303894043,2022-09-16
-7336.716724395752,2022-09-19
-14047.860500335693,2022-09-20
-233.7257843017578,2022-09-21
-5508.207263946533,2022-09-22
-7103.8759765625,2022-09-23
-8849.21227645874,2022-09-26
12169.550888061523,2022-09-27
-10010.371528625488,2022-09-28
-10921.171348571777,2022-09-29
18439.21203994751,2022-09-30
