account_rewards,date
1392.5043313121423,2022-10-04
-12442.968818077003,2022-10-05
-13992.344904098543,2022-10-06
1288.4297311458504,2022-10-07
9445.25653676223,2022-10-10
368.61497859004885,2022-10-11
26268.051330955583,2022-10-12
-12310.187781354995,2022-10-13
14755.80341749196,2022-10-14
8952.494868146954,2022-10-17
-2054.791013439186,2022-10-18
-5400.289907941828,2022-10-19
20801.699772209162,2022-10-20
13445.13568633271,2022-10-21
7259.990296846372,2022-10-24
6064.098078338662,2022-10-25
8624.251095043146,2022-10-26
24418.409098678618,2022-10-27
-5086.408655643463,2022-10-28
2152.9647433548234,2022-10-31
-9810.12095240783,2022-11-01
-693.7436515502632,2022-11-02
14089.573333112756,2022-11-03
14151.172084442107,2022-11-04
15374.850642597186,2022-11-07
-10223.895972297643,2022-11-08
27161.801002910594,2022-11-09
-994.4699348296272,2022-11-10
-4496.423911279766,2022-11-11
-1848.795252902899,2022-11-14
3187.1961159877246,2022-11-15
411.18192095763516,2022-11-16
2791.447777717607,2022-11-17
4131.975400344818,2022-11-18
7498.777519233641,2022-11-21
2324.9046601791633,2022-11-22
3033.890107528772,2022-11-23
-12483.33465208055,2022-11-25
-1467.7906882724492,2022-11-28
18765.17298956297,2022-11-29
-2998.40105381771,2022-11-30
-829.117711250321,2022-12-01
-16203.765483737923,2022-12-02
-13958.797758852015,2022-12-05
-2589.279022781411,2022-12-06
3399.0322226829594,2022-12-07
-4915.754871562938,2022-12-08
14390.203896776191,2022-12-09
6234.695386497537,2022-12-12
-8348.881669536582,2022-12-13
-22599.08696283726,2022-12-14
-8050.084801402991,2022-12-15
-4968.728003980708,2022-12-16
4080.3547586402856,2022-12-19
17052.380774803227,2022-12-20
-11597.974691924988,2022-12-21
4510.628762355773,2022-12-22
-1444.440713581047,2022-12-23
-8929.238237762474,2022-12-27
8628.324356792495,2022-12-28
-1612.3669511527987,2022-12-29
6658.309503295808,2022-12-30
