time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/loss,train/learning_rate,train/entropy_loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance
1607680,785,7.57e-05,1498.0,112,14325,0.15225350856781006,0.2901047591585666,1.899289295559381e-08,264.169,0.2631990909576416,0.00025,3.348217248916626,7840,0.2,1.0,-0.7077025175094604
1609728,786,7.564e-05,1498.0,112,14343,0.15225350856781006,0.29378554672002793,1.9045265717276828e-08,266.6793,0.3137308657169342,0.00025,3.348217248916626,7850,0.2,1.0,-1.4248225688934326
1611776,787,7.560000000000001e-05,1498.0,112,14361,0.15225350856781006,0.28632560549303887,2.0961798703755807e-08,273.9479,0.279016375541687,0.00025,3.348217248916626,7860,0.2,1.0,-1.607306718826294
1613824,788,7.56e-05,1498.0,112,14380,0.15225350856781006,0.2936424124054611,1.8353769978829427e-08,261.63568,0.316791832447052,0.00025,3.348217248916626,7870,0.2,1.0,-1.272822380065918
1615872,789,7.552e-05,1498.0,112,14398,0.15225350856781006,0.29318595938384534,2.1057401972113254e-08,273.66016,0.26440706849098206,0.00025,3.348217248916626,7880,0.2,1.0,-1.5245656967163086
1617920,790,7.539999999999999e-05,1498.0,112,14417,0.15225350856781006,0.2863559152930975,1.865900200181958e-08,269.15918,0.25824856758117676,0.00025,3.348217248916626,7890,0.2,1.0,-0.6282994747161865
1619968,791,7.536e-05,1498.0,112,14435,0.15225350856781006,0.2945429837331176,2.1963918228617985e-08,259.10385,0.28440389037132263,0.00025,3.348217248916626,7900,0.2,1.0,0.13502800464630127
1622016,792,7.534e-05,1498.0,112,14453,0.15225350856781006,0.2895408826880157,2.1953045956091267e-08,277.8797,0.28001487255096436,0.00025,3.348217248916626,7910,0.2,1.0,-0.27107441425323486
1624064,793,7.528999999999999e-05,1498.0,112,14472,0.15225350856781006,0.286411455553025,1.7365581386763473e-08,266.35385,0.3113795220851898,0.00025,3.348217248916626,7920,0.2,1.0,-0.6590545177459717
1626112,794,7.53e-05,1498.0,112,14490,0.15225350856781006,0.29309138441458343,2.170747309265808e-08,264.29044,0.2971174120903015,0.00025,3.348217248916626,7930,0.2,1.0,-1.779447317123413
1628160,795,7.529e-05,1498.0,112,14508,0.15225350856781006,0.288491279957816,1.7770008593764874e-08,275.80084,0.2896181643009186,0.00025,3.348217248916626,7940,0.2,1.0,0.251075804233551
1630208,796,7.528000000000001e-05,1498.0,112,14527,0.15225350856781006,0.29099211376160383,1.9513760070311025e-08,263.54846,0.3022529184818268,0.00025,3.348217248916626,7950,0.2,1.0,-0.7624671459197998
1632256,797,7.531000000000001e-05,1498.0,112,14545,0.15225350856781006,0.2945207295008004,2.310193278898254e-08,269.10416,0.3087371587753296,0.00025,3.348217248916626,7960,0.2,1.0,0.016055166721343994
1634304,798,7.537e-05,1498.0,112,14563,0.15225350856781006,0.28553312784060836,1.4689904340864369e-08,271.6997,0.2711685001850128,0.00025,3.348217248916626,7970,0.2,1.0,0.033487915992736816
1636352,799,7.543e-05,1498.0,112,14585,0.15225350856781006,0.29446867294609547,1.9323667699300274e-08,258.23492,0.2992731034755707,0.00025,3.348217248916626,7980,0.2,1.0,-0.9605460166931152
1638400,800,7.544e-05,1498.0,112,14602,0.15225350856781006,0.2934052693657577,2.332987245057261e-08,278.35492,0.30624744296073914,0.00025,3.348217248916626,7990,0.2,1.0,-0.08478140830993652
1640448,801,7.538e-05,1498.0,112,14621,0.15225350856781006,0.2845576323568821,1.809032873223426e-08,268.43155,0.27302730083465576,0.00025,3.348217248916626,8000,0.2,1.0,-0.06880605220794678
1642496,802,7.531e-05,1498.0,112,14639,0.15225350856781006,0.29072977337054906,1.888246040776531e-08,261.01407,0.2658069133758545,0.00025,3.348217248916626,8010,0.2,1.0,-0.910136342048645
1644544,803,7.531999999999999e-05,1498.0,112,14656,0.15225350856781006,0.2916689478326589,1.605618895200722e-08,276.888,0.2985142171382904,0.00025,3.348217248916626,8020,0.2,1.0,-1.5464212894439697
1646592,804,7.538e-05,1498.0,112,14675,0.15225350856781006,0.2891497417353094,2.1749233825030244e-08,264.62354,0.28286248445510864,0.00025,3.348217248916626,8030,0.2,1.0,0.1130945086479187
1648640,805,7.542999999999999e-05,1498.0,112,14692,0.15225350856781006,0.293541488610208,2.1164073707446997e-08,265.6565,0.2944527268409729,0.00025,3.348217248916626,8040,0.2,1.0,0.10346388816833496
1650688,806,7.547999999999999e-05,1498.0,112,14710,0.15225350856781006,0.28738990100100636,1.6974032172184517e-08,275.20526,0.28487628698349,0.00025,3.348217248916626,8050,0.2,1.0,-0.034996867179870605
1652736,807,7.549999999999999e-05,1498.0,112,14730,0.15225350856781006,0.2946894780732691,2.0937984832047896e-08,262.95068,0.28524595499038696,0.00025,3.348217248916626,8060,0.2,1.0,-0.448421835899353
1654784,808,7.547999999999999e-05,1498.0,112,14747,0.15225350856781006,0.29613408325240015,1.7990493959840758e-08,271.41074,0.2983859181404114,0.00025,3.348217248916626,8070,0.2,1.0,-1.988342046737671
1656832,809,7.544999999999999e-05,1498.0,112,14766,0.15225350856781006,0.28644435703754423,1.6830255151339957e-08,269.91873,0.2754347324371338,0.00025,3.348217248916626,8080,0.2,1.0,-0.6638380289077759
1658880,810,7.542e-05,1498.0,112,14784,0.15225350856781006,0.2951589913573116,1.6354186781197823e-08,258.2426,0.2845557630062103,0.00025,3.348217248916626,8090,0.2,1.0,-1.498253345489502
1660928,811,7.541000000000001e-05,1498.0,112,14802,0.15225350856781006,0.29233261817134915,2.5409973244960858e-08,278.65164,0.2926332950592041,0.00025,3.348217248916626,8100,0.2,1.0,-1.0561084747314453
1662976,812,7.541e-05,1498.0,112,14821,0.15225350856781006,0.2866871807724237,2.115759012363827e-08,267.91916,0.3016107678413391,0.00025,3.348217248916626,8110,0.2,1.0,-1.9702141284942627
1665024,813,7.542999999999999e-05,1498.0,112,14839,0.15225350856781006,0.2948808610439301,1.4451669537451917e-08,262.58197,0.2970444858074188,0.00025,3.348217248916626,8120,0.2,1.0,-2.5378122329711914
1667072,814,7.541999999999999e-05,1498.0,112,14857,0.15225350856781006,0.29199885497801004,1.3810470902292371e-08,276.24185,0.28967565298080444,0.00025,3.348217248916626,8130,0.2,1.0,-1.1135704517364502
1669120,815,7.548e-05,1498.0,112,14876,0.15225350856781006,0.290819683810696,2.2539075279770504e-08,263.73352,0.26612570881843567,0.00025,3.348217248916626,8140,0.2,1.0,-1.707376480102539
1671168,816,7.551e-05,1498.0,112,14894,0.15225350856781006,0.29401813438162205,2.2994885863492076e-08,267.71298,0.2958754301071167,0.00025,3.348217248916626,8150,0.2,1.0,-1.9486284255981445
1673216,817,7.549e-05,1498.0,112,14911,0.15225350856781006,0.2888905249070376,1.4843599856206868e-08,272.9569,0.29565736651420593,0.00025,3.348217248916626,8160,0.2,1.0,-1.0807387828826904
1675264,818,7.550999999999999e-05,1498.0,112,14930,0.15225350856781006,0.29341184445656837,1.6266983919599465e-08,260.47156,0.2500726580619812,0.00025,3.348217248916626,8170,0.2,1.0,-1.6072490215301514
1677312,819,7.544999999999999e-05,1498.0,112,14947,0.15225350856781006,0.29596368069760504,1.9406914469888294e-08,275.5339,0.30211636424064636,0.00025,3.348217248916626,8180,0.2,1.0,-1.5277862548828125
1679360,820,7.549999999999999e-05,1498.0,112,14966,0.15225350856781006,0.29017034168355166,2.259010932065264e-08,268.94696,0.23817916214466095,0.00025,3.348217248916626,8190,0.2,1.0,-0.9275031089782715
1681408,821,7.544000000000001e-05,1498.0,112,14984,0.15225350856781006,0.29618006669916214,1.9188400394998252e-08,259.56708,0.2782885730266571,0.00025,3.348217248916626,8200,0.2,1.0,-0.4039878845214844
1683456,822,7.548e-05,1498.0,112,15002,0.15225350856781006,0.2936832968145609,1.7556643849836463e-08,277.60156,0.2801641821861267,0.00025,3.348217248916626,8210,0.2,1.0,-0.9957597255706787
1685504,823,7.548e-05,1498.0,112,15021,0.15225350856781006,0.2914523721206933,1.8910178267023126e-08,265.6289,0.295492559671402,0.00025,3.348217248916626,8220,0.2,1.0,-1.3354942798614502
1687552,824,7.547e-05,1498.0,112,15038,0.15225350856781006,0.2957194231450558,2.1466862855368253e-08,264.90564,0.2858676314353943,0.00025,3.348217248916626,8230,0.2,1.0,-1.4482192993164062
1689600,825,7.549e-05,1498.0,112,15056,0.15225350856781006,0.2897288490086794,1.4073091535865556e-08,275.57767,0.3095976710319519,0.00025,3.348217248916626,8240,0.2,1.0,-0.23106443881988525
1691648,826,7.549e-05,1498.0,112,15075,0.15225350856781006,0.29453220404684544,1.5254483294591115e-08,263.48135,0.2927442193031311,0.00025,3.348217248916626,8250,0.2,1.0,-1.6684536933898926
1693696,827,7.547000000000001e-05,1498.0,112,15092,0.15225350856781006,0.29832954714074733,2.1136832330237442e-08,269.89807,0.28411704301834106,0.00025,3.348217248916626,8260,0.2,1.0,-1.7082257270812988
1695744,828,7.547e-05,1498.0,112,15112,0.15225350856781006,0.2844634268898517,1.57946867862524e-08,270.8377,0.30623072385787964,0.00025,3.348217248916626,8270,0.2,1.0,-1.2063703536987305
1697792,829,7.544000000000001e-05,1498.0,112,15129,0.15225350856781006,0.2939843748696148,1.7599317918282066e-08,257.34003,0.3122665584087372,0.00025,3.348217248916626,8280,0.2,1.0,-1.268725872039795
1699840,830,7.543e-05,1498.0,112,15148,0.15225350856781006,0.29425607388839126,2.4401202669555033e-08,279.41296,0.31854048371315,0.00025,3.348217248916626,8290,0.2,1.0,-0.7011338472366333
1701888,831,7.54e-05,1498.0,112,15167,0.15225350856781006,0.2854270084761083,2.0253365526357037e-08,268.13522,0.2779311537742615,0.00025,3.348217248916626,8300,0.2,1.0,-0.40607571601867676
1703936,832,7.539e-05,1498.0,112,15184,0.15225350856781006,0.2925848522223532,1.710031686114055e-08,261.87997,0.2842671871185303,0.00025,3.348217248916626,8310,0.2,1.0,-1.3408920764923096
1705984,833,7.539e-05,1498.0,112,15202,0.15225350856781006,0.29071681466884913,1.4377034496249053e-08,276.7495,0.27066630125045776,0.00025,3.348217248916626,8320,0.2,1.0,-0.7046715021133423
1708032,834,7.529e-05,1498.0,112,15220,0.15225350856781006,0.289403126668185,1.4797015180506579e-08,264.40668,0.2656257748603821,0.00025,3.348217248916626,8330,0.2,1.0,-1.4233601093292236
1710080,835,7.53e-05,1498.0,112,15238,0.15225350856781006,0.29530479330569503,1.752561207685188e-08,266.22958,0.31899145245552063,0.00025,3.348217248916626,8340,0.2,1.0,-0.38709592819213867
1712128,836,7.529e-05,1498.0,112,15255,0.15225350856781006,0.28852346795611084,1.6503720201566098e-08,274.4867,0.29591986536979675,0.00025,3.348217248916626,8350,0.2,1.0,-1.8094358444213867
1714176,837,7.530999999999998e-05,1498.0,112,15275,0.15225350856781006,0.29265996245667336,1.9265145054236933e-08,262.38797,0.2983059287071228,0.00025,3.348217248916626,8360,0.2,1.0,-1.6747798919677734
1716224,838,7.535e-05,1498.0,112,15292,0.15225350856781006,0.2940431179013103,2.1622964381518005e-08,272.71094,0.29696863889694214,0.00025,3.348217248916626,8370,0.2,1.0,-2.179835319519043
1718272,839,7.53e-05,1498.0,112,15310,0.15225350856781006,0.28522513234056535,1.485310911278348e-08,269.41516,0.2722037732601166,0.00025,3.348217248916626,8380,0.2,1.0,-1.2568068504333496
1720320,840,7.527e-05,1498.0,112,15328,0.15225350856781006,0.293334438232705,1.8900374224029015e-08,258.78778,0.2927328944206238,0.00025,3.348217248916626,8390,0.2,1.0,-1.8731908798217773
1722368,841,7.529999999999999e-05,1498.0,112,15346,0.15225350856781006,0.29282324528321624,2.3650257938157006e-08,278.26025,0.3102828860282898,0.00025,3.348217248916626,8400,0.2,1.0,-1.7172181606292725
1724416,842,7.531999999999999e-05,1498.0,112,15366,0.15225350856781006,0.28612246718257667,1.4666931659468307e-08,267.00192,0.28220534324645996,0.00025,3.348217248916626,8410,0.2,1.0,-1.2206082344055176
1726464,843,7.530999999999998e-05,1498.0,112,15383,0.15225350856781006,0.2928430516272783,1.8383754388229255e-08,263.6902,0.29787448048591614,0.00025,3.348217248916626,8420,0.2,1.0,-0.8306413888931274
1728512,844,7.54e-05,1498.0,112,15401,0.15225350856781006,0.28980305874720214,1.9504370205036815e-08,276.06335,0.28912946581840515,0.00025,3.348217248916626,8430,0.2,1.0,-0.3719797134399414
1730560,845,7.536999999999999e-05,1498.0,112,15420,0.15225350856781006,0.29177861101925373,2.1361517461848666e-08,263.44354,0.28067851066589355,0.00025,3.348217248916626,8440,0.2,1.0,-0.8717219829559326
1732608,846,7.54e-05,1498.0,112,15437,0.15225350856781006,0.2941227317787707,1.8957318496937158e-08,268.66144,0.3063316345214844,0.00025,3.348217248916626,8450,0.2,1.0,-1.3090782165527344
1734656,847,7.529e-05,1498.0,112,15454,0.15225350856781006,0.2854927440173924,2.0237697751640525e-08,272.16522,0.2517390847206116,0.00025,3.348217248916626,8460,0.2,1.0,-0.534164547920227
1736704,848,7.531999999999999e-05,1498.0,112,15473,0.15225350856781006,0.293844632152468,2.0118490588749705e-08,258.86908,0.3238998055458069,0.00025,3.348217248916626,8470,0.2,1.0,-0.40856873989105225
1738752,849,7.537e-05,1498.0,112,15490,0.15225350856781006,0.2932137737981975,1.516018044156464e-08,277.37122,0.2907871603965759,0.00025,3.348217248916626,8480,0.2,1.0,-0.043045997619628906
1740800,850,7.538e-05,1498.0,112,15509,0.15225350856781006,0.2867695640772581,1.733071592763258e-08,268.52148,0.2913014590740204,0.00025,3.348217248916626,8490,0.2,1.0,0.49044114351272583
1742848,851,7.536e-05,1498.0,112,15527,0.15225350856781006,0.2930256030522287,2.3929377929166053e-08,260.69247,0.28128090500831604,0.00025,3.348217248916626,8500,0.2,1.0,0.0865333080291748
1744896,852,7.538e-05,1498.0,112,15546,0.15225350856781006,0.29269124842248856,1.492117941148674e-08,277.13043,0.2860349714756012,0.00025,3.348217248916626,8510,0.2,1.0,0.40068185329437256
1746944,853,7.539e-05,1498.0,112,15564,0.15225350856781006,0.2857961865141988,1.9654407457103672e-08,264.87122,0.28118810057640076,0.00025,3.348217248916626,8520,0.2,1.0,-0.5078598260879517
1748992,854,7.542e-05,1498.0,112,15582,0.15225350856781006,0.292682480905205,1.7344263175678164e-08,265.42923,0.3094443678855896,0.00025,3.348217248916626,8530,0.2,1.0,-1.5581088066101074
1751040,855,7.541e-05,1498.0,112,15600,0.15225350856781006,0.2877855755854398,1.644726935270957e-08,275.54175,0.2987286448478699,0.00025,3.348217248916626,8540,0.2,1.0,-0.9109400510787964
1753088,856,7.546e-05,1498.0,112,15619,0.15225350856781006,0.2916806825436652,1.4652297514877732e-08,263.16962,0.2735040783882141,0.00025,3.348217248916626,8550,0.2,1.0,-1.924471378326416
1755136,857,7.549999999999999e-05,1498.0,112,15637,0.15225350856781006,0.2944591358769685,2.033493451958357e-08,270.86145,0.28707706928253174,0.00025,3.348217248916626,8560,0.2,1.0,-2.106905221939087
1757184,858,7.545e-05,1498.0,112,15656,0.15225350856781006,0.2861140402499586,1.3907206689728336e-08,270.26746,0.2865437865257263,0.00025,3.348217248916626,8570,0.2,1.0,-1.949308156967163
1759232,859,7.551e-05,1498.0,112,15673,0.15225350856781006,0.29486210057511925,2.065797062855701e-08,257.79602,0.28671056032180786,0.00025,3.348217248916626,8580,0.2,1.0,-0.3018113374710083
1761280,860,7.553e-05,1498.0,112,15691,0.15225350856781006,0.2935576904565096,1.646643783270729e-08,278.97238,0.2971809208393097,0.00025,3.348217248916626,8590,0.2,1.0,-0.08512735366821289
1763328,861,7.55e-05,1498.0,112,15711,0.15225350856781006,0.28784239566884934,1.8123939836411916e-08,268.0229,0.30826640129089355,0.00025,3.348217248916626,8600,0.2,1.0,-0.07060670852661133
1765376,862,7.557000000000001e-05,1498.0,112,15728,0.15225350856781006,0.2937692073173821,1.5912069530055195e-08,262.34662,0.25958752632141113,0.00025,3.348217248916626,8610,0.2,1.0,-0.4038795232772827
1767424,863,7.559e-05,1498.0,112,15746,0.15225350856781006,0.2922876582480967,1.5359547271553976e-08,276.43073,0.2580468952655792,0.00025,3.348217248916626,8620,0.2,1.0,-0.2680187225341797
1769472,864,7.562e-05,1498.0,112,15765,0.15225350856781006,0.2915728184394538,1.5936685501122262e-08,264.07947,0.2880408763885498,0.00025,3.348217248916626,8630,0.2,1.0,-0.8995381593704224
1771520,865,7.569e-05,1498.0,112,15783,0.15225350856781006,0.29662525597959755,2.060874326054174e-08,267.1765,0.27262595295906067,0.00025,3.348217248916626,8640,0.2,1.0,-1.5112640857696533
1773568,866,7.574e-05,1498.0,112,15801,0.15225350856781006,0.290157958958298,1.3739404210871831e-08,273.56586,0.29097431898117065,0.00025,3.348217248916626,8650,0.2,1.0,-1.0016489028930664
1775616,867,7.578000000000001e-05,1498.0,112,15820,0.15225350856781006,0.2949101973325014,2.183755905132978e-08,261.26282,0.3044821321964264,0.00025,3.348217248916626,8660,0.2,1.0,-0.31523728370666504
1777664,868,7.575000000000001e-05,1498.0,112,15843,0.15225350856781006,0.29420203221961855,1.4171718693001267e-08,274.38577,0.27065199613571167,0.00025,3.348217248916626,8670,0.2,1.0,0.09099346399307251
1779712,869,7.583e-05,1498.0,112,15862,0.15225350856781006,0.2902540838345885,1.5479559008907407e-08,269.26544,0.3072732985019684,0.00025,3.348217248916626,8680,0.2,1.0,0.6627440750598907
1781760,870,7.581000000000001e-05,1498.0,112,15879,0.15225350856781006,0.29451401554979384,2.0825567823012924e-08,259.24243,0.3055513799190521,0.00025,3.348217248916626,8690,0.2,1.0,0.31743407249450684
1783808,871,7.577e-05,1498.0,112,15897,0.15225350856781006,0.2911131867673248,1.7027154995685744e-08,277.72266,0.29276415705680847,0.00025,3.348217248916626,8700,0.2,1.0,-0.4855283498764038
1785856,872,7.567000000000001e-05,1498.0,112,15916,0.15225350856781006,0.2869737394619733,1.515222927822579e-08,266.1176,0.26552915573120117,0.00025,3.348217248916626,8710,0.2,1.0,-1.5538816452026367
1787904,873,7.567e-05,1498.0,112,15934,0.15225350856781006,0.2942137143108994,2.0975331506412065e-08,264.66568,0.2793563902378082,0.00025,3.348217248916626,8720,0.2,1.0,-1.6975758075714111
1789952,874,7.571e-05,1498.0,112,15952,0.15225350856781006,0.29002508195117116,1.6451426038122107e-08,275.70914,0.28877365589141846,0.00025,3.348217248916626,8730,0.2,1.0,-1.4156138896942139
1792000,875,7.572e-05,1498.0,112,15971,0.15225350856781006,0.2916178312152624,1.5193202748675638e-08,263.57617,0.29026666283607483,0.00025,3.348217248916626,8740,0.2,1.0,-1.3502545356750488
1794048,876,7.571999999999999e-05,1498.0,112,15989,0.15225350856781006,0.2960696008056402,2.05792917012948e-08,269.23438,0.2945902943611145,0.00025,3.348217248916626,8750,0.2,1.0,-0.6075098514556885
1796096,877,7.572e-05,1498.0,112,16007,0.15225350856781006,0.2852895386982709,1.4973657933015082e-08,271.3219,0.2703964114189148,0.00025,3.348217248916626,8760,0.2,1.0,0.35919731855392456
1798144,878,7.57e-05,1498.0,112,16026,0.15225350856781006,0.2946214435622096,2.0892302982078447e-08,257.60507,0.28168782591819763,0.00025,3.348217248916626,8770,0.2,1.0,-1.854560136795044
1800192,879,7.56e-05,1498.0,112,16043,0.15225350856781006,0.2932702569290996,1.511726244393663e-08,279.07184,0.3061009645462036,0.00025,3.348217248916626,8780,0.2,1.0,-1.8729665279388428
1802240,880,7.56e-05,1498.0,112,16062,0.15225350856781006,0.28544916016981003,1.6256640204131978e-08,268.2062,0.2970777750015259,0.00025,3.348217248916626,8790,0.2,1.0,-2.3616039752960205
1804288,881,7.559999999999998e-05,1498.0,112,16079,0.15225350856781006,0.2936058326624334,1.6950482382982467e-08,261.38272,0.28257837891578674,0.00025,3.348217248916626,8800,0.2,1.0,-2.214348554611206
1806336,882,7.555999999999999e-05,1498.0,112,16097,0.15225350856781006,0.290919688437134,1.8295185318095708e-08,276.78143,0.3083464503288269,0.00025,3.348217248916626,8810,0.2,1.0,-2.042182445526123
1808384,883,7.552e-05,1498.0,112,16116,0.15225350856781006,0.28819589628838005,1.4161828144204636e-08,264.55298,0.27553772926330566,0.00025,3.348217248916626,8820,0.2,1.0,-1.5729641914367676
1810432,884,7.549e-05,1498.0,112,16133,0.15225350856781006,0.293781291693449,1.8550783553034077e-08,265.91534,0.2763972878456116,0.00025,3.348217248916626,8830,0.2,1.0,-1.6804618835449219
1812480,885,7.541999999999999e-05,1498.0,112,16151,0.15225350856781006,0.2847254767548293,1.3760989322347816e-08,274.98907,0.2967902719974518,0.00025,3.348217248916626,8840,0.2,1.0,-0.22266411781311035
1814528,886,7.533e-05,1498.0,112,16169,0.15225350856781006,0.29451862201094625,1.6413164444228913e-08,262.82877,0.2852092981338501,0.00025,3.348217248916626,8850,0.2,1.0,-0.40802955627441406
1816576,887,7.529999999999999e-05,1498.0,112,16187,0.15225350856781006,0.2941368485800922,2.4826925625054398e-08,271.94278,0.29028114676475525,0.00025,3.348217248916626,8860,0.2,1.0,-1.0680525302886963
1818624,888,7.522e-05,1498.0,112,16206,0.15225350856781006,0.2849965172354132,1.44173180345597e-08,269.63968,0.28967782855033875,0.00025,3.348217248916626,8870,0.2,1.0,-1.6812098026275635
1820672,889,7.519000000000002e-05,1498.0,112,16224,0.15225350856781006,0.29463029727339746,2.1511628529868877e-08,258.49225,0.2970513105392456,0.00025,3.348217248916626,8880,0.2,1.0,-1.0747613906860352
1822720,890,7.519e-05,1498.0,112,16243,0.15225350856781006,0.29289299212396147,1.3504477576475881e-08,278.44305,0.27874264121055603,0.00025,3.348217248916626,8890,0.2,1.0,-1.7779645919799805
1824768,891,7.516e-05,1498.0,112,16262,0.15225350856781006,0.28833337356336414,1.4710970836634419e-08,267.63788,0.2969582676887512,0.00025,3.348217248916626,8900,0.2,1.0,-1.973996877670288
1826816,892,7.526000000000001e-05,1498.0,112,16280,0.15225350856781006,0.294412968121469,2.2193918880475393e-08,262.9609,0.2994350790977478,0.00025,3.348217248916626,8910,0.2,1.0,-1.903249740600586
1828864,893,7.527e-05,1498.0,112,16298,0.15225350856781006,0.2916677170433104,1.2601486727714661e-08,276.1867,0.28555554151535034,0.00025,3.348217248916626,8920,0.2,1.0,-1.525266408920288
1830912,894,7.531000000000001e-05,1498.0,112,16318,0.15225350856781006,0.29211989799514415,1.609349113348979e-08,263.71265,0.29995810985565186,0.00025,3.348217248916626,8930,0.2,1.0,-0.8582867383956909
1832960,895,7.527000000000002e-05,1498.0,112,16336,0.15225350856781006,0.29636323330923914,2.0504673980958897e-08,268.10254,0.30759137868881226,0.00025,3.348217248916626,8940,0.2,1.0,-0.33625245094299316
1835008,896,7.533000000000001e-05,1498.0,112,16354,0.15225350856781006,0.28836381919682025,1.2381209632539303e-08,272.68707,0.2691669762134552,0.00025,3.348217248916626,8950,0.2,1.0,-0.8506450653076172
1837056,897,7.531000000000001e-05,1498.0,112,16374,0.15225350856781006,0.293698204588145,2.0684050654196094e-08,259.8816,0.2916727662086487,0.00025,3.348217248916626,8960,0.2,1.0,-1.504112720489502
1839104,898,7.529999999999999e-05,1498.0,112,16392,0.15225350856781006,0.2945667114108801,1.922033584789151e-08,276.23682,0.3078116774559021,0.00025,3.348217248916626,8970,0.2,1.0,-0.8129616975784302
1841152,899,7.527e-05,1498.0,112,16412,0.15225350856781006,0.285803966736421,1.289445107841014e-08,268.8211,0.2855304181575775,0.00025,3.348217248916626,8980,0.2,1.0,-0.4960134029388428
1843200,900,7.530000000000001e-05,1498.0,112,16430,0.15225350856781006,0.2935753327794373,1.787071537695528e-08,259.831,0.2863454520702362,0.00025,3.348217248916626,8990,0.2,1.0,-0.21408522129058838
1845248,901,7.525000000000001e-05,1498.0,112,16447,0.15225350856781006,0.29587864596396685,1.7548707346298763e-08,277.38934,0.2826835811138153,0.00025,3.348217248916626,9000,0.2,1.0,-0.8153514862060547
1847296,902,7.53e-05,1498.0,112,16467,0.15225350856781006,0.29004029259085656,1.6710985760448606e-08,265.4001,0.3191388249397278,0.00025,3.348217248916626,9010,0.2,1.0,-0.90021812915802
1849344,903,7.529999999999999e-05,1498.0,112,16485,0.15225350856781006,0.2966683702543378,1.5734493441499352e-08,265.04425,0.31644126772880554,0.00025,3.348217248916626,9020,0.2,1.0,-1.4353229999542236
1851392,904,7.533e-05,1498.0,112,16502,0.15225350856781006,0.28969319462776183,1.600447823643658e-08,275.57962,0.29248863458633423,0.00025,3.348217248916626,9030,0.2,1.0,-0.7561124563217163
1853440,905,7.535e-05,1498.0,112,16522,0.15225350856781006,0.2925731698982418,1.6792331235943038e-08,263.38007,0.2741486728191376,0.00025,3.348217248916626,9040,0.2,1.0,-0.7467505931854248
1855488,906,7.534000000000001e-05,1498.0,112,16540,0.15225350856781006,0.2970519027672708,1.7226820231419637e-08,270.17996,0.293601393699646,0.00025,3.348217248916626,9050,0.2,1.0,-0.6218825578689575
1857536,907,7.544e-05,1498.0,112,16559,0.15225350856781006,0.2863269544672221,1.3790319260131855e-08,270.68707,0.29666951298713684,0.00025,3.348217248916626,9060,0.2,1.0,-0.32151687145233154
1859584,908,7.542999999999999e-05,1498.0,112,16577,0.15225350856781006,0.2955981000326574,1.7448046024659548e-08,257.5385,0.3020460605621338,0.00025,3.348217248916626,9070,0.2,1.0,-1.5344672203063965
1861632,909,7.541e-05,1498.0,112,16596,0.15225350856781006,0.29317623022943734,1.9536414714443896e-08,279.2163,0.2757340669631958,0.00025,3.348217248916626,9080,0.2,1.0,-1.1667523384094238
1863680,910,7.541000000000001e-05,1498.0,112,16615,0.15225350856781006,0.2865907969418913,1.3211954840580687e-08,268.0845,0.31774085760116577,0.00025,3.348217248916626,9090,0.2,1.0,-1.5044493675231934
1865728,911,7.542e-05,1498.0,112,16632,0.15225350856781006,0.29600188340991734,1.591837984760147e-08,262.0166,0.3033669590950012,0.00025,3.348217248916626,9100,0.2,1.0,-0.24368011951446533
1867776,912,7.545e-05,1498.0,112,16650,0.15225350856781006,0.2906915509141982,1.7867219709311045e-08,276.62567,0.25970008969306946,0.00025,3.348217248916626,9110,0.2,1.0,-1.5717804431915283
1869824,913,7.544e-05,1498.0,112,16670,0.15225350856781006,0.28972287504002453,1.65137561736195e-08,264.2984,0.27640500664711,0.00025,3.348217248916626,9120,0.2,1.0,-1.986677646636963
1871872,914,7.543e-05,1498.0,112,16688,0.15225350856781006,0.294958861451596,2.0290609221984556e-08,266.37988,0.29876697063446045,0.00025,3.348217248916626,9130,0.2,1.0,-1.6745672225952148
1873920,915,7.545e-05,1498.0,112,16706,0.15225350856781006,0.2864291161298752,1.0869886275799434e-08,274.16086,0.28185558319091797,0.00025,3.348217248916626,9140,0.2,1.0,-0.9045190811157227
1875968,916,7.546e-05,1498.0,112,16725,0.15225350856781006,0.29469050001353025,1.7393604860582724e-08,261.9696,0.2963765263557434,0.00025,3.348217248916626,9150,0.2,1.0,-2.0345938205718994
1878016,917,7.548e-05,1498.0,112,16743,0.15225350856781006,0.29413900496438145,1.5833230267853216e-08,273.30673,0.30189618468284607,0.00025,3.348217248916626,9160,0.2,1.0,-0.7238792181015015
1880064,918,7.552e-05,1498.0,112,16762,0.15225350856781006,0.28590197693556546,1.3189283035175415e-08,269.26974,0.2760215401649475,0.00025,3.348217248916626,9170,0.2,1.0,0.055934906005859375
1882112,919,7.553999999999998e-05,1498.0,112,16781,0.15225350856781006,0.29712429624050857,1.709278596856434e-08,259.12866,0.2946324348449707,0.00025,3.348217248916626,9180,0.2,1.0,-0.2967064380645752
1884160,920,7.559e-05,1498.0,112,16799,0.15225350856781006,0.29346668971702455,2.4495112170563883e-08,278.0092,0.2847564220428467,0.00025,3.348217248916626,9190,0.2,1.0,-0.6123239994049072
