date,ensemble,dji
2022-01-03,1000000.0,1000000.0
2022-01-04,999732.8566326144,1005865.5049902436
2022-01-05,997330.7289390564,995136.0138376162
2022-01-06,989584.8858673096,990471.7975821542
2022-01-07,983004.2215515136,990340.3615824638
2022-01-10,980784.241430496,985890.7565044003
2022-01-11,983909.2532713164,990896.8558394794
2022-01-12,986772.3176328888,991943.7526526102
2022-01-13,980997.881201004,987113.9334438421
2022-01-14,978283.818701004,981597.6787825888
2022-01-18,968717.3592283475,966746.2649914182
2022-01-19,962638.2272703398,957457.7651075325
2022-01-20,956339.7006132354,948895.3129879801
2022-01-21,948312.6349699248,936594.6758276811
2022-01-24,953732.7987882842,939304.2220211355
2022-01-25,953535.721258377,937479.1728394073
2022-01-26,952439.3436796416,933935.63266254
2022-01-27,953439.2890836945,933735.8627556182
2022-01-28,975860.367239212,949170.7840515067
2022-01-31,974884.5190432433,960278.8877588881
2022-02-01,975614.5430559996,967751.3072863698
2022-02-02,981808.0483176116,973876.4811240927
2022-02-03,978177.7038237456,959713.1043613582
2022-02-04,970329.4887209776,959127.5681937693
2022-02-07,969819.0064179077,959165.5789296668
2022-02-08,984788.9631592408,969324.1616417221
2022-02-09,988594.9302612914,977668.4791167842
2022-02-10,968721.654748596,963278.2124276955
2022-02-11,959949.0518128052,949514.9093374547
2022-02-14,955583.0779968872,944816.6329001071
2022-02-15,961110.5473267213,956369.6544066027
2022-02-16,960313.5096222534,954878.0533378178
2022-02-17,951096.0867401732,937870.0641431168
2022-02-18,946038.5275208128,931505.4013148939
2022-02-22,926578.4548279418,918315.0353280962
2022-02-23,917246.482156433,905609.092680531
2022-02-24,914442.460382141,908125.5955860567
2022-02-25,941799.2560822144,930946.9851667373
2022-02-28,938644.634500183,926405.5564008318
2022-03-01,935751.6053711548,910069.5884750595
2022-03-02,952155.1510559692,926371.3894472161
2022-03-03,955497.583154358,923728.4688133122
2022-03-04,958891.7739960328,918812.2712749346
2022-03-07,948204.506692566,897015.8903027246
2022-03-08,936544.0753876342,891966.3348735155
2022-03-09,948726.4203888548,909831.8078322402
2022-03-10,946690.4868713988,906765.5372886921
2022-03-11,941776.6553436888,900482.1277470364
2022-03-14,945618.189767517,900510.7425706895
2022-03-15,961566.147164978,916886.32280831
2022-03-16,966468.2236878052,931065.9288740121
2022-03-17,978994.3370911254,942482.0690225849
2022-03-18,984340.805871643,949976.0564395365
2022-03-21,982199.6613861694,944456.2783111915
2022-03-22,984132.915826477,951411.9226652359
2022-03-23,974672.9531799926,939140.2206437801
2022-03-24,985478.1122070922,948691.6992987766
2022-03-25,989817.8837525024,952881.849072821
2022-03-28,993043.134362854,955469.0348636392
2022-03-29,997582.566293396,964716.0005445358
2022-03-30,997437.8942810668,962928.855326975
2022-03-31,981310.6667572632,947882.9034436552
2022-04-01,988785.7073609008,951707.3600422817
2022-04-04,990455.183831848,954539.3734101022
2022-04-05,990350.6938799514,946866.8636605087
2022-04-06,996082.6608109664,942912.5726381426
2022-04-07,1001551.5557073974,945292.1941857454
2022-04-08,1010674.8105725364,949051.947115962
2022-04-11,997590.0059712448,937762.0111523072
2022-04-12,995462.4243651964,935364.345182326
2022-04-13,1004540.7069376946,944773.3903494372
2022-04-14,999514.2394291344,941674.8747434141
2022-04-18,996820.053072628,940594.1312918579
2022-04-19,1001912.8782379264,954247.4595001481
2022-04-20,1011102.3456513823,961069.6391916312
2022-04-21,1000953.4396643564,951010.1406450614
2022-04-22,975560.3444681892,924185.9856765724
2022-04-25,982420.513435734,930693.0819926808
2022-04-26,963468.225896126,908572.5420480419
2022-04-27,962473.2476880952,910260.389556657
2022-04-28,969647.8773510704,927055.7962368303
2022-04-29,944126.925359848,901384.669181141
2022-05-02,936619.143078968,903688.589572139
2022-05-03,937823.3679374964,905527.8393939637
2022-05-04,958516.5376175004,931010.0872591964
2022-05-05,933237.7863835372,901952.0541546214
2022-05-06,936555.1198083612,899257.0289164537
2022-05-09,916141.7761342544,881389.8476100483
2022-05-10,918641.4292396316,879067.6158673469
2022-05-11,909630.156671341,870139.6307299716
2022-05-12,900857.0732785685,867302.1720039186
2022-05-13,912464.6229938776,880049.4353110127
2022-05-16,916072.9659995232,880780.8750477136
2022-05-17,927595.3253104708,892566.2852246611
