date,ensemble,dji
2023-05-04,1122308.7754382093,990951.3058969232
2023-05-05,1143461.7962893446,1007302.9878801949
2023-05-08,1141746.6330508192,1005637.205556674
2023-05-09,1138550.1887415843,1003935.6678044917
2023-05-10,1143540.7701586685,1003023.9043736251
2023-05-11,1138646.9632662733,996388.7017051951
2023-05-12,1135321.6443385084,996122.7560985499
2023-05-15,1136444.5688570936,997557.9977006689
2023-05-16,1131024.8076685865,987493.4287715054
2023-05-17,1139812.9686068494,999716.7609180545
2023-05-18,1153162.035398384,1003160.9668501606
2023-05-19,1147257.9205454786,999892.0326271792
2023-05-22,1144491.147203346,995702.688235681
2023-05-23,1125263.9215296705,988790.7899624463
2023-05-24,1118074.3470095594,981145.3211626216
2023-05-25,1137288.703454872,980090.2438975942
2023-05-26,1151778.5641573863,989922.3441165552
2023-05-30,1143601.5305994947,988409.9829624215
2023-05-31,1137092.7373827894,984386.3287599492
2023-06-01,1150026.92455854,988972.0209096812
2023-06-02,1167792.443979164,1009946.7863406318
2023-06-05,1164744.7236803968,1003967.0998643279
2023-06-06,1164349.9304636917,1004278.8498109578
2023-06-07,1147019.971105476,1007023.0205368198
2023-06-08,1149462.211934944,1012066.0549995613
2023-06-09,1153521.3051089246,1013357.456952392
2023-06-12,1167728.613344093,1019027.379894769
2023-06-13,1172730.580949684,1023388.4905612094
2023-06-14,1184276.7003954847,1016424.9455576859
2023-06-15,1207905.4450434644,1029249.5765143388
2023-06-16,1198644.8074931104,1025990.9248982928
2023-06-20,1182512.544179817,1018654.7522411702
2023-06-21,1176395.5391711197,1015593.1060261802
2023-06-22,1189137.0651453931,1015449.2663768919
2023-06-23,1180286.9386309583,1008889.8979346099
2023-06-26,1167648.1209658582,1008509.4414780032
2023-06-27,1180703.7158259351,1014851.8235443889
2023-06-28,1184372.8451327283,1012635.9217498286
2023-06-29,1189491.3744791944,1020705.3143901228
2023-06-30,1203989.9877566297,1029235.9053210272
2023-07-03,1200942.650453468,1029560.9759175504
2023-07-05,1200434.9028681717,1025677.4222345717
2023-07-06,1200938.4909991224,1014717.9159586177
2023-07-07,1187408.7377871473,1009112.7267008105
2023-07-10,1184203.194921394,1015380.0924756906
2023-07-11,1189961.790319343,1024863.2267217846
2023-07-12,1200941.9337138135,1027435.9817161227
2023-07-13,1211153.6000079114,1028863.1608196219
2023-07-14,1216056.7610453565,1032269.9754537814
