date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2019-07-05,0,0,-78,22,0,0,0,0,0,0,0,0,1,-37,100,100,-1,-1,-5,0,0,-62,0,0,-11,-63,0,0,0
2019-07-08,0,0,-85,0,0,60,1,0,0,0,0,0,0,0,0,0,0,-54,0,0,0,-29,0,0,0,100,-87,0,0
2019-07-09,0,0,0,0,0,-60,-1,0,-55,0,0,0,0,1,0,0,0,-40,0,0,0,-40,69,0,100,0,-46,0,0
2019-07-10,100,0,80,73,0,0,0,0,86,0,0,0,100,-47,0,-100,0,13,-100,100,0,-100,-69,0,-100,-58,-22,2,0
2019-07-11,-13,100,-7,0,100,0,0,0,100,0,0,13,0,-86,0,0,0,0,0,1,0,-94,0,0,-54,-100,-100,100,0
2019-07-12,-37,0,-61,0,-70,0,0,100,21,0,0,-13,-49,96,93,0,0,-27,0,100,0,0,0,0,-5,0,0,-76,0
2019-07-15,-10,26,-8,0,0,0,0,93,-100,65,0,0,0,0,100,0,2,-100,-57,-100,0,100,100,0,0,-29,-36,-26,0
2019-07-16,-100,0,-100,0,0,0,0,-33,-100,-22,86,0,100,-86,100,0,-2,0,0,1,100,-16,-47,0,0,-20,0,0,0
2019-07-17,-75,-3,-64,16,37,26,3,100,-66,-10,-86,100,6,-100,32,0,100,-74,62,3,-27,-100,-53,100,17,-100,100,0,0
2019-07-18,-32,38,-86,-1,100,55,-3,-93,100,27,0,-100,-50,93,2,51,-22,100,-100,-36,-73,-89,52,0,1,28,-100,18,0
2019-07-19,-13,64,-100,100,1,19,0,27,-41,-33,0,0,100,50,-92,-44,-14,0,-100,-69,12,8,-52,-65,-16,55,26,-18,9
2019-07-22,24,-19,-61,100,100,100,100,-100,-10,0,0,100,0,-96,-100,-7,-54,-24,0,0,-12,0,0,-35,-100,-67,-31,0,100
2019-07-23,0,0,100,-100,-70,100,2,0,0,24,0,-19,0,-8,0,0,-10,-27,-30,0,0,100,0,100,0,0,100,0,0
2019-07-24,-100,-82,0,0,0,0,-37,-45,-45,0,100,-39,100,-86,-55,66,1,0,0,100,0,100,0,-100,0,0,100,0,100
2019-07-25,-52,-19,100,89,0,0,0,-49,0,-51,0,-30,100,0,0,-52,1,0,0,-100,0,-89,0,0,-58,0,100,0,-15
2019-07-26,-18,-100,0,-9,0,-100,-65,87,-53,21,68,0,75,-18,0,100,-2,-79,-54,0,0,100,0,0,0,100,0,0,-67
2019-07-29,-100,19,-62,100,-8,-6,0,-59,-65,-21,100,-12,0,0,-82,-67,100,0,-99,0,0,-35,0,0,-62,100,-16,3,100
2019-07-30,-43,81,-12,-100,-64,-94,0,0,97,100,100,0,100,2,0,-6,-100,-100,0,0,100,0,90,0,-28,-63,-19,-3,100
2019-07-31,100,-95,-71,0,-100,100,0,0,-100,100,0,0,1,100,0,-33,0,-83,0,0,-66,0,100,0,92,0,-72,0,100
2019-08-01,-100,-10,-100,-65,-26,100,0,21,23,-94,100,100,73,-100,-100,38,0,17,-100,0,-34,49,45,63,-73,-100,100,67,-100
2019-08-02,71,0,-40,0,35,100,99,-49,-5,100,76,50,-100,-100,-100,-4,81,-73,0,0,100,-100,0,100,0,-4,-6,-67,58
2019-08-05,31,0,-52,-100,100,100,88,100,-100,15,-100,28,-44,-100,-58,55,-69,19,-25,100,-16,-61,72,92,-24,100,46,0,-6
2019-08-06,-89,0,-40,72,-100,-100,-100,46,31,-10,-83,-85,23,100,7,41,70,8,0,16,78,-57,0,-100,49,100,-60,14,100
2019-08-07,-78,0,-83,-5,76,-28,74,-91,-100,17,100,0,-16,34,-100,38,-38,-4,28,-39,-100,25,-100,22,100,-100,-21,-14,100
2019-08-08,1,33,82,100,-1,0,-85,-8,-100,100,0,-62,71,100,100,100,100,-13,-100,100,-62,-82,-100,-20,-45,0,-53,0,0
2019-08-09,77,100,-89,-100,80,0,98,0,-20,-90,-28,-31,100,100,-53,75,100,-39,-87,27,0,91,100,0,0,100,78,0,-100
2019-08-12,-100,-74,10,24,-28,-79,-100,56,31,-55,84,0,100,9,-5,-100,9,34,100,69,0,2,14,-57,-26,-82,-32,0,-100
2019-08-13,43,-59,-100,83,-2,-59,38,-9,-49,5,-28,80,37,-100,23,16,12,45,-72,-12,0,13,8,-18,100,-100,-15,58,-90
2019-08-14,100,100,-16,-42,100,-50,-55,-15,-100,-100,-13,56,100,100,-92,26,-3,-100,57,-100,0,-100,100,100,-6,100,-40,-58,15
2019-08-15,-287,-100,-60,-257,-260,-184,-57,-79,-80,-88,-476,-136,-928,-525,-1214,-293,-262,-98,-718,-161,0,-234,-329,-182,-551,-597,-594,0,-304
