date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2020-04-03,-100,99,-91,100,100,100,100,0,-100,0,100,99,-100,-100,0,-100,0,100,0,-100,100,-99,-100,-99,-100,-99,0,99,100
2020-04-06,-100,77,97,99,-99,-95,76,0,-100,0,100,100,-100,-100,0,-100,0,100,0,-100,100,-100,-100,-99,-99,100,0,99,100
2020-04-07,-100,99,99,-74,-1,99,100,0,-100,0,100,99,-100,-99,0,-100,99,100,0,-100,100,-100,-100,100,-99,-100,0,99,99
2020-04-08,90,99,97,-99,0,-99,97,0,-100,0,-40,85,-80,-95,0,-100,99,-62,98,99,-34,-97,-99,100,100,-99,0,99,-99
2020-04-09,-99,-99,99,-26,0,52,99,0,-100,0,100,8,-99,-100,0,-99,-99,100,-98,-99,100,-100,-100,99,-100,-99,0,100,-98
2020-04-13,-100,100,-100,100,100,100,100,0,0,0,100,100,-21,-6,0,-1,-99,100,0,-100,100,-4,-1,-100,-100,-100,0,-99,100
2020-04-14,-91,100,-92,-93,-96,100,100,0,0,0,100,100,0,0,0,0,0,100,0,-100,100,0,0,-100,-100,-100,0,100,100
2020-04-15,0,-99,1,100,-4,100,100,0,0,0,39,-86,0,0,0,0,0,100,0,0,100,0,0,0,-2,-3,0,-99,-99
2020-04-16,0,0,-90,0,0,-17,99,0,0,0,-15,0,0,0,12,0,1,99,0,0,-23,99,0,-69,0,0,0,-87,-98
2020-04-17,0,0,-92,0,0,0,99,0,0,0,-89,99,0,0,0,0,0,82,0,0,0,99,0,-88,0,0,0,-50,-98
2020-04-20,16,67,-89,92,0,79,-99,95,0,70,-84,-95,0,0,91,0,93,-100,0,0,-85,-99,0,-92,0,0,71,-98,-7
2020-04-21,31,-97,-70,-94,0,-91,-89,73,72,-70,74,77,5,46,5,0,40,-53,0,11,-25,-92,0,61,41,46,-54,30,83
2020-04-22,-47,-100,99,99,0,67,100,-100,-72,0,0,100,-5,-46,-100,1,-99,100,0,-11,100,0,0,-99,99,-46,-17,1,-58
2020-04-23,0,0,-96,-62,0,0,-13,99,0,96,0,0,0,99,0,-1,87,0,0,0,-85,100,41,-95,0,0,0,-97,-25
2020-04-24,73,0,-97,97,0,41,-100,-35,0,85,-95,-99,0,-70,65,0,0,99,0,0,-72,99,93,-19,-76,0,98,-89,0
2020-04-27,0,0,-87,0,0,-74,-75,0,0,0,-23,99,0,-29,0,0,1,97,0,0,0,15,98,0,-26,0,-78,-73,0
2020-04-28,-44,-5,-82,61,0,-81,98,90,0,41,14,-91,0,0,40,0,65,-97,0,63,73,-41,-93,82,-38,0,81,-85,0
2020-04-29,-29,-33,0,0,90,-12,-85,1,0,-27,0,0,83,76,0,0,78,0,59,67,-46,-61,94,-82,0,0,95,84,0
2020-04-30,0,-59,-6,0,-22,-74,99,78,0,97,-84,91,-83,-76,-25,0,86,-91,-59,88,65,91,-81,29,0,99,100,-13,0
2020-05-01,0,-73,0,0,0,-56,-17,39,0,25,-32,-85,0,97,0,0,2,18,0,67,84,75,98,-29,39,-71,-99,-7,0
2020-05-04,0,-76,0,0,-6,0,53,36,0,90,-53,-34,0,95,60,79,-10,-55,0,67,38,24,-96,0,-39,87,-99,-25,0
2020-05-05,0,0,0,-94,-31,0,-58,0,0,8,67,-38,0,-99,85,-79,-16,-91,0,-19,64,-65,-17,94,0,44,99,-15,0
2020-05-06,0,0,0,-18,0,-37,-94,0,0,0,99,0,0,0,58,0,1,0,0,-79,0,0,0,-44,0,-8,-77,-76,0
2020-05-07,0,0,0,0,0,-46,-75,-19,0,0,-52,0,0,1,0,0,91,0,0,90,0,96,87,0,4,-53,99,-93,91
2020-05-08,0,0,0,-25,96,0,-4,0,0,94,0,-72,0,-62,74,0,65,-80,0,-99,94,-44,-82,-50,-4,-65,99,80,79
2020-05-11,0,0,0,-33,0,-45,-84,-26,0,-97,60,95,0,0,98,0,4,0,0,0,0,96,-98,0,0,0,0,-34,-27
2020-05-12,0,0,0,-52,0,0,-71,0,0,-87,-94,82,0,91,97,75,0,0,0,98,0,0,99,0,0,-33,-99,0,87
2020-05-13,0,0,0,-32,0,0,-76,-51,0,-2,99,0,0,0,99,-75,96,-79,0,0,0,1,-95,0,0,0,0,98,-47
2020-05-14,0,0,0,-4,0,36,-89,0,0,0,-100,0,0,0,99,0,0,0,0,99,0,0,-48,0,0,0,100,1,0
