time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/loss,train/learning_rate,train/clip_range,train/clip_fraction,rollout/ep_len_mean,train/approx_kl,train/explained_variance,train/std,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/value_loss,rollout/ep_rew_mean
12,106,24576,230,-0.07253582030534744,0.00025,0.3,0.089013671875,2960.0,0.021844182,0.8393148630857468,0.979308009147644,-0.023015391835360787,-9.765952759981156,110,5.067858455731766e-05,-0.000124125
13,106,26624,248,-0.04004144296050072,0.00025,0.3,0.08447265625,2960.0,0.022390952,0.8191111236810684,0.9853767156600952,-0.023093202640302478,-9.809250777959823,120,4.5030492827891067e-05,-0.000124125
14,106,28672,269,-0.007670929655432701,0.00025,0.3,0.0669921875,2960.0,0.016390579,0.8278834521770477,0.9799461364746094,-0.018345708167180418,-9.806350746750832,130,4.127695139573006e-05,-0.00011899999999999999
15,106,30720,289,-0.037093184888362885,0.00025,0.3,0.05234375,2960.0,0.015399369,-0.10567295551300049,0.9738625288009644,-0.015257380914408713,-9.766901195049286,140,2.740462851704706e-05,-0.00012159999999999999
16,106,32768,308,-0.02298363670706749,0.00025,0.3,0.08134765625,2960.0,0.017781513,0.7055282294750214,0.9720354080200195,-0.01860351180366706,-9.740250542759895,150,3.6183150609758743e-05,-0.00012163636363636361
17,106,34816,327,-0.02709018811583519,0.00025,0.3,0.07939453125,2960.0,0.018929396,0.6651787757873535,0.965796172618866,-0.021251831190602387,-9.70592802464962,160,3.445646906072852e-05,-0.00012163636363636361
18,106,36864,347,-0.03071202151477337,0.00025,0.3,0.045068359375,2960.0,0.014656671,-1.7777025699615479,0.9616338014602661,-0.014510983087529895,-9.672949272394181,170,2.1387175928566647e-05,-0.00011549999999999999
19,105,38912,367,-0.017702747136354446,0.00025,0.3,0.08095703125,2960.0,0.02085901,0.5209915935993195,0.9572850465774536,-0.022311125778651332,-9.640042755007745,180,2.4574090048190556e-05,-0.00011238461538461538
20,106,40960,385,-0.06997993588447571,0.00025,0.3,0.061181640625,2960.0,0.017213583,0.3328006863594055,0.9607745409011841,-0.017155553454358596,-9.64157809317112,190,2.4913774981882853e-05,-0.00011238461538461538
21,105,43008,405,-0.041298821568489075,0.00025,0.3,0.0775390625,2960.0,0.019994043,-2.5625946521759033,0.9583033919334412,-0.016128104293602518,-9.644535464048385,200,1.9704473672277345e-05,-0.00011192857142857142
22,105,45056,425,-0.011364605277776718,0.00025,0.3,0.06845703125,2960.0,0.018018287,0.16550076007843018,0.9506331086158752,-0.01840462724067038,-9.607509523630142,210,2.0640116993320134e-05,-0.00010873333333333332
23,106,47104,443,-0.023219071328639984,0.00025,0.3,0.08408203125,2960.0,0.021141417,0.13169240951538086,0.9506583213806152,-0.01845065579691436,-9.577444398403168,220,2.1911181772793497e-05,-0.00010873333333333332
24,105,49152,464,-0.02061033993959427,0.00025,0.3,0.055908203125,2960.0,0.017269759,-1.6111583709716797,0.9505438208580017,-0.014979111526918132,-9.579218819737434,230,1.7981973763880886e-05,-0.0001083125
25,105,51200,484,-0.020900391042232513,0.00025,0.3,0.054248046875,2960.0,0.017422335,-0.366571307182312,0.9418140649795532,-0.016224085852445568,-9.543276533484459,240,1.5955098520237242e-05,-0.00010841176470588236
26,105,53248,502,-0.005554658360779285,0.00025,0.3,0.084130859375,2960.0,0.018423466,-1.0196053981781006,0.9343534111976624,-0.019986535015050322,-9.482428732514382,250,1.66023375243185e-05,-0.00010841176470588236
27,105,55296,522,-0.028260404244065285,0.00025,0.3,0.074560546875,2960.0,0.021390388,-0.8783468008041382,0.9225139021873474,-0.019792416685959324,-9.404202541708946,260,1.682564435157019e-05,-0.00010827777777777778
28,105,57344,542,-0.023740233853459358,0.00025,0.3,0.046826171875,2960.0,0.013678564,-1.7351930141448975,0.9181647896766663,-0.01409152762935264,-9.346866410970687,270,1.0526727842830042e-05,-0.00010589473684210526
29,105,59392,562,0.014392648823559284,0.00025,0.3,0.074951171875,2960.0,0.016838837,-0.9499305486679077,0.9212852120399475,-0.01861770903269644,-9.342751374840736,280,1.4076238593929702e-05,-0.00010444999999999999
30,105,61440,581,-0.02818932943046093,0.00025,0.3,0.0958984375,2960.0,0.025102118,-1.2180354595184326,0.9164472818374634,-0.022996429313207046,-9.33705230653286,290,1.4488502698384309e-05,-0.00010444999999999999
31,105,63488,601,0.013262195512652397,0.00025,0.3,0.04541015625,2960.0,0.014330991,-1.7439727783203125,0.9151394963264465,-0.014159874897450209,-9.31253129541874,300,9.64103230316482e-06,-0.00010342857142857143
32,105,65536,621,-0.06515888124704361,0.00025,0.3,0.101416015625,2960.0,0.021693012,-2.4614174365997314,0.9119637608528137,-0.025256936490768565,-9.294910457730293,310,1.1426266104308524e-05,-9.999999999999999e-05
33,105,67584,639,-0.01928977482020855,0.00025,0.3,0.0818359375,2960.0,0.020771101,-2.8229353427886963,0.9059705138206482,-0.020035173786163797,-9.257150042057038,320,1.4571790732986755e-05,-9.999999999999999e-05
34,105,69632,659,-0.002961193211376667,0.00025,0.3,0.098291015625,2960.0,0.021443233,-1.14859938621521,0.9015992283821106,-0.02238303768535843,-9.222413584589958,330,8.91249448145004e-06,-0.00010143478260869563
35,105,71680,679,-0.05420685186982155,0.00025,0.3,0.07548828125,2960.0,0.018154375,-2.3495612144470215,0.8963731527328491,-0.021939750178717077,-9.182580548524857,340,1.1024400112091826e-05,-9.991666666666666e-05
36,105,73728,698,-0.03350667655467987,0.00025,0.3,0.087109375,2960.0,0.021130115,-1.1643881797790527,0.8932663202285767,-0.019357466920337175,-9.150016343593597,350,1.146362779422816e-05,-9.991666666666666e-05
37,105,75776,718,-0.018066607415676117,0.00025,0.3,0.084619140625,2960.0,0.022074144,-1.7350683212280273,0.8855612874031067,-0.01856503114759107,-9.107023078203202,360,1.0082154851431824e-05,-0.00010116
38,105,77824,738,-0.029865030199289322,0.00025,0.3,0.0900390625,2960.0,0.023782173,-0.02543008327484131,0.8809443712234497,-0.01917142080710619,-9.060629642009735,370,9.676453822748954e-06,-0.0001011923076923077
39,105,79872,756,-0.07243440300226212,0.00025,0.3,0.09423828125,2960.0,0.021392116,-0.05893659591674805,0.8756452202796936,-0.019821200525620954,-9.021234101057052,380,8.869056426874521e-06,-0.0001011923076923077
40,105,81920,776,0.02201268821954727,0.00025,0.3,0.077783203125,2960.0,0.021745073,-0.2482893466949463,0.8719744682312012,-0.016577831761969718,-8.980113798379898,390,9.744579170956057e-06,-0.00010018518518518518
41,105,83968,796,-0.014476776123046875,0.00025,0.3,0.090185546875,2960.0,0.01978486,-3.058126926422119,0.8762951493263245,-0.023291925256489775,-8.98790610730648,400,8.34601345971464e-06,-9.975e-05
42,105,86016,817,-0.025309327989816666,0.00025,0.3,0.08994140625,2960.0,0.020331472,-0.6928478479385376,0.8706973195075989,-0.018529216480237663,-8.980556517839432,410,7.940237040315878e-06,-9.955172413793102e-05
43,105,88064,835,0.015103193931281567,0.00025,0.3,0.082275390625,2960.0,0.020411512,-0.9048936367034912,0.8666443824768066,-0.019324451244756347,-8.943354946374892,420,8.839523771086987e-06,-9.955172413793102e-05
44,105,90112,855,-0.038085296750068665,0.00025,0.3,0.091552734375,2960.0,0.020234598,-2.5938167572021484,0.8667588233947754,-0.019787765563523862,-8.926829501986504,430,6.785704545109183e-06,-9.89e-05
45,105,92160,875,-0.023940371349453926,0.00025,0.3,0.09423828125,2960.0,0.023176301,-2.300058603286743,0.8608403205871582,-0.02097481781092938,-8.90038033425808,440,7.48862894965896e-06,-9.829032258064517e-05
46,105,94208,894,-0.034687817096710205,0.00025,0.3,0.088427734375,2960.0,0.020548087,-2.512410879135132,0.8559601902961731,-0.01761692318978021,-8.856195390224457,450,8.852583982132955e-06,-9.829032258064517e-05
47,105,96256,914,-0.007881960831582546,0.00025,0.3,0.098779296875,2960.0,0.027898574,-2.2685163021087646,0.8593452572822571,-0.020553280191961676,-8.850440847873688,460,7.240801562602428e-06,-9.709375000000001e-05
48,105,98304,934,-0.017970429733395576,0.00025,0.3,0.087939453125,2960.0,0.017931383,-2.5844852924346924,0.861812174320221,-0.01772367197845597,-8.873640561103821,470,7.299179817010781e-06,-9.781818181818183e-05
49,105,100352,952,-0.024811014533042908,0.00025,0.3,0.094775390625,2960.0,0.020847682,-1.8281896114349365,0.8582978844642639,-0.02401290866691852,-8.874228850007057,480,7.38207007699998e-06,-9.781818181818183e-05
50,105,102400,973,-0.05732741579413414,0.00025,0.3,0.08486328125,2960.0,0.020352347,-2.7609269618988037,0.8537455797195435,-0.019313592194521334,-8.837435200810432,490,6.390539696354836e-06,-9.850000000000001e-05
51,105,104448,993,-0.02936217188835144,0.00025,0.3,0.07919921875,2960.0,0.01993341,-1.5270044803619385,0.8525110483169556,-0.020984740658605006,-8.814451867341996,500,5.917298066293597e-06,-9.788571428571429e-05
52,105,106496,1011,-0.0285990871489048,0.00025,0.3,0.094921875,2960.0,0.023508716,-1.237813949584961,0.8500439524650574,-0.0221811101961066,-8.797041893005371,510,6.681540249076079e-06,-9.788571428571429e-05
53,105,108544,1031,-0.05097280815243721,0.00025,0.3,0.084033203125,2960.0,0.019907009,-1.5560505390167236,0.8473623991012573,-0.01969130685320124,-8.77538928091526,520,6.410732193273816e-06,-9.772222222222223e-05
54,105,110592,1052,-0.01898619532585144,0.00025,0.3,0.096728515625,2960.0,0.019464161,-2.149972438812256,0.8468090891838074,-0.020766176252800507,-8.761505231261253,530,5.463792586368754e-06,-9.71891891891892e-05
55,104,112640,1073,-0.029678281396627426,0.00025,0.3,0.093212890625,2960.0,0.021341685,-0.8295087814331055,0.8433977365493774,-0.019667577426298523,-8.745556274056435,540,5.766122919226291e-06,-9.702631578947369e-05
56,105,114688,1091,-0.038780804723501205,0.00025,0.3,0.058837890625,2960.0,0.015795736,-0.6337136030197144,0.8412932753562927,-0.013864877015294041,-8.721304506063461,550,5.782318149982757e-06,-9.702631578947369e-05
57,105,116736,1111,-0.043981052935123444,0.00025,0.3,0.106396484375,2960.0,0.022134773,-2.0079879760742188,0.8391167521476746,-0.022851629700744523,-8.704431885480881,560,4.5053529003524774e-06,-9.705128205128206e-05
58,105,118784,1131,-0.03555372357368469,0.00025,0.3,0.07451171875,2960.0,0.018687427,-1.3096356391906738,0.8333147764205933,-0.014429421223758255,-8.668798449635506,570,6.5085693492505925e-06,-9.580000000000001e-05
59,105,120832,1149,-0.017850792035460472,0.00025,0.3,0.09697265625,2960.0,0.017651197,-1.2436974048614502,0.8330591917037964,-0.017469484453613404,-8.642953863739967,580,6.278069033527345e-06,-9.580000000000001e-05
60,105,122880,1169,-0.03291431441903114,0.00025,0.3,0.083837890625,2960.0,0.019811152,-1.8291287422180176,0.8274616003036499,-0.01807417277377681,-8.617693933844567,590,4.509476536895818e-06,-9.534146341463415e-05
61,104,124928,1190,-0.041914358735084534,0.00025,0.3,0.110009765625,2960.0,0.023787422,-1.1652371883392334,0.8235888481140137,-0.02407032123883255,-8.57815599143505,600,6.653160602354546e-06,-9.428571428571429e-05
62,105,126976,1208,-0.04203474894165993,0.00025,0.3,0.096875,2960.0,0.020747807,-0.6457235813140869,0.8226930499076843,-0.021672591574315447,-8.558100619912148,610,4.533169702369833e-06,-9.428571428571429e-05
63,104,129024,1229,-0.039897553622722626,0.00025,0.3,0.10107421875,2960.0,0.021395095,-2.786334753036499,0.8228539824485779,-0.02233406876330264,-8.554734283685685,620,6.038780733774729e-06,-9.344186046511628e-05
64,104,131072,1249,-0.05143434926867485,0.00025,0.3,0.097314453125,2960.0,0.02217111,-0.40905094146728516,0.8225603103637695,-0.021369378293456975,-8.552502480149268,630,4.511292093312136e-06,-9.277272727272727e-05
65,105,133120,1267,-0.013539056293666363,0.00025,0.3,0.074267578125,2960.0,0.019199241,-0.542689323425293,0.8222344517707825,-0.014820664676517482,-8.549796643853188,640,4.520892323256476e-06,-9.277272727272727e-05
66,104,135168,1287,-0.011068271473050117,0.00025,0.3,0.08232421875,2960.0,0.019754842,-0.7144811153411865,0.8212984204292297,-0.018582867039367557,-8.541075831651687,650,5.622053330966992e-06,-9.217777777777778e-05
67,104,137216,1308,-0.022767486050724983,0.00025,0.3,0.082861328125,2960.0,0.018894332,-3.107999801635742,0.819258987903595,-0.01981649207009468,-8.533772027492523,660,3.4639246369039256e-06,-9.25e-05
68,104,139264,1328,-0.029509754851460457,0.00025,0.3,0.088427734375,2960.0,0.021087725,-1.2214529514312744,0.815151035785675,-0.019916891332832164,-8.506426668167114,670,4.9427631260812175e-06,-9.336170212765958e-05
69,104,141312,1347,-0.02424626424908638,0.00025,0.3,0.105419921875,2960.0,0.024508812,-1.6477696895599365,0.8139358758926392,-0.023498746856057552,-8.482007089257241,680,4.572737715591302e-06,-9.336170212765958e-05
70,104,143360,1367,-0.06925056129693985,0.00025,0.3,0.10078125,2960.0,0.023574661,-2.9583382606506348,0.8073047995567322,-0.02192200321587734,-8.444255691766738,690,3.440711745383851e-06,-9.266666666666668e-05
71,104,145408,1388,0.022572362795472145,0.00025,0.3,0.102734375,2960.0,0.019384556,-2.6974456310272217,0.8077782392501831,-0.022184011415811257,-8.422690823674202,700,4.786642756116066e-06,-9.204081632653063e-05
72,104,147456,1406,-0.0015618705656379461,0.00025,0.3,0.089990234375,2960.0,0.022263693,-2.0275795459747314,0.8095501661300659,-0.02135846885648789,-8.433101519942284,710,6.042252934079784e-06,-9.204081632653063e-05
73,104,149504,1427,-0.04322785511612892,0.00025,0.3,0.087548828125,2960.0,0.022150641,-2.723583459854126,0.8088937997817993,-0.017967834770388436,-8.436551743745804,720,3.4414673194760327e-06,-9.228000000000002e-05
74,104,151552,1447,-0.05181475728750229,0.00025,0.3,0.123095703125,2960.0,0.02411116,-0.4954472780227661,0.8091716170310974,-0.025030978047288953,-8.434386175870895,730,4.005634147219439e-06,-9.143137254901961e-05
75,104,153600,1466,-0.03285694494843483,0.00025,0.3,0.096533203125,2960.0,0.023265077,-0.47474873065948486,0.8102313280105591,-0.01825329550556489,-8.444178682565688,740,4.015361696119158e-06,-9.143137254901961e-05
76,104,155648,1487,0.011620634235441685,0.00025,0.3,0.110400390625,2960.0,0.024884658,-2.809497594833374,0.8153561949729919,-0.017519265170267317,-8.475148871541023,750,4.673187975257065e-06,-9.138461538461538e-05
77,104,157696,1507,-0.057976141571998596,0.00025,0.3,0.096728515625,2960.0,0.01876457,-0.46874916553497314,0.8098835945129395,-0.023174887065397342,-8.469461426138878,760,3.4858354720057603e-06,-9.026415094339623e-05
78,104,159744,1526,-0.040101952850818634,0.00025,0.3,0.095263671875,2960.0,0.023271065,-1.2440681457519531,0.807365894317627,-0.02142659380697296,-8.4336266964674,770,5.062141853429125e-06,-9.026415094339623e-05
79,104,161792,1546,-0.01308107003569603,0.00025,0.3,0.107470703125,2960.0,0.022345532,-1.2688539028167725,0.8054103851318359,-0.021503140628919937,-8.413162815570832,780,4.239959254093151e-06,-8.916666666666666e-05
80,104,163840,1566,-0.037550412118434906,0.00025,0.3,0.08828125,2960.0,0.020562913,-3.443784236907959,0.7996241450309753,-0.02152428263652837,-8.379425579309464,790,2.919725428540687e-06,-8.850909090909091e-05
81,104,165888,1587,-0.01571584865450859,0.00025,0.3,0.098095703125,2960.0,0.02518061,-1.4238386154174805,0.7986623048782349,-0.017213872155116404,-8.353463724255562,800,4.4498040008278394e-06,-8.801785714285715e-05
82,104,167936,1606,-0.02794817090034485,0.00025,0.3,0.110546875,2960.0,0.023239281,-1.681596279144287,0.7925532460212708,-0.01985323890694417,-8.31635400056839,810,4.235049281930969e-06,-8.801785714285715e-05
83,104,169984,1626,0.0005353198503144085,0.00025,0.3,0.117919921875,2960.0,0.025427105,-3.4738917350769043,0.791527271270752,-0.02283493856230052,-8.285965198278427,820,2.5308523369460546e-06,-8.71578947368421e-05
84,104,172032,1648,-0.002935338532552123,0.00025,0.3,0.105908203125,2960.0,0.022045366,-2.054133176803589,0.7868375182151794,-0.021301562004373407,-8.259698414802552,830,5.028501805526275e-06,-8.601724137931035e-05
85,104,174080,1666,-0.06685356795787811,0.00025,0.3,0.108984375,2960.0,0.027381998,-1.6865577697753906,0.7873805165290833,-0.02006400774116628,-8.240101596713066,840,3.536490757127808e-06,-8.601724137931035e-05
86,104,176128,1686,-0.041426144540309906,0.00025,0.3,0.10791015625,2960.0,0.02234158,-2.8923749923706055,0.7875126004219055,-0.022600862092804163,-8.239218711853027,850,4.090582006455179e-06,-8.58813559322034e-05
87,104,178176,1707,-0.06597486138343811,0.00025,0.3,0.102783203125,2960.0,0.023768801,-0.6638680696487427,0.7877911329269409,-0.023551474760461134,-8.24173038005829,860,3.139054651057904e-06,-8.548333333333334e-05
88,104,180224,1725,-0.011006918735802174,0.00025,0.3,0.12998046875,2960.0,0.027860928,-0.6941409111022949,0.7838008999824524,-0.025304887621314266,-8.221821495890618,870,2.927091005133775e-06,-8.548333333333334e-05
89,104,182272,1746,-0.03168061748147011,0.00025,0.3,0.075732421875,2960.0,0.017692732,-3.319629192352295,0.7846804857254028,-0.017390434780099894,-8.210400596261024,880,3.841808043603123e-06,-8.481967213114755e-05
90,104,184320,1766,-0.05093486234545708,0.00025,0.3,0.09736328125,2960.0,0.02313067,0.21740788221359253,0.7778481245040894,-0.019425525833503342,-8.177063411474228,890,2.9437386555031253e-06,-8.451612903225808e-05
91,104,186368,1785,-0.01264907419681549,0.00025,0.3,0.122900390625,2960.0,0.027670052,0.02422165870666504,0.7736539840698242,-0.027549386190366933,-8.128865438699723,900,2.7613973745843625e-06,-8.451612903225808e-05
92,104,188416,1806,-0.0446372926235199,0.00025,0.3,0.102490234375,2960.0,0.022763427,-0.18517827987670898,0.7766701579093933,-0.023406627867370845,-8.123758578300476,910,2.6471062689381596e-06,-8.447619047619048e-05
93,104,190464,1827,-0.024820206686854362,0.00025,0.3,0.106005859375,2960.0,0.024642695,-2.947737216949463,0.7722777128219604,-0.02647086138022132,-8.118030390143394,920,2.8984977568313753e-06,-8.3828125e-05
94,104,192512,1847,-0.027919279411435127,0.00025,0.3,0.1080078125,2960.0,0.021629032,-0.3226451873779297,0.7704254388809204,-0.02090387423813809,-8.0865986764431,930,2.9220420877607013e-06,-8.367692307692307e-05
95,104,194560,1866,-0.05324108526110649,0.00025,0.3,0.07998046875,2960.0,0.019723961,-1.0663087368011475,0.7750693559646606,-0.01644777827023063,-8.103165137767792,940,4.1578260063346305e-06,-8.367692307692307e-05
96,104,196608,1886,-0.034507159143686295,0.00025,0.3,0.0796875,2960.0,0.02145319,-4.056185722351074,0.7771450877189636,-0.01788715075017535,-8.133037397265435,950,2.101067231308207e-06,-8.343939393939395e-05
97,104,198656,1907,-0.001914408290758729,0.00025,0.3,0.116748046875,2960.0,0.025144052,-1.352935791015625,0.7753204703330994,-0.024786310737545135,-8.127666866779327,960,2.8427322554591682e-06,-8.304477611940298e-05
98,104,200704,1926,-0.06095480918884277,0.00025,0.3,0.118603515625,2960.0,0.024905365,-1.9483466148376465,0.7688794732093811,-0.024138897279044613,-8.088469415903091,970,3.227265586502881e-06,-8.304477611940298e-05
99,104,202752,1946,-0.019602110609412193,0.00025,0.3,0.09453125,2960.0,0.020160744,-2.7061548233032227,0.7673754692077637,-0.02017482362280134,-8.053004986047744,980,2.0647755565761374e-06,-8.272058823529413e-05
100,104,204800,1967,-0.03918102756142616,0.00025,0.3,0.12236328125,2960.0,0.02306869,-1.9935758113861084,0.7616357803344727,-0.024560087791178374,-8.016982738673686,990,2.8081373788069184e-06,-8.284057971014493e-05
101,104,206848,1985,-0.011898529715836048,0.00025,0.3,0.116552734375,2960.0,0.020840272,-2.9540977478027344,0.7614401578903198,-0.020659183578391093,-7.98964753895998,1000,2.6097890014398216e-06,-8.284057971014493e-05
102,104,208896,2005,-0.0010860682232305408,0.00025,0.3,0.107958984375,2960.0,0.023824185,-1.4221711158752441,0.7578827142715454,-0.01632958055997733,-7.970459733903408,1010,2.40810176350692e-06,-8.272857142857144e-05
103,104,210944,2025,-0.03530387952923775,0.00025,0.3,0.099072265625,2960.0,0.02246547,-3.0544204711914062,0.7568566203117371,-0.0188583470750018,-7.943617801368236,1020,2.528904344245575e-06,-8.246478873239438e-05
104,104,212992,2044,-0.02689727209508419,0.00025,0.3,0.1134765625,2960.0,0.018915541,-0.748293399810791,0.7545809149742126,-0.020413576491409912,-7.931007792055607,1030,2.650983626217851e-06,-8.246478873239438e-05
105,104,215040,2064,-0.045633334666490555,0.00025,0.3,0.096435546875,2960.0,0.021476012,-0.7436659336090088,0.7544873356819153,-0.01843349679984385,-7.924435745179653,1040,3.0536971241446053e-06,-8.141666666666666e-05
106,104,217088,2085,0.0009663981036283076,0.00025,0.3,0.100048828125,2960.0,0.024085235,-2.200070858001709,0.7529049515724182,-0.01958506383889471,-7.922311088442802,1050,2.3216633733724736e-06,-8.076712328767123e-05
107,104,219136,2105,-0.056847475469112396,0.00025,0.3,0.090478515625,2960.0,0.022190368,-1.4323508739471436,0.7515732049942017,-0.016621544414374512,-7.907762835919857,1060,2.1831515500281286e-06,-8.024324324324325e-05
108,104,221184,2124,-0.026298025622963905,0.00025,0.3,0.131640625,2960.0,0.025254946,-1.6581041812896729,0.7487782835960388,-0.022689748117409182,-7.887057061493397,1070,3.019260928383005e-06,-8.024324324324325e-05
109,104,223232,2145,-0.02976469323039055,0.00025,0.3,0.092138671875,2960.0,0.020220703,-2.6018588542938232,0.7459357380867004,-0.017740942146338055,-7.862752623856068,1080,1.926555206388514e-06,-7.996000000000001e-05
110,104,225280,2165,-0.06954082101583481,0.00025,0.3,0.082470703125,2960.0,0.021430245,-1.511653184890747,0.7476199269294739,-0.016668461127846968,-7.85392744243145,1090,3.3462572307740857e-06,-7.922368421052631e-05
111,104,227328,2184,-0.0010659677209332585,0.00025,0.3,0.098779296875,2960.0,0.022066304,-1.9044849872589111,0.7438780665397644,-0.019109815527917816,-7.843762543797493,1100,2.7011393626708015e-06,-7.922368421052631e-05
112,104,229376,2204,-0.013803175650537014,0.00025,0.3,0.109521484375,2960.0,0.02274577,-3.2070908546447754,0.7363743185997009,-0.019201816062559374,-7.790503919124603,1110,2.1113685983564777e-06,-7.846753246753247e-05
113,104,231424,2225,-0.027684008702635765,0.00025,0.3,0.080322265625,2960.0,0.019158486,-1.2302799224853516,0.731890082359314,-0.018212065448460636,-7.735046842694283,1120,4.306689703170719e-06,-7.79871794871795e-05
114,104,233472,2243,-0.03358892723917961,0.00025,0.3,0.135400390625,2960.0,0.026986387,-2.474491596221924,0.7303006052970886,-0.021153859377955088,-7.710616534948349,1130,2.3688863516113655e-06,-7.79871794871795e-05
115,104,235520,2263,-0.04269406944513321,0.00025,0.3,0.119775390625,2960.0,0.025380379,-2.390519380569458,0.7237886786460876,-0.020072352561692243,-7.670811687409878,1140,2.0796033822989558e-06,-7.768354430379748e-05
116,104,237568,2283,-0.006690116599202156,0.00025,0.3,0.111572265625,2960.0,0.025094043,-2.5236544609069824,0.7228201627731323,-0.022902124212123454,-7.639446429908276,1150,2.1258418005487554e-06,-7.7175e-05
117,104,239616,2302,-0.07725790143013,0.00025,0.3,0.110107421875,2960.0,0.027327135,-0.5433194637298584,0.7231292128562927,-0.019780592067399995,-7.637592719495297,1160,2.1919863529618055e-06,-7.7175e-05
118,104,241664,2322,-0.037731967866420746,0.00025,0.3,0.088818359375,2960.0,0.021603957,-1.5610978603363037,0.71942138671875,-0.019592471008945723,-7.6253204345703125,1170,2.100717812680841e-06,-7.640740740740741e-05
119,104,243712,2343,-0.04403148591518402,0.00025,0.3,0.096630859375,2960.0,0.022462094,-2.6042091846466064,0.7126002311706543,-0.0215387217089301,-7.56664073318243,1180,1.8223218257062967e-06,-7.587804878048782e-05
120,103,245760,2363,-0.05116864666342735,0.00025,0.3,0.103662109375,2960.0,0.02270678,-2.216510057449341,0.7091922760009766,-0.02235293466510484,-7.517555463314056,1190,2.4207135867371223e-06,-7.525301204819279e-05
121,104,247808,2382,-0.06330864131450653,0.00025,0.3,0.10869140625,2960.0,0.024549834,-1.405301570892334,0.7057501077651978,-0.015478392495424487,-7.4836463436484335,1200,2.6332741159151853e-06,-7.525301204819279e-05
122,103,249856,2402,0.005770368967205286,0.00025,0.3,0.1,2960.0,0.021746244,-3.539486885070801,0.7023361921310425,-0.019260316458530723,-7.449198000133038,1210,1.9059262491794017e-06,-7.525000000000001e-05
123,103,251904,2423,0.0001473288721172139,0.00025,0.3,0.151904296875,2960.0,0.027950741,-0.6627589464187622,0.7008813619613647,-0.025199186566169374,-7.424803963303566,1220,2.401207281899076e-06,-7.442352941176471e-05
124,103,253952,2441,-0.06782156974077225,0.00025,0.3,0.1029296875,2960.0,0.019705007,-1.1010878086090088,0.7006911039352417,-0.017709590477170422,-7.418659906089306,1230,2.2360500329554613e-06,-7.442352941176471e-05
125,103,256000,2462,0.0025618155486881733,0.00025,0.3,0.137353515625,2960.0,0.028618578,-2.3312792778015137,0.6978082060813904,-0.025236688125005458,-7.396736489236355,1240,1.9864704905003803e-06,-7.387209302325582e-05
126,103,258048,2483,-0.0270338486880064,0.00025,0.3,0.105029296875,2960.0,0.021919053,-3.7172746658325195,0.6971445083618164,-0.02023431898414856,-7.3817697912454605,1250,2.1650798705863394e-06,-7.310344827586208e-05
