time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/reward,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/explained_variance,train/std,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
98,1600,16,32,,0.001524831,8.149600125761935e-06,-0.003961783055197898,0.2,-7.0883406639099125,0.0,310,0.00025,0.3361016511917114,0.9981578588485718,-0.011978060938417912,,
98,1650,16,33,,0.0035235155,1.730191070237197e-05,-0.004114778498777017,0.2,-7.082669067382812,0.003999999910593033,320,0.00025,-4.452324390411377,0.997079074382782,-0.01266742404550314,,
98,1700,17,34,,0.002305236,1.6276573387585813e-05,-0.0061796780210571,0.2,-7.077940320968628,0.0,330,0.00025,-12.999764442443848,0.9961667060852051,-0.019569074735045433,,
98,1750,17,35,,0.0030817355,8.896060398910776e-06,-0.005478790165448899,0.2,-7.073360395431519,0.003999999910593033,340,0.00025,-3.6284565925598145,0.995316207408905,-0.014585405588150024,,
98,1800,18,36,,0.010297953,1.804216135496972e-05,-0.007990049432031831,0.2,-7.069540119171142,0.03199999965727329,350,0.00025,-21.761512756347656,0.994621753692627,-0.015633555129170418,,
99,1850,18,37,,0.0022874605,1.8645968157215976e-05,-0.0008625531722209256,0.2,-7.06487889289856,0.0,360,0.00025,-6.0120697021484375,0.9933328628540039,-0.0045289937406778336,,
99,1900,19,38,,0.00627231,2.85499017991242e-05,-0.014590273328125392,0.2,-7.059720993041992,0.011999999731779098,370,0.00025,-1.0294101238250732,0.9930521845817566,-0.03166915476322174,,
99,1950,19,39,,0.012757574,1.2496514045778895e-05,-0.009593687200452904,0.2,-7.059826517105103,0.04800000041723251,380,0.00025,0.4334460496902466,0.9930207133293152,-0.0209481380879879,,
99,2000,20,40,,0.0069194175,1.3528687941288808e-05,-0.004831540706858562,0.2,-7.059262895584107,0.019999999552965164,390,0.00025,-19.50271224975586,0.9929601550102234,-0.012410315684974194,,
99,2050,20,41,,0.003267213,7.092533496688702e-06,-0.0038271258950409504,0.2,-7.059539270401001,0.0,400,0.00025,-1.5287892818450928,0.9931411743164062,-0.013168282806873322,,
99,2100,21,42,,0.009246157,7.381217346846824e-06,-0.011488145212642919,0.2,-7.060668992996216,0.02800000049173832,410,0.00025,-0.4848506450653076,0.9934201240539551,-0.02826988883316517,,
99,2150,21,43,,0.004285742,3.456833801465109e-05,-0.003494965364108804,0.2,-7.062417697906494,0.003999999910593033,420,0.00025,-0.7199654579162598,0.9938669204711914,-0.02051391825079918,,
99,2200,22,44,,0.029300883,7.777931341479415e-06,-0.020509258266538665,0.2,-7.066055870056152,0.14199999980628492,430,0.00025,-8.899629592895508,0.9950909614562988,-0.03199765831232071,,
99,2250,22,45,,0.011734636,7.83721484367561e-06,-0.006533299577189578,0.2,-7.072347402572632,0.05800000093877315,440,0.00025,0.22616064548492432,0.9960376620292664,-0.010128715075552464,,
99,2300,23,46,,0.0034100616,7.039842093945481e-05,-0.009582312445010644,0.2,-7.075859403610229,0.0019999999552965165,450,0.00025,-2.1089282035827637,0.9965707659721375,-0.02764732763171196,,
99,2350,23,47,,0.003956493,3.739443454833236e-05,-0.003010359633713833,0.2,-7.077926778793335,0.007999999821186066,460,0.00025,-13.125996589660645,0.9968273043632507,-0.012584349140524864,,
99,2400,24,48,,0.0146467695,3.0846715162624605e-05,-0.015450599092059748,0.2,-7.0783766746521,0.05599999949336052,470,0.00025,-6.775113582611084,0.9967079162597656,-0.03081374615430832,,
99,2450,24,49,,0.015791262,3.897312817571219e-05,-0.01659155776351682,0.2,-7.0782537937164305,0.08600000068545341,480,0.00025,-0.8286476135253906,0.9969884753227234,-0.02967020310461521,,
99,2500,25,50,,0.007183553,9.826435998547823e-05,-0.010182727812323655,0.2,-7.080459117889404,0.017999999597668646,490,0.00025,-1.9947357177734375,0.9974570274353027,-0.025232186540961266,,
98,2550,25,51,,0.012200394,8.61871908455214e-06,-0.006569852218963224,0.2,-7.082748317718506,0.054000000655651095,500,0.00025,0.6040213406085968,0.9979324340820312,-0.011200577951967716,,
98,2600,26,52,,0.0044549527,5.7764584380493036e-05,-0.002954034058842936,0.2,-7.083565998077392,0.011999999731779098,510,0.00025,-0.5255510807037354,0.9974946975708008,-0.00556234922260046,,
98,2650,26,53,,0.0017732013,3.1305616175814066e-05,-0.004664819559489874,0.2,-7.080628156661987,0.0,520,0.00025,-0.7685705423355103,0.9970716238021851,-0.014239607378840446,,
98,2700,27,54,,0.007573532,3.8383016180887354e-05,-0.017721053472720082,0.2,-7.079768466949463,0.013999999687075614,530,0.00025,-1.6682677268981934,0.9971264004707336,-0.04052842780947685,,
98,2750,27,55,,0.005700531,3.1826984741201156e-05,-0.004494539055041979,0.2,-7.07981686592102,0.014000000059604644,540,0.00025,0.7233125865459442,0.9969198107719421,-0.017492935061454773,,
98,2800,28,56,,0.0059631183,0.00013913522416260095,-0.016310983595438346,0.2,-7.077980852127075,0.009999999776482582,550,0.00025,-6.0280609130859375,0.9964405298233032,-0.04018358886241913,,
98,2850,28,57,,0.002820214,6.185448874020948e-05,-0.006814348775311352,0.2,-7.075624942779541,0.0,560,0.00025,0.2819982171058655,0.9960159063339233,-0.017485665157437325,,
98,2900,29,58,,0.011347184,2.223354113084497e-05,-0.01019789010426031,0.2,-7.073653030395508,0.039999999850988385,570,0.00025,0.5146597325801849,0.9956732988357544,-0.018418820574879646,,
