time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/value_loss,rollout/ep_len_mean,train/learning_rate,train/clip_fraction,train/std,train/explained_variance,rollout/ep_rew_mean,train/loss,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/clip_range,train/n_updates
115,213,24576,12,1.5828226683822776e-05,3212.0,0.00025,0.033740234375,0.9581426382064819,0.8520129919052124,-0.00016342857142857145,0.007047672290354967,-0.005270921355258906,0.006053953,-9.644608598947524,0.2,110
114,232,26624,13,3.2858790376621983e-06,3212.0,0.00025,0.04970703125,0.9554757475852966,0.8842263668775558,-0.000170375,0.00680575892329216,-0.005851266384706832,0.0049379133,-9.617378559708595,0.2,120
114,249,28672,14,1.8584335667526374e-05,3212.0,0.00025,0.05439453125,0.9522980451583862,0.891259677708149,-0.000170375,-0.005170536693185568,-0.005913068661175203,0.0071495515,-9.592312735319137,0.2,130
114,267,30720,15,1.0136134172000766e-05,3212.0,0.00025,0.051904296875,0.9461032748222351,0.8943590298295021,-0.00017466666666666667,-0.0015647727996110916,-0.008401927145314403,0.006121453,-9.561827665567398,0.2,140
114,285,32768,16,5.179357389906159e-06,3212.0,0.00025,0.03076171875,0.9379786252975464,0.8735672682523727,-0.0001707,-0.0106826676055789,-0.0047235639329301195,0.0054198047,-9.506990879774094,0.2,150
112,309,34816,17,1.1992508130731495e-05,3212.0,0.00025,0.06484375,0.9316572546958923,0.8552218973636627,-0.0001707,-0.003979742992669344,-0.008067023074545432,0.0065790135,-9.451366981863975,0.2,160
112,327,36864,18,4.348278916310733e-06,3212.0,0.00025,0.03896484375,0.9262308478355408,0.6030203998088837,-0.00016827272727272727,0.0005543738952837884,-0.0036391898669535295,0.005899588,-9.409009578824044,0.2,170
112,346,38912,19,9.729661098845099e-06,3212.0,0.00025,0.07294921875,0.9186981320381165,0.8710964173078537,-0.0001705,0.02188154123723507,-0.008363118981651495,0.007876675,-9.36023868918419,0.2,180
112,363,40960,20,9.206473153255957e-06,3212.0,0.00025,0.06318359375,0.9184687733650208,0.8039010912179947,-0.0001705,-0.013073701411485672,-0.005411323813314084,0.008720073,-9.330981788039207,0.2,190
112,382,43008,21,2.3551150743372775e-06,3212.0,0.00025,0.0478515625,0.9223407506942749,0.7181732058525085,-0.00016884615384615384,-0.007772326469421387,-0.0060286139443633145,0.007118742,-9.348700559139251,0.2,200
111,403,45056,22,5.417040767596859e-06,3212.0,0.00025,0.0564453125,0.925304114818573,0.8336776494979858,-0.00016992857142857144,-0.01715358905494213,-0.005402960591891315,0.0069132694,-9.37092936038971,0.2,210
111,421,47104,23,1.165376029241827e-05,3212.0,0.00025,0.0357421875,0.9257073998451233,0.7977343797683716,-0.00016992857142857144,-0.016081947833299637,-0.0037108225529664195,0.0058147656,-9.384148097038269,0.2,220
110,443,49152,24,1.2108398818710953e-06,3212.0,0.00025,0.0337890625,0.9244812726974487,0.523114949464798,-0.00016666666666666666,-0.005409275181591511,-0.0026699950234615245,0.0051250868,-9.380696126818657,0.2,230
111,460,51200,25,6.331159750061488e-06,3212.0,0.00025,0.060107421875,0.9228521585464478,0.7721454501152039,-0.00016666666666666666,-0.010535016655921936,-0.00695604517677566,0.0070949653,-9.368873223662376,0.2,240
110,480,53248,26,4.740022606242178e-06,3212.0,0.00025,0.064697265625,0.9231423735618591,0.8030362874269485,-0.0001660625,-0.023011164739727974,-0.005443004702101462,0.007188882,-9.362487044930457,0.2,250
110,500,55296,27,1.5629115958759599e-06,3212.0,0.00025,0.05205078125,0.9243559241294861,0.7779498249292374,-0.00016705882352941178,0.00385653437115252,-0.0053370867775811345,0.0062486394,-9.366704282164573,0.2,260
110,517,57344,28,5.253554855855214e-06,3212.0,0.00025,0.08095703125,0.923735499382019,0.6824849843978882,-0.00016705882352941178,0.015428408980369568,-0.00785084150993498,0.007226431,-9.371704724431037,0.2,270
110,536,59392,29,2.978307876588815e-06,3212.0,0.00025,0.080712890625,0.9211034774780273,0.7227100133895874,-0.00016894444444444446,0.017583506181836128,-0.007428603677544743,0.0070703025,-9.35890241265297,0.2,280
110,555,61440,30,3.2878672438840794e-06,3212.0,0.00025,0.02724609375,0.9225269556045532,0.6561919450759888,-0.0001661578947368421,-0.0027632599230855703,-0.004372439924918581,0.004838894,-9.355080744624138,0.2,290
110,572,63488,31,8.959667274588411e-06,3212.0,0.00025,0.078173828125,0.9203155636787415,0.5145537257194519,-0.0001661578947368421,-0.017488641664385796,-0.008394672283611727,0.0066352035,-9.348516246676445,0.2,300
110,591,65536,32,1.4046362416308965e-06,3212.0,0.00025,0.059765625,0.9164665937423706,0.5825336277484894,-0.0001685,-0.009003907442092896,-0.00688121853308985,0.006675943,-9.32652390897274,0.2,310
110,610,67584,33,2.9641990989759393e-06,3212.0,0.00025,0.087890625,0.919776439666748,0.0035112500190734863,-0.0001674761904761905,-0.027777815237641335,-0.010615190037788125,0.007581831,-9.32692494392395,0.2,320
111,627,69632,34,2.2863763824432226e-06,3212.0,0.00025,0.066259765625,0.917777419090271,0.21249091625213623,-0.0001674761904761905,-0.01755771040916443,-0.006257020946941338,0.0071117165,-9.325990009307862,0.2,330
111,645,71680,35,7.792260507066828e-07,3212.0,0.00025,0.0462890625,0.9139722585678101,0.4606349468231201,-0.0001704090909090909,-0.02357012964785099,-0.00434793626627652,0.005535896,-9.301629430055618,0.2,340
111,662,73728,36,3.7354942815426283e-06,3212.0,0.00025,0.083251953125,0.9129123687744141,0.5470173060894012,-0.0001704090909090909,-0.019362784922122955,-0.007483272411627695,0.0075094765,-9.284946092963219,0.2,350
111,682,75776,37,2.5671927771142577e-06,3212.0,0.00025,0.075146484375,0.9099532961845398,0.37118077278137207,-0.00017182608695652174,-0.023691607639193535,-0.008186024054884911,0.008179453,-9.265223932266235,0.2,360
110,701,77824,38,7.85048797169452e-07,3212.0,0.00025,0.054736328125,0.9054490327835083,0.575876384973526,-0.00017020833333333333,-0.015480594709515572,-0.005897436500526964,0.008176019,-9.236942872405052,0.2,370
111,718,79872,39,4.09821709155267e-06,3212.0,0.00025,0.067333984375,0.9033007025718689,0.48550838232040405,-0.00017020833333333333,0.0020936017390340567,-0.004080363029788714,0.00744085,-9.214639526605605,0.2,380
110,738,81920,40,2.0262647336011243e-06,3212.0,0.00025,0.034326171875,0.8913317918777466,0.295515239238739,-0.00016648,-0.03874322026968002,-0.005183646331715863,0.0045899814,-9.158113485574722,0.2,390
110,757,83968,41,1.6442949538841845e-06,3212.0,0.00025,0.070166015625,0.8913446664810181,0.5222238302230835,-0.00016742307692307692,0.005672081373631954,-0.007172450303914957,0.008198766,-9.114466187357902,0.2,400
111,774,86016,42,8.849582367354003e-06,3212.0,0.00025,0.0623046875,0.8895776867866516,0.5438719391822815,-0.00016742307692307692,-0.012069973163306713,-0.005314338207972469,0.008036682,-9.10618747472763,0.2,410
110,794,88064,43,8.597508233343376e-07,3212.0,0.00025,0.037548828125,0.8893302083015442,0.5750946700572968,-0.00016355555555555554,0.012824785895645618,-0.002636784076457843,0.0052847923,-9.09771861433983,0.2,420
110,813,90112,44,1.4557295111572444e-06,3212.0,0.00025,0.057568359375,0.8884266018867493,0.7654869854450226,-0.00016085714285714287,0.008989779278635979,-0.006087272801232757,0.006855324,-9.092295369505882,0.2,430
110,830,92160,45,2.1807022035247316e-06,3212.0,0.00025,0.060546875,0.8856077194213867,0.7288086712360382,-0.00016085714285714287,-0.016491930931806564,-0.006782103622390423,0.0071061617,-9.07993905544281,0.2,440
110,850,94208,46,8.847829024993814e-07,3212.0,0.00025,0.05830078125,0.884999692440033,0.3079058527946472,-0.00015782758620689656,-0.008721444755792618,-0.00604834639816545,0.0062188907,-9.063373431563377,0.2,450
111,867,96256,47,2.7316928294496277e-06,3212.0,0.00025,0.092138671875,0.8865143656730652,0.855297639966011,-0.00015782758620689656,0.009189005941152573,-0.007441588219080586,0.009567667,-9.068620198965073,0.2,460
110,886,98304,48,3.606859682747654e-06,3212.0,0.00025,0.093603515625,0.8881334066390991,0.8384429812431335,-0.00015893333333333334,-0.035750601440668106,-0.01005252597242361,0.008354591,-9.07797916829586,0.2,470
110,904,100352,49,6.247789926305814e-07,3212.0,0.00025,0.05419921875,0.8862910866737366,0.6568369567394257,-0.00015938709677419357,0.014331350103020668,-0.004396763152908534,0.0075872764,-9.073118424415588,0.2,480
111,921,102400,50,5.30207611380007e-06,3212.0,0.00025,0.09765625,0.887210488319397,0.8402464240789413,-0.00015938709677419357,0.017637284472584724,-0.010142689623171464,0.011265125,-9.07190181016922,0.2,490
111,940,104448,51,1.7009931439382342e-06,3212.0,0.00025,0.08388671875,0.8861615061759949,0.6718509197235107,-0.00015696875,0.004543292801827192,-0.009462691575754434,0.00898454,-9.067600947618484,0.2,500
110,960,106496,52,1.057854856068019e-06,3212.0,0.00025,0.05908203125,0.8927783370018005,0.8511474281549454,-0.00015666666666666663,-0.008658003062009811,-0.006292254471918568,0.005345482,-9.08951567709446,0.2,510
110,978,108544,53,2.421886317804933e-06,3212.0,0.00025,0.066455078125,0.8929654359817505,0.8108686804771423,-0.00015666666666666663,-0.01536899246275425,-0.005726535203575622,0.0077520544,-9.115086364746094,0.2,520
110,997,110592,54,1.578735858220881e-06,3212.0,0.00025,0.062060546875,0.8921136260032654,0.06740981340408325,-0.00015547058823529408,0.01217951625585556,-0.005271114000061061,0.0065965625,-9.115985426306725,0.2,530
110,1017,112640,55,1.003676852295854e-06,3212.0,0.00025,0.042236328125,0.8971249461174011,0.8710457384586334,-0.0001538285714285714,-0.018899118527770042,-0.0026465248491149397,0.00592328,-9.129494282603265,0.2,540
110,1035,114688,56,3.0405112880771412e-06,3212.0,0.00025,0.08076171875,0.8998435139656067,0.8379497975111008,-0.0001538285714285714,-0.030611693859100342,-0.008568791511061135,0.0076698177,-9.160497823357582,0.2,550
110,1054,116736,57,5.585077777148228e-07,3212.0,0.00025,0.03818359375,0.8942066431045532,0.14774394035339355,-0.00015266666666666665,-0.0123347332701087,-0.005536671805020888,0.0061329547,-9.143377149105072,0.2,560
110,1072,118784,58,1.65898997996905e-06,3212.0,0.00025,0.093603515625,0.9027193784713745,0.8848457187414169,-0.00015266666666666665,-0.01700526848435402,-0.0095724664919544,0.008737845,-9.158950081467628,0.2,570
110,1091,120832,59,5.017334680257335e-06,3212.0,0.00025,0.077001953125,0.9010602831840515,0.8607239574193954,-0.00015210810810810808,-0.017206966876983643,-0.007990025794424583,0.008173715,-9.183295330405235,0.2,580
110,1110,122880,60,4.963871203855774e-07,3212.0,0.00025,0.049609375,0.9002073407173157,0.5919612050056458,-0.00015360526315789472,0.07306201756000519,-0.007394714179827133,0.0070927893,-9.170240509510041,0.2,590
110,1127,124928,61,1.994283294948218e-06,3212.0,0.00025,0.087939453125,0.9039090871810913,0.8596800267696381,-0.00015360526315789472,0.024399684742093086,-0.008513972006039695,0.009259853,-9.181476032733917,0.2,600
110,1146,126976,62,3.4525110730321273e-06,3212.0,0.00025,0.096630859375,0.8974805474281311,0.7704394161701202,-0.00015194871794871792,-0.012475755997002125,-0.010371499878237956,0.009419684,-9.168666663765908,0.2,610
110,1166,129024,63,5.944816291680865e-07,3212.0,0.00025,0.049853515625,0.8985480666160583,0.8151574730873108,-0.000149975,0.0019136067712679505,-0.006064922726363875,0.0058298362,-9.152700412273408,0.2,620
110,1183,131072,64,4.279484714597714e-06,3212.0,0.00025,0.07587890625,0.9040431976318359,0.7673670202493668,-0.000149975,0.014047777280211449,-0.008744219676736975,0.007920624,-9.183248499035836,0.2,630
110,1203,133120,65,5.241612809570029e-07,3212.0,0.00025,0.0712890625,0.8979044556617737,0.3194422125816345,-0.00015026829268292684,-0.013697262853384018,-0.007685738086729543,0.006663994,-9.169688189029694,0.2,640
110,1222,135168,66,9.162508054494367e-07,3212.0,0.00025,0.083544921875,0.8939858675003052,0.8658395558595657,-0.0001494285714285714,-0.011498809792101383,-0.007950042971788206,0.008292928,-9.131264555454255,0.2,650
110,1239,137216,67,2.214959347757173e-06,3212.0,0.00025,0.06259765625,0.8947944641113281,0.8492815345525742,-0.0001494285714285714,-0.01344169769436121,-0.005637852921790909,0.005863347,-9.119544258713722,0.2,660
110,1259,139264,68,1.4892598317217675e-06,3212.0,0.00025,0.048486328125,0.8967324495315552,0.00993114709854126,-0.00014927906976744184,0.0027092481032013893,-0.004069444325432414,0.006848906,-9.13139585852623,0.2,670
110,1276,141312,69,1.4040278007776407e-06,3212.0,0.00025,0.07431640625,0.8912800550460815,0.8630919456481934,-0.00014927906976744184,-0.015860432758927345,-0.008161662863858509,0.007859775,-9.118741762638091,0.2,680
110,1296,143360,70,6.364316590889985e-06,3212.0,0.00025,0.093603515625,0.8884307146072388,0.8159390091896057,-0.00015054545454545453,-0.005814835429191589,-0.008583959309908096,0.010023856,-9.086706280708313,0.2,690
110,1316,145408,71,2.917498125976081e-07,3212.0,0.00025,0.060400390625,0.8883495330810547,0.31609344482421875,-0.00015095555555555553,0.03379109874367714,-0.006718666238884907,0.0076487353,-9.07999837398529,0.2,700
110,1333,147456,72,1.9031882406039812e-06,3212.0,0.00025,0.061328125,0.8880264163017273,0.8207056373357773,-0.00015095555555555553,-0.0060798232443630695,-0.00500051514536608,0.0070465133,-9.078132075071334,0.2,710
110,1354,149504,73,7.204309636854589e-07,3212.0,0.00025,0.046435546875,0.8863115906715393,0.7346583604812622,-0.00015141304347826088,-0.009927667677402496,-0.0037844259939447513,0.0058200127,-9.065889695286751,0.2,720
110,1374,151552,74,5.43944428565979e-07,3212.0,0.00025,0.066845703125,0.8862927556037903,0.5810441374778748,-0.0001511914893617021,-0.016621481627225876,-0.008660782643710263,0.006907206,-9.059464585781097,0.2,730
110,1392,153600,75,3.5509511463693856e-06,3212.0,0.00025,0.071630859375,0.8877866864204407,0.6937028169631958,-0.0001511914893617021,-0.0035178055986762047,-0.006211564449768048,0.008682399,-9.064776742458344,0.2,740
110,1413,155648,76,4.4514805268569547e-07,3212.0,0.00025,0.069775390625,0.8878318071365356,0.44190216064453125,-0.00015152083333333334,0.01807800494134426,-0.006224247843783814,0.0070885904,-9.068586972355842,0.2,750
110,1433,157696,77,1.2988833798299736e-06,3212.0,0.00025,0.076708984375,0.8893566727638245,0.8163279145956039,-0.0001503061224489796,-0.030135639011859894,-0.008507619846204762,0.008152094,-9.077800756692886,0.2,760
110,1451,159744,78,3.6057530090616297e-06,3212.0,0.00025,0.065625,0.894132673740387,0.7872988879680634,-0.0001503061224489796,0.0047785998322069645,-0.005010350132943131,0.00662499,-9.102401280403138,0.2,770
109,1472,161792,79,4.7340929183459223e-07,3212.0,0.00025,0.09462890625,0.8950351476669312,0.34907066822052,-0.00014954,-0.032338522374629974,-0.008351858859532513,0.008523778,-9.123659995198249,0.2,780
109,1492,163840,80,2.321236523439296e-06,3212.0,0.00025,0.09150390625,0.8943939805030823,0.8461963683366776,-0.0001497843137254902,-0.013170898891985416,-0.008323372073937208,0.008778663,-9.125127986073494,0.2,790
109,1510,165888,81,4.456441541034195e-06,3212.0,0.00025,0.08369140625,0.893774688243866,0.7956374883651733,-0.0001497843137254902,0.0025857798755168915,-0.008259960718351066,0.0085408585,-9.116295608878136,0.2,800
109,1530,167936,82,2.6954732008643844e-07,3212.0,0.00025,0.0357421875,0.8900162577629089,-0.11887693405151367,-0.00015032692307692306,-0.015436585061252117,-0.0030815594698651695,0.0052722134,-9.102554395794868,0.2,810
109,1549,169984,83,9.88365090082155e-07,3212.0,0.00025,0.06845703125,0.8900615572929382,0.8426492810249329,-0.00015032692307692306,-0.004693526774644852,-0.006942426525347401,0.0063721696,-9.084344843029976,0.2,820
109,1569,172032,84,1.37034748046716e-06,3212.0,0.00025,0.060009765625,0.8927708864212036,0.7693843245506287,-0.00015079245283018867,-0.0021689466666430235,-0.007684523029456614,0.007260251,-9.092283803224564,0.2,830
109,1590,174080,85,7.637284019423874e-07,3212.0,0.00025,0.08466796875,0.897781491279602,-0.13644075393676758,-0.0001499444444444444,-0.01520344614982605,-0.008859488762391265,0.007584581,-9.121003910899162,0.2,840
109,1609,176128,86,1.5905848830044532e-06,3212.0,0.00025,0.0642578125,0.8974443674087524,0.7725537866353989,-0.0001499444444444444,-0.006229705642908812,-0.0059646695852279665,0.00676453,-9.132740586996078,0.2,850
109,1629,178176,87,5.174788316075762e-07,3212.0,0.00025,0.0470703125,0.8902550935745239,0.8179744333028793,-0.00014939999999999997,-0.004165077116340399,-0.0032442802330479026,0.0062956316,-9.102948778867722,0.2,860
109,1649,180224,88,2.0135379468655403e-06,3212.0,0.00025,0.081689453125,0.8937891125679016,0.2863609194755554,-0.00015039285714285713,-0.023483263328671455,-0.0085840556450421,0.0066825533,-9.09242004454136,0.2,870
109,1667,182272,89,2.2170801809728858e-05,3212.0,0.00025,0.077197265625,0.8908936381340027,0.75028096139431,-0.00015039285714285713,-0.015938226133584976,-0.008339424744190183,0.007951515,-9.09137864112854,0.2,880
109,1687,184320,90,2.1299500365667968e-07,3212.0,0.00025,0.078369140625,0.8863518834114075,0.42371928691864014,-0.0001506315789473684,0.01959322765469551,-0.007652670341485646,0.007832667,-9.059590926766395,0.2,890
109,1708,186368,91,1.0409635653463312e-06,3212.0,0.00025,0.102880859375,0.8902297616004944,0.8401907235383987,-0.00014937931034482755,-0.025479882955551147,-0.009784491929895011,0.011821559,-9.0607184112072,0.2,900
109,1726,188416,92,1.7584872524345486e-06,3212.0,0.00025,0.08349609375,0.8876487016677856,0.8174601346254349,-0.00014937931034482755,0.00421554921194911,-0.011212344640807715,0.009124272,-9.071269676089287,0.2,910
108,1747,190464,93,1.8405093122897397e-07,3212.0,0.00025,0.0494140625,0.8817625641822815,0.5075847506523132,-0.0001491016949152542,-0.009823337197303772,-0.00521595318132313,0.0064142933,-9.03125481903553,0.2,920
109,1765,192512,94,1.0273071570754411e-06,3212.0,0.00025,0.077197265625,0.8837376832962036,0.8693943023681641,-0.0001491016949152542,-0.012139820493757725,-0.006526547879911959,0.0087665,-9.021016958355904,0.2,930
108,1785,194560,95,1.0255815842796779e-06,3212.0,0.00025,0.079248046875,0.8807105422019958,0.8561322838068008,-0.00015059999999999995,-0.005647650919854641,-0.007903953408822417,0.0076449895,-9.020026388764382,0.2,940
108,1805,196608,96,2.846494180808179e-07,3212.0,0.00025,0.07392578125,0.8820545077323914,0.617941290140152,-0.00015070491803278682,-0.019788917154073715,-0.0048752623384643815,0.0073317285,-9.012594303488731,0.2,950
108,1823,198656,97,1.8645821440621546e-06,3212.0,0.00025,0.07021484375,0.8828864693641663,0.8191654831171036,-0.00015070491803278682,-0.00881009828299284,-0.0056149471100070516,0.0068404917,-9.023805549740791,0.2,960
108,1843,200704,98,8.69757779531355e-07,3212.0,0.00025,0.056640625,0.8886823058128357,0.5860686898231506,-0.00015085483870967735,-0.007415609899908304,-0.004759274268872104,0.006792682,-9.047272965312004,0.2,970
108,1863,202752,99,7.611892360426254e-07,3212.0,0.00025,0.056640625,0.8913513422012329,0.8649439960718155,-0.0001493492063492063,-0.010727565735578537,-0.0042357040219940245,0.007201968,-9.079206416010857,0.2,980
108,1881,204800,100,2.784280667533778e-06,3212.0,0.00025,0.07978515625,0.8876609802246094,0.8746723681688309,-0.0001493492063492063,0.0030418699607253075,-0.006303452329302672,0.007845294,-9.073402178287505,0.2,990
108,1901,206848,101,2.945959066913417e-07,3212.0,0.00025,0.07626953125,0.8833417296409607,0.6265279948711395,-0.00014853125,0.02086058259010315,-0.007312426448334008,0.006105227,-9.041108879446984,0.2,1000
108,1921,208896,102,4.095814416560373e-06,3212.0,0.00025,0.096044921875,0.8871650695800781,0.9002277702093124,-0.00014855384615384618,-0.02191299945116043,-0.01040478557406459,0.00826419,-9.043451318144799,0.2,1010
108,1938,210944,103,1.0217570302728518e-06,3212.0,0.00025,0.063134765625,0.885532796382904,0.8841990604996681,-0.00014855384615384618,-0.01734725385904312,-0.0047299271813244555,0.007690853,-9.053116512298583,0.2,1020
108,1959,212992,104,2.8428746365882775e-07,3212.0,0.00025,0.047509765625,0.8789857029914856,0.360970675945282,-0.0001487727272727273,0.0017613221425563097,-0.003976174681156408,0.0063781315,-9.019777384400367,0.2,1030
108,1978,215040,105,9.401801165154211e-07,3212.0,0.00025,0.055078125,0.8808518648147583,0.8909516483545303,-0.0001487727272727273,-0.0032765131909400225,-0.004340084834257141,0.007470373,-9.007972785830498,0.2,1040
108,1999,217088,106,9.231364618500493e-06,3212.0,0.00025,0.088037109375,0.8813349604606628,0.8665719926357269,-0.00014873134328358213,-0.01478086318820715,-0.006973545805522008,0.0077347336,-9.013941648602486,0.2,1050
108,2019,219136,107,3.0827185288906377e-07,3212.0,0.00025,0.0455078125,0.8769317865371704,0.02371501922607422,-0.0001482794117647059,-0.021787267178297043,-0.005382672075938899,0.005757194,-9.000206011533738,0.2,1060
108,2037,221184,108,4.498857870238737e-07,3212.0,0.00025,0.090625,0.8759105801582336,0.7911872118711472,-0.0001482794117647059,-0.0008986176690086722,-0.006681218651647214,0.0089097675,-8.979130157828331,0.2,1070
108,2058,223232,109,2.7421157704488054e-07,3212.0,0.00025,0.06259765625,0.875938892364502,0.6306955814361572,-0.00014907246376811596,-0.022741034626960754,-0.0043294556875480335,0.0063662045,-8.980133181810379,0.2,1080
108,2078,225280,110,3.572879695656894e-07,3212.0,0.00025,0.072412109375,0.876798689365387,0.7481310367584229,-0.00014851428571428576,-0.006535328458994627,-0.004540511779487133,0.0071494607,-8.983009910583496,0.2,1090
108,2097,227328,111,5.705085262874832e-07,3212.0,0.00025,0.05791015625,0.8773341178894043,0.778607502579689,-0.00014851428571428576,-0.015328188426792622,-0.004182627987756859,0.0049254205,-8.991118475794792,0.2,1100
108,2118,229376,112,2.0003923035805115e-07,3212.0,0.00025,0.071826171875,0.8740077614784241,0.7075467705726624,-0.00014905633802816904,-0.009204952046275139,-0.00459867852187017,0.007234212,-8.980756902694703,0.2,1110
108,2139,231424,113,9.731452585226563e-06,3212.0,0.00025,0.0923828125,0.8705220222473145,0.8361635506153107,-0.0001478611111111111,0.003087810706347227,-0.00609660387126496,0.008551614,-8.952265155315398,0.2,1120
108,2157,233472,114,8.735062940523619e-07,3212.0,0.00025,0.06298828125,0.8684228658676147,0.8529938906431198,-0.0001478611111111111,-0.011243598535656929,-0.005760385081521236,0.007704776,-8.935353150963783,0.2,1130
108,2177,235520,115,1.8393336758126823e-07,3212.0,0.00025,0.046875,0.8710780143737793,0.3346042037010193,-0.00014843835616438355,0.004291549790650606,-0.0035934000843553804,0.0061870553,-8.93970928788185,0.2,1140
108,2195,237568,116,6.43901741526065e-07,3212.0,0.00025,0.099267578125,0.8746342658996582,0.8435292989015579,-0.00014843835616438355,0.010644624941051006,-0.008653100784431444,0.008809878,-8.965147620439529,0.2,1150
108,2214,239616,117,9.491122401250606e-06,3212.0,0.00025,0.076513671875,0.8735085725784302,0.835946187376976,-0.00014860810810810808,-0.014495644718408585,-0.006714903038664488,0.0077520916,-8.97026349902153,0.2,1160
108,2235,241664,118,2.183413103429288e-07,3212.0,0.00025,0.0615234375,0.8681927919387817,0.1903708577156067,-0.00014897333333333332,0.008007421158254147,-0.006025835672335234,0.008207221,-8.943864616751672,0.2,1170
108,2253,243712,119,4.810357580264934e-07,3212.0,0.00025,0.064697265625,0.8656349182128906,0.78574039041996,-0.00014897333333333332,0.0238832738250494,-0.005111696523090359,0.007318165,-8.913095527887345,0.2,1180
108,2273,245760,120,2.845256873662549e-07,3212.0,0.00025,0.077197265625,0.8656643629074097,0.6220850646495819,-0.00014842105263157893,0.01143689826130867,-0.007733638140780386,0.0071377596,-8.904275131225585,0.2,1190
108,2294,247808,121,3.309796042794133e-07,3212.0,0.00025,0.052001953125,0.8738436698913574,0.7722684741020203,-0.0001475454545454545,0.00713803106918931,-0.005631385082233464,0.005622493,-8.937673336267471,0.2,1200
108,2312,249856,122,3.142248705190198e-06,3212.0,0.00025,0.088330078125,0.8766316175460815,0.7332634627819061,-0.0001475454545454545,-0.026380248367786407,-0.008526992496626917,0.007543084,-8.982079628109933,0.2,1210
108,2332,251904,123,2.522776122670933e-07,3212.0,0.00025,0.036865234375,0.8784993290901184,0.47509706020355225,-0.00014720512820512818,0.01712549291551113,-0.0027669216418871657,0.0046242685,-9.001687610149384,0.2,1220
107,2352,253952,124,8.187222892530599e-07,3212.0,0.00025,0.069140625,0.879912257194519,0.8383569419384003,-0.0001475316455696202,0.012156810611486435,-0.0068948463958804496,0.008280711,-9.01829807460308,0.2,1230
108,2369,256000,125,1.343197372483118e-06,3212.0,0.00025,0.088134765625,0.8837064504623413,0.8454025834798813,-0.0001475316455696202,-0.024397198110818863,-0.009170231410826091,0.00791792,-9.040753191709518,0.2,1240
107,2389,258048,126,1.9650168215923357e-07,3212.0,0.00025,0.054833984375,0.8851147294044495,0.23850208520889282,-0.0001466875,0.007078687194734812,-0.006905397990340134,0.006162142,-9.058561116456985,0.2,1250
108,2407,260096,127,1.922644247942529e-06,3212.0,0.00025,0.06875,0.8909907937049866,0.88389041274786,-0.0001466875,0.017140230163931847,-0.003915533881081501,0.007873379,-9.091022160649299,0.2,1260
107,2427,262144,128,8.75113125964333e-07,3212.0,0.00025,0.0734375,0.8925744295120239,0.8930273726582527,-0.00014687654320987657,-0.043958764523267746,-0.006903580372454599,0.0076554446,-9.121996665000916,0.2,1270
