,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,88.6984634399414,110737200.0,2.0,2.974161479336516,91.45569047559593,79.1042666472068,62.80711730428467,107.51309712340574,29.73053178324967,82.80772806803385,76.67490005493164,28.6200008392334,53.06821888342294
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,222.0454559326172,6575800.0,2.0,3.3621905581777867,214.87378982943287,185.11615462857495,61.2796268913647,269.5980606202133,46.806138550184436,198.65752919514975,199.649622853597,28.6200008392334,53.06821888342294
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,88.99652862548828,3301000.0,2.0,-0.3761040644575644,106.71879025573583,84.81466845398097,48.50481926735142,-66.25904639302819,3.1424475930634217,93.9817019144694,87.6523365020752,28.6200008392334,53.06821888342294
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566751,220.7211391056274,160.93286327474368,50.92577107850755,24.220608346258853,15.932919876883028,176.4723347981771,155.6141675313314,28.6200008392334,53.06821888342294
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,114.79191589355469,2807800.0,2.0,1.2108218254209646,124.28021186555176,107.8478681210205,52.86542124016933,35.85512153228867,14.45740437284711,113.61327412923177,108.1271603902181,28.6200008392334,53.06821888342294
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.04190063476562,4754600.0,2.0,4.173733416560509,194.2095169931947,168.29220419821155,58.10432412761448,139.93608520993115,29.225746978966217,179.39493306477866,170.19295171101888,28.6200008392334,53.06821888342294
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,40.0803108215332,17129500.0,2.0,0.25109146713158026,42.14099583848092,38.084015224141154,53.16055543155233,19.53344594788818,13.38057637422253,40.0649356842041,38.43466008504232,28.6200008392334,53.06821888342294
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,72.01656341552734,6379400.0,2.0,-0.943669837780746,84.13187805842189,68.04071563054295,47.829179597965044,-92.07017184844702,9.08624213494915,76.19684422810873,73.86429545084636,28.6200008392334,53.06821888342294
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,112.12560272216797,11930900.0,2.0,-0.9623699709722189,126.25528831797561,105.61183356923141,49.23569547116441,-76.92102786457772,1.559467713709232,116.7114247639974,110.50752512613933,28.6200008392334,53.06821888342294
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,177.85739135742188,2620100.0,2.0,0.5577296378222627,200.38049752011736,168.6945085833983,50.962759149849006,-35.70389183771711,3.6210869345612835,181.6117970784505,170.7890141805013,28.6200008392334,53.06821888342294
