account_value,date,daily_return
984375.0280943188,2021-10-04,
992039.8754865461,2021-10-05,0.007786511414319186
992747.938229054,2021-10-06,0.0007137442354931967
998747.1071536718,2021-10-07,0.006042993083742454
1000152.6600620962,2021-10-08,0.0014073161247296628
994759.9786350523,2021-10-11,-0.0053918583056201674
991208.5584762655,2021-10-12,-0.003570127704232595
993323.7403990027,2021-10-13,0.0021339423521409273
1006144.277241223,2021-10-14,0.012906705357782489
1011729.2074474684,2021-10-15,0.0055508244022008935
1006053.388242932,2021-10-18,-0.005610018138011541
1012354.0524449126,2021-10-19,0.006262753324636883
1014731.1897063529,2021-10-20,0.002348128360526891
1009708.9527376525,2021-10-21,-0.004949327486576838
1008265.0130388496,2021-10-22,-0.0014300553589109422
1012333.2700674598,2021-10-25,0.004034908457597686
1012637.3100370223,2021-10-26,0.00030033584645727807
1004388.5923004653,2021-10-27,-0.008145777026777212
1016024.0379503982,2021-10-28,0.011584605539259218
1015101.7081561553,2021-10-29,-0.0009077834379819238
1022279.0269371193,2021-11-01,0.007070541526327467
1024605.5300553062,2021-11-02,0.0022758004975973467
1026285.289338353,2021-11-03,0.0016394204733172213
1028111.3808144538,2021-11-04,0.0017793214957588788
1035145.316963826,2021-11-05,0.006841609071382981
1037623.547699311,2021-11-08,0.002394089694337742
1033317.7732431458,2021-11-09,-0.0041496499050279745
1019846.5710111244,2021-11-10,-0.013036843632081352
1014732.773286103,2021-11-11,-0.005014281432501488
1018221.3148243111,2021-11-12,0.0034378918568982453
1015147.5379527214,2021-11-15,-0.0030187708966985527
1016535.0381018494,2021-11-16,0.001366796546565352
1011658.8147254608,2021-11-17,-0.004796906347167118
1011736.7067993858,2021-11-18,7.699441035979859e-05
1006762.4001850556,2021-11-19,-0.004916601899387807
1011144.9682150849,2021-11-22,0.004353130420071016
1013299.4627065209,2021-11-23,0.002130747379615938
1009487.2351593903,2021-11-24,-0.0037621924094859427
984917.1125503472,2021-11-26,-0.024339210792659105
991814.2757792901,2021-11-29,0.007002785453776195
982562.3103440332,2021-11-30,-0.009328324527278498
974554.584573327,2021-12-01,-0.008149840154058396
984004.5806226738,2021-12-02,0.009696733460531792
978385.7423141602,2021-12-03,-0.005710174951582103
995096.8779300622,2021-12-06,0.01708031392237519
1013340.1149813738,2021-12-07,0.018333126608998995
1018778.9857133646,2021-12-08,0.0053672707234044825
1017667.8534357118,2021-12-09,-0.0010906509588777258
1026231.5469946222,2021-12-10,0.008415018249813944
1014020.0830563097,2021-12-13,-0.011899326203793303
1012552.6887553721,2021-12-14,-0.001447105758018985
1024270.134606965,2021-12-15,0.011572183829757998
1021316.185569787,2021-12-16,-0.0028839550596790886
1009137.6664259386,2021-12-17,-0.011924337747623248
1000701.7525265283,2021-12-20,-0.008359527327215677
1014168.4800064936,2021-12-21,0.01345728379706057
1022595.3799196902,2021-12-22,0.008309171581769803
1026904.5941259738,2021-12-23,0.0042139973355073135
1040157.2357368212,2021-12-27,0.012905426352802563
1040337.5155187426,2021-12-28,0.0001733197402542519
1041898.326026517,2021-12-29,0.0015002924382632177
1040315.9260827304,2021-12-30,-0.0015187661830894372
1037969.0183875781,2021-12-31,-0.0022559567111402057
