account_rewards,date
-12050.595321277622,2020-07-06
12563.479768012883,2020-07-07
-6892.085875942139,2020-07-08
1519.466270483099,2020-07-09
-20524.06281695934,2020-07-10
15228.5952517814,2020-07-13
1154.4435515517835,2020-07-14
-6069.879756896989,2020-07-15
4291.5531148109585,2020-07-16
11658.638046192238,2020-07-17
-3082.900629261043,2020-07-20
2485.1721000785474,2020-07-21
-11264.056577903684,2020-07-22
-6272.352445140947,2020-07-23
4458.116339992732,2020-07-24
-7444.271910770563,2020-07-27
12609.44089993299,2020-07-28
-7001.824280048488,2020-07-29
8332.39420595183,2020-07-30
22616.40846170811,2020-07-31
-4382.951888344018,2020-08-03
14223.771126472624,2020-08-04
12245.16856458271,2020-08-05
-11683.604787052143,2020-08-06
-3647.7188695983496,2020-08-07
-18062.300114524784,2020-08-10
11902.322592090582,2020-08-11
5729.398499935167,2020-08-12
-3714.2324551581405,2020-08-13
8308.891628612531,2020-08-14
20208.328945861664,2020-08-17
2217.460919548059,2020-08-18
13587.807428550674,2020-08-19
2651.282281921478,2020-08-20
6052.865919853095,2020-08-21
21757.687928848434,2020-08-24
130039.429149498,2020-08-25
-1334.2976959955413,2020-08-26
194.94376515201293,2020-08-27
-1513.0822640184779,2020-08-28
1375.8495842514094,2020-08-31
4652.568541690474,2020-09-01
-12754.127924773842,2020-09-02
-2675.350285915192,2020-09-03
-13572.760904155672,2020-09-04
7288.681714866543,2020-09-08
-7688.772782253334,2020-09-09
740.614593187347,2020-09-10
8428.918634224217,2020-09-11
-1162.5949860955589,2020-09-14
3685.463728236966,2020-09-15
-6541.7816628990695,2020-09-16
-8572.684743640712,2020-09-17
-18220.52542155073,2020-09-18
1172.773519935552,2020-09-21
-21127.699572380167,2020-09-22
1684.5615706101526,2020-09-23
14618.985405700747,2020-09-24
19470.38740930939,2020-09-25
-5423.243464853382,2020-09-28
16193.264800207224,2020-09-29
4298.832317020511,2020-09-30
