account_rewards,date
7664.847392227268,2021-10-04
708.0627425079001,2021-10-05
5999.168924617814,2021-10-06
1405.5529084244044,2021-10-07
-5392.681427043863,2021-10-08
-3551.4201587868156,2021-10-11
2115.1819227371598,2021-10-12
12820.536842220346,2021-10-13
5584.9302062453935,2021-10-14
-5675.819204536383,2021-10-15
6300.664201980573,2021-10-18
2377.137261440279,2021-10-19
-5022.236968700425,2021-10-20
-1443.9396988028893,2021-10-21
4068.2570286102127,2021-10-22
304.03996956255287,2021-10-25
-8248.71773655701,2021-10-26
11635.445649932837,2021-10-27
-922.3297942428617,2021-10-28
7177.318780964008,2021-10-29
2326.50311818684,2021-11-01
1679.7592830468202,2021-11-02
1826.0914761008462,2021-11-03
7033.936149372137,2021-11-04
2478.2307354850927,2021-11-05
-4305.774456165265,2021-11-08
-13471.202232021373,2021-11-09
-5113.7977250213735,2021-11-10
3488.5415382080246,2021-11-11
-3073.776871589711,2021-11-12
1387.5001491280273,2021-11-15
-4876.223376388545,2021-11-16
77.89207392500248,2021-11-17
-4974.306614330271,2021-11-18
4382.5680300293025,2021-11-19
2154.494491436053,2021-11-22
-3812.227547130664,2021-11-23
-24570.12260904303,2021-11-24
6897.163228942896,2021-11-26
-9251.965435256949,2021-11-29
-8007.725770706194,2021-11-30
9449.996049346868,2021-12-01
-5618.83830851363,2021-12-02
16711.13561590202,2021-12-03
18243.23705131153,2021-12-06
5438.870731990784,2021-12-07
-1111.1322776527377,2021-12-08
8563.693558910396,2021-12-09
-12211.463938312489,2021-12-10
-1467.3943009376526,2021-12-13
11717.44585159293,2021-12-14
-2953.949037177954,2021-12-15
-12178.519143848447,2021-12-16
-8435.913899410283,2021-12-17
13466.72747996531,2021-12-20
8426.899913196568,2021-12-21
4309.214206283563,2021-12-22
13252.641610847437,2021-12-23
180.27978192141745,2021-12-27
1560.810507774353,2021-12-28
-1582.3999437865568,2021-12-29
-2346.907695152331,2021-12-30
