account_rewards,date
-330.1944376983447,2021-07-06
-3621.4909446601523,2021-07-07
13278.071199104306,2021-07-08
3446.3030901107704,2021-07-09
-2986.114695476601,2021-07-12
-1455.0737613792298,2021-07-13
874.2445491600083,2021-07-14
-9308.746687385486,2021-07-15
-17624.41447127913,2021-07-16
13258.729001876782,2021-07-19
10152.31085723883,2021-07-20
767.9234451293014,2021-07-21
8269.964141845703,2021-07-22
3512.5185050964355,2021-07-23
-44.24843215942383,2021-07-26
-3716.787342071533,2021-07-27
4986.962379455566,2021-07-28
-7604.204177856445,2021-07-29
-4018.8433685302734,2021-07-30
5804.590881347656,2021-08-02
-20987.041233062744,2021-08-03
13073.177600860596,2021-08-04
3403.9701194763184,2021-08-05
-4223.703022003174,2021-08-06
8956.521533966064,2021-08-09
10684.116821289062,2021-08-10
891.6301651000977,2021-08-11
1146.7188720703125,2021-08-12
2536.356605529785,2021-08-13
-5939.603931427002,2021-08-16
-15475.89102935791,2021-08-17
-7742.479953765869,2021-08-18
4071.7564125061035,2021-08-19
9821.528785705566,2021-08-20
2772.0603828430176,2021-08-23
2142.935989379883,2021-08-24
-8120.470905303955,2021-08-25
6793.185859680176,2021-08-26
-664.2735481262207,2021-08-27
987.3176078796387,2021-08-30
-3718.1940383911133,2021-08-31
8849.50724029541,2021-09-01
-2975.457305908203,2021-09-02
-10917.25333404541,2021-09-03
-526.9423904418945,2021-09-07
-7245.944808959961,2021-09-08
-2759.4605827331543,2021-09-09
9618.375205993652,2021-09-10
-7400.724624633789,2021-09-13
7385.146942138672,2021-09-14
-3882.0061950683594,2021-09-15
-7164.127498626709,2021-09-16
-22218.030628204346,2021-09-17
-787.7550201416016,2021-09-20
10016.088096618652,2021-09-21
11898.458240509033,2021-09-22
639.9590797424316,2021-09-23
6857.005023956299,2021-09-24
-12304.377727508545,2021-09-27
-734.247444152832,2021-09-28
-15200.280807495117,2021-09-29
10898.049785614014,2021-09-30
