account_rewards,date
-1396.3943847751943,2022-10-04
-8700.520315574598,2022-10-05
-17016.38275275426,2022-10-06
-5193.512951713521,2022-10-07
-3491.614837953588,2022-10-10
-1149.6164952698164,2022-10-11
15481.328235130291,2022-10-12
-5549.482091350481,2022-10-13
16537.426013046294,2022-10-14
11790.129267835524,2022-10-17
-1037.740947330487,2022-10-18
4726.5279893169645,2022-10-19
16413.949514177395,2022-10-20
9640.803776916466,2022-10-21
12730.164386369754,2022-10-24
-14454.28780710604,2022-10-25
2885.805709838867,2022-10-26
18762.74472618103,2022-10-27
-2167.4367351531982,2022-10-28
-7555.078195571899,2022-10-31
-15978.326196670532,2022-11-01
2017.3682193756104,2022-11-02
-6499.338624954224,2022-11-03
15590.102514266968,2022-11-04
11315.68597984314,2022-11-07
-18805.469360351562,2022-11-08
37296.45545959473,2022-11-09
-6151.903318405151,2022-11-10
-9342.809337615967,2022-11-11
6308.582874298096,2022-11-14
-8726.940372467041,2022-11-15
-5265.441987991333,2022-11-16
7372.559396743774,2022-11-17
-10048.13296699524,2022-11-18
11162.60703086853,2022-11-21
9417.534774780273,2022-11-22
8207.99751663208,2022-11-23
-8442.037086486816,2022-11-25
-2436.5615520477295,2022-11-28
28425.67737388611,2022-11-29
-25172.066974639893,2022-11-30
2833.395778656006,2022-12-01
-17065.012460708618,2022-12-02
-6219.092248916626,2022-12-05
-3944.538875579834,2022-12-06
4896.447536468506,2022-12-07
-6497.044883728027,2022-12-08
15012.788558959961,2022-12-09
985.8835067749023,2022-12-12
-1323.9989414215088,2022-12-13
-18360.508573532104,2022-12-14
-6866.892988204956,2022-12-15
1630.5391845703125,2022-12-16
23.438968658447266,2022-12-19
15203.872102737427,2022-12-20
-10763.634181976318,2022-12-21
4874.165176391602,2022-12-22
3139.740619659424,2022-12-23
-8873.660522460938,2022-12-27
8926.21086883545,2022-12-28
777.0103912353516,2022-12-29
700.9763488769531,2022-12-30
