account_rewards,date
-9241.793075775146,2022-04-04
-8420.910474792472,2022-04-05
4466.899178070016,2022-04-06
-1413.2038169212174,2022-04-07
-16367.359771728516,2022-04-08
-928.0949859619141,2022-04-11
12381.446228027344,2022-04-12
-3700.461082458496,2022-04-13
-2230.6547927856445,2022-04-14
9992.828506469727,2022-04-18
5251.744583129883,2022-04-19
-10810.83130645752,2022-04-20
-20575.12191772461,2022-04-21
5123.004951477051,2022-04-22
-24138.14363861084,2022-04-25
-435.83267974853516,2022-04-26
16956.45588684082,2022-04-27
-25244.504104614258,2022-04-28
4540.0964279174805,2022-04-29
707.1578063964844,2022-05-02
22150.6478805542,2022-05-03
-25775.605445861816,2022-05-04
-1437.4650268554688,2022-05-05
-26366.38175201416,2022-05-06
2028.1563873291016,2022-05-09
-10493.38500213623,2022-05-10
-5794.955375671387,2022-05-11
14725.587539672852,2022-05-12
3123.3164596557617,2022-05-13
16508.04792022705,2022-05-16
-840.6401557312347,2022-05-17
-2788.573926925659,2022-05-18
-166.66409378056414,2022-05-19
3447.221433639643,2022-05-20
-797.8184741972946,2022-05-23
3379.552594375564,2022-05-24
10377.600019073347,2022-05-25
16569.50281602482,2022-05-26
-1712.3525579071138,2022-05-27
-6091.640665893559,2022-05-31
10430.690004547127,2022-06-01
-9167.911543880473,2022-06-02
10.843151092529297,2022-06-03
7757.5021896362305,2022-06-06
-6321.687652587891,2022-06-07
-21517.524909973145,2022-06-08
-18205.733932495117,2022-06-09
-26195.776580810547,2022-06-10
-1286.7806816101074,2022-06-13
9123.189838409424,2022-06-14
-20715.18238067627,2022-06-15
4006.094211578369,2022-06-16
14082.127025604248,2022-06-17
-2769.503505706787,2022-06-21
1914.3731384277344,2022-06-22
21774.468128204346,2022-06-23
-2085.4182662963867,2022-06-24
-11027.2388381958,2022-06-27
-1029.5411491394043,2022-06-28
-4959.669834136963,2022-06-29
9386.807830810547,2022-06-30
-3815.9605827331543,2022-07-01
