account_rewards,date
2260.018221664359,2022-01-03
-6207.120139694191,2022-01-04
-5255.563292861916,2022-01-05
-1817.3173217773438,2022-01-06
-5834.556900024414,2022-01-07
2315.2858123779297,2022-01-10
34.5833740234375,2022-01-11
-4041.8673706054688,2022-01-12
-8474.102005004883,2022-01-13
-17005.574111938477,2022-01-14
-9925.770004272461,2022-01-18
-7778.338821411133,2022-01-19
-12099.42611694336,2022-01-20
4550.196807861328,2022-01-21
-2448.5479278564453,2022-01-24
-3034.273727416992,2022-01-25
-364.7089538574219,2022-01-26
9064.0400390625,2022-01-27
-933.9163038484985,2022-01-28
2106.123184966971,2022-01-31
5855.170664215111,2022-02-01
-10714.026863357518,2022-02-02
932.2436612739693,2022-02-03
243.53174591064453,2022-02-04
5623.415119171143,2022-02-07
9125.242553710938,2022-02-08
-10576.92399597168,2022-02-09
-13189.041175842285,2022-02-10
-4845.221160888672,2022-02-11
11178.391788482666,2022-02-14
-777.9499397277832,2022-02-15
-16342.32787322998,2022-02-16
-5332.265472412109,2022-02-17
-17380.401683807373,2022-02-18
-11626.548713684082,2022-02-22
432.8709526062012,2022-02-23
21091.627029418945,2022-02-24
-5053.135509490967,2022-02-25
-12629.345935821533,2022-02-28
18038.130390167236,2022-03-01
-4227.875827789307,2022-03-02
-3735.186550140381,2022-03-03
-18923.598625183105,2022-03-04
-3341.537399291992,2022-03-07
16041.437591552734,2022-03-08
-934.5385589599609,2022-03-09
-5565.593811035156,2022-03-10
-1038.6691436767578,2022-03-11
16771.724014282227,2022-03-14
13018.175441741943,2022-03-15
9849.285419464111,2022-03-16
4977.86612701416,2022-03-17
-6519.062969207764,2022-03-18
6235.146598815918,2022-03-21
-12062.745056152344,2022-03-22
6822.843414306641,2022-03-23
3510.3879051208496,2022-03-24
1778.528305053711,2022-03-25
7650.516384124756,2022-03-28
-493.87987518310547,2022-03-29
-16341.426830291748,2022-03-30
2459.5872535705566,2022-03-31
