date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-10-05,0,100,0,0,0,0,3,0,0,-100,-49,0,-9,-100,-100,0,-100,-100,0,-47,0,0,0,0,97,100,0,0,0
2023-10-06,0,100,0,0,0,0,2,0,0,-58,0,0,0,-100,-100,0,-100,-100,0,0,1,0,0,0,31,100,0,0,0
2023-10-09,0,100,0,0,0,0,2,0,0,0,0,0,0,-100,-100,0,-100,-100,0,0,0,0,0,0,0,94,0,0,0
2023-10-10,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,-100,-100,0,0,0,0,0,0,0,95,0,0,0
2023-10-11,0,100,0,0,0,0,1,0,0,0,0,0,0,-100,-100,0,-100,-100,0,0,0,0,0,0,0,89,0,0,0
2023-10-12,0,100,0,0,0,0,4,0,0,0,0,0,0,-100,-100,0,-100,-100,0,0,0,0,0,0,0,85,0,0,0
2023-10-13,0,100,0,0,0,0,3,0,0,0,0,0,0,-100,-100,0,-100,-100,0,0,0,0,0,0,0,86,0,0,0
2023-10-16,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,-100,-50,0,0,0,0,0,0,0,35,0,0,0
2023-10-17,0,86,0,0,0,0,2,0,0,0,0,0,0,-100,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-18,0,85,0,0,0,0,2,0,0,0,0,0,0,-100,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-19,0,86,0,0,0,0,1,0,0,0,0,0,0,-100,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-20,0,82,0,0,0,0,0,0,0,0,0,0,0,-68,-100,0,-100,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-23,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
