account_rewards,date
10911.938375255675,2022-07-06
-677.6235266800504,2022-07-07
-4354.995852577151,2022-07-08
-3681.4831717186607,2022-07-11
-2852.7498688392807,2022-07-12
-1513.7295970992418,2022-07-13
15358.451897403691,2022-07-14
-9308.444782485953,2022-07-15
13918.97096226504,2022-07-18
-2251.389993125922,2022-07-19
4858.1572311096825,2022-07-20
-2096.0478617630433,2022-07-21
141.67973338696174,2022-07-22
-8915.300994476303,2022-07-25
11658.152975704172,2022-07-26
3976.3693557434017,2022-07-27
7757.525280185742,2022-07-28
-844.151099464274,2022-07-29
-2364.395886993385,2022-08-01
3439.228891753941,2022-08-02
-1914.751351547311,2022-08-03
-175.98608207702637,2022-08-04
203.3163192748325,2022-08-05
-2586.504189559957,2022-08-08
16032.270916095702,2022-08-09
1605.3601429939736,2022-08-10
10455.744159175898,2022-08-11
1805.3374710578937,2022-08-12
330.7507108040154,2022-08-15
-2011.3319927444682,2022-08-16
4168.968350811047,2022-08-17
-7770.084220180521,2022-08-18
-15627.025255886023,2022-08-19
-1473.3633603362832,2022-08-22
3415.7929893379332,2022-08-23
6798.431863883976,2022-08-24
-23237.815574134816,2022-08-25
-6436.601834995323,2022-08-26
-5897.933610578533,2022-08-29
-3631.0060000724625,2022-08-30
1664.3409159431467,2022-08-31
-5472.892264667549,2022-09-01
-7083.655766757904,2022-09-02
6921.173599491129,2022-09-06
9245.483641784638,2022-09-07
9191.864686687477,2022-09-08
8046.609755191836,2022-09-09
-31447.875958146993,2022-09-12
-150.58086083224043,2022-09-13
4787.762100399006,2022-09-14
-7406.415989681263,2022-09-15
2971.584778736229,2022-09-16
-8914.449874954298,2022-09-19
-10683.508688760689,2022-09-20
-429.1648995591095,2022-09-21
-16713.480805465602,2022-09-22
-10768.181464591995,2022-09-23
-1363.1014355830848,2022-09-26
12752.758291975013,2022-09-27
-10437.431423339876,2022-09-28
-9178.531749912305,2022-09-29
16726.665070694056,2022-09-30
