account_rewards,date
255.62252510071266,2023-07-07
4370.418093353277,2023-07-10
-2401.1771187554114,2023-07-11
-348.4989770507673,2023-07-12
14662.052982879686,2023-07-13
4141.312636028277,2023-07-14
8146.282012321521,2023-07-17
4680.2473556365585,2023-07-18
11930.5982951927,2023-07-19
2640.8995406952454,2023-07-20
2594.4448115996784,2023-07-21
-138.69794369128067,2023-07-24
940.4046173095703,2023-07-25
870.7497138977051,2023-07-26
1578.5333442687988,2023-07-27
-8660.82201385498,2023-07-28
-890.7554321289062,2023-07-31
-2267.135555267334,2023-08-01
2234.9190368652344,2023-08-02
-7221.8698081970215,2023-08-03
13244.43399810791,2023-08-04
-5467.850196838379,2023-08-07
-4354.786128997803,2023-08-08
-951.5096626281738,2023-08-09
5763.510234832764,2023-08-10
980.3577117919922,2023-08-11
-5524.6232986450195,2023-08-14
-6087.063148498535,2023-08-15
-6653.847858428955,2023-08-16
746.4413261413574,2023-08-17
-8611.545749664307,2023-08-18
-5453.0059242248535,2023-08-21
485.78105545043945,2023-08-22
-2145.182903289795,2023-08-23
6209.644908905029,2023-08-24
-186.02083587646484,2023-08-25
2600.758457183838,2023-08-28
-639.2941589355469,2023-08-29
-11358.60682296753,2023-08-30
-844.7983551025391,2023-08-31
-591.1548919677734,2023-09-01
-7977.171367645264,2023-09-05
9082.746189117432,2023-09-06
649.8974380493164,2023-09-07
3683.730369567871,2023-09-08
2122.129535675049,2023-09-11
1864.6737022399902,2023-09-12
6258.923351287842,2023-09-13
-8578.790096282959,2023-09-14
1227.1468086242676,2023-09-15
-5076.984859466553,2023-09-18
3282.122303009033,2023-09-19
-4460.33606338501,2023-09-20
900.9559555053711,2023-09-21
-889.7309532165527,2023-09-22
-7675.696613311768,2023-09-25
-6601.281467437744,2023-09-26
5193.785888671875,2023-09-27
-5370.965534210205,2023-09-28
-1819.4369163513184,2023-09-29
-7779.163722991943,2023-10-02
2726.6759147644043,2023-10-03
