account_rewards,date
-1605.4524419326335,2023-04-05
5659.200092948857,2023-04-06
7697.148073638906,2023-04-10
-418.24450308224186,2023-04-11
8091.124921896029,2023-04-12
-15833.508109191898,2023-04-13
1755.2308042183286,2023-04-14
2626.5039982680464,2023-04-17
-7884.777245115256,2023-04-18
-1512.6814964980586,2023-04-19
-5212.889089277247,2023-04-20
2829.0814962100703,2023-04-21
-5321.425563047407,2023-04-24
-4934.394695281982,2023-04-25
13840.377704620361,2023-04-26
5691.321105957031,2023-04-27
-1881.415786743164,2023-04-28
-5166.194847106934,2023-05-01
-5501.796314239502,2023-05-02
-6747.0405197143555,2023-05-03
14941.014183044434,2023-05-04
-2318.693416595459,2023-05-05
-1236.2924156188965,2023-05-08
790.1834106445312,2023-05-09
-544.3139038085938,2023-05-10
-378.9945411682129,2023-05-11
-59.56806945800781,2023-05-12
-7425.249774932861,2023-05-15
9404.362972259521,2023-05-16
735.3236351013184,2023-05-17
-1811.869831085205,2023-05-18
-2190.7211875915527,2023-05-19
-7531.750148773193,2023-05-22
-4013.839382171631,2023-05-23
-1120.7124366760254,2023-05-24
9979.147422790527,2023-05-25
2252.9610862731934,2023-05-26
4745.05082321167,2023-05-30
7654.694774627686,2023-05-31
12121.56088256836,2023-06-01
-8780.737895965576,2023-06-02
-5516.750701904297,2023-06-05
1347.0310516357422,2023-06-06
13063.880355834961,2023-06-07
988.2018699645996,2023-06-08
8488.572635650635,2023-06-09
-317.4738426208496,2023-06-12
-15095.709529876709,2023-06-13
10432.60665512085,2023-06-14
-3229.787223815918,2023-06-15
-4307.54821395874,2023-06-16
-883.4642562866211,2023-06-20
-752.7461013793945,2023-06-21
-3119.548542022705,2023-06-22
-202.2648696899414,2023-06-23
9213.564456939697,2023-06-26
-3410.0537757873535,2023-06-27
2172.0214195251465,2023-06-28
7751.642021179199,2023-06-29
-1895.9764938354492,2023-06-30
-3985.6044387817383,2023-07-03
-3955.431037902832,2023-07-05
