time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/n_updates,train/explained_variance,train/clip_range,train/learning_rate,train/value_loss,rollout/ep_len_mean,train/entropy_loss,train/std,train/policy_gradient_loss,train/clip_fraction,rollout/ep_rew_mean,train/loss,train/approx_kl
756,62,47104,23,220,0.7306335866451263,0.2,0.00025,3.570672476982395e-06,3513.0,-9.833842274546623,0.9923513531684875,0.37514654798433184,0.9716796875,-6.976923076923077e-05,0.31646913290023804,9.704619
787,62,49152,24,230,0.6862322688102722,0.2,0.00025,1.468851039820862e-05,3513.0,-9.939958626031876,1.0005639791488647,1.0219957181136123,0.980615234375,-6.976923076923077e-05,0.15188735723495483,8.99598
822,62,51200,25,240,0.8187388777732849,0.2,0.00025,2.4884253069856755e-05,3513.0,-9.955431500077248,1.0084439516067505,0.3107850763946772,0.9921875,-6.621428571428573e-05,0.2985416650772095,14.930378
857,62,53248,26,250,0.3797147274017334,0.2,0.00025,6.083080527741203e-07,3513.0,-9.980968257784843,1.0078744888305664,0.197652838806971,0.99638671875,-6.500000000000001e-05,0.2958378791809082,29.641459
887,62,55296,27,260,0.7098738849163055,0.2,0.00025,5.877287732758418e-05,3513.0,-10.009560668468476,1.0126193761825562,0.5172203696798533,0.987060546875,-6.500000000000001e-05,0.19526073336601257,16.41555
921,62,57344,28,270,0.7400330603122711,0.2,0.00025,1.4362579237925387e-06,3513.0,-10.063004866242409,1.0236128568649292,1.8026836735662073,0.989990234375,-6.7e-05,0.28689467906951904,7.5871444
951,62,59392,29,280,0.6570275723934174,0.2,0.00025,3.1700103141574233e-06,3513.0,-10.072662943601609,1.0203763246536255,0.3391563788987696,0.987451171875,-6.7e-05,0.11245790123939514,91.05679
986,62,61440,30,290,0.5489149391651154,0.2,0.00025,1.1468060551855785e-05,3513.0,-10.123892223834991,1.0336717367172241,0.7153892946895212,0.9931640625,-6.841176470588235e-05,0.3183291256427765,7.4702024
1018,62,63488,31,300,0.6548467576503754,0.2,0.00025,3.620220709255051e-05,3513.0,-10.218473154306412,1.0417101383209229,3.490411627944559,0.9775390625,-7.177777777777777e-05,77.17526245117188,8.403711
1050,62,65536,32,310,0.8658574223518372,0.2,0.00025,3.6527944634912045e-05,3513.0,-10.1783148676157,1.0271742343902588,0.44284944378305224,0.976806640625,-7.177777777777777e-05,0.3839331865310669,17.92834
1087,62,67584,33,320,0.8553596884012222,0.2,0.00025,1.4411798216151795e-06,3513.0,-10.09838338792324,1.02245032787323,0.5467929188627749,0.98359375,-7.252631578947368e-05,0.4781765043735504,10.778744
1118,62,69632,34,330,0.844518393278122,0.2,0.00025,5.3372724881484144e-06,3513.0,-10.091690796613694,1.025121808052063,0.35556533270719226,0.962109375,-7.252631578947368e-05,0.08410156518220901,42.869896
1153,62,71680,35,340,0.8406191021203995,0.2,0.00025,1.7417161975785688e-06,3513.0,-10.15925336778164,1.0384823083877563,0.3676969536580145,0.96123046875,-7.45e-05,0.3874596357345581,9.207142
1183,62,73728,36,350,0.7541439533233643,0.2,0.00025,1.6836064508751747e-06,3513.0,-10.24055780172348,1.0503175258636475,0.3674217727268115,0.964013671875,-7.45e-05,0.17819328606128693,6.433446
1217,62,75776,37,360,0.6647273898124695,0.2,0.00025,2.0099562644126932e-05,3513.0,-10.277820509672164,1.0472007989883423,0.6968115065712481,0.979833984375,-7.547619047619046e-05,0.22168782353401184,8.924911
1253,62,77824,38,370,0.26537811756134033,0.2,0.00025,8.548368951499796e-06,3513.0,-10.26509302854538,1.047785997390747,1.2090440205764026,0.990625,-7.249999999999999e-05,0.3122324049472809,9.596017
1283,62,79872,39,380,0.1953607201576233,0.2,0.00025,1.9693802659759285e-06,3513.0,-10.257111781835556,1.0482466220855713,0.28651882517151533,0.999267578125,-7.249999999999999e-05,0.29094016551971436,16.056437
1317,62,81920,40,390,0.5063956081867218,0.2,0.00025,8.346662035307872e-07,3513.0,-10.261426866054535,1.0493308305740356,0.2850233307108283,1.0,-7.04782608695652e-05,0.30044177174568176,12.704493
1348,62,83968,41,400,0.2881340980529785,0.2,0.00025,2.0599204916038615e-06,3513.0,-10.243359923362732,1.0448057651519775,0.27568558338098226,0.999755859375,-7.04782608695652e-05,0.2738398015499115,16.000801
1382,62,86016,42,410,-0.00296783447265625,0.2,0.00025,1.5969624207912147e-06,3513.0,-10.234883376955986,1.0446785688400269,0.287295606918633,1.0,-7.020833333333332e-05,0.3018758296966553,22.09893
1417,62,88064,43,420,0.46894556283950806,0.2,0.00025,7.29511319885745e-07,3513.0,-10.224938589334489,1.0428677797317505,0.28652342432178557,0.999658203125,-6.944e-05,0.31026169657707214,15.220618
1447,62,90112,44,430,0.3137081265449524,0.2,0.00025,1.986202023118722e-06,3513.0,-10.224192503094674,1.0432685613632202,0.29493818124756216,1.0,-6.944e-05,0.2946978211402893,23.33001
1482,62,92160,45,440,-0.43344414234161377,0.2,0.00025,4.975671572982065e-07,3513.0,-10.228799203038216,1.044382929801941,0.2968997401650995,1.0,-6.776923076923076e-05,0.30815741419792175,15.432503
1512,62,94208,46,450,0.3233821988105774,0.2,0.00025,2.2854418617157533e-06,3513.0,-10.24589521586895,1.0471981763839722,0.2874896531458944,0.9998046875,-6.776923076923076e-05,0.24190954864025116,16.286505
1547,62,96256,47,460,0.14126437902450562,0.2,0.00025,1.1475336633814948e-06,3513.0,-10.254414105415345,1.0479421615600586,0.286396305821836,1.0,-6.688888888888889e-05,0.29605159163475037,17.139515
1577,62,98304,48,470,-0.047757625579833984,0.2,0.00025,7.558360348269844e-07,3513.0,-10.244284257292747,1.0459805727005005,0.28853436759673057,0.999853515625,-6.688888888888889e-05,0.286129355430603,14.600917
1611,62,100352,49,480,0.37451839447021484,0.2,0.00025,2.264711652344431e-06,3513.0,-10.242683696746827,1.0458048582077026,0.29772121822461484,1.0,-6.567857142857143e-05,0.2814168930053711,23.200333
1646,62,102400,50,490,-0.6742876768112183,0.2,0.00025,3.281788501396932e-07,3513.0,-10.234134384989739,1.043778419494629,0.3040703144390136,1.0,-6.551724137931034e-05,0.30146506428718567,16.858364
1678,62,104448,51,500,0.049334049224853516,0.2,0.00025,2.287179805193773e-06,3513.0,-10.231804209947587,1.0447239875793457,0.2938520886469632,1.0,-6.551724137931034e-05,0.30406254529953003,23.366459
1712,62,106496,52,510,0.20282024145126343,0.2,0.00025,5.165679154650604e-07,3513.0,-10.238635581731796,1.0457355976104736,0.29595922948792575,1.0,-6.456666666666666e-05,0.2958417534828186,19.529964
1742,62,108544,53,520,0.5705859363079071,0.2,0.00025,1.401784807875117e-06,3513.0,-10.262825655937196,1.0494680404663086,0.2894218725152314,0.99951171875,-6.456666666666666e-05,0.3049667179584503,15.079223
1777,62,110592,54,530,0.5817409455776215,0.2,0.00025,9.882269082606144e-07,3513.0,-10.27578336596489,1.0516016483306885,0.2941742546390742,1.0,-6.296774193548387e-05,0.31509625911712646,17.111921
1810,62,112640,55,540,-0.2909442186355591,0.2,0.00025,1.215563166123701e-06,3513.0,-10.31493819952011,1.063908338546753,0.35139212803915143,0.9953125,-6.406249999999999e-05,0.6731618046760559,6.2010965
1840,62,114688,56,550,0.8074771910905838,0.2,0.00025,3.391266451786556e-05,3513.0,-10.381179457902908,1.0713332891464233,0.34068881219718605,0.987060546875,-6.406249999999999e-05,0.20623664557933807,8.873371
1877,62,116736,57,560,0.1884022355079651,0.2,0.00025,2.7643132582966246e-07,3513.0,-10.41779734492302,1.0737087726593018,0.332421520492062,0.99189453125,-6.372727272727273e-05,0.2850707769393921,4.03331
1907,62,118784,58,570,0.7505418807268143,0.2,0.00025,1.9379433737132245e-05,3513.0,-10.420006954669953,1.073952555656433,0.40959849902428686,0.98427734375,-6.372727272727273e-05,0.08848471194505692,8.0457
1941,62,120832,59,580,0.5420923829078674,0.2,0.00025,5.639234878174193e-07,3513.0,-10.456967109441758,1.0797520875930786,6.463081415602938,0.99111328125,-6.56470588235294e-05,198.983642578125,18.918667
1971,62,122880,60,590,0.698203444480896,0.2,0.00025,1.56299793854231e-06,3513.0,-10.445117473602295,1.0766180753707886,0.3846678274916485,0.9791015625,-6.56470588235294e-05,0.24520060420036316,71.132416
2006,62,124928,61,600,0.6957258582115173,0.2,0.00025,0.0001515288342640808,3513.0,-10.471646055579185,1.0817023515701294,0.4239214188884944,0.98720703125,-6.639999999999999e-05,0.7076959609985352,6.387285
2039,62,126976,62,610,0.6907137632369995,0.2,0.00025,2.54166596080907e-07,3513.0,-10.459777349233628,1.078371286392212,4.383429006789811,0.992431640625,-6.622222222222222e-05,0.1235085055232048,8.099791
2070,62,129024,63,620,0.5980584621429443,0.2,0.00025,8.968802979403278e-07,3513.0,-10.483649015426636,1.0828521251678467,0.3997072706464678,0.98388671875,-6.622222222222222e-05,0.3597223460674286,6.577791
2106,62,131072,64,630,0.36177653074264526,0.2,0.00025,3.0319327848360444e-07,3513.0,-10.504367569088936,1.0871577262878418,0.31441267975606024,0.994384765625,-6.74054054054054e-05,0.31229308247566223,4.5407476
2136,62,133120,65,640,0.6994341909885406,0.2,0.00025,5.896507794478367e-07,3513.0,-10.486780565977096,1.0803475379943848,0.38557882346212863,0.979443359375,-6.74054054054054e-05,0.2080017328262329,5.4488688
2170,62,135168,66,650,0.0198860764503479,0.2,0.00025,6.24360196166407e-07,3513.0,-10.476366096735001,1.0820809602737427,0.6159332178067416,0.989013671875,-6.828947368421052e-05,0.24524445831775665,5.1184554
2204,62,137216,67,660,0.19693595170974731,0.2,0.00025,4.4875343725436777e-07,3513.0,-10.48749170601368,1.0840997695922852,1.938758557010442,0.994580078125,-6.882051282051282e-05,1.6443144083023071,5.9426546
2234,62,139264,68,670,-0.1074826717376709,0.2,0.00025,1.2911394488757111e-05,3513.0,-10.494096356630326,1.0842360258102417,0.37381118182092904,0.99091796875,-6.882051282051282e-05,0.26735690236091614,4.3168917
2268,62,141312,69,680,-0.5013997554779053,0.2,0.00025,2.332658548320765e-07,3513.0,-10.50648241341114,1.0837953090667725,0.4671245560981333,0.993017578125,-6.84e-05,4.669857501983643,3.8590508
2301,62,143360,70,690,0.4587504267692566,0.2,0.00025,6.853799805917049e-06,3513.0,-10.477360332012177,1.079048991203308,1.1901617771014572,0.985107421875,-6.84e-05,0.20338167250156403,8.42218
2335,62,145408,71,700,0.45030951499938965,0.2,0.00025,5.761842396090345e-07,3513.0,-10.450042417645454,1.075425386428833,0.29130987962707877,0.998095703125,-6.826829268292682e-05,0.2848367989063263,6.301956
2365,62,147456,72,710,0.8057530522346497,0.2,0.00025,6.263899323188937e-05,3513.0,-10.429073810577393,1.0730764865875244,0.34578253182116897,0.978271484375,-6.826829268292682e-05,0.13154469430446625,7.6915607
2400,62,149504,73,720,0.882909320294857,0.2,0.00025,5.65568331811761e-06,3513.0,-10.423198428750037,1.0725882053375244,0.38305223672650757,0.9966796875,-6.971428571428572e-05,0.3764345049858093,10.893667
2433,62,151552,74,730,0.4948200583457947,0.2,0.00025,1.2941895101814538e-06,3513.0,-10.413627135753632,1.0712807178497314,0.254450582107529,0.999951171875,-6.990697674418605e-05,0.2664806544780731,13.682002
2463,62,153600,75,740,0.8647073209285736,0.2,0.00025,1.0380850379299034e-06,3513.0,-10.410830536484719,1.070807695388794,0.2942526945378631,0.99951171875,-6.990697674418605e-05,0.3230516314506531,14.045587
2499,62,155648,76,750,0.8825477808713913,0.2,0.00025,3.240224323519669e-07,3513.0,-10.411782112717628,1.0711872577667236,0.3078432958573103,1.0,-6.888636363636363e-05,0.31214195489883423,16.06908
2530,62,157696,77,760,0.8606929332017899,0.2,0.00025,6.25038215851248e-07,3513.0,-10.41264576613903,1.0712257623672485,0.3023117327131331,0.999560546875,-6.888636363636363e-05,0.308463454246521,12.845835
2563,62,159744,78,770,0.7812633514404297,0.2,0.00025,5.041737447974981e-07,3513.0,-10.415324276685714,1.0716429948806763,0.29729310078546406,1.0,-6.968888888888889e-05,0.29409974813461304,16.007236
2597,62,161792,79,780,0.6912549436092377,0.2,0.00025,3.4646039250851855e-07,3513.0,-10.413070961833,1.0714423656463623,0.29161256016232073,0.999951171875,-6.871739130434782e-05,0.27644357085227966,13.021477
2628,62,163840,80,790,0.7561397850513458,0.2,0.00025,1.3507031765502831e-06,3513.0,-10.429804483056069,1.0730167627334595,0.30055086868815123,0.9978515625,-6.871739130434782e-05,0.31345757842063904,12.8456745
2662,62,165888,81,800,0.46187418699264526,0.2,0.00025,1.857996759779823e-07,3513.0,-10.434839740395546,1.0783295631408691,0.30549574913457034,0.999951171875,-6.897872340425531e-05,0.2894671559333801,10.76483
2692,62,167936,82,810,0.7933263778686523,0.2,0.00025,2.2096330018683828e-05,3513.0,-10.514799189567565,1.0935362577438354,0.5186542566632852,0.99013671875,-6.897872340425531e-05,0.18250365555286407,12.253663
2729,62,169984,83,820,0.7229622602462769,0.2,0.00025,1.7776783441281196e-06,3513.0,-10.567147463560104,1.0959484577178955,0.3380829115863889,0.98603515625,-6.833333333333333e-05,0.4504060745239258,3.1687438
2759,62,172032,84,830,0.5229989290237427,0.2,0.00025,9.374347410551209e-07,3513.0,-10.563121730089188,1.0942751169204712,0.3835141323041171,0.9853515625,-6.833333333333333e-05,0.20378410816192627,4.860226
2793,62,174080,85,840,0.4615049362182617,0.2,0.00025,1.97908993137208e-05,3513.0,-10.557599475979805,1.0929850339889526,0.590019689546898,0.980859375,-6.90408163265306e-05,0.18032675981521606,3.5611148
2827,62,176128,86,850,0.437166690826416,0.2,0.00025,2.8043247026765525e-07,3513.0,-10.541785776615143,1.0903921127319336,0.37826845690142363,0.985400390625,-6.9e-05,0.18110132217407227,4.6364813
2858,62,178176,87,860,0.18588149547576904,0.2,0.00025,3.9829250959577677e-07,3513.0,-10.516381290555,1.0859330892562866,0.3274804087821394,0.995751953125,-6.9e-05,0.3150486648082733,7.6137867
2892,62,180224,88,870,0.3126469850540161,0.2,0.00025,2.1159818452964885e-07,3513.0,-10.524226534366608,1.0907429456710815,0.3401271165814251,0.995751953125,-6.819607843137254e-05,0.41299206018447876,4.600553
2925,62,182272,89,880,0.41873836517333984,0.2,0.00025,8.422085128256818e-05,3513.0,-10.512600016593932,1.0845228433609009,0.8518320956733078,0.988916015625,-6.819607843137254e-05,0.23644104599952698,6.1561546
2960,62,184320,90,890,0.7206330597400665,0.2,0.00025,1.0137263688925202e-06,3513.0,-10.481972265243531,1.0784531831741333,0.6611537555465474,0.99345703125,-6.836538461538461e-05,5.366428375244141,5.624653
2994,62,186368,91,900,0.791423887014389,0.2,0.00025,3.77767450965294e-07,3513.0,-10.413848212361335,1.0681098699569702,1.4886144409523694,0.982177734375,-6.928301886792452e-05,0.16551637649536133,67.178795
3025,62,188416,92,910,0.6204020977020264,0.2,0.00025,1.3988832045708222e-05,3513.0,-10.384718680381775,1.0666005611419678,0.40469824604224414,0.984326171875,-6.928301886792452e-05,0.5629202723503113,6.073821
3059,62,190464,93,920,0.9448716640472412,0.2,0.00025,1.0119965342170189e-06,3513.0,-10.394943362474441,1.0708417892456055,0.31354270279407503,0.9990234375,-6.968518518518517e-05,0.3133869171142578,6.595223
3091,62,192512,94,930,0.8843243941664696,0.2,0.00025,3.880929293220703e-06,3513.0,-10.386600896716118,1.0658589601516724,0.37719718725420537,0.999462890625,-6.968518518518517e-05,0.2774474620819092,12.035756
3127,62,194560,95,940,0.9347874447703362,0.2,0.00025,5.68476971674059e-07,3513.0,-10.374590075016021,1.0658504962921143,0.30088451015762985,1.0,-7.009090909090908e-05,0.3091472387313843,14.24398
3157,62,196608,96,950,0.9035594016313553,0.2,0.00025,9.958659255016045e-07,3513.0,-10.375187727808953,1.0659834146499634,0.3051212571095675,1.0,-7.009090909090908e-05,0.30870378017425537,12.322697
3190,62,198656,97,960,0.9192074984312057,0.2,0.00025,5.754771150723315e-07,3513.0,-10.378894403576851,1.0672200918197632,0.33048995239660145,1.0,-7.085714285714288e-05,0.34268686175346375,11.756748
3225,62,200704,98,970,0.6110104620456696,0.2,0.00025,4.063825079114736e-07,3513.0,-10.392492020130158,1.0692082643508911,0.2611406714189798,0.999560546875,-7.168421052631581e-05,0.21426941454410553,11.062468
3255,62,202752,99,980,0.9020558521151543,0.2,0.00025,5.989920278892668e-07,3513.0,-10.394504731893539,1.0688376426696777,0.3168557410128415,0.999755859375,-7.168421052631581e-05,0.31458786129951477,10.454535
3289,62,204800,100,990,0.8831659555435181,0.2,0.00025,1.9505573189970704e-07,3513.0,-10.397481578588486,1.0698975324630737,0.30850915061309936,1.0,-7.181034482758622e-05,0.324314147233963,11.451773
3322,62,206848,101,1000,0.8999922499060631,0.2,0.00025,4.6382161240643426e-07,3513.0,-10.406922268867493,1.0762625932693481,0.31357115879654884,0.99931640625,-7.181034482758622e-05,0.3118278384208679,7.156212
3356,62,208896,102,1010,0.8591567873954773,0.2,0.00025,9.143948711707318e-05,3513.0,-10.45167239010334,1.0694777965545654,1.0896774407010525,0.9779296875,-7.122033898305086e-05,0.14673840999603271,14.057281
3392,62,210944,103,1020,0.7078128457069397,0.2,0.00025,2.447222198664889e-07,3513.0,-10.397683063149453,1.0693528652191162,4.2140410100109875,0.9779296875,-7.111666666666668e-05,0.22959521412849426,9.804165
3422,62,212992,104,1030,0.7642232775688171,0.2,0.00025,8.553612445894032e-07,3513.0,-10.40324013531208,1.0684165954589844,0.3465867889113724,0.97734375,-7.111666666666668e-05,0.19507472217082977,6.33875
3456,62,215040,105,1040,-0.04848647117614746,0.2,0.00025,1.2747886364294913e-07,3513.0,-10.355049970746041,1.060678243637085,0.9137023786082864,0.99677734375,-7.096721311475412e-05,0.3080502152442932,10.835701
3486,62,217088,106,1050,0.7595886886119843,0.2,0.00025,3.5431266760532764e-07,3513.0,-10.383360987901687,1.0703625679016113,0.35391297461465,0.986474609375,-7.096721311475412e-05,0.17131762206554413,11.125141
3522,62,219136,107,1060,0.6237469017505646,0.2,0.00025,4.904602278088532e-07,3513.0,-10.37623153924942,1.0612483024597168,1.24058890491724,0.985009765625,-7.11451612903226e-05,14.170674324035645,6.816999
3553,62,221184,108,1070,0.572013258934021,0.2,0.00025,5.431051164572764e-07,3513.0,-10.33400863111019,1.0583974123001099,0.3133866240270436,0.985009765625,-7.11451612903226e-05,0.2532713711261749,6.8719854
3587,62,223232,109,1080,0.4400843381881714,0.2,0.00025,6.310967215483743e-07,3513.0,-10.318828609585761,1.0564303398132324,0.32702525136992333,0.99091796875,-7.11746031746032e-05,0.5966548323631287,6.631136
3622,62,225280,110,1090,0.29934245347976685,0.2,0.00025,5.757333445322033e-07,3513.0,-10.280263599753379,1.0500683784484863,0.5621679345611483,0.9958984375,-7.085937500000001e-05,0.27560827136039734,7.5102386
3652,62,227328,111,1100,0.762930154800415,0.2,0.00025,5.9403589154793934e-05,3513.0,-10.308995163440704,1.0568573474884033,0.30833303234539927,0.9779296875,-7.085937500000001e-05,0.20187853276729584,7.2927465
3687,62,229376,112,1110,0.5788801908493042,0.2,0.00025,1.5209461390330858e-07,3513.0,-10.288754764199258,1.0487737655639648,3.0455079931300135,0.983447265625,-7.075384615384616e-05,0.24914564192295074,6.8693275
3721,62,231424,113,1120,0.6459471881389618,0.2,0.00025,3.2533643254950564e-07,3513.0,-10.23763221502304,1.0406514406204224,0.7124779769685119,0.98291015625,-7.075384615384616e-05,0.1948522925376892,15.382632
3759,62,233472,114,1130,0.44686686992645264,0.2,0.00025,2.9245005548350635e-07,3513.0,-10.210370662808419,1.0400880575180054,0.49976930404081943,0.98720703125,-7.093939393939394e-05,0.2811785638332367,5.6356316
3793,62,235520,115,1140,0.3215183615684509,0.2,0.00025,1.9395315828951709e-07,3513.0,-10.189293643832206,1.035751461982727,0.29763558055274186,0.985986328125,-7.044776119402986e-05,0.31114161014556885,5.562427
3824,62,237568,116,1150,0.44861525297164917,0.2,0.00025,4.900897373927293e-07,3513.0,-10.194688218832017,1.0385770797729492,0.3874792931601405,0.9830078125,-7.044776119402986e-05,0.34686335921287537,4.9825797
3859,62,239616,117,1160,0.10497963428497314,0.2,0.00025,2.719456807853682e-07,3513.0,-10.174182662367821,1.0336339473724365,0.7755499640014023,0.992919921875,-7.058823529411765e-05,0.2967054545879364,7.9426513
3890,62,241664,118,1170,0.6958882510662079,0.2,0.00025,4.340258019941423e-06,3513.0,-10.169703063368797,1.0321978330612183,0.32714754303451626,0.9751953125,-7.058823529411765e-05,0.2113318145275116,5.4295273
3926,62,243712,119,1180,0.6928527355194092,0.2,0.00025,0.00021300121406278016,3513.0,-10.127273413538934,1.023402214050293,0.3324573591351509,0.9724609375,-6.973913043478261e-05,0.5236096382141113,3.737072
3956,62,245760,120,1190,0.5941051542758942,0.2,0.00025,2.621460488905214e-07,3513.0,-10.075657433271408,1.0186455249786377,0.5589321354869753,0.983935546875,-6.973913043478261e-05,0.23164717853069305,8.441347
3991,62,247808,121,1200,0.4901025891304016,0.2,0.00025,2.5336413320253824e-06,3513.0,-10.07834509909153,1.0231770277023315,0.6358294418081641,0.9890625,-6.964285714285715e-05,3.3473565578460693,8.610371
4025,62,249856,122,1210,0.14219242334365845,0.2,0.00025,1.9707679363989427e-07,3513.0,-10.050865566730499,1.0118162631988525,0.9527184287086129,0.97783203125,-6.984507042253521e-05,0.23722009360790253,5.0836544
4056,62,251904,123,1220,0.7537267208099365,0.2,0.00025,5.06201332761691e-07,3513.0,-10.03297887146473,1.0187656879425049,0.3864193746005185,0.97568359375,-6.984507042253521e-05,0.2038796842098236,18.444946
4092,62,253952,124,1230,0.4744616746902466,0.2,0.00025,1.4929806169128312e-07,3513.0,-10.068551850318908,1.0205541849136353,0.33683865014463665,0.986376953125,-7.013888888888888e-05,0.22127485275268555,4.089405
4123,62,256000,125,1240,0.72222501039505,0.2,0.00025,1.1531059066705041e-06,3513.0,-10.044301629066467,1.01150381565094,1.1117371271247976,0.972509765625,-7.013888888888888e-05,0.21506255865097046,9.8466625
4156,62,258048,126,1250,0.23193120956420898,0.2,0.00025,7.691552632582699e-07,3513.0,-9.995105865597726,1.007549524307251,0.31014317623339593,0.98759765625,-7.002739726027398e-05,0.2605471909046173,6.789796
4191,62,260096,127,1260,0.38577497005462646,0.2,0.00025,1.5118465625629796e-06,3513.0,-9.96461423933506,1.0024546384811401,0.3232697904575616,0.988916015625,-7.014864864864865e-05,0.28496024012565613,7.12714
4222,62,262144,128,1270,0.4957185387611389,0.2,0.00025,2.7225754173643147e-05,3513.0,-9.970379355549813,1.0084073543548584,0.49230409348383547,0.98525390625,-7.014864864864865e-05,0.7637413144111633,6.2625885
4255,62,264192,129,1280,0.933678537607193,0.2,0.00025,4.9699835684702265e-06,3513.0,-9.896105921268463,0.9740652441978455,0.6673791580658872,0.968994140625,-7.056000000000002e-05,-0.08263539522886276,15.901347
4288,62,266240,130,1290,0.9063303545117378,0.2,0.00025,1.0541267317876191e-05,3513.0,-9.70026233792305,0.9646619558334351,-0.026659964099599164,0.99677734375,-7.056000000000002e-05,-0.05390336737036705,113.8407
4322,62,268288,131,1300,0.9637695252895355,0.2,0.00025,4.914249184029274e-07,3513.0,-9.772431933879853,0.9764569997787476,0.35088076990650735,0.947802734375,-7.017105263157896e-05,0.36446428298950195,30.873013
