time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/learning_rate,train/loss,train/value_loss,train/policy_gradient_loss,train/std,train/n_updates,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_fraction,train/clip_range
19,353,1499.0,38912,4.600000000000001e-06,109,0.00025,0.0003419787681195885,3.1665147822934615e-06,0.15588735534111037,0.947560727596283,180,0.737296462059021,-9.504660153388977,32.385708,0.991748046875,0.2
20,374,1499.0,40960,4.814814814814815e-06,109,0.00025,0.07214664667844772,5.5630225892322474e-05,7.500370065528841,0.9433989524841309,190,0.7314747273921967,-9.561520329117775,18.839952,0.99560546875,0.2
21,392,1499.0,43008,4.892857142857144e-06,109,0.00025,0.11492711305618286,2.0012719744499917e-06,3.39926879209379,0.9531404376029968,200,0.6055490672588348,-9.55506735742092,55.385845,0.99521484375,0.2
22,413,1499.0,45056,4.566666666666667e-06,109,0.00025,0.0507490448653698,1.8495576874499875e-06,0.3339748256315943,0.9570103883743286,210,0.5700797140598297,-9.60355974137783,13.688256,0.992431640625,0.2
23,432,1499.0,47104,4.387096774193549e-06,108,0.00025,0.22531293332576752,2.5386719862297015e-06,0.3370236224669497,0.939886748790741,220,0.4707576632499695,-9.552371269464492,39.327385,0.991455078125,0.2
24,450,1499.0,49152,5.187500000000001e-06,109,0.00025,0.4587021470069885,2.145059448110942e-06,0.4136168800352607,0.9333038330078125,230,0.561770111322403,-9.478283604979515,20.958504,0.996337890625,0.2
25,470,1499.0,51200,4.264705882352941e-06,108,0.00025,0.3228602707386017,2.473249460344107e-06,0.26437669126316904,0.9192975759506226,240,0.4508686661720276,-9.388344699144364,22.87126,0.99658203125,0.2
26,489,1499.0,53248,3.8e-06,108,0.00025,0.13287506997585297,3.7088706667631753e-06,0.4869238102342933,0.9206176996231079,250,0.3015978932380676,-9.340045702457427,30.543827,0.9947265625,0.2
27,508,1499.0,55296,3.916666666666667e-06,108,0.00025,0.2930837571620941,1.91100584761017e-06,0.2619636085233651,0.9191656112670898,260,0.5589534342288971,-9.342698436975478,23.69572,0.99697265625,0.2
28,528,1499.0,57344,4.763157894736842e-06,108,0.00025,0.23826336860656738,1.8644145173674077e-05,0.2805287113878876,0.9190880656242371,270,0.4137303829193115,-9.338170701265335,24.750654,0.995947265625,0.2
29,547,1499.0,59392,3.974358974358974e-06,108,0.00025,0.3356253504753113,8.582649299651023e-05,4.847577672894113,0.9112903475761414,280,0.3633236885070801,-9.311367681622505,45.46128,0.992431640625,0.2
30,566,1499.0,61440,3.625e-06,108,0.00025,0.24956607818603516,9.187547181710443e-07,0.29110853956080973,0.9219691157341003,290,0.21169406175613403,-9.317692050337792,34.279285,0.996826171875,0.2
31,587,1499.0,63488,3.7857142857142856e-06,108,0.00025,0.28021252155303955,9.816400856621499e-07,1.745090853748843,0.9283391833305359,300,0.13969701528549194,-9.38774415254593,91.46001,0.994677734375,0.2
32,606,1499.0,65536,4.046511627906977e-06,108,0.00025,0.3052978813648224,7.911820058659203e-07,0.29988511276897045,0.9340677261352539,310,0.10939174890518188,-9.430939394235612,20.024136,0.994921875,0.2
33,626,1499.0,67584,3.7777777777777777e-06,107,0.00025,0.21879367530345917,1.2066985183523117e-06,0.37916060579009353,0.9351091384887695,320,0.14868038892745972,-9.461413490772248,25.12477,0.9966796875,0.2
34,645,1499.0,69632,4.217391304347826e-06,107,0.00025,0.2234376221895218,4.0157019945485925e-05,4.602012518350966,0.9408746957778931,330,0.11498516798019409,-9.480523669719696,21.979612,0.99150390625,0.2
35,664,1499.0,71680,4.085106382978723e-06,107,0.00025,0.3229559361934662,1.2775590502833723e-06,25.084850432444362,0.9562592506408691,340,0.20072448253631592,-9.536917540431023,29.927038,0.99599609375,0.2
36,684,1499.0,73728,3.979591836734694e-06,107,0.00025,0.7049277424812317,1.184250461871983e-06,0.38591263587586583,0.9560948610305786,350,0.13439244031906128,-9.628047114610672,11.05608,0.99375,0.2
37,703,1499.0,75776,4.38e-06,107,0.00025,0.24364109337329865,9.159985374651569e-07,0.33074194330256435,0.9382835030555725,360,0.1438131332397461,-9.559460318088531,9.071938,0.987353515625,0.2
38,721,1499.0,77824,4.352941176470588e-06,107,0.00025,0.24098792672157288,4.154317643312311e-06,0.30018833847716453,0.9292769432067871,370,0.2734604477882385,-9.461058512330055,10.642586,0.989892578125,0.2
39,742,1499.0,79872,4.641509433962264e-06,107,0.00025,0.27389997243881226,7.511937957538351e-06,0.3641161284409463,0.9125914573669434,380,0.2618480920791626,-9.354523938894271,23.797737,0.992919921875,0.2
40,761,1499.0,81920,4.75925925925926e-06,107,0.00025,0.23457352817058563,0.00022677987196813022,0.3088673855410889,0.9044318795204163,390,0.20774996280670166,-9.280262061953545,10.776721,0.98408203125,0.2
41,781,1499.0,83968,4.607142857142857e-06,107,0.00025,0.228969007730484,3.7992385370166915e-06,0.465312968287617,0.8995638489723206,400,0.23910796642303467,-9.2056410998106,17.023777,0.9908203125,0.2
42,799,1499.0,86016,4.473684210526315e-06,107,0.00025,0.35079291462898254,8.746810510551484e-07,0.3761512746103108,0.890969455242157,410,0.15421181917190552,-9.151357197761536,17.24301,0.990576171875,0.2
43,818,1499.0,88064,4.4482758620689656e-06,107,0.00025,0.21244469285011292,6.020458955369179e-07,0.4628236712655053,0.8776468634605408,420,0.17132794857025146,-9.084021916985511,18.166138,0.98681640625,0.2
44,838,1499.0,90112,3.666666666666666e-06,107,0.00025,0.2994009554386139,2.290191786169515e-06,0.33062192825600506,0.8692545294761658,430,0.18280619382858276,-8.987196460366249,23.522936,0.991259765625,0.2
45,857,1499.0,92160,3.868852459016393e-06,107,0.00025,0.15708346664905548,1.280237703786824e-05,0.41141145648434757,0.8592619895935059,440,0.2761417031288147,-8.907556927204132,21.151348,0.98603515625,0.2
46,876,1499.0,94208,4.2580645161290315e-06,107,0.00025,0.29208001494407654,1.0237650400313214e-06,0.3379454574780539,0.8605950474739075,450,0.19933104515075684,-8.878229343891144,18.888079,0.9912109375,0.2
47,897,1499.0,96256,4.390625e-06,107,0.00025,0.325457364320755,9.5447617545652e-06,0.38189864591695366,0.8503053784370422,460,0.10888516902923584,-8.829470220208169,23.84105,0.9921875,0.2
48,915,1499.0,98304,4.153846153846154e-06,107,0.00025,0.09701661020517349,1.1923632491139812e-06,3.6312299158016685,0.8476565480232239,470,0.5476008355617523,-8.781504690647125,48.46232,0.983251953125,0.2
49,934,1499.0,100352,4.318181818181818e-06,107,0.00025,0.41936516761779785,1.5653175898577842e-06,0.3522423918824643,0.8488126397132874,480,0.583759605884552,-8.774766194820405,25.356379,0.989990234375,0.2
50,954,1499.0,102400,4.367647058823529e-06,107,0.00025,0.2386213093996048,4.548513921598385e-06,0.3531594165484421,0.8422425985336304,490,0.5015313029289246,-8.753963378071784,22.48043,0.9896484375,0.2
51,973,1499.0,104448,4.449275362318841e-06,107,0.00025,0.25414934754371643,6.029975798513831e-05,0.5448481720057317,0.8483343720436096,500,0.6774318516254425,-8.76556715965271,76.165665,0.987890625,0.2
52,994,1499.0,106496,4.43661971830986e-06,107,0.00025,0.2826734781265259,6.6483863832012e-07,0.27065968746319413,0.8480710983276367,510,0.6142556369304657,-8.788390171527862,23.790112,0.989404296875,0.2
53,1013,1499.0,108544,4.444444444444444e-06,107,0.00025,0.27518901228904724,7.710247689196592e-07,0.5250871455064043,0.8541150689125061,520,0.6666271686553955,-8.794894951581956,20.247437,0.993115234375,0.2
54,1032,1499.0,110592,4.4931506849315066e-06,107,0.00025,0.23902355134487152,8.342774983294276e-07,0.30911292872042395,0.8406206965446472,530,0.6349904537200928,-8.763324162364006,27.19819,0.987255859375,0.2
55,1052,1499.0,112640,4.36e-06,106,0.00025,0.23038934171199799,1.7090060575597477e-06,0.3453662862768397,0.8386663794517517,540,0.5161636769771576,-8.709017768502235,23.722673,0.989111328125,0.2
56,1071,1499.0,114688,4.631578947368421e-06,107,0.00025,0.2850480377674103,0.0002633199503240924,0.7425960966851562,0.8284616470336914,550,0.5854530334472656,-8.645596784353256,30.139715,0.984375,0.2
57,1089,1499.0,116736,4.688311688311688e-06,107,0.00025,0.1908993422985077,4.0855519101157256e-07,0.40345058776438236,0.8381590843200684,560,0.5684216916561127,-8.659415125846863,19.816225,0.98818359375,0.2
58,1110,1499.0,118784,4.860759493670886e-06,106,0.00025,0.4311922490596771,6.224797982401498e-07,0.2818211768520996,0.8364623188972473,570,0.38416194915771484,-8.682782444357873,23.688898,0.9896484375,0.2
59,1129,1499.0,120832,5.049999999999999e-06,107,0.00025,0.665986180305481,1.0152791495521286e-06,0.2656162362312898,0.8307756781578064,580,0.4537963271141052,-8.667845365405082,21.565308,0.9796875,0.2
60,1147,1499.0,122880,5.19753086419753e-06,107,0.00025,0.45293304324150085,5.463932480243016e-07,0.44435953290667385,0.8357572555541992,590,0.49392449855804443,-8.656244838237763,24.305378,0.989794921875,0.2
61,1168,1499.0,124928,4.939759036144577e-06,106,0.00025,0.4319689869880676,5.8999705707663e-07,6.715921611967497,0.829966127872467,600,0.4169539213180542,-8.649753674864769,38.081818,0.98583984375,0.2
62,1187,1499.0,126976,4.964285714285713e-06,106,0.00025,0.23503680527210236,6.266530109888535e-06,0.7494898816104978,0.8186410665512085,610,0.40563076734542847,-8.574385967850684,22.7932,0.98505859375,0.2
63,1208,1499.0,129024,4.953488372093023e-06,106,0.00025,0.17602817714214325,2.3416505873896654e-05,0.34291340289637445,0.8125239014625549,620,0.5290521383285522,-8.49987618625164,29.486763,0.98642578125,0.2
64,1226,1499.0,131072,5.091954022988505e-06,106,0.00025,0.13452336192131042,4.511751800722053e-05,0.25584743489744144,0.801352322101593,630,0.6295045614242554,-8.424069795012475,32.92276,0.978955078125,0.2
65,1245,1499.0,133120,5.500000000000001e-06,106,0.00025,0.2139197438955307,4.340926949009116e-07,0.4392292188364081,0.790527880191803,640,0.6757287383079529,-8.333088296651841,17.934185,0.9779296875,0.2
66,1266,1499.0,135168,5.388888888888889e-06,106,0.00025,0.18183206021785736,8.179964572363474e-07,0.6190058449050412,0.7863616943359375,650,0.5576270520687103,-8.26895045042038,28.226898,0.98466796875,0.2
67,1286,1499.0,137216,5.285714285714286e-06,106,0.00025,0.2396996170282364,5.432814252293028e-06,0.24921849839156493,0.7790072560310364,660,0.6169790625572205,-8.215693262219428,37.76362,0.98369140625,0.2
68,1305,1499.0,139264,5.1086956521739134e-06,106,0.00025,2.759650945663452,9.918692487431713e-05,0.46593646800611166,0.7782144546508789,670,0.579413652420044,-8.181741520762444,21.276878,0.986083984375,0.2
69,1326,1499.0,141312,5.382978723404256e-06,106,0.00025,0.3450199067592621,4.486483858645585e-07,0.28355970795964824,0.7769331932067871,680,0.4028259515762329,-8.16712494790554,27.191143,0.98330078125,0.2
70,1346,1499.0,143360,5.526315789473685e-06,106,0.00025,0.17766954004764557,4.123872379580007e-07,0.36648766745929606,0.7699130177497864,690,0.516178160905838,-8.131554824113845,23.11665,0.9806640625,0.2
71,1366,1499.0,145408,5.845360824742268e-06,106,0.00025,0.27383264899253845,1.1268739871450607e-06,0.26404429716058075,0.7653079032897949,700,0.4341244697570801,-8.08617191016674,26.954908,0.98642578125,0.2
72,1385,1499.0,147456,5.846938775510205e-06,106,0.00025,0.19636431336402893,2.04035874304509e-05,0.2999909453326836,0.7636936902999878,710,0.3363696336746216,-8.05461014509201,16.572803,0.982177734375,0.2
73,1403,1499.0,149504,6.0707070707070715e-06,106,0.00025,0.05135200545191765,0.0002330784202234426,0.3235276132443687,0.7487788200378418,720,0.4607744812965393,-7.9741425722837445,20.706238,0.97158203125,0.2
74,1424,1499.0,151552,6.520000000000001e-06,106,0.00025,0.3049211800098419,3.9202525639048245e-07,0.8551837347215041,0.7420467138290405,730,0.42183613777160645,-7.872728319466114,24.813593,0.98505859375,0.2
75,1443,1499.0,153600,6.960000000000001e-06,106,0.00025,2.9804341793060303,4.5237322261471035e-07,0.8161848021845799,0.7349309921264648,740,0.2765260934829712,-7.807652372121811,46.621223,0.9828125,0.2
76,1462,1499.0,155648,7.3800000000000005e-06,106,0.00025,0.1794181913137436,3.424661839890319e-07,7.1197143907193094,0.7265070676803589,750,0.44584155082702637,-7.7358345061540605,28.174881,0.9810546875,0.2
77,1482,1499.0,157696,7.92e-06,106,0.00025,0.5587815642356873,3.870569944108837e-07,0.38107742508873343,0.7222372889518738,760,0.17273980379104614,-7.672076280415058,26.794638,0.987255859375,0.2
78,1502,1499.0,159744,7.680000000000001e-06,106,0.00025,0.24578601121902466,6.334376673411412e-07,0.24910085989395156,0.7150583267211914,770,0.14931458234786987,-7.616634254157543,20.982351,0.983154296875,0.2
79,1520,1499.0,161792,8.160000000000001e-06,106,0.00025,0.19752293825149536,3.8429469619849497e-07,0.2965310447849333,0.7097663879394531,780,0.34460169076919556,-7.554615829885006,26.799839,0.985888671875,0.2
80,1541,1499.0,163840,8.480000000000002e-06,106,0.00025,0.19556237757205963,1.8007336708469878e-05,0.2858074678108096,0.7078562378883362,790,0.10472750663757324,-7.518775402009487,29.191235,0.984521484375,0.2
81,1559,1499.0,165888,8.830000000000002e-06,106,0.00025,0.10811789333820343,7.158698251608087e-06,0.19913295471924358,0.6948804259300232,800,0.3559533953666687,-7.43914947360754,50.09375,0.974755859375,0.2
82,1580,1499.0,167936,9.079999999999998e-06,106,0.00025,0.6888418793678284,1.7221440155701373e-05,0.21794250094098971,0.6872621178627014,810,0.4320436716079712,-7.344744750857354,35.89822,0.98544921875,0.2
83,1599,1499.0,169984,9.229999999999998e-06,106,0.00025,0.17939531803131104,3.9703823000003524e-05,0.28753337323432787,0.6811575293540955,820,0.41907262802124023,-7.270360633730888,25.596334,0.979443359375,0.2
84,1617,1499.0,172032,9.8e-06,106,0.00025,0.0397738553583622,4.380669650831948e-05,0.15375563720735955,0.6838424801826477,830,0.6606906950473785,-7.244247038662434,54.061943,0.9794921875,0.2
85,1637,1499.0,174080,1.043e-05,106,0.00025,0.027212167158722878,2.994739247785816e-06,0.22087594764452662,0.6876068115234375,840,0.7407991588115692,-7.29998712092638,51.529358,0.9896484375,0.2
86,1656,1499.0,176128,1.044e-05,106,0.00025,0.006311665289103985,7.405600289853709e-05,0.42511105278827016,0.6827906966209412,850,0.781109169125557,-7.284296292066574,53.752674,0.97978515625,0.2
87,1675,1499.0,178176,1.057e-05,106,0.00025,0.050463516265153885,1.4131160424923904e-06,0.7180570336786332,0.6831557154655457,860,0.8581776767969131,-7.258703255653382,75.32168,0.9767578125,0.2
88,1695,1499.0,180224,1.063e-05,106,0.00025,0.431318074464798,9.246065026502493e-07,3.666614472158835,0.6813052296638489,870,0.8708223253488541,-7.261788374185562,297.70178,0.979541015625,0.2
89,1714,1499.0,182272,1.0580000000000002e-05,106,0.00025,2.0042803287506104,1.3736254551588445e-06,0.194273144613544,0.6697326898574829,880,0.8875171542167664,-7.180300441384316,31.210201,0.973095703125,0.2
90,1733,1499.0,184320,1.054e-05,106,0.00025,0.013774797320365906,8.455148626129727e-07,0.265780177457782,0.6649500727653503,890,0.8849117755889893,-7.098857834935188,32.171917,0.9783203125,0.2
91,1753,1499.0,186368,1.099e-05,106,0.00025,0.11779250204563141,2.40671845390672e-06,1.6654232813772978,0.6603776216506958,900,0.8689304888248444,-7.046975938975811,32.924576,0.977734375,0.2
92,1772,1499.0,188416,1.104e-05,106,0.00025,0.023989494889974594,9.74550568861865e-06,0.20372356834122912,0.656377911567688,910,0.8803428709506989,-7.003232988715172,24.034153,0.971728515625,0.2
93,1792,1499.0,190464,1.1720000000000003e-05,106,0.00025,0.2262575328350067,7.023711055920146e-06,0.2465421654720558,0.6517819166183472,920,0.8499284833669662,-6.961212666332722,33.81494,0.97890625,0.2
94,1811,1499.0,192512,1.2020000000000002e-05,106,0.00025,0.09945312887430191,6.177558622866286e-07,1.8231788391247392,0.650784969329834,930,0.8352100551128387,-6.932224868237972,36.600113,0.976416015625,0.2
95,1829,1499.0,194560,1.2200000000000003e-05,106,0.00025,0.13739056885242462,1.6046029303939945e-06,0.7565274614229566,0.6448531150817871,940,0.8163007944822311,-6.885803423821926,27.847,0.978076171875,0.2
96,1849,1499.0,196608,1.3359999999999999e-05,106,0.00025,0.17269879579544067,2.095716635062139e-05,0.8385159882745938,0.6407870650291443,950,0.7371122539043427,-6.833206909894943,40.67174,0.9810546875,0.2
97,1867,1499.0,198656,1.3410000000000002e-05,106,0.00025,0.17275790870189667,1.7221826327151747e-05,0.3255376629997045,0.6352256536483765,960,0.5267055332660675,-6.783874563872814,24.957405,0.9833984375,0.2
98,1886,1499.0,200704,1.4070000000000003e-05,106,0.00025,0.18833084404468536,2.803276636598184e-07,0.32718717844691125,0.6368041634559631,970,0.643246591091156,-6.763277623057365,30.921494,0.991064453125,0.2
99,1906,1499.0,202752,1.5050000000000003e-05,106,0.00025,1.3304966688156128,4.294358786927077e-06,0.3078767707105726,0.639501690864563,980,0.5638342499732971,-6.785408699512482,284.86398,0.992529296875,0.2
100,1925,1499.0,204800,1.5090000000000001e-05,106,0.00025,0.29533857107162476,8.990815585896428e-06,0.742312070610933,0.6372928619384766,990,0.4817788600921631,-6.781768070161343,71.82039,0.98720703125,0.2
101,1944,1499.0,206848,1.5080000000000003e-05,106,0.00025,1.5027186870574951,7.474769139204085e-07,0.46633830007631333,0.6341472864151001,1000,0.5551397204399109,-6.757735213637352,41.5396,0.992138671875,0.2
102,1964,1499.0,208896,1.5839999999999997e-05,106,0.00025,0.16164971888065338,5.202364393497305e-07,0.357267747935839,0.6334508061408997,1010,0.4226338267326355,-6.7439354553818704,20.628313,0.98173828125,0.2
103,1983,1499.0,210944,1.632e-05,106,0.00025,0.31337130069732666,5.3131645594772794e-05,0.6395776672521606,0.6290093660354614,1020,0.4734387993812561,-6.708479714393616,22.870087,0.98701171875,0.2
104,2003,1499.0,212992,1.666e-05,106,0.00025,0.32088029384613037,3.752894196931145e-05,0.39417630978859963,0.6291914582252502,1030,0.5498147904872894,-6.6845535933971405,35.362144,0.994287109375,0.2
105,2021,1499.0,215040,1.697e-05,106,0.00025,0.2409771829843521,2.407525560244039e-07,0.3343804257223383,0.6269082427024841,1040,0.5108189284801483,-6.671491132676602,19.942337,0.98720703125,0.2
106,2040,1499.0,217088,1.733e-05,106,0.00025,0.13588078320026398,1.9277570779685503e-07,0.3026380183873698,0.6240212321281433,1050,0.46730369329452515,-6.645124843716621,20.31663,0.985693359375,0.2
107,2060,1499.0,219136,1.772e-05,106,0.00025,0.3573150336742401,8.93887176607322e-06,0.43069719267077744,0.6196795701980591,1060,0.4661579728126526,-6.59507971405983,37.48753,0.993994140625,0.2
108,2079,1499.0,221184,1.814e-05,106,0.00025,0.2188958376646042,3.9528710935599067e-07,0.31962027202825993,0.6157428026199341,1070,0.23342221975326538,-6.561427481472492,20.146414,0.98779296875,0.2
109,2098,1499.0,223232,1.854e-05,106,0.00025,0.7417090535163879,4.850124331046146e-07,0.41623119949363174,0.6130795478820801,1080,0.36578530073165894,-6.521969164907932,29.790161,0.98916015625,0.2
110,2119,1499.0,225280,1.906e-05,106,0.00025,0.2457987517118454,2.076727580124782e-07,0.4448719768319279,0.6090046763420105,1090,0.26530253887176514,-6.479965452849865,30.27227,0.9837890625,0.2
111,2138,1499.0,227328,1.941e-05,106,0.00025,0.17570063471794128,3.9446723510083714e-05,1.1732372966769617,0.6024795770645142,1100,0.1200629472732544,-6.414409783482552,31.177689,0.982568359375,0.2
112,2158,1499.0,229376,1.9960000000000005e-05,106,0.00025,0.24289581179618835,3.061991590724844e-07,0.46914184037595985,0.5999755263328552,1110,0.2162916660308838,-6.36680004298687,34.586365,0.98740234375,0.2
113,2177,1499.0,231424,2.0489999999999995e-05,106,0.00025,0.41722574830055237,1.7691934661501207e-06,2.3061265263706447,0.5982519388198853,1120,0.024064481258392334,-6.343033377826214,27.204576,0.984619140625,0.2
114,2196,1499.0,233472,2.1009999999999997e-05,106,0.00025,0.1882774978876114,4.233834811651071e-06,8.123395264986902,0.5901602506637573,1130,0.03874778747558594,-6.279409590363502,158.03238,0.982763671875,0.2
115,2216,1499.0,235520,2.163e-05,106,0.00025,0.5590618252754211,0.0001650035334436195,0.351945798099041,0.587690532207489,1140,-0.09383523464202881,-6.225912550091744,35.296555,0.98916015625,0.2
116,2235,1499.0,237568,2.201e-05,106,0.00025,0.23254510760307312,2.6102098455993427e-07,0.3207159427111037,0.5861201882362366,1150,0.04580622911453247,-6.194808647036552,46.84851,0.988525390625,0.2
117,2255,1499.0,239616,2.2630000000000002e-05,106,0.00025,0.1861851066350937,1.5817431788800463e-07,0.2722701330902055,0.5794543623924255,1160,0.12687832117080688,-6.148927940428257,64.48572,0.985986328125,0.2
118,2275,1499.0,241664,2.3219999999999998e-05,106,0.00025,0.2526478171348572,1.6683404484574283e-07,0.2780285860877484,0.5765852332115173,1170,0.06156891584396362,-6.091149646043777,37.981968,0.99140625,0.2
119,2293,1499.0,243712,2.352e-05,106,0.00025,0.12976369261741638,1.7391475546357781e-07,0.27667477941140534,0.5749699473381042,1180,-0.12919187545776367,-6.072675862908364,37.62246,0.982763671875,0.2
120,2312,1499.0,245760,2.3989999999999996e-05,106,0.00025,0.23890626430511475,1.6446777224565777e-07,0.33748632720671595,0.568853497505188,1190,0.1845380663871765,-6.011005282402039,74.40644,0.9884765625,0.2
121,2332,1499.0,247808,2.4679999999999994e-05,106,0.00025,0.24786119163036346,1.8187626349419617e-07,0.27321500740945337,0.5723068118095398,1200,-0.20222270488739014,-5.992038016021252,112.6001,0.98740234375,0.2
122,2350,1499.0,249856,2.5069999999999992e-05,106,0.00025,0.04961076006293297,1.985961208594844e-07,0.26238527132663875,0.5716965794563293,1210,-0.1434950828552246,-6.023428365588188,36.43327,0.984228515625,0.2
123,2370,1499.0,251904,2.5869999999999998e-05,106,0.00025,0.3095296621322632,6.288802534726301e-07,0.2588937413878739,0.5690172910690308,1220,0.014293193817138672,-5.9961465209722515,141.056,0.98701171875,0.2
124,2389,1499.0,253952,2.588e-05,106,0.00025,0.19390247762203217,2.983231731312763e-06,0.5122396993800067,0.570168137550354,1230,-0.1025475263595581,-5.9905224099755285,31.283363,0.984130859375,0.2
125,2409,1499.0,256000,2.625e-05,106,0.00025,0.2792949676513672,0.0003196792834907258,0.434357945661759,0.5681731104850769,1240,0.055794715881347656,-5.980383172631264,56.72918,0.984619140625,0.2
126,2428,1499.0,258048,2.7090000000000003e-05,106,0.00025,5.689831733703613,1.5800771548946103e-07,1.1083026175620034,0.5659116506576538,1250,0.3262491226196289,-5.9608006328344345,50.889904,0.992138671875,0.2
127,2446,1499.0,260096,2.7540000000000004e-05,106,0.00025,0.17174111306667328,1.659979679269341e-07,0.41668964226264504,0.5652835965156555,1260,0.1061357855796814,-5.9368640124797825,62.38488,0.989013671875,0.2
128,2465,1499.0,262144,2.801e-05,106,0.00025,0.16135528683662415,1.4617416972395602e-07,0.42026796655263754,0.5622803568840027,1270,0.17530763149261475,-5.908735585212708,37.70169,0.98759765625,0.2
129,2484,1499.0,264192,2.8520000000000005e-05,106,0.00025,0.21832047402858734,1.4713890856832278e-07,0.3571599944261834,0.5606858134269714,1280,0.078449547290802,-5.88457935154438,38.524807,0.98837890625,0.2
130,2503,1499.0,266240,2.9010000000000005e-05,106,0.00025,0.16789884865283966,1.5062622611416997e-07,0.21131976429605856,0.5602313876152039,1290,-0.014179825782775879,-5.880492880940437,60.325264,0.981396484375,0.2
131,2522,1499.0,268288,2.9270000000000003e-05,106,0.00025,0.2010430246591568,1.5023852086848422e-07,0.4016561964061111,0.556976854801178,1300,0.13397115468978882,-5.853317150473595,44.315002,0.98740234375,0.2
132,2542,1499.0,270336,2.9880000000000005e-05,106,0.00025,0.20947809517383575,2.2968966697511917e-07,2.270449204673059,0.5625936388969421,1310,-0.20841383934020996,-5.864604303240776,29.718353,0.987646484375,0.2
