time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/learning_rate,train/loss,train/value_loss,train/policy_gradient_loss,train/std,train/n_updates,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_fraction,train/clip_range
278,5442,1499.0,569344,4.600000000000001e-05,104,0.00025,0.266642689704895,2.408803429554407e-07,0.5246027316665277,0.6052895784378052,2770,0.3873266577720642,-6.378616993129254,14.41897,0.980859375,0.2
279,5465,1499.0,571392,4.645e-05,104,0.00025,0.30707094073295593,3.094323252222919e-06,0.3384504267945886,0.6051057577133179,2780,0.3587101101875305,-6.396175490319729,20.232939,0.984228515625,0.2
280,5487,1499.0,573440,4.684e-05,104,0.00025,0.24215106666088104,5.107278487348488e-08,0.5418572930619121,0.6032766103744507,2790,0.09614282846450806,-6.386192901432514,13.973707,0.98232421875,0.2
281,5509,1499.0,575488,4.6939999999999994e-05,104,0.00025,0.24976351857185364,3.010590353359488e-05,0.37277243807911875,0.6012325882911682,2800,0.015252828598022461,-6.366762568056584,17.312777,0.984814453125,0.2
282,5532,1499.0,577536,4.725e-05,104,0.00025,0.2904062569141388,4.259094773528815e-08,0.36888660974800586,0.6015130877494812,2810,-0.368868350982666,-6.353915794193744,17.329754,0.989208984375,0.2
283,5554,1499.0,579584,4.7720000000000004e-05,104,0.00025,0.23752494156360626,3.3944440680500067e-08,0.2940755788236856,0.5991259217262268,2820,-0.385578989982605,-6.3390000984072685,12.725034,0.984619140625,0.2
284,5577,1499.0,581632,4.808e-05,104,0.00025,0.21393024921417236,3.4526248315902566e-08,0.31050912134815006,0.6020053029060364,2830,-1.0334081649780273,-6.337242551147938,15.556293,0.987451171875,0.2
285,5599,1499.0,583680,4.821e-05,104,0.00025,0.3597860634326935,3.869059709282752e-08,1.0763561673928053,0.5996408462524414,2840,-1.1638531684875488,-6.339765764772892,12.855041,0.988232421875,0.2
286,5621,1499.0,585728,4.8339999999999995e-05,104,0.00025,0.32283535599708557,4.193645469219298e-08,0.3773666453547776,0.5972657799720764,2850,-0.7260676622390747,-6.304676277935505,14.778873,0.987548828125,0.2
287,5644,1499.0,587776,4.881999999999999e-05,104,0.00025,0.4584343135356903,1.644134712118772e-05,0.40355935017578304,0.5942775011062622,2860,-1.2867295742034912,-6.287937234342098,34.604767,0.9884765625,0.2
288,5666,1499.0,589824,4.8979999999999995e-05,104,0.00025,0.24433867633342743,1.386358354060757e-07,0.7472906345443334,0.5947794318199158,2870,0.74540975689888,-6.270451627671719,16.054985,0.98154296875,0.2
289,5686,1499.0,591872,4.920999999999999e-05,104,0.00025,0.1090749055147171,3.342375252124441e-08,0.2964722711942159,0.5930092930793762,2880,0.6864787936210632,-6.263153454661369,15.916992,0.980517578125,0.2
290,5709,1499.0,593920,4.946999999999999e-05,104,0.00025,0.17762808501720428,3.4380846047898925e-08,0.3339689175598323,0.5898385643959045,2890,0.5334517955780029,-6.235462062060833,21.345684,0.981298828125,0.2
291,5730,1499.0,595968,4.9699999999999995e-05,103,0.00025,0.6482699513435364,4.207781016951628e-08,2.0991995829739607,0.5866574645042419,2900,0.50015589594841,-6.201158392429352,26.377687,0.977783203125,0.2
292,5751,1499.0,598016,4.959e-05,103,0.00025,0.9937644004821777,5.3179231829236785e-08,0.31714994059875606,0.5880311131477356,2910,0.34353286027908325,-6.188313145935536,52.800625,0.98525390625,0.2
293,5774,1499.0,600064,4.974e-05,103,0.00025,0.22047047317028046,1.194577681418174e-06,30.1261230272823,0.5880193114280701,2920,0.17049360275268555,-6.193778450787067,63.161163,0.984375,0.2
294,5795,1499.0,602112,5.006e-05,103,0.00025,0.4664643704891205,1.977589985491246e-07,0.6179237776435912,0.5877208113670349,2930,0.10841459035873413,-6.192892462015152,22.333374,0.979833984375,0.2
295,5818,1499.0,604160,5.095e-05,103,0.00025,0.44008514285087585,9.015760862096656e-07,0.30933687922079117,0.5860081911087036,2940,-0.4239792823791504,-6.17639337182045,22.858519,0.9853515625,0.2
296,5840,1499.0,606208,5.1389999999999994e-05,103,0.00025,0.21755239367485046,6.120832999008674e-05,0.436293319799006,0.5850487947463989,2950,-0.5920307636260986,-6.166782823204994,20.259232,0.98447265625,0.2
297,5861,1499.0,608256,5.167999999999999e-05,103,0.00025,0.1776694506406784,7.485184110311849e-08,1.2900109999929554,0.579788327217102,2960,0.3841360807418823,-6.126259937882423,35.593983,0.979150390625,0.2
298,5885,1499.0,610304,5.201e-05,103,0.00025,0.12674814462661743,5.548955049894388e-08,1.2583281494793481,0.578709065914154,2970,0.34318679571151733,-6.076516327261925,21.74264,0.9873046875,0.2
299,5907,1499.0,612352,5.2000000000000004e-05,103,0.00025,0.03534813970327377,5.955269689050802e-08,0.21935975844971836,0.5754818320274353,2980,0.2056269645690918,-6.051332838833332,30.666176,0.9818359375,0.2
300,5929,1499.0,614400,5.21e-05,103,0.00025,0.16721020638942719,3.0696004021946166e-07,0.32089307324495164,0.5693861842155457,2990,0.23450040817260742,-6.006994603574276,21.996067,0.982275390625,0.2
301,5954,1499.0,616448,5.242e-05,103,0.00025,0.2138420045375824,7.675316240352004e-08,0.36403114018030464,0.5736436247825623,3000,0.11970818042755127,-5.981505170464516,23.665508,0.98828125,0.2
302,5976,1499.0,618496,5.245000000000001e-05,103,0.00025,0.25748738646507263,7.294026610482618e-08,1.6988087439327502,0.5742268562316895,3010,0.12998241186141968,-6.022275575995446,132.08545,0.982373046875,0.2
303,5998,1499.0,620544,5.221999999999999e-05,103,0.00025,0.24601362645626068,6.166369712068409e-08,0.3313934600213543,0.5748995542526245,3020,-0.13893914222717285,-6.027707448601722,29.041718,0.99189453125,0.2
304,6022,1499.0,622592,5.251999999999999e-05,103,0.00025,0.2798122763633728,1.1308101904417e-06,1.277019275899511,0.576233446598053,3030,-0.4164767265319824,-6.034894953668117,41.13509,0.98876953125,0.2
305,6043,1499.0,624640,5.270999999999999e-05,103,0.00025,0.21069492399692535,8.322218617851096e-08,0.3995712628937326,0.5750101208686829,3040,-0.27723145484924316,-6.037947359681129,21.854084,0.988427734375,0.2
306,6067,1499.0,626688,5.255999999999999e-05,103,0.00025,0.28761330246925354,4.167084144635069e-07,1.0734678372740745,0.5768399238586426,3050,-0.7449193000793457,-6.044739086925984,22.71493,0.987841796875,0.2
307,6089,1499.0,628736,5.28e-05,103,0.00025,0.23640701174736023,4.435088538531362e-05,0.34541041277116163,0.5739978551864624,3060,-0.7533669471740723,-6.033022502064705,17.751888,0.98359375,0.2
308,6110,1499.0,630784,5.324e-05,103,0.00025,0.5125440359115601,9.53331623865239e-08,1.3601248458959163,0.576252818107605,3070,0.2506786584854126,-6.032192961871624,17.422098,0.98935546875,0.2
309,6134,1499.0,632832,5.347000000000001e-05,103,0.00025,0.24892976880073547,3.9365946219449553e-08,0.5576346350368112,0.5771775841712952,3080,-0.01572108268737793,-6.050901038944721,23.792877,0.99541015625,0.2
310,6156,1499.0,634880,5.365e-05,103,0.00025,0.2330024540424347,3.7463544605431666e-08,0.5673052505590022,0.5792139172554016,3090,-0.07483744621276855,-6.062310333549976,25.23962,0.99072265625,0.2
311,6179,1499.0,636928,5.429e-05,103,0.00025,0.2961719036102295,3.565371085034741e-08,0.3783428234048188,0.5789709091186523,3100,-0.07568871974945068,-6.078180307149887,17.572083,0.992041015625,0.2
312,6202,1499.0,638976,5.4499999999999997e-05,103,0.00025,0.2845607101917267,9.032049681501065e-08,0.2942081199027598,0.5804696083068848,3110,-0.5429902076721191,-6.086876024305821,15.054842,0.991015625,0.2
313,6224,1499.0,641024,5.4600000000000006e-05,102,0.00025,0.23539985716342926,3.95360934546396e-08,0.431797076202929,0.5791839361190796,3120,-0.15088820457458496,-6.089713414013386,14.902479,0.988525390625,0.2
314,6248,1499.0,643072,5.4739999999999994e-05,102,0.00025,0.23337692022323608,1.0049746772189394e-05,0.3054238861892372,0.5796154141426086,3130,-0.4826899766921997,-6.080788899958134,19.534859,0.9876953125,0.2
315,6272,1499.0,645120,5.474999999999999e-05,102,0.00025,0.042085517197847366,1.1544090164150589e-05,5.116818165357108,0.5968688726425171,3140,0.25233399868011475,-6.154723176360131,194.44861,0.97900390625,0.2
316,6294,1499.0,647168,5.450999999999999e-05,102,0.00025,0.0055871158838272095,2.4059714082147465e-07,0.3543048871564679,0.5870041847229004,3150,0.4579811096191406,-6.245520074665547,141.16579,0.9720703125,0.2
317,6317,1499.0,649216,5.497999999999999e-05,102,0.00025,0.1392267644405365,1.7913284160453459e-07,346.6845520635601,0.5842834711074829,3160,0.5510501265525818,-6.148650546371937,841.87506,0.985693359375,0.2
318,6339,1499.0,651264,5.496999999999999e-05,102,0.00025,1.2539291381835938,5.350594392883323e-07,0.3875875431636814,0.5801616907119751,3170,0.6788574755191803,-6.107285498082637,16.519691,0.984814453125,0.2
319,6361,1499.0,653312,5.5100000000000004e-05,102,0.00025,0.09973990172147751,6.450611877428792e-08,29.863433450472076,0.5749461054801941,3180,0.7168616354465485,-6.050916105508804,94.593506,0.983154296875,0.2
320,6384,1499.0,655360,5.544e-05,102,0.00025,0.13264711201190948,1.155055651758663e-05,0.40150017724372444,0.5730270743370056,3190,0.735721230506897,-6.009181952476501,10.5379095,0.98232421875,0.2
321,6405,1499.0,657408,5.536999999999999e-05,102,0.00025,0.03766728937625885,9.19514610564498e-08,0.4462564352957997,0.5693838000297546,3200,0.7762135118246078,-5.97184926867485,23.63625,0.979052734375,0.2
322,6426,1499.0,659456,5.548999999999999e-05,102,0.00025,0.1760357767343521,1.091697650973389e-07,0.2947330906172283,0.5625125765800476,3210,0.7152532041072845,-5.9076971262693405,14.074675,0.983740234375,0.2
323,6450,1499.0,661504,5.5419999999999995e-05,102,0.00025,0.6861170530319214,9.992230670108349e-08,0.47613450238713995,0.5635632872581482,3220,0.7251292765140533,-5.87129173129797,17.08457,0.976318359375,0.2
324,6471,1499.0,663552,5.556e-05,102,0.00025,0.15041863918304443,1.2649975215045517e-05,0.39082077813218347,0.5618542432785034,3230,0.7746988832950592,-5.86954594552517,20.676102,0.978466796875,0.2
325,6494,1499.0,665600,5.592999999999999e-05,102,0.00025,0.14033463597297668,6.562852168845445e-06,0.3395589182269759,0.5642116665840149,3240,0.6754828989505768,-5.8699007600545885,20.022554,0.984326171875,0.2
326,6516,1499.0,667648,5.606999999999999e-05,102,0.00025,0.1977563351392746,4.0400058243239556e-08,0.27817440452927256,0.5628407597541809,3250,0.6101414263248444,-5.881812064349651,16.023943,0.97978515625,0.2
327,6537,1499.0,669696,5.5979999999999996e-05,102,0.00025,0.24371936917304993,3.0849108118014e-08,0.2653925870428793,0.5596018433570862,3260,0.524438351392746,-5.853502357006073,15.280367,0.986083984375,0.2
328,6561,1499.0,671744,5.5839999999999994e-05,102,0.00025,0.1357559710741043,5.825859985542081e-08,0.3658457731944509,0.55784672498703,3270,0.29953038692474365,-5.81586092710495,23.284214,0.983349609375,0.2
329,6582,1499.0,673792,5.5389999999999997e-05,102,0.00025,0.18895161151885986,4.678118772361017e-08,0.3554216152173467,0.552561342716217,3280,0.49879008531570435,-5.776330232620239,33.947716,0.98037109375,0.2
330,6603,1499.0,675840,5.5720000000000015e-05,102,0.00025,0.2630731463432312,3.628261998162019e-06,0.5416302326717414,0.5496427416801453,3290,0.35252898931503296,-5.725215649604797,21.660007,0.984814453125,0.2
331,6626,1499.0,677888,5.568000000000001e-05,102,0.00025,0.0814230740070343,1.2454683419865775e-05,0.8084088104922558,0.5453101992607117,3300,0.5242289006710052,-5.669388869404793,40.771725,0.981396484375,0.2
332,6647,1499.0,679936,5.5700000000000005e-05,102,0.00025,0.03535975143313408,1.245563171159425e-07,0.15214800356625346,0.5344260931015015,3310,0.47130459547042847,-5.568772354722023,30.35312,0.972265625,0.2
333,6668,1499.0,681984,5.5740000000000005e-05,102,0.00025,0.14556171000003815,1.2015247969343612e-07,114.34676043228247,0.5349523425102234,3320,0.6516510546207428,-5.501429434120655,271.80695,0.98359375,0.2
334,6692,1499.0,684032,5.607000000000001e-05,102,0.00025,0.8065851926803589,4.271221357154964e-08,0.2326184252218809,0.534870445728302,3330,0.7360023558139801,-5.507899144291878,26.510511,0.984765625,0.2
335,6713,1499.0,686080,5.589e-05,102,0.00025,0.2186717838048935,4.0383026844725835e-08,0.40035320312599654,0.5335219502449036,3340,0.7550725042819977,-5.494802525639534,25.609821,0.980078125,0.2
336,6736,1499.0,688128,5.6230000000000016e-05,102,0.00025,0.3135271966457367,3.3222295300339153e-07,0.4673318621120416,0.5356850624084473,3350,0.7065823674201965,-5.4967165544629095,837.6445,0.988916015625,0.2
337,6756,1499.0,690176,5.597e-05,102,0.00025,0.07078725099563599,7.217201672710116e-06,0.27804911327257287,0.5325876474380493,3360,0.788729339838028,-5.501062841713429,150.24194,0.978369140625,0.2
338,6777,1499.0,692224,5.5710000000000014e-05,102,0.00025,0.1788245588541031,7.903813422638351e-08,0.5118008025398012,0.5265675783157349,3370,0.8023128509521484,-5.444428697228432,61.036087,0.980908203125,0.2
339,6800,1499.0,694272,5.554000000000001e-05,102,0.00025,0.33642375469207764,5.058127860207984e-06,0.31369492433732377,0.5277286171913147,3380,0.8317606449127197,-5.405459207296372,132.62967,0.97890625,0.2
340,6821,1499.0,696320,5.529000000000001e-05,102,0.00025,0.15251387655735016,4.3196412796708825e-08,0.8306857907038647,0.5336135029792786,3390,0.846566691994667,-5.446677127480507,22.772415,0.982568359375,0.2
341,6842,1499.0,698368,5.5270000000000004e-05,102,0.00025,0.08858741074800491,7.079087784522819e-07,0.7771315713878721,0.5336511731147766,3400,0.8187286555767059,-5.495731645822525,95.7773,0.983544921875,0.2
342,6865,1499.0,700416,5.527e-05,102,0.00025,0.17968861758708954,4.77145409399915e-07,0.389071549277287,0.5336186289787292,3410,0.7907412946224213,-5.481957584619522,40.457664,0.97900390625,0.2
343,6886,1499.0,702464,5.5259999999999996e-05,102,0.00025,0.16536937654018402,3.402984797007402e-08,0.6692482477345039,0.5389583706855774,3420,0.8133710324764252,-5.526159265637398,17.667719,0.98330078125,0.2
344,6906,1499.0,704512,5.542e-05,102,0.00025,1.249230146408081,1.041673707180002e-05,0.5719710812903941,0.5381782054901123,3430,0.7068127393722534,-5.554264554381371,34.9898,0.985107421875,0.2
345,6929,1499.0,706560,5.5570000000000005e-05,101,0.00025,0.2492990642786026,2.9779696414378164e-08,59.884673479490445,0.5385843515396118,3440,0.6380607485771179,-5.55688451975584,53.98433,0.98349609375,0.2
346,6950,1499.0,708608,5.555e-05,101,0.00025,0.17836222052574158,2.6090755336771743e-08,0.3056499771832023,0.538284957408905,3450,0.5496994853019714,-5.546293389797211,20.092617,0.982470703125,0.2
347,6973,1499.0,710656,5.549000000000001e-05,101,0.00025,0.7949525713920593,1.8462032145838413e-07,0.34112885789945724,0.5399894118309021,3460,0.29774439334869385,-5.560144773125648,28.277699,0.98583984375,0.2
348,6993,1499.0,712704,5.5500000000000014e-05,101,0.00025,0.18403548002243042,4.336404643118241e-07,0.2814747514203191,0.5395950675010681,3470,0.4455915689468384,-5.5669019892811775,15.771039,0.982470703125,0.2
349,7015,1499.0,714752,5.546000000000001e-05,101,0.00025,0.23811888694763184,9.608750203005111e-08,0.3316945865284652,0.5351553559303284,3480,0.4725033640861511,-5.536033275723457,27.940922,0.983837890625,0.2
350,7038,1499.0,716800,5.467e-05,101,0.00025,0.19577227532863617,2.3395621310251524e-05,0.42975408455822617,0.5348957777023315,3490,0.4896129369735718,-5.499072268605232,27.372879,0.979736328125,0.2
351,7059,1499.0,718848,5.4529999999999995e-05,101,0.00025,1.1278074979782104,5.964199582542129e-08,0.48778265113942326,0.5360957384109497,3500,0.3461606502532959,-5.510536405444145,36.674736,0.98720703125,0.2
352,7080,1499.0,720896,5.4609999999999994e-05,101,0.00025,0.18927951157093048,2.8256391607084376e-08,0.4314928196137771,0.5334433317184448,3510,0.21481424570083618,-5.501226323843002,20.128723,0.986572265625,0.2
353,7104,1499.0,722944,5.4470000000000005e-05,101,0.00025,0.22614160180091858,3.186215248862645e-08,0.599085017060861,0.5386911630630493,3520,-0.1448889970779419,-5.5198913052678105,20.09564,0.988916015625,0.2
354,7125,1499.0,724992,5.417e-05,101,0.00025,0.28938543796539307,3.922182794102724e-08,0.43903605584055183,0.5386355519294739,3530,0.18705570697784424,-5.549172937870026,36.51111,0.98046875,0.2
355,7147,1499.0,727040,5.3710000000000006e-05,101,0.00025,0.26642081141471863,6.792553752521524e-08,0.6380642993142829,0.5395857691764832,3540,-0.37005913257598877,-5.550926180183888,18.27679,0.989013671875,0.2
356,7168,1499.0,729088,5.320000000000001e-05,101,0.00025,0.2812003493309021,4.138873732351112e-08,0.5982204222120344,0.5361742973327637,3550,-0.17854738235473633,-5.535212276875972,36.42571,0.9849609375,0.2
357,7190,1499.0,731136,5.3370000000000006e-05,101,0.00025,0.26867133378982544,7.417446927504567e-08,7.553423499013297,0.5348997712135315,3560,-0.17431151866912842,-5.504229563474655,56.393,0.984814453125,0.2
358,7212,1499.0,733184,5.323e-05,101,0.00025,0.2793535888195038,1.536141300716998e-05,0.35473979031667113,0.534498393535614,3570,-0.6335926055908203,-5.496532152593136,20.764492,0.987353515625,0.2
359,7233,1499.0,735232,5.3290000000000006e-05,101,0.00025,0.16211076080799103,3.613480840103378e-08,0.3041693280218169,0.5345396399497986,3580,-0.5507047176361084,-5.487599098682404,16.551422,0.988525390625,0.2
360,7255,1499.0,737280,5.306e-05,101,0.00025,0.21410630643367767,2.390372679239583e-08,0.37316262503154574,0.5374767184257507,3590,-0.3191952705383301,-5.5117424637079235,14.856018,0.98359375,0.2
361,7278,1499.0,739328,5.291e-05,101,0.00025,0.503495454788208,4.648515236926886e-06,0.3220216896617785,0.5385340452194214,3600,-0.5593274831771851,-5.536822685599327,19.220764,0.988916015625,0.2
362,7298,1499.0,741376,5.26e-05,101,0.00025,0.3569214344024658,2.8917138442108302e-08,0.5230843797326088,0.5367590188980103,3610,-0.493982195854187,-5.539087095856667,14.487146,0.98232421875,0.2
363,7320,1499.0,743424,5.265e-05,101,0.00025,0.19848743081092834,2.720418841584138e-08,0.3614941039122641,0.5357383489608765,3620,-0.5039056539535522,-5.514311239123344,19.984093,0.9912109375,0.2
364,7343,1499.0,745472,5.221000000000001e-05,101,0.00025,0.293779581785202,0.00011558915800971848,0.9015979916322976,0.5356496572494507,3630,-0.9948625564575195,-5.509806083142758,18.796473,0.9849609375,0.2
365,7363,1499.0,747520,5.229e-05,101,0.00025,-0.103780098259449,3.027488510776166e-06,-0.0015485768584767357,0.5272195935249329,3640,0.5177896916866302,-5.430823545157909,33.323044,0.9908203125,0.2
366,7386,1499.0,749568,5.224e-05,101,0.00025,-0.07553604245185852,2.282962285438117e-07,0.23008137423312292,0.5273325443267822,3650,0.6321414709091187,-5.392829674482345,17.388527,0.98759765625,0.2
367,7406,1499.0,751616,5.228000000000001e-05,101,0.00025,0.08361103385686874,1.918005015033586e-07,0.12419972315547056,0.5289157629013062,3660,0.5813213288784027,-5.40395760089159,13.42499,0.973828125,0.2
368,7427,1499.0,753664,5.216000000000001e-05,101,0.00025,0.27540773153305054,8.560886229913578e-08,0.5757791645577527,0.5327130556106567,3670,0.6661925911903381,-5.427498760819435,15.439381,0.981298828125,0.2
369,7450,1499.0,755712,5.185000000000001e-05,101,0.00025,0.22188368439674377,6.918732973204555e-08,0.4164963812450878,0.5324255228042603,3680,0.6486075520515442,-5.445782141387463,16.970734,0.985400390625,0.2
370,7471,1499.0,757760,5.153e-05,101,0.00025,0.10511893033981323,5.904727771177676e-08,0.3962297351565212,0.5318154692649841,3690,0.6415724456310272,-5.4425860941410065,11.633866,0.982080078125,0.2
371,7491,1499.0,759808,5.1609999999999995e-05,101,0.00025,0.2921219766139984,4.5228985717793434e-08,6.07511199953733,0.5356507897377014,3700,0.6639711558818817,-5.465717877447605,7.776613,0.978515625,0.2
372,7515,1499.0,761856,5.118e-05,101,0.00025,0.2782757580280304,3.7092826843387884e-08,0.37878555462229996,0.5347241163253784,3710,0.5775464475154877,-5.46474634706974,7.0959907,0.985302734375,0.2
373,7535,1499.0,763904,5.115e-05,101,0.00025,0.4658893942832947,3.691004132333475e-08,0.3873579890932888,0.5359362959861755,3720,0.6378830671310425,-5.468600597977638,8.849972,0.987744140625,0.2
374,7557,1499.0,765952,5.104e-05,101,0.00025,0.20456629991531372,3.71491815975844e-08,0.444374050013721,0.5393362641334534,3730,0.4905087351799011,-5.495033894479275,4.9520845,0.984765625,0.2
375,7579,1499.0,768000,5.089999999999999e-05,101,0.00025,1.8204238414764404,5.61060139459002e-08,0.3678642691113055,0.5383209586143494,3740,0.3535621166229248,-5.503435710072518,9.915286,0.979541015625,0.2
376,7600,1499.0,770048,5.093999999999999e-05,101,0.00025,0.28155457973480225,3.557278439392242e-06,4.796043460536748,0.5386716723442078,3750,0.39784353971481323,-5.500195276737213,21.907202,0.990576171875,0.2
377,7624,1499.0,772096,5.089000000000001e-05,101,0.00025,2.146843910217285,1.6699956066068556e-07,0.38938246336765586,0.537627100944519,3760,0.29055798053741455,-5.499333162605763,12.552457,0.988525390625,0.2
378,7645,1499.0,774144,5.0919999999999994e-05,101,0.00025,0.33314967155456543,5.534287633723878e-08,0.47667351975105704,0.535990297794342,3770,0.15301012992858887,-5.480938628315926,11.27973,0.987255859375,0.2
379,7667,1499.0,776192,5.085999999999999e-05,101,0.00025,0.581032395362854,2.297808744539109e-06,0.46009757625870407,0.5347021818161011,3780,0.23559510707855225,-5.462722389400005,13.63079,0.987646484375,0.2
380,7690,1499.0,778240,5.091000000000001e-05,101,0.00025,0.21875333786010742,2.4759884093006336e-08,0.4942206020466983,0.5329074263572693,3790,0.01897817850112915,-5.440722706913948,8.441376,0.9814453125,0.2
381,7710,1499.0,780288,5.065e-05,101,0.00025,0.35690009593963623,3.516399487701882e-08,1.56675846548751,0.5320721864700317,3800,-0.14310944080352783,-5.423166760802269,10.627304,0.987451171875,0.2
382,7730,1499.0,782336,5.0719999999999996e-05,101,0.00025,0.27029845118522644,9.2498808240693e-08,0.8568453372456133,0.531379222869873,3810,-0.20483016967773438,-5.417953436076641,9.085835,0.98955078125,0.2
383,7752,1499.0,784384,5.076999999999999e-05,101,0.00025,0.2176024317741394,1.2168655766919833e-07,0.504299563029781,0.528817355632782,3820,-0.341794490814209,-5.398419359326363,8.701178,0.985009765625,0.2
384,7772,1499.0,786432,5.061e-05,101,0.00025,0.821506142616272,7.224985830445174e-07,0.41763280029408634,0.5272175073623657,3830,-0.3901021480560303,-5.367513996362686,13.0935955,0.9900390625,0.2
385,7794,1499.0,788480,5.072e-05,101,0.00025,0.2894461452960968,3.056866805628555e-07,0.4273510413244367,0.5276235938072205,3840,0.6572092175483704,-5.364758057892322,11.382313,0.98603515625,0.2
386,7814,1499.0,790528,5.071e-05,101,0.00025,0.15938317775726318,3.0039251514013546e-08,0.40455252774991096,0.5266469717025757,3850,0.69947549700737,-5.36341717094183,11.729368,0.98525390625,0.2
387,7835,1499.0,792576,5.079e-05,101,0.00025,0.45386436581611633,2.5704899332124054e-06,0.6022855674382299,0.5299557447433472,3860,0.5774541795253754,-5.375269557535648,13.002533,0.9904296875,0.2
388,7856,1499.0,794624,5.118000000000001e-05,101,0.00025,0.25830477476119995,2.0773518566441494e-08,0.5677631970262155,0.528008222579956,3870,0.5843058228492737,-5.390222284197807,13.05737,0.988037109375,0.2
389,7876,1499.0,796672,5.127e-05,101,0.00025,0.36358579993247986,2.5695053579299908e-08,0.7320992784108966,0.5272647142410278,3880,0.5915499031543732,-5.374065265059471,13.392254,0.977880859375,0.2
390,7896,1499.0,798720,5.119e-05,101,0.00025,1.1405271291732788,2.4269066104393167e-06,0.7918701275251806,0.5285085439682007,3890,0.4724292755126953,-5.370447400212288,11.252535,0.985986328125,0.2
391,7918,1499.0,800768,5.14e-05,101,0.00025,0.36930060386657715,4.353755036767826e-08,1.1445326646324248,0.528101921081543,3900,0.6752687096595764,-5.378844892978668,10.081228,0.98681640625,0.2
392,7938,1499.0,802816,5.13e-05,101,0.00025,0.9107169508934021,2.9732225834133708e-08,0.38268732966389507,0.5266691446304321,3910,0.5662962198257446,-5.370600460469722,13.438552,0.987158203125,0.2
393,7958,1499.0,804864,5.137000000000001e-05,101,0.00025,0.24855569005012512,1.902963190453244e-06,0.6051884987857192,0.5302237272262573,3920,0.495463490486145,-5.387234930694103,10.849771,0.989013671875,0.2
394,7980,1499.0,806912,5.146000000000001e-05,101,0.00025,0.2631623446941376,3.097076268498977e-08,0.4859041068237275,0.5321143865585327,3930,0.43864256143569946,-5.419573128223419,10.936593,0.9880859375,0.2
395,8001,1499.0,808960,5.1410000000000004e-05,101,0.00025,0.30751046538352966,3.5594433822616624e-08,0.3719184316229075,0.5323315858840942,3940,0.4325769543647766,-5.434493304789067,9.731108,0.99189453125,0.2
396,8022,1499.0,811008,5.143e-05,101,0.00025,0.6489437818527222,1.585420980554364e-07,0.3313889492070302,0.5305841565132141,3950,0.07259559631347656,-5.424684292078018,9.165155,0.982373046875,0.2
397,8043,1499.0,813056,5.1429999999999994e-05,101,0.00025,0.23362085223197937,5.551495641242798e-08,0.3344182786997408,0.531042754650116,3960,-0.18252325057983398,-5.4091246500611305,8.0690365,0.9837890625,0.2
398,8063,1499.0,815104,5.1460000000000005e-05,101,0.00025,0.232987642288208,2.517619849817798e-08,0.9706507259514183,0.5296220183372498,3970,-0.19214177131652832,-5.399245783686638,11.874852,0.983544921875,0.2
399,8085,1499.0,817152,5.174000000000001e-05,101,0.00025,0.18995067477226257,9.745322937237955e-08,0.3178535350598395,0.5271947383880615,3980,-0.38542771339416504,-5.376431238651276,11.685068,0.983740234375,0.2
400,8106,1499.0,819200,5.185000000000001e-05,101,0.00025,0.2693201005458832,2.3056037846358458e-06,0.34435917120426895,0.5264312028884888,3990,0.07253652811050415,-5.351708666980267,11.501907,0.9814453125,0.2
401,8127,1499.0,821248,5.200000000000002e-05,101,0.00025,0.30480849742889404,8.602345302738402e-06,0.3081640390213579,0.5298003554344177,4000,-0.28446364402770996,-5.3704609528183935,5.195223,0.98740234375,0.2
402,8150,1499.0,823296,5.233000000000001e-05,101,0.00025,0.2704774737358093,2.4726081404580214e-08,0.5031682086642831,0.5280190110206604,4010,-0.4468863010406494,-5.385506901144981,10.937112,0.988623046875,0.2
403,8171,1499.0,825344,5.219000000000001e-05,100,0.00025,0.5890531539916992,2.8640113663991328e-08,0.4274624919053167,0.5291376709938049,4020,-0.3115231990814209,-5.372730712592602,8.82552,0.991796875,0.2
404,8192,1499.0,827392,5.219000000000001e-05,100,0.00025,0.29760047793388367,1.8974860768739e-08,0.7474144829902798,0.5284001231193542,4030,-0.8595799207687378,-5.3823101162910465,10.25321,0.986083984375,0.2
405,8214,1499.0,829440,5.2400000000000007e-05,100,0.00025,0.28503280878067017,2.1068495850706803e-08,0.34238527361303567,0.526031494140625,4040,-1.4267487525939941,-5.354597046971321,6.4255333,0.984912109375,0.2
406,8237,1499.0,831488,5.248e-05,100,0.00025,0.3443458080291748,2.4103244189443984e-08,0.4787639148067683,0.5247560739517212,4050,-0.6522998809814453,-5.326875504851341,10.346327,0.98701171875,0.2
407,8260,1499.0,833536,5.232000000000001e-05,100,0.00025,0.42009618878364563,2.9230734329838137e-06,0.44164462517946956,0.5244576334953308,4060,-0.9247578382492065,-5.323157340288162,7.6823,0.98935546875,0.2
408,8281,1499.0,835584,5.235000000000001e-05,100,0.00025,0.3898868262767792,3.5002437948072895e-08,0.3147657541092485,0.5246063470840454,4070,-0.3790358304977417,-5.319639159739017,6.4456286,0.984765625,0.2
