time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/policy_gradient_loss,train/n_updates,rollout/ep_len_mean,train/approx_kl,train/clip_fraction,train/clip_range,train/std,train/explained_variance,train/entropy_loss,train/loss
3833856,92,1872,41329,1.630046895240156e-07,0.00025,8.451e-05,-0.037215868305065666,18710,3212.0,0.18987115,0.51640625,0.3,0.11095686256885529,-6.551968574523926,5.458928610384464,-0.0406169518828392
3835904,92,1873,41352,1.7726539376372584e-07,0.00025,8.438000000000002e-05,-0.03650673297815956,18720,3212.0,0.17441839,0.47490234375,0.3,0.11080179363489151,-5.843537330627441,5.4911897629499435,-0.020488476380705833
3837952,92,1874,41373,1.8575675180265706e-07,0.00025,8.438000000000002e-05,-0.040744537793216296,18730,3212.0,0.20726648,0.5404296875,0.3,0.111197829246521,-6.06639289855957,5.478377629816532,-0.14588512480258942
3840000,92,1875,41396,1.6358579748576574e-07,0.00025,8.443000000000003e-05,-0.046460314813884906,18740,3212.0,0.18630144,0.5177734375,0.3,0.11125205457210541,-8.136212348937988,5.466156074404717,-0.055425435304641724
3842048,92,1876,41418,1.846296967755734e-07,0.00025,8.447000000000001e-05,-0.042660873595741576,18750,3212.0,0.1795327,0.50771484375,0.3,0.11146468669176102,-6.960209369659424,5.45937505364418,-0.08127739280462265
3844096,92,1877,41439,1.730223033069578e-07,0.00025,8.447000000000001e-05,-0.04541210525785573,18760,3212.0,0.18583496,0.51982421875,0.3,0.11127693951129913,-5.698474884033203,5.463317428529263,-0.050212062895298004
3846144,92,1878,41462,1.6965986753270102e-07,0.00025,8.460000000000001e-05,-0.04728230685723247,18770,3212.0,0.13873033,0.4884765625,0.3,0.11135530471801758,-5.558741092681885,5.461857736110687,-0.11668817698955536
3848192,92,1879,41484,1.8634259681959975e-07,0.00025,8.457000000000001e-05,-0.04180007686663885,18780,3212.0,0.15978102,0.5173828125,0.3,0.1111268624663353,-7.240080833435059,5.461890508234501,-0.08275044709444046
3850240,92,1880,41506,1.793192683674505e-07,0.00025,8.457000000000001e-05,-0.04303641558944946,18790,3212.0,0.22441117,0.55185546875,0.3,0.11110921204090118,-7.935157775878906,5.473923313617706,-0.13693620264530182
3852288,92,1881,41529,1.6067320121049278e-07,0.00025,8.465e-05,-0.028876526691601612,18800,3212.0,0.1919052,0.4984375,0.3,0.11180778592824936,-5.63821268081665,5.454737563431263,-0.06813734024763107
3854336,92,1882,41550,1.989576559946471e-07,0.00025,8.465e-05,-0.03399527576402761,18810,3212.0,0.18736035,0.50244140625,0.3,0.1120629832148552,-6.407430648803711,5.426833744347095,-0.10482719540596008
3856384,92,1883,41572,1.7594804646581252e-07,0.00025,8.477000000000002e-05,-0.044685283582657574,18820,3212.0,0.20831361,0.536376953125,0.3,0.1116449385881424,-7.220676422119141,5.428549413383007,-0.1433294266462326
3858432,92,1884,41595,1.6823499588980438e-07,0.00025,8.488000000000003e-05,-0.029007995850406587,18830,3212.0,0.1826214,0.5078125,0.3,0.1115681454539299,-6.425113201141357,5.448879550397396,-0.05531056597828865
3860480,92,1885,41616,2.1794610984837704e-07,0.00025,8.488000000000003e-05,-0.050751166982809084,18840,3212.0,0.18634489,0.53125,0.3,0.11096585541963577,-7.231917381286621,5.463105596601963,-0.1087971180677414
3862528,92,1886,41639,1.6042183395015286e-07,0.00025,8.496000000000001e-05,-0.03455992908857297,18850,3212.0,0.1822706,0.52158203125,0.3,0.11113095283508301,-5.490921974182129,5.480952768027782,-0.12262950837612152
3864576,92,1887,41662,1.8431729194023915e-07,0.00025,8.503e-05,-0.0379792650899617,18860,3212.0,0.16390297,0.49365234375,0.3,0.11090816557407379,-7.660234451293945,5.481001228094101,-0.11483069509267807
3866624,92,1888,41682,2.1949721276115497e-07,0.00025,8.503e-05,-0.032128845844999886,18870,3212.0,0.21391213,0.534423828125,0.3,0.11175175756216049,-6.358634948730469,5.464453510940075,-0.041896939277648926
3868672,92,1889,41705,1.6075718696217932e-07,0.00025,8.509000000000001e-05,-0.041367541831277777,18880,3212.0,0.19345483,0.51171875,0.3,0.11215790361166,-7.1610870361328125,5.425027813017368,-0.0458650104701519
3870720,92,1890,41729,1.8249133226788672e-07,0.00025,8.515999999999999e-05,-0.04322581559536047,18890,3212.0,0.19580917,0.527734375,0.3,0.11272965371608734,-7.702671051025391,5.396397289633751,-0.08053204417228699
3872768,92,1891,41751,1.783091021501093e-07,0.00025,8.515999999999999e-05,-0.040548594543361106,18900,3212.0,0.19105887,0.51005859375,0.3,0.11308173835277557,-6.905143737792969,5.365499241650104,-0.06261658668518066
3874816,92,1892,41773,1.708329566252331e-07,0.00025,8.503e-05,-0.036850242443324535,18910,3212.0,0.18085897,0.525390625,0.3,0.11351333558559418,-7.143752098083496,5.338534234464168,-0.06811562180519104
3876864,92,1893,41794,1.8044203997646946e-07,0.00025,8.503e-05,-0.041261887692962775,18920,3212.0,0.17916477,0.5013671875,0.3,0.11318127065896988,-7.599740028381348,5.338096241652965,-0.09288736432790756
3878912,92,1894,41817,1.9278509149067703e-07,0.00025,8.499e-05,-0.03140455687098438,18930,3212.0,0.16947225,0.50556640625,0.3,0.11342114955186844,-7.998257637023926,5.341902090609073,-0.07735789567232132
3880960,92,1895,41841,1.6225692154314685e-07,0.00025,8.501000000000001e-05,-0.04208723319461569,18940,3212.0,0.15672398,0.49052734375,0.3,0.11311425268650055,-5.401612758636475,5.346701622009277,-0.04882410168647766
3883008,92,1896,41861,1.8619517385687346e-07,0.00025,8.501000000000001e-05,-0.047608340601436795,18950,3212.0,0.15452632,0.505712890625,0.3,0.11249557882547379,-7.622652053833008,5.374847047030926,-0.07379449158906937
3885056,92,1897,41884,1.7384913999496377e-07,0.00025,8.493e-05,-0.04198619958187919,18960,3212.0,0.19056821,0.510302734375,0.3,0.11223074048757553,-6.327071666717529,5.399974425137043,0.006730279885232449
3887104,92,1898,41907,1.780871792700367e-07,0.00025,8.494e-05,-0.043965467251837254,18970,3212.0,0.17861289,0.52333984375,0.3,0.11253815144300461,-5.727298736572266,5.402062523365021,-0.04279779642820358
3889152,92,1899,41928,1.8034848301429207e-07,0.00025,8.494e-05,-0.04826282748399535,18980,3212.0,0.22473767,0.52744140625,0.3,0.11226759850978851,-7.692669868469238,5.4010975882411,-0.08273692429065704
3891200,92,1900,41951,1.583357146506259e-07,0.00025,8.492e-05,-0.0361376356187975,18990,3212.0,0.17039654,0.524365234375,0.3,0.11324533075094223,-7.564838409423828,5.375145561993122,-0.07117503136396408
3893248,92,1901,41974,1.8788870994601581e-07,0.00025,8.492000000000001e-05,-0.04464121986238752,19000,3212.0,0.17268531,0.514208984375,0.3,0.11322183907032013,-8.09237003326416,5.348400342464447,-0.0952858030796051
3895296,92,1902,41996,1.8866574629239353e-07,0.00025,8.492000000000001e-05,-0.039270965175819586,19010,3212.0,0.16628931,0.501708984375,0.3,0.11309386044740677,-6.8289971351623535,5.356192576885223,-0.09871023148298264
3897344,92,1903,42019,1.8533701533485215e-07,0.00025,8.489999999999999e-05,-0.039304717727645766,19020,3212.0,0.18625256,0.517236328125,0.3,0.11269980669021606,-7.704606056213379,5.373414260149002,-0.13243120908737183
3899392,92,1904,42042,1.846195916144211e-07,0.00025,8.481000000000001e-05,-0.04308933716965839,19030,3212.0,0.19346027,0.530126953125,0.3,0.11361289024353027,-7.8949689865112305,5.343306347727776,-0.018306126818060875
3901440,92,1905,42063,1.756389023110927e-07,0.00025,8.481000000000001e-05,-0.03815761320875026,19040,3212.0,0.209769,0.522607421875,0.3,0.1134190708398819,-9.37891674041748,5.330295453965664,-0.0887935683131218
3903488,92,1906,42086,1.7258847082590733e-07,0.00025,8.475000000000001e-05,-0.032616121918545106,19050,3212.0,0.13800156,0.470361328125,0.3,0.11307299137115479,-4.772034168243408,5.342061932384968,-0.06820281594991684
3905536,92,1907,42107,1.9581129095946892e-07,0.00025,8.475000000000001e-05,-0.0476004632000695,19060,3212.0,0.22964787,0.527685546875,0.3,0.11251775175333023,-8.90080451965332,5.373701052367688,-0.10678175836801529
3907584,92,1908,42130,1.5941646160921863e-07,0.00025,8.464000000000002e-05,-0.03780259704362834,19070,3212.0,0.20605636,0.52470703125,0.3,0.11263777315616608,-8.208429336547852,5.389248041808605,-0.11798995733261108
3909632,92,1909,42154,1.7738138409217895e-07,0.00025,8.459000000000002e-05,-0.03735285895963898,19080,3212.0,0.18202822,0.475927734375,0.3,0.11345778405666351,-5.657712459564209,5.351971530914307,-0.06135793775320053
3911680,92,1910,42174,1.8843534566048703e-07,0.00025,8.459000000000002e-05,-0.040122358572261874,19090,3212.0,0.17120281,0.5173828125,0.3,0.11334079504013062,-6.69088077545166,5.340162482857704,-0.07926106452941895
3913728,92,1911,42197,1.678641594837771e-07,0.00025,8.447e-05,-0.035509924762300214,19100,3212.0,0.18494812,0.51328125,0.3,0.11324967443943024,-6.12116813659668,5.34464460760355,-0.11841900646686554
3915776,92,1912,42220,1.8188954997722107e-07,0.00025,8.438999999999998e-05,-0.04627916576573625,19110,3212.0,0.1657135,0.515185546875,0.3,0.1127660945057869,-8.184191703796387,5.369135490059852,-0.03314114362001419
3917824,92,1913,42241,1.9164896611911785e-07,0.00025,8.438999999999998e-05,-0.048140211755526255,19120,3212.0,0.18962309,0.533837890625,0.3,0.11312081664800644,-6.0064897537231445,5.369116516411305,-0.07003156840801239
3919872,92,1914,42264,1.629761718691114e-07,0.00025,8.429e-05,-0.04395169207418803,19130,3212.0,0.16843706,0.489501953125,0.3,0.11285608261823654,-7.338376045227051,5.367198601365089,-0.11975498497486115
3921920,92,1915,42287,1.8386399556202803e-07,0.00025,8.417999999999998e-05,-0.03938194885704434,19140,3212.0,0.1737835,0.520654296875,0.3,0.11244361847639084,-7.726259231567383,5.387189280986786,-0.09150025248527527
3923968,92,1916,42308,1.925859322904344e-07,0.00025,8.417999999999998e-05,-0.040148911578580734,19150,3212.0,0.19033575,0.530810546875,0.3,0.11242353916168213,-7.143634796142578,5.39925213009119,-0.07889304310083389
3926016,92,1917,42331,1.7300028949396306e-07,0.00025,8.403999999999999e-05,-0.038949958253942894,19160,3212.0,0.16194504,0.494921875,0.3,0.11186891049146652,-4.400167942047119,5.4229491263628,-0.07912037521600723
3928064,92,1918,42352,1.909432254754151e-07,0.00025,8.403999999999999e-05,-0.03212495643238071,19170,3212.0,0.19730154,0.52548828125,0.3,0.11176330596208572,-4.3261399269104,5.439072045683861,-0.04978111758828163
3930112,92,1919,42375,1.6750362878958925e-07,0.00025,8.394999999999998e-05,-0.038689051776600536,19180,3212.0,0.17212951,0.499072265625,0.3,0.11262699216604233,-7.432490348815918,5.416446350514889,-0.02269570343196392
3932160,92,1920,42398,1.7409431936066254e-07,0.00025,8.382e-05,-0.036192629327706526,19190,3212.0,0.18534055,0.5208984375,0.3,0.11285833269357681,-4.692105293273926,5.392292194068432,-0.08995457738637924
3934208,92,1921,42419,1.9318977326765462e-07,0.00025,8.382e-05,-0.03830877640430117,19200,3212.0,0.15697399,0.505078125,0.3,0.11323440074920654,-4.341516494750977,5.36482620537281,-0.05219804123044014
3936256,92,1922,42442,1.5669949791075055e-07,0.00025,8.362999999999998e-05,-0.03344024880934739,19210,3212.0,0.19116686,0.500634765625,0.3,0.11300994455814362,-7.361339569091797,5.3627747148275375,-0.06173715367913246
3938304,92,1923,42465,2.0802936477881674e-07,0.00025,8.367999999999998e-05,-0.039812279737088827,19220,3212.0,0.18007487,0.525244140625,0.3,0.11314080655574799,-4.9327592849731445,5.36094606667757,-0.12906408309936523
3940352,92,1924,42486,2.0022632780669624e-07,0.00025,8.367999999999998e-05,-0.03640280476101907,19230,3212.0,0.25452453,0.5283203125,0.3,0.11294398456811905,-3.0090718269348145,5.366030772030354,-0.012758993543684483
3942400,92,1925,42510,1.6174293373527605e-07,0.00025,8.365999999999998e-05,-0.03682392971240915,19240,3212.0,0.17062026,0.50615234375,0.3,0.11332403123378754,-5.788029193878174,5.363088431954384,-0.0390482172369957
3944448,92,1926,42532,1.8320610375432978e-07,0.00025,8.353999999999999e-05,-0.04138440194510622,19250,3212.0,0.17210616,0.51494140625,0.3,0.11322708427906036,-4.4858880043029785,5.356085333228111,-0.06577587127685547
3946496,92,1927,42554,1.7775834375566292e-07,0.00025,8.353999999999999e-05,-0.03736236964323325,19260,3212.0,0.18142146,0.508203125,0.3,0.11288493126630783,-5.779563903808594,5.367812184989452,-0.0642428919672966
3948544,92,1928,42577,1.6963772273559385e-07,0.00025,8.346999999999999e-05,-0.038677328322955874,19270,3212.0,0.15561368,0.49853515625,0.3,0.11260274797677994,-5.636768817901611,5.386689473688603,-0.0740514025092125
3950592,92,1929,42598,1.8787802873454497e-07,0.00025,8.346999999999999e-05,-0.029583905436447823,19280,3212.0,0.20994043,0.546533203125,0.3,0.11247581243515015,-7.919958114624023,5.4006843462586405,-0.08850809186697006
3952640,92,1930,42621,1.6355014580415884e-07,0.00025,8.338999999999999e-05,-0.03859115724335425,19290,3212.0,0.17500941,0.52958984375,0.3,0.11218059062957764,-8.884608268737793,5.408481530845165,-0.06499627232551575
3954688,92,1931,42644,1.6540997103131616e-07,0.00025,8.336999999999998e-05,-0.044458074338035655,19300,3212.0,0.16491663,0.490966796875,0.3,0.11217762529850006,-5.845861911773682,5.416018272936344,-0.03531910106539726
3956736,92,1932,42665,1.7433354952967052e-07,0.00025,8.336999999999998e-05,-0.03129494345485,19310,3212.0,0.1903853,0.54052734375,0.3,0.11165741831064224,-5.7054524421691895,5.432027478516102,-0.04554352909326553
3958784,92,1933,42688,1.6680426080384335e-07,0.00025,8.323999999999998e-05,-0.03453639932413353,19320,3212.0,0.18970914,0.54130859375,0.3,0.11180925369262695,-7.059756278991699,5.450002902746201,-0.03584250807762146
3960832,92,1934,42710,1.9702200348969967e-07,0.00025,8.315999999999998e-05,-0.04452884008787805,19330,3212.0,0.18128455,0.514208984375,0.3,0.1124647706747055,-8.210947036743164,5.416955034434795,-0.12133635580539703
3962880,92,1935,42731,1.9330124365612988e-07,0.00025,8.315999999999998e-05,-0.050454020530742126,19340,3212.0,0.19430242,0.537158203125,0.3,0.11199013143777847,-4.642035961151123,5.416483132541179,-0.03229289874434471
3964928,92,1936,42754,1.6619648666171826e-07,0.00025,8.309e-05,-0.036931450571864845,19350,3212.0,0.17817178,0.502685546875,0.3,0.11204655468463898,-5.518749237060547,5.431754024326802,-0.03009147197008133
3966976,92,1937,42778,1.7390058628663497e-07,0.00025,8.292000000000001e-05,-0.04147826216649264,19360,3212.0,0.20706451,0.51689453125,0.3,0.1119309738278389,-3.915973663330078,5.42944714576006,-0.09031900018453598
3969024,92,1938,42799,1.7675557466567683e-07,0.00025,8.292000000000001e-05,-0.037884679726266766,19370,3212.0,0.18489827,0.532373046875,0.3,0.112469382584095,-6.841850757598877,5.417954915761948,-0.09920869767665863
3971072,92,1939,42824,1.6196601002604893e-07,0.00025,8.291999999999999e-05,-0.024876070939353668,19380,3212.0,0.15253663,0.5173828125,0.3,0.11202976852655411,-5.558477878570557,5.417416524887085,-0.09245284646749496
3973120,92,1940,42844,1.8270210471182936e-07,0.00025,8.291999999999999e-05,-0.03725767321593594,19390,3212.0,0.20806925,0.522265625,0.3,0.11193165928125381,-6.280722618103027,5.434658761322498,-0.09690871089696884
3975168,92,1941,42867,1.7086338057747952e-07,0.00025,8.289999999999998e-05,-0.040069106392911634,19400,3212.0,0.16638626,0.52763671875,0.3,0.11176921427249908,-7.893645286560059,5.451272165775299,-0.10029708594083786
3977216,92,1942,42890,1.6861194689354876e-07,0.00025,8.298e-05,-0.03600439548899885,19410,3212.0,0.17297855,0.5056640625,0.3,0.11198496073484421,-6.593605041503906,5.454063220322132,-0.050000861287117004
3979264,92,1943,42911,1.8309501350621816e-07,0.00025,8.298e-05,-0.032318729055987205,19420,3212.0,0.18324101,0.52001953125,0.3,0.11194423586130142,-5.688108444213867,5.444525276124478,-0.09411906450986862
3981312,92,1944,42934,1.705863959200471e-07,0.00025,8.298e-05,-0.035413078182318716,19430,3212.0,0.16647972,0.5169921875,0.3,0.11168700456619263,-6.191808700561523,5.453103905916214,-0.06867574900388718
3983360,92,1945,42957,1.8809689596999136e-07,0.00025,8.303e-05,-0.03225605957268272,19440,3212.0,0.17645502,0.49853515625,0.3,0.11170192807912827,-6.247060775756836,5.455267444252968,-0.0393507294356823
3985408,92,1946,42978,1.7633292990204552e-07,0.00025,8.303e-05,-0.04595358459919226,19450,3212.0,0.18656516,0.528076171875,0.3,0.110957570374012,-3.7257137298583984,5.486082582175731,-0.07441945374011993
3987456,92,1947,43001,1.6418862438527527e-07,0.00025,8.291999999999999e-05,-0.03251587019622093,19460,3212.0,0.14864448,0.504833984375,0.3,0.11066321283578873,-6.616326332092285,5.520124949514866,-0.10520180314779282
3989504,92,1948,43024,2.103291847799227e-07,0.00025,8.287000000000001e-05,-0.04339498333429219,19470,3212.0,0.16539754,0.52060546875,0.3,0.1106872409582138,-6.331854343414307,5.52956585586071,-0.08822977542877197
3991552,92,1949,43045,1.8206033434164936e-07,0.00025,8.287000000000001e-05,-0.0396515122090932,19480,3212.0,0.19208056,0.54990234375,0.3,0.11064497381448746,-7.627910614013672,5.533432504534721,-0.08300159871578217
3993600,92,1950,43068,1.6702058089901328e-07,0.00025,8.293e-05,-0.04325777962658321,19490,3212.0,0.16703677,0.488916015625,0.3,0.11011680215597153,-5.83876371383667,5.551777559518814,-0.060037095099687576
3995648,92,1951,43090,1.8465838913517274e-07,0.00025,8.293e-05,-0.04931685710907914,19500,3212.0,0.21985956,0.541259765625,0.3,0.11009971797466278,-7.738165855407715,5.570075716078281,-0.09414767473936081
3997696,92,1952,43113,1.7378683880853174e-07,0.00025,8.316000000000001e-05,-0.038937372312648225,19510,3212.0,0.20633027,0.520361328125,0.3,0.10973883420228958,-6.312424659729004,5.589648497104645,-0.0499410554766655
3999744,92,1953,43137,1.687132366479105e-07,0.00025,8.324e-05,-0.036121006043686066,19520,3212.0,0.17724209,0.516845703125,0.3,0.11004561930894852,-5.621110439300537,5.5866603523492815,-0.03178243339061737
4001792,92,1954,43158,1.765011008902917e-07,0.00025,8.324e-05,-0.037804112455341966,19530,3212.0,0.18336031,0.52734375,0.3,0.11043400317430496,-4.9339680671691895,5.560483354330063,-0.08378957211971283
4003840,92,1955,43182,1.546835636467847e-07,0.00025,8.334e-05,-0.03483331816678401,19540,3212.0,0.1903589,0.51357421875,0.3,0.11098639667034149,-6.636099338531494,5.532005502283573,-0.04500679671764374
4005888,92,1956,43205,1.7028623864323577e-07,0.00025,8.352e-05,-0.03679204329382628,19550,3212.0,0.18615702,0.51904296875,0.3,0.11167971789836884,-4.484471321105957,5.493663784861565,-0.10190194100141525
4007936,92,1957,43226,1.799302549621018e-07,0.00025,8.352e-05,-0.04109122487716377,19560,3212.0,0.20182776,0.538134765625,0.3,0.11194707453250885,-3.511981964111328,5.465400768816471,-0.08224587142467499
4009984,92,1958,43249,1.8071416556519894e-07,0.00025,8.356e-05,-0.04150985790038249,19570,3212.0,0.19406751,0.503564453125,0.3,0.11216402053833008,-6.779425621032715,5.448926936089992,-0.07882628589868546
4012032,92,1959,43272,1.877078131817811e-07,0.00025,8.353000000000001e-05,-0.03629507258301601,19580,3212.0,0.1656457,0.4900390625,0.3,0.11237800866365433,-4.862161636352539,5.436139245331288,-0.05671990290284157
4014080,92,1960,43293,1.7947284167707522e-07,0.00025,8.353000000000001e-05,-0.04498961095232516,19590,3212.0,0.19285879,0.5298828125,0.3,0.11304370313882828,-6.525018215179443,5.4147975742816925,-0.07557684928178787
4016128,92,1961,43317,1.684997302353608e-07,0.00025,8.343999999999999e-05,-0.034158266897429714,19600,3212.0,0.16739395,0.4892578125,0.3,0.1129341721534729,-6.466197490692139,5.399349482357502,-0.11795037984848022
4018176,92,1962,43338,1.7381458046195063e-07,0.00025,8.343999999999999e-05,-0.04750948926775891,19610,3212.0,0.18549974,0.5154296875,0.3,0.11250494420528412,-6.32542085647583,5.411730127036572,-0.10445281863212585
4020224,92,1963,43361,1.7495953907875617e-07,0.00025,8.346999999999999e-05,-0.036774984664225484,19620,3212.0,0.2326366,0.530859375,0.3,0.11240953207015991,-8.164263725280762,5.424774706363678,-0.046976424753665924
4022272,92,1964,43384,1.5352425799530778e-07,0.00025,8.345999999999999e-05,-0.042576962054590696,19630,3212.0,0.14561014,0.474462890625,0.3,0.11217177659273148,-5.834585189819336,5.436234402656555,-0.03240122273564339
4024320,92,1965,43405,2.0139765879445549e-07,0.00025,8.345999999999999e-05,-0.03989891498495126,19640,3212.0,0.17380397,0.521435546875,0.3,0.11199954897165298,-8.691356658935547,5.447224815189839,-0.08318086713552475
4026368,92,1966,43429,1.6339211785787456e-07,0.00025,8.338999999999999e-05,-0.03382221586361993,19650,3212.0,0.17259234,0.529150390625,0.3,0.1120247170329094,-7.2211456298828125,5.452150365710258,-0.1044919416308403
4028416,92,1967,43452,1.888958810258856e-07,0.00025,8.331e-05,-0.048075676438747904,19660,3212.0,0.19348007,0.527392578125,0.3,0.11301742494106293,-5.2687177658081055,5.420013225078582,-0.08922164887189865
4030464,92,1968,43473,1.7680533919151032e-07,0.00025,8.331e-05,-0.04414639319002163,19670,3212.0,0.20483854,0.545458984375,0.3,0.1131526455283165,-7.614703178405762,5.386891122162342,-0.047382902354002
4032512,92,1969,43497,1.5482729949223283e-07,0.00025,8.323999999999998e-05,-0.036267421586671844,19680,3212.0,0.16255203,0.520068359375,0.3,0.11335482448339462,-7.559175491333008,5.380321599543095,-0.0865287110209465
4034560,92,1970,43520,1.748693427616743e-07,0.00025,8.319999999999998e-05,-0.04311407778732246,19690,3212.0,0.21897489,0.503662109375,0.3,0.11341408640146255,-6.961153984069824,5.369971923530102,-0.06670362502336502
4036608,92,1971,43541,1.7422090763385968e-07,0.00025,8.319999999999998e-05,-0.0451163091143826,19700,3212.0,0.17514545,0.515625,0.3,0.11383537948131561,-5.380706310272217,5.356794002652168,-0.04941575601696968
4038656,92,1972,43565,1.5557200547799965e-07,0.00025,8.322999999999997e-05,-0.045801891371957025,19710,3212.0,0.15858485,0.48857421875,0.3,0.11336296796798706,-7.450104713439941,5.362674233317375,-0.08009050786495209
4040704,92,1973,43588,1.794991991710404e-07,0.00025,8.318999999999998e-05,-0.04098928397288546,19720,3212.0,0.17449145,0.51904296875,0.3,0.11304914206266403,-8.273798942565918,5.388095639646053,-0.08199594169855118
4042752,92,1974,43610,1.7137726986415914e-07,0.00025,8.318999999999998e-05,-0.034331299872428646,19730,3212.0,0.21175632,0.54580078125,0.3,0.11299340426921844,-9.511335372924805,5.398225764930248,-0.11399770528078079
4044800,92,1975,43633,1.6963756936938524e-07,0.00025,8.317999999999999e-05,-0.03474380750267301,19740,3212.0,0.13846882,0.485400390625,0.3,0.11287008225917816,-5.549108028411865,5.4048470735549925,-0.12945988774299622
4046848,92,1976,43654,1.917015992169979e-07,0.00025,8.317999999999999e-05,-0.03153934590809513,19750,3212.0,0.17157274,0.517236328125,0.3,0.11270391196012497,-8.990274429321289,5.416570809483528,-0.0025007433723658323
4048896,92,1977,43677,1.697734122618755e-07,0.00025,8.320999999999998e-05,-0.04889535730180796,19760,3212.0,0.18675387,0.51962890625,0.3,0.11168747395277023,-7.666272163391113,5.45104454010725,-0.06265263259410858
4050944,92,1978,43700,1.756622766357907e-07,0.00025,8.317999999999997e-05,-0.04007500404550228,19770,3212.0,0.22207445,0.526904296875,0.3,0.11138435453176498,-7.09529972076416,5.485944828391075,-0.03381568565964699
4052992,92,1979,43722,1.694777972405248e-07,0.00025,8.317999999999997e-05,-0.03580546258890536,19780,3212.0,0.19980997,0.56083984375,0.3,0.11150120943784714,-5.460770606994629,5.489846476912499,-0.003484618617221713
4055040,92,1980,43745,1.6182041779888577e-07,0.00025,8.33e-05,-0.03442713345721131,19790,3212.0,0.16074876,0.508984375,0.3,0.11197488754987717,-7.063107490539551,5.469409899413586,-0.08728959411382675
4057088,92,1981,43768,1.785929423236965e-07,0.00025,8.342999999999999e-05,-0.04468050068244338,19800,3212.0,0.16320056,0.498583984375,0.3,0.11195780336856842,-4.5005011558532715,5.457650357484818,-0.055616267025470734
4059136,92,1982,43789,1.745573378064691e-07,0.00025,8.342999999999999e-05,-0.04380258108576527,19810,3212.0,0.17880312,0.539599609375,0.3,0.11206429451704025,-6.012683391571045,5.450240452587605,-0.07310426980257034
4061184,92,1983,43811,1.6361510271067914e-07,0.00025,8.344e-05,-0.03636343238176778,19820,3212.0,0.15839739,0.481103515625,0.3,0.11228080093860626,-7.107240676879883,5.444798621535301,-0.0367661751806736
4063232,92,1984,43835,1.7391471824890202e-07,0.00025,8.348000000000001e-05,-0.04423170952359214,19830,3212.0,0.18746914,0.530419921875,0.3,0.11204258352518082,-7.68703556060791,5.432742780447006,-0.12245302647352219
4065280,92,1985,43857,1.786412605619958e-07,0.00025,8.348000000000001e-05,-0.0368610253528459,19840,3212.0,0.20130205,0.533056640625,0.3,0.11208079010248184,-9.43476390838623,5.4426240310072895,-0.049629658460617065
4067328,92,1986,43880,1.7599217023711588e-07,0.00025,8.358000000000001e-05,-0.04419258263078518,19850,3212.0,0.13826278,0.477294921875,0.3,0.11253094673156738,-5.615044593811035,5.428901287913322,-0.09643949568271637
4069376,92,1987,43901,1.72533658315821e-07,0.00025,8.358000000000001e-05,-0.04056157301820349,19860,3212.0,0.21052654,0.506103515625,0.3,0.11281775683164597,-7.142574310302734,5.404405687749386,-0.0030105016194283962
4071424,92,1988,43923,1.7139103216656793e-07,0.00025,8.355000000000001e-05,-0.04049408988794312,19870,3212.0,0.20357418,0.543505859375,0.3,0.11243099719285965,-7.548401832580566,5.40729012042284,-0.054776571691036224
4073472,92,1989,43947,1.7340917650709998e-07,0.00025,8.365000000000001e-05,-0.0426804820788675,19880,3212.0,0.16599324,0.479150390625,0.3,0.11266698688268661,-6.077162265777588,5.410278381407261,-0.12323872745037079
4075520,92,1990,43968,1.6900542099129723e-07,0.00025,8.365000000000001e-05,-0.03451723648686311,19890,3212.0,0.20135552,0.536474609375,0.3,0.11318804323673248,-7.597070693969727,5.385406742990017,-0.07066716998815536
4077568,92,1991,43991,1.5679258946743602e-07,0.00025,8.376000000000001e-05,-0.03688263401127188,19900,3212.0,0.17535931,0.51494140625,0.3,0.11320115625858307,-6.711203098297119,5.36323498338461,-0.03885071724653244
4079616,92,1992,44014,1.74879018599583e-07,0.00025,8.381e-05,-0.04052547612518538,19910,3212.0,0.18845958,0.51533203125,0.3,0.11365075409412384,-8.662031173706055,5.347874353826046,0.06460157781839371
4081664,92,1993,44036,1.8468234066482126e-07,0.00025,8.381e-05,-0.038669130168273114,19920,3212.0,0.17634365,0.512744140625,0.3,0.11430906504392624,-6.861964225769043,5.312988601624966,-0.09615764021873474
4083712,92,1994,44059,1.5501289718500288e-07,0.00025,8.379999999999999e-05,-0.05392090257955715,19930,3212.0,0.17094032,0.500244140625,0.3,0.11459489911794662,-6.884335517883301,5.287742681801319,-0.04057007282972336
4085760,92,1995,44081,1.8019875394070795e-07,0.00025,8.389000000000001e-05,-0.033405202894937244,19940,3212.0,0.1545259,0.52001953125,0.3,0.11437473446130753,-8.207048416137695,5.290040288865566,-0.049472738057374954
4087808,92,1996,44103,1.6535993438981932e-07,0.00025,8.389000000000001e-05,-0.03935143612179672,19950,3212.0,0.17912339,0.511474609375,0.3,0.11432365328073502,-8.664847373962402,5.296866649389267,-0.068902388215065
4089856,92,1997,44125,1.5660232939307405e-07,0.00025,8.390000000000002e-05,-0.041291809250833464,19960,3212.0,0.13341539,0.469921875,0.3,0.11434657126665115,-5.96309757232666,5.291778092086315,0.0029776045121252537
